result_id,trial_id,analysis_population,arm_id_unq,comp_id,outcome_harm_label,result_description,result_type,ancova,result,dispersion_type,dispersion,units_label,timepoint,timepoint_units,source,arm_id_subgroup
49807267,NCT00722371,NA,uaa10334,NA,hba1c,change from baseline,LS mean change,NA,-1.2,95%ci,-1.4;-1,percentage,24,weeks,aact,NA
49807268,NCT00722371,NA,uaa10335,NA,hba1c,change from baseline,LS mean change,NA,-1.53,95%ci,-1.73;-1.34,percentage,24,weeks,aact,NA
49807269,NCT00722371,NA,uaa10336,NA,hba1c,change from baseline,LS mean change,NA,-1.63,95%ci,-1.82;-1.43,percentage,24,weeks,aact,NA
49807270,NCT00722371,NA,uaa10337,NA,hba1c,change from baseline,LS mean change,NA,-1.81,95%ci,-2;-1.62,percentage,24,weeks,aact,NA
49807264,NCT00722371,NA,uaa10338,NA,hba1c,change from baseline,LS mean change,NA,-1.09,95%ci,-1.29;-0.89,percentage,24,weeks,aact,NA
49828220,NCT00740051,NA,uaa10340,NA,hba1c,change from baseline,mean change,NA,-0.38,sd,0.87,percentage,18,weeks,aact,NA
49828219,NCT00740051,NA,uaa10341,NA,hba1c,change from baseline,mean change,NA,0.1,sd,1.06,percentage,18,weeks,aact,NA
49836204,NCT00751114,NA,uaa10343,NA,hba1c,change from baseline,LS mean change,NA,-1.72,se,0.06,percentage,24,weeks,aact,NA
49836205,NCT00751114,NA,uaa10344,NA,hba1c,change from baseline,LS mean change,NA,-1.13,se,0.06,percentage,24,weeks,aact,NA
49840577,NCT00757588,NA,uaa10346,NA,hba1c,change from baseline,adjusted mean change,NA,-0.32,se,0.074,percentage,24,weeks,aact,NA
49840576,NCT00757588,NA,uaa10347,NA,hba1c,change from baseline,adjusted mean change,NA,-0.73,se,0.054,percentage,24,weeks,aact,NA
49846466,NCT00763451,NA,uaa10349,NA,hba1c,change from baseline,LS mean change,NA,-0.92,se,0.101,percentage,24,weeks,aact,uaa10349a
49846465,NCT00763451,NA,uaa10349,NA,hba1c,change from baseline,LS mean change,NA,-0.83,se,0.099,percentage,24,weeks,aact,uaa10349b
49846464,NCT00763451,NA,uaa10350,NA,hba1c,change from baseline,LS mean change,NA,-0.42,se,0.099,percentage,24,weeks,aact,NA
49846502,NCT00763815,NA,uaa10352,NA,hba1c,change from baseline,LS mean change,NA,-0.9,se,0.089,percentage,24,weeks,aact,NA
49846501,NCT00763815,NA,uaa10353,NA,hba1c,change from baseline,LS mean change,NA,-0.34,se,0.1,percentage,24,weeks,aact,NA
49848225,NCT00765817,NA,uaa10355,NA,hba1c,change from baseline,LS mean change,NA,-1.71,se,0.09,percentage,30,weeks,aact,NA
49848226,NCT00765817,NA,uaa10356,NA,hba1c,change from baseline,LS mean change,NA,-1,se,0.09,percentage,30,weeks,aact,NA
49870175,NCT00790205,NA,uaa10358,NA,hba1c,change from baseline,mean change,NA,0.1,sd,1.2,percentage,48,months,aact,NA
49870174,NCT00790205,NA,uaa10359,NA,hba1c,change from baseline,mean change,NA,0,sd,1.1,percentage,48,months,aact,NA
49878022,NCT00798161,NA,uaa10361,NA,hba1c,change from baseline,adjusted mean change,NA,-0.45,se,0.08,percentage,24,weeks,aact,NA
49878024,NCT00798161,NA,uaa10362,NA,hba1c,change from baseline,adjusted mean change,NA,-1.59,se,0.08,percentage,24,weeks,aact,NA
49878023,NCT00798161,NA,uaa10363,NA,hba1c,change from baseline,adjusted mean change,NA,-1.22,se,0.08,percentage,24,weeks,aact,NA
49878021,NCT00798161,NA,uaa10364,NA,hba1c,change from baseline,adjusted mean change,NA,-1.07,se,0.08,percentage,24,weeks,aact,NA
49878020,NCT00798161,NA,uaa10365,NA,hba1c,change from baseline,adjusted mean change,NA,-0.64,se,0.08,percentage,24,weeks,aact,NA
49878019,NCT00798161,NA,uaa10366,NA,hba1c,change from baseline,adjusted mean change,NA,0.13,se,0.11,percentage,24,weeks,aact,NA
49879570,NCT00800683,NA,uaa10368,NA,hba1c,change from baseline,LS mean change,NA,-0.76,se,0.14,percentage,12,weeks,aact,NA
49879569,NCT00800683,NA,uaa10369,NA,hba1c,change from baseline,LS mean change,NA,-0.15,se,0.15,percentage,12,weeks,aact,NA
49902199,NCT00813995,NA,uaa10371,NA,hba1c,change from baseline,LS mean change,NA,-0.14,95%ci,1.22,percentage,24,weeks,aact,NA
49902198,NCT00813995,NA,uaa10372,NA,hba1c,change from baseline,LS mean change,NA,-1.02,95%ci,0.99,percentage,24,weeks,aact,NA
49912192,NCT00819091,NA,uaa10374,NA,hba1c,change from baseline,LS mean change,NA,-0.54,se,0.07,percentage,18,weeks,aact,NA
49912191,NCT00819091,NA,uaa10375,NA,hba1c,change from baseline,LS mean change,NA,-0.07,se,0.1,percentage,18,weeks,aact,NA
49931642,NCT00837577,NA,uaa10378,NA,hba1c,change from baseline,LS mean change,NA,0.16,95%ci,0.64,percentage,12,weeks,aact,NA
49931641,NCT00837577,NA,uaa10379,NA,hba1c,change from baseline,LS mean change,NA,-0.76,95%ci,0.42,percentage,12,weeks,aact,NA
49935187,NCT00839527,NA,uaa10389,NA,hba1c,change from baseline,LS mean change,NA,-0.55,se,0.055,percentage,52,weeks,aact,NA
49935186,NCT00839527,NA,uaa10390,NA,hba1c,change from baseline,LS mean change,NA,-0.8,se,0.055,percentage,52,weeks,aact,NA
49935185,NCT00839527,NA,uaa10391,NA,hba1c,change from baseline,LS mean change,NA,0.33,se,0.083,percentage,52,weeks,aact,NA
49943535,NCT00849017,NA,uaa10393,NA,hba1c,change from baseline,LS mean change,NA,-0.7,se,0.096,percentage,52,weeks,aact,NA
49943536,NCT00849017,NA,uaa10394,NA,hba1c,change from baseline,LS mean change,NA,-0.89,se,0.097,percentage,52,weeks,aact,NA
49943534,NCT00849017,NA,uaa10395,NA,hba1c,change from baseline,LS mean change,NA,0.15,se,0.097,percentage,52,weeks,aact,NA
49943601,NCT00849056,NA,uaa10397,NA,hba1c,change from baseline,LS mean change,NA,-0.81,se,0.071,percentage,52,weeks,aact,NA
49943600,NCT00849056,NA,uaa10398,NA,hba1c,change from baseline,LS mean change,NA,-0.05,se,0.071,percentage,52,weeks,aact,NA
49952422,NCT00856284,NA,uaa10403,NA,hba1c,change from baseline,LS mean change,NA,-0.81,se,0.027,percentage,52,weeks,aact,NA
49952423,NCT00856284,NA,uaa10404,NA,hba1c,change from baseline,LS mean change,NA,-0.76,se,0.027,percentage,52,weeks,aact,NA
49952424,NCT00856284,NA,uaa10405,NA,hba1c,change from baseline,LS mean change,NA,-0.73,se,0.029,percentage,52,weeks,aact,NA
49958134,NCT00859898,NA,uaa10407,NA,hba1c,change from baseline,adjusted mean change,NA,-1.45,se,0.0734,percentage,24,weeks,aact,NA
49958133,NCT00859898,NA,uaa10408,NA,hba1c,change from baseline,adjusted mean change,NA,-1.98,se,0.0759,percentage,24,weeks,aact,NA
49958135,NCT00859898,NA,uaa10409,NA,hba1c,change from baseline,adjusted mean change,NA,-1.44,se,0.0757,percentage,24,weeks,aact,NA
49966683,NCT00866658,NA,uaa10411,NA,hba1c,change from baseline,LS mean change,NA,-0.77,se,0.137,percentage,24,weeks,aact,NA
49966682,NCT00866658,NA,uaa10412,NA,hba1c,change from baseline,LS mean change,NA,0.11,se,0.131,percentage,24,weeks,aact,NA
49968324,NCT00870194,NA,uaa10414,NA,hba1c,change from baseline,LS mean change,NA,-0.38,se,0.09,percentage,20,weeks,aact,NA
49968325,NCT00870194,NA,uaa10415,NA,hba1c,change from baseline,LS mean change,NA,-0.68,se,0.08,percentage,20,weeks,aact,NA
49975001,NCT00877890,NA,uaa10421,NA,hba1c,change from baseline,LS mean change,NA,-0.9,se,0.11,percentage,24,weeks,aact,NA
49975000,NCT00877890,NA,uaa10422,NA,hba1c,change from baseline,LS mean change,NA,-1.57,se,0.104,percentage,24,weeks,aact,NA
49982311,NCT00885352,NA,uaa10424,NA,hba1c,change from baseline,LS mean change,NA,-0.4,95%ci,1,percentage,26,weeks,aact,NA
49982310,NCT00885352,NA,uaa10425,NA,hba1c,change from baseline,LS mean change,NA,-1.15,95%ci,0.93,percentage,26,weeks,aact,NA
49982485,NCT00885378,NA,uaa10427,NA,hba1c,baseline,mean,NA,7.97,se,0.09,percentage,0,weeks,aact,NA
49982487,NCT00885378,NA,uaa10427,NA,hba1c,change from baseline,adjusted mean change,NA,-0.22,se,0.08,percentage,12,weeks,aact,NA
49982484,NCT00885378,NA,uaa10428,NA,hba1c,baseline,mean,NA,7.92,se,0.11,percentage,0,weeks,aact,NA
49982486,NCT00885378,NA,uaa10428,NA,hba1c,change from baseline,adjusted mean change,NA,-0.56,se,0.09,percentage,12,weeks,aact,NA
50006609,NCT00915772,NA,uaa10430,NA,hba1c,change from baseline,mean change,NA,-0.06,sd,0.77,percentage,54,weeks,aact,NA
50006610,NCT00915772,NA,uaa10432,NA,hba1c,change from baseline,mean change,NA,-0.28,sd,0.86,percentage,54,weeks,aact,NA
50007445,NCT00917267,NA,uaa10434,NA,hba1c,change from baseline,LS mean change,NA,-1.12,se,0.07,percentage,26,weeks,aact,NA
50007444,NCT00917267,NA,uaa10435,NA,hba1c,change from baseline,LS mean change,NA,-1.43,se,0.07,percentage,26,weeks,aact,NA
50008122,NCT00918879,NA,uaa10437,NA,hba1c,baseline,mean,NA,8.33,se,0.072,percentage,0,weeks,aact,NA
50008124,NCT00918879,NA,uaa10437,NA,hba1c,endpoint,mean,NA,8.28,se,0.114,percentage,24,weeks,aact,NA
50008121,NCT00918879,NA,uaa10438,NA,hba1c,baseline,mean,NA,8.33,se,0.08,percentage,0,weeks,aact,NA
50008123,NCT00918879,NA,uaa10438,NA,hba1c,endpoint,mean,NA,7.82,se,0.116,percentage,24,weeks,aact,NA
50027819,NCT00935532,NA,uaa10440,NA,hba1c,change from baseline,LS mean change,NA,-1.11,se,0.06,percentage,26,weeks,aact,NA
50027820,NCT00935532,NA,uaa10441,NA,hba1c,change from baseline,LS mean change,NA,-0.68,se,0.06,percentage,26,weeks,aact,NA
50050033,NCT00954447,NA,uaa10443,NA,hba1c,change from baseline,adjusted mean change,NA,-0.58,se,0.08,percentage,24,weeks,aact,NA
50050032,NCT00954447,NA,uaa10444,NA,hba1c,change from baseline,adjusted mean change,NA,0.07,se,0.08,percentage,24,weeks,aact,NA
50055555,NCT00960076,NA,uaa10446,NA,hba1c,baseline,mean,NA,8.28,se,0.077,percentage,0,weeks,aact,NA
50055557,NCT00960076,NA,uaa10446,NA,hba1c,endpoint,mean,NA,7.93,se,0.111,percentage,18,weeks,aact,NA
50055554,NCT00960076,NA,uaa10447,NA,hba1c,baseline,mean,NA,8.41,se,0.076,percentage,0,weeks,aact,NA
50055556,NCT00960076,NA,uaa10447,NA,hba1c,endpoint,mean,NA,7.53,se,0.093,percentage,18,weeks,aact,NA
50056961,NCT00960661,NA,uaa10449,NA,hba1c,change from baseline,LS mean change,NA,-1.13,se,0.053,percentage,30,weeks,aact,NA
50056962,NCT00960661,NA,uaa10451,NA,hba1c,change from baseline,LS mean change,NA,-1.1,se,0.051,percentage,30,weeks,aact,NA
50066260,NCT00968812,NA,uaa10456,NA,hba1c,change from baseline,LS mean change,NA,-0.82,se,0.039,percentage,52,weeks,aact,NA
50066261,NCT00968812,NA,uaa10457,NA,hba1c,change from baseline,LS mean change,NA,-0.93,se,0.039,percentage,52,weeks,aact,NA
50066262,NCT00968812,NA,uaa10458,NA,hba1c,change from baseline,LS mean change,NA,-0.81,se,0.039,percentage,52,weeks,aact,NA
50075265,NCT00974090,NA,uaa10461,NA,hba1c,change from baseline,LS mean change,NA,0.29,se,0.06,percentage,12,weeks,aact,NA
50075266,NCT00974090,NA,uaa10462,NA,hba1c,change from baseline,LS mean change,NA,-0.71,se,0.06,percentage,12,weeks,aact,NA
50078069,NCT00975286,NA,uaa10464,NA,hba1c,change from baseline,LS mean change,NA,-0.71,se,0.091,percentage,24,weeks,aact,NA
50078068,NCT00975286,NA,uaa10465,NA,hba1c,change from baseline,LS mean change,NA,-0.4,se,0.092,percentage,24,weeks,aact,NA
50080261,NCT00976391,NA,uaa10467,NA,hba1c,change from baseline,LS mean change,NA,-0.82,se,0.058,percentage,26,weeks,aact,NA
50080262,NCT00976391,NA,uaa10468,NA,hba1c,change from baseline,LS mean change,NA,-0.66,se,0.058,percentage,26,weeks,aact,NA
50086988,NCT00976937,NA,uaa10470,NA,hba1c,change from baseline,LS mean change,NA,-0.66,se,0.094,percentage,24,weeks,aact,NA
50086989,NCT00976937,NA,uaa10471,NA,hba1c,change from baseline,LS mean change,NA,-0.72,se,0.097,percentage,24,weeks,aact,NA
50096273,NCT00984867,NA,uaa10473,NA,hba1c,change from baseline,LS mean change,NA,-0.45,95%ci,0.0509,percentage,24,weeks,aact,NA
50096272,NCT00984867,NA,uaa10474,NA,hba1c,change from baseline,LS mean change,NA,0.04,95%ci,0.0509,percentage,24,weeks,aact,NA
50121297,NCT00996658,NA,uaa10476,NA,hba1c,change from baseline,LS mean change,NA,-0.84,se,0.11,percentage,24,weeks,aact,NA
50121296,NCT00996658,NA,uaa10477,NA,hba1c,change from baseline,LS mean change,NA,-0.27,se,0.13,percentage,24,weeks,aact,NA
50124828,NCT00998881,NA,uaa10479,NA,hba1c,change from baseline,LS mean change,NA,0.17,se,0.05,percentage,12,weeks,aact,NA
50124829,NCT00998881,NA,uaa10480,NA,hba1c,change from baseline,LS mean change,NA,-0.62,se,0.05,percentage,12,weeks,aact,NA
50132568,NCT01003184,NA,uaa10482,NA,hba1c,change from baseline,LS mean change,NA,-1.32,se,0.076,percentage,26,weeks,aact,NA
50132569,NCT01003184,NA,uaa10483,NA,hba1c,change from baseline,LS mean change,NA,-0.91,se,0.077,percentage,26,weeks,aact,NA
50134946,NCT01006590,NA,uaa10485,NA,hba1c,change from baseline,mean change,NA,-0.38,se,0.06,percentage,24,weeks,aact,NA
50134945,NCT01006590,NA,uaa10486,NA,hba1c,change from baseline,mean change,NA,-0.47,se,0.06,percentage,24,weeks,aact,NA
50134966,NCT01006603,NA,uaa10488,NA,hba1c,change from baseline,mean change,NA,-0.64,95%ci,-0.71;-0.57,percentage,52,weeks,aact,NA
50134965,NCT01006603,NA,uaa10489,NA,hba1c,change from baseline,mean change,NA,-0.44,95%ci,-0.51;-0.37,percentage,52,weeks,aact,NA
50150306,NCT01023581,NA,uaa10491,NA,hba1c,change from baseline,LS mean change,NA,-0.56,se,0.093,percentage,26,weeks,aact,NA
50150305,NCT01023581,NA,uaa10492,NA,hba1c,change from baseline,LS mean change,NA,-0.52,se,0.094,percentage,26,weeks,aact,NA
50150310,NCT01023581,NA,uaa10493,NA,hba1c,change from baseline,LS mean change,NA,-1.55,se,0.09,percentage,26,weeks,aact,NA
50150309,NCT01023581,NA,uaa10494,NA,hba1c,change from baseline,LS mean change,NA,-1.22,se,0.094,percentage,26,weeks,aact,NA
50150308,NCT01023581,NA,uaa10495,NA,hba1c,change from baseline,LS mean change,NA,-1.11,se,0.092,percentage,26,weeks,aact,NA
50150307,NCT01023581,NA,uaa10496,NA,hba1c,change from baseline,LS mean change,NA,-0.65,se,0.094,percentage,26,weeks,aact,NA
50150304,NCT01023581,NA,uaa10497,NA,hba1c,change from baseline,LS mean change,NA,0.15,se,0.094,percentage,26,weeks,aact,NA
50153072,NCT01026194,NA,uaa10500,NA,hba1c,change from baseline,LS mean change,NA,-0.2,se,0.05,percentage,12,weeks,aact,NA
50153073,NCT01026194,NA,uaa10501,NA,hba1c,change from baseline,LS mean change,NA,-0.94,se,0.04,percentage,12,weeks,aact,NA
50155868,NCT01028391,NA,uaa10503,NA,hba1c,change from baseline,LS mean change,NA,-1.86,95%ci,-2.04;-1.68,percentage,54,weeks,aact,NA
50155867,NCT01028391,NA,uaa10504,NA,hba1c,change from baseline,LS mean change,NA,-2.37,95%ci,-2.54;-2.19,percentage,54,weeks,aact,NA
50157087,NCT01029886,NA,uaa10506,NA,hba1c,change from baseline,LS mean change,NA,-1.28,se,0.05,percentage,26,weeks,aact,NA
50157088,NCT01029886,NA,uaa10507,NA,hba1c,change from baseline,LS mean change,NA,-1.48,se,0.05,percentage,26,weeks,aact,NA
50160939,NCT01031680,NA,uaa10509,NA,hba1c,change from baseline,LS mean change,NA,-0.38,95%ci,-0.46;-0.3,percentage,24,weeks,aact,NA
50160940,NCT01031680,NA,uaa10510,NA,hba1c,change from baseline,LS mean change,NA,0.08,95%ci,0.01;0.16,percentage,24,weeks,aact,NA
50161659,NCT01032629,NA,uaa10512,NA,hba1c,change from baseline,LS mean change,NA,-0.26,se,0.032,percentage,338,weeks,aact,NA
50161660,NCT01032629,NA,uaa10514,NA,hba1c,change from baseline,LS mean change,NA,-0.31,se,0.032,percentage,338,weeks,aact,NA
50161658,NCT01032629,NA,uaa10515,NA,hba1c,change from baseline,LS mean change,NA,0.01,se,0.032,percentage,338,weeks,aact,NA
50177970,NCT01042977,NA,uaa10517,NA,hba1c,change from baseline,LS mean change,NA,-0.33,95%ci,0.0434,percentage,24,weeks,aact,NA
50177971,NCT01042977,NA,uaa10518,NA,hba1c,change from baseline,LS mean change,NA,0.07,95%ci,-0.02;0.15,percentage,24,weeks,aact,NA
50179007,NCT01046110,NA,uaa10520,NA,hba1c,change from baseline,mean change,NA,-1.56,sd,1.09,percentage,26,weeks,aact,NA
50179008,NCT01046110,NA,uaa10521,NA,hba1c,change from baseline,mean change,NA,-1.22,sd,1.16,percentage,26,weeks,aact,NA
50197932,NCT01064414,NA,uaa10523,NA,hba1c,change from baseline,LS mean change,NA,-0.33,se,0.09,percentage,26,weeks,aact,NA
50197933,NCT01064414,NA,uaa10524,NA,hba1c,change from baseline,LS mean change,NA,-0.44,se,0.089,percentage,26,weeks,aact,NA
50197931,NCT01064414,NA,uaa10525,NA,hba1c,change from baseline,LS mean change,NA,-0.03,se,0.09,percentage,26,weeks,aact,NA
50198205,NCT01064687,NA,uaa10527,NA,hba1c,change from baseline,LS mean change,NA,-1.3,se,0.06,percentage,26,weeks,aact,NA
50198204,NCT01064687,NA,uaa10529,NA,hba1c,change from baseline,LS mean change,NA,-1.51,se,0.06,percentage,26,weeks,aact,NA
50198206,NCT01064687,NA,uaa10530,NA,hba1c,change from baseline,LS mean change,NA,-0.99,se,0.06,percentage,26,weeks,aact,NA
50198207,NCT01064687,NA,uaa10531,NA,hba1c,change from baseline,LS mean change,NA,-0.46,se,0.08,percentage,26,weeks,aact,NA
50207903,NCT01075282,NA,uaa10533,NA,hba1c,change from baseline,LS mean change,NA,-0.76,se,0.06,percentage,52,weeks,aact,NA
50207902,NCT01075282,NA,uaa10535,NA,hba1c,change from baseline,LS mean change,NA,-1.08,se,0.06,percentage,52,weeks,aact,NA
50207904,NCT01075282,NA,uaa10536,NA,hba1c,change from baseline,LS mean change,NA,-0.63,se,0.06,percentage,52,weeks,aact,NA
50208844,NCT01076075,NA,uaa10538,NA,hba1c,change from baseline,LS mean change,NA,-0.16,95%ci,0.84,percentage,24,weeks,aact,NA
50208843,NCT01076075,NA,uaa10539,NA,hba1c,change from baseline,LS mean change,NA,-0.84,95%ci,0.82,percentage,24,weeks,aact,NA
50208855,NCT01076088,NA,uaa10541,NA,hba1c,change from baseline,LS mean change,NA,-1.29,95%ci,-1.54;-1.04,percentage,24,weeks,aact,NA
50208856,NCT01076088,NA,uaa10542,NA,hba1c,change from baseline,LS mean change,NA,-1.56,95%ci,-1.8;-1.32,percentage,24,weeks,aact,NA
50208858,NCT01076088,NA,uaa10543,NA,hba1c,change from baseline,LS mean change,NA,-0.59,95%ci,-0.84;-0.34,percentage,24,weeks,aact,NA
50208853,NCT01076088,NA,uaa10544,NA,hba1c,change from baseline,LS mean change,NA,-1.67,95%ci,-1.92;-1.43,percentage,24,weeks,aact,NA
50208854,NCT01076088,NA,uaa10545,NA,hba1c,change from baseline,LS mean change,NA,-1.83,95%ci,-2.07;-1.58,percentage,24,weeks,aact,NA
50208857,NCT01076088,NA,uaa10546,NA,hba1c,change from baseline,LS mean change,NA,-0.99,95%ci,-1.24;-0.75,percentage,24,weeks,aact,NA
50216572,NCT01081834,NA,uaa10548,NA,hba1c,change from baseline,LS mean change,NA,-0.77,se,0.065,percentage,26,weeks,aact,NA
50216573,NCT01081834,NA,uaa10549,NA,hba1c,change from baseline,LS mean change,NA,-1.03,se,0.064,percentage,26,weeks,aact,NA
50216571,NCT01081834,NA,uaa10550,NA,hba1c,change from baseline,LS mean change,NA,0.14,se,0.065,percentage,26,weeks,aact,NA
50218730,NCT01084005,NA,uaa10552,NA,hba1c,change from baseline,adjusted mean change,NA,-0.61,se,0.06,percentage,24,weeks,aact,NA
50218729,NCT01084005,NA,uaa10553,NA,hba1c,change from baseline,adjusted mean change,NA,0.04,se,0.07,percentage,24,weeks,aact,NA
50221597,NCT01087502,NA,uaa10555,NA,hba1c,change from baseline,mean change,NA,-0.5,sd,0.59,percentage,12,weeks,aact,NA
50221596,NCT01087502,NA,uaa10556,NA,hba1c,change from baseline,mean change,NA,-0.08,sd,0.79,percentage,12,weeks,aact,NA
50228520,NCT01095653,NA,uaa10558,NA,hba1c,change from baseline,adjusted mean change,NA,-1.11,se,0.068,percentage,24,weeks,aact,NA
50228519,NCT01095653,NA,uaa10559,NA,hba1c,change from baseline,adjusted mean change,NA,-1.04,se,0.0695,percentage,24,weeks,aact,NA
50228518,NCT01095653,NA,uaa10560,NA,hba1c,change from baseline,adjusted mean change,NA,-0.29,se,0.0681,percentage,24,weeks,aact,NA
50228535,NCT01095666,NA,uaa10562,NA,hba1c,change from baseline,adjusted mean change,NA,-0.85,se,0.0601,percentage,24,weeks,aact,NA
50228534,NCT01095666,NA,uaa10563,NA,hba1c,change from baseline,adjusted mean change,NA,-0.82,se,0.0607,percentage,24,weeks,aact,NA
50228533,NCT01095666,NA,uaa10564,NA,hba1c,change from baseline,adjusted mean change,NA,-0.23,se,0.0622,percentage,24,weeks,aact,NA
50234504,NCT01098539,NA,uaa10566,NA,hba1c,change from baseline,mean change,NA,-0.93,sd,0.806,percentage,26,weeks,aact,NA
50234505,NCT01098539,NA,uaa10567,NA,hba1c,change from baseline,mean change,NA,-0.8,sd,0.887,percentage,26,weeks,aact,NA
50240174,NCT01106625,NA,uaa10569,NA,hba1c,change from baseline,LS mean change,NA,-0.85,se,0.075,percentage,26,weeks,aact,NA
50240175,NCT01106625,NA,uaa10570,NA,hba1c,change from baseline,LS mean change,NA,-1.06,se,0.076,percentage,26,weeks,aact,NA
50240173,NCT01106625,NA,uaa10571,NA,hba1c,change from baseline,LS mean change,NA,-0.13,se,0.075,percentage,26,weeks,aact,NA
50240195,NCT01106651,NA,uaa10573,NA,hba1c,change from baseline,LS mean change,NA,-0.6,se,0.063,percentage,26,weeks,aact,NA
50240196,NCT01106651,NA,uaa10574,NA,hba1c,change from baseline,LS mean change,NA,-0.73,se,0.064,percentage,26,weeks,aact,NA
50240194,NCT01106651,NA,uaa10575,NA,hba1c,change from baseline,LS mean change,NA,-0.03,se,0.063,percentage,26,weeks,aact,NA
50240237,NCT01106677,NA,uaa10577,NA,hba1c,change from baseline,LS mean change,NA,-0.79,se,0.044,percentage,26,weeks,aact,NA
50240238,NCT01106677,NA,uaa10578,NA,hba1c,change from baseline,LS mean change,NA,-0.94,se,0.044,percentage,26,weeks,aact,NA
50240236,NCT01106677,NA,uaa10579,NA,hba1c,change from baseline,LS mean change,NA,-0.17,se,0.06,percentage,26,weeks,aact,NA
50240239,NCT01106677,NA,uaa10580,NA,hba1c,change from baseline,LS mean change,NA,-0.82,se,0.044,percentage,26,weeks,aact,NA
50240287,NCT01106690,NA,uaa10582,NA,hba1c,change from baseline,LS mean change,NA,-0.89,se,0.069,percentage,26,weeks,aact,NA
50240288,NCT01106690,NA,uaa10583,NA,hba1c,change from baseline,LS mean change,NA,-1.03,se,0.07,percentage,26,weeks,aact,NA
50240286,NCT01106690,NA,uaa10584,NA,hba1c,change from baseline,LS mean change,NA,-0.26,se,0.069,percentage,26,weeks,aact,NA
50245950,NCT01117350,NA,uaa10590,NA,hba1c,change from baseline,mean change,NA,-1.92,sd,1.22,percentage,12,weeks,aact,NA
50245951,NCT01117350,NA,uaa10591,NA,hba1c,change from baseline,mean change,NA,-1.81,sd,1.33,percentage,12,weeks,aact,NA
50259736,NCT01126580,NA,uaa10593,NA,hba1c,change from baseline,LS mean change,NA,-0.71,se,0.06,percentage,26,weeks,aact,NA
50259735,NCT01126580,NA,uaa10595,NA,hba1c,change from baseline,LS mean change,NA,-0.78,se,0.06,percentage,26,weeks,aact,NA
50259737,NCT01126580,NA,uaa10596,NA,hba1c,change from baseline,LS mean change,NA,-0.56,se,0.06,percentage,26,weeks,aact,NA
50260610,NCT01128153,NA,uaa10598,NA,hba1c,change from baseline,adjusted mean change,NA,-0.08,95%ci,-0.23;0.07,percentage,24,weeks,aact,NA
50260609,NCT01128153,NA,uaa10599,NA,hba1c,change from baseline,adjusted mean change,NA,-0.74,95%ci,-0.89;-0.6,percentage,24,weeks,aact,NA
50263281,NCT01128894,NA,uaa10601,NA,hba1c,change from baseline,LS mean change,NA,-0.78,se,0.047,percentage,32,weeks,aact,NA
50263282,NCT01128894,NA,uaa10602,NA,hba1c,change from baseline,LS mean change,NA,-0.99,se,0.046,percentage,32,weeks,aact,NA
50272122,NCT01137474,NA,uaa10609,NA,hba1c,change from baseline,adjusted mean change,NA,-0.56,se,0.0633,percentage,12,weeks,aact,NA
50272121,NCT01137474,NA,uaa10612,NA,hba1c,change from baseline,adjusted mean change,NA,-0.1,se,0.0631,percentage,12,weeks,aact,NA
50272917,NCT01137812,NA,uaa10614,NA,hba1c,change from baseline,LS mean change,NA,-1.03,se,0.048,percentage,52,weeks,aact,NA
50272918,NCT01137812,NA,uaa10615,NA,hba1c,change from baseline,LS mean change,NA,-0.66,se,0.049,percentage,52,weeks,aact,NA
50280038,NCT01147627,NA,uaa10623,NA,hba1c,change from baseline,mean change,NA,-1.8,sd,1.29,percentage,48,weeks,aact,NA
50280039,NCT01147627,NA,uaa10624,NA,hba1c,change from baseline,mean change,NA,-1.74,sd,1.16,percentage,48,weeks,aact,NA
50280040,NCT01147627,NA,uaa10625,NA,hba1c,change from baseline,mean change,NA,-1.47,sd,1.3,percentage,48,weeks,aact,NA
50293726,NCT01159600,NA,uaa10627,NA,hba1c,change from baseline,adjusted mean change,NA,-0.7,se,0.05,percentage,24,weeks,aact,uaa10627a
50293730,NCT01159600,NA,uaa10627,NA,hba1c,change from baseline,adjusted mean change,NA,-0.82,se,0.05,percentage,24,weeks,aact,uaa10627b
50293727,NCT01159600,NA,uaa10628,NA,hba1c,change from baseline,adjusted mean change,NA,-0.77,se,0.05,percentage,24,weeks,aact,uaa10628a
50293731,NCT01159600,NA,uaa10628,NA,hba1c,change from baseline,adjusted mean change,NA,-0.77,se,0.05,percentage,24,weeks,aact,uaa10628b
50293725,NCT01159600,NA,uaa10629,NA,hba1c,change from baseline,adjusted mean change,NA,-0.13,se,0.05,percentage,24,weeks,aact,uaa10629a
50293729,NCT01159600,NA,uaa10629,NA,hba1c,change from baseline,adjusted mean change,NA,-0.17,se,0.05,percentage,24,weeks,aact,uaa10629b
50298964,NCT01164501,NA,uaa10632,NA,hba1c,change from baseline,adjusted mean change,NA,-0.46,se,0.04,percentage,24,weeks,aact,NA
50298963,NCT01164501,NA,uaa10633,NA,hba1c,change from baseline,adjusted mean change,NA,0.05,se,0.04,percentage,24,weeks,aact,NA
50303703,NCT01167881,NA,uaa10635,NA,hba1c,change from baseline,mean change,NA,-0.66,se,0.03,percentage,104,weeks,aact,NA
50303704,NCT01167881,NA,uaa10636,NA,hba1c,change from baseline,mean change,NA,-0.55,se,0.03,percentage,104,weeks,aact,NA
