result_id,trial_id,analysis_population,arm_id_unq,comp_id,outcome_harm_label,result_description,result_type,ancova,result,dispersion_type,dispersion,units_label,timepoint,timepoint_units,source,arm_id_subgroup
resb0533,NCT02015299,fas,ab0206,NA,hba1c,baseline,mean,n,6.2,sd,0.5,percentage,0,weeks,manual,NA
resb0760,UMIN000004721,unclear,ac0118,NA,hba1c,baseline,mean,n,7.5,se,0.2,percentage,3,months,manual,NA
resb0761,UMIN000004721,unclear,ac0119,NA,hba1c,baseline,mean,n,7.8,se,0.4,percentage,3,months,manual,NA
resb0762,UMIN000004721,unclear,ac0118,NA,hba1c,endpoint,mean,n,6.8,se,0.2,percentage,3,months,manual,NA
resb0763,UMIN000004721,unclear,ac0119,NA,hba1c,endpoint,mean,n,7,se,0.2,percentage,3,months,manual,NA
resb0976,UMINR000006517,unclear,ac0210,NA,hba1c,baseline,mean,n,8.2,sd,0.2,percentage,3,months,manual,NA
resb0977,UMINR000006517,unclear,ac0211,NA,hba1c,baseline,mean,n,8.3,sd,0.2,percentage,3,months,manual,NA
resb0978,UMINR000006517,unclear,ac0210,NA,hba1c,endpoint,mean,n,7.9,sd,0.2,percentage,3,months,manual,NA
resb0979,UMINR000006517,unclear,ac0211,NA,hba1c,endpoint,mean,n,7.2,sd,0.2,percentage,3,months,manual,NA
resb1022,ChiCTR-OPC-16008152,unclear,ac0015,NA,hba1c,baseline,mean,n,9.72,sd,1.38,percentage,3,months,manual,NA
resb1023,ChiCTR-OPC-16008152,unclear,ac0014,NA,hba1c,baseline,mean,n,9.46,sd,1.25,percentage,3,months,manual,NA
resb1024,ChiCTR-OPC-16008152,unclear,ac0015,NA,hba1c,endpoint,mean,n,7.43,sd,0.83,percentage,3,months,manual,NA
resb1025,ChiCTR-OPC-16008152,unclear,ac0014,NA,hba1c,endpoint,mean,n,7.75,sd,0.87,percentage,3,months,manual,NA
resb0547,NCT02097342,unclear,ab0209,NA,hba1c,baseline,median,n,6.8,iqr,"6.4,7.1",percentage,6,months,manual,NA
resb0548,NCT02097342,unclear,ab0211,NA,hba1c,baseline,median,n,7,iqr,"6.8,7.4",percentage,6,months,manual,NA
resb0549,NCT02097342,unclear,ab0210,NA,hba1c,baseline,median,n,7,iqr,"6.8,7.1",percentage,6,months,manual,NA
resb0550,NCT02097342,unclear,ab0209,NA,hba1c,endpoint,median,n,6.6,iqr,"6.3,6.9",percentage,6,months,manual,NA
resb0551,NCT02097342,unclear,ab0211,NA,hba1c,endpoint,median,n,6.6,iqr,"6.5,6.6",percentage,6,months,manual,NA
resb0552,NCT02097342,unclear,ab0210,NA,hba1c,endpoint,median,n,7,iqr,"6.8,7.4",percentage,6,months,manual,NA
resb0849,UMIN000010871,per protocol,ac0161,NA,hba1c,baseline,mean,n,7,sd,0.7,percentage,6,months,manual,NA
resb0850,UMIN000010871,per protocol,ac0160,NA,hba1c,baseline,mean,n,6.9,sd,0.7,percentage,6,months,manual,NA
resb0851,UMIN000010871,per protocol,ac0161,NA,hba1c,endpoint,mean,n,6.4,sd,0.7,percentage,6,months,manual,NA
resb0852,UMIN000010871,per protocol,ac0160,NA,hba1c,endpoint,mean,n,6.6,sd,0.7,percentage,6,months,manual,NA
resb0356,NCT01193296,per protocol,ab0112,NA,hba1c,endpoint,mean,n,6.65,sd,0.51,percentage,8,weeks,manual,NA
resb0358,NCT01193296,per protocol,ab0111,NA,hba1c,endpoint,mean,n,6.78,sd,0.55,percentage,8,weeks,manual,NA
resb0615,NCT02467478,unclear,ab0244,NA,hba1c,baseline,mean,n,7.14,sd,0.67,percentage,12,weeks,manual,NA
resb0616,NCT02467478,unclear,ab0245,NA,hba1c,baseline,mean,n,7.35,sd,0.97,percentage,12,weeks,manual,NA
resb0617,NCT02467478,unclear,ab0244,NA,hba1c,endpoint,mean,n,6.66,sd,0.4,percentage,12,weeks,manual,NA
resb0618,NCT02467478,unclear,ab0245,NA,hba1c,endpoint,mean,n,7.27,sd,0.73,percentage,12,weeks,manual,NA
resb0652,NCT02920801,unclear,ab0267,NA,hba1c,baseline,mean,n,8.4,sd,1.6,percentage,12,weeks,manual,NA
resb0653,NCT02920801,unclear,ab0266,NA,hba1c,baseline,mean,n,8.6,sd,1.7,percentage,12,weeks,manual,NA
resb0654,NCT02920801,unclear,ab0267,NA,hba1c,endpoint,mean,n,6.9,sd,1.1,percentage,12,weeks,manual,NA
resb0655,NCT02920801,unclear,ab0266,NA,hba1c,endpoint,mean,n,6.6,sd,0.4,percentage,12,weeks,manual,NA
resb0686,NCT03050229,fas,ab0282,NA,hba1c,baseline,mean,n,6.64,NA,NA,percentage,12,weeks,manual,NA
resb0687,NCT03050229,fas,ab0283,NA,hba1c,baseline,mean,n,6.63,NA,NA,percentage,12,weeks,manual,NA
resb0688,NCT03050229,fas,ab0284,NA,hba1c,endpoint,mean,n,6.39,NA,NA,percentage,12,weeks,manual,NA
resb0689,NCT03050229,fas,ab0285,NA,hba1c,endpoint,mean,n,6.7,NA,NA,percentage,12,weeks,manual,NA
resb0792,UMIN000006278,fas,ac0130,NA,hba1c,baseline,mean,n,7.2,sd,0.7,percentage,12,weeks,manual,NA
resb0793,UMIN000006278,fas,ac0131,NA,hba1c,baseline,mean,n,7.2,sd,0.4,percentage,12,weeks,manual,NA
resb0794,UMIN000006278,fas,ac0130,NA,hba1c,endpoint,mean,n,7,sd,0.8,percentage,12,weeks,manual,NA
resb0795,UMIN000006278,fas,ac0131,NA,hba1c,endpoint,mean,n,6.8,sd,0.5,percentage,12,weeks,manual,NA
resb0913,UMIN000020984,unclear,ac0186,NA,hba1c,baseline,mean,n,7.61,sd,1.15,percentage,12,weeks,manual,NA
resb0914,UMIN000020984,unclear,ac0187,NA,hba1c,baseline,mean,n,7.55,sd,1.64,percentage,12,weeks,manual,NA
resb0915,UMIN000020984,unclear,ac0186,NA,hba1c,endpoint,mean,n,6.86,sd,0.81,percentage,12,weeks,manual,NA
resb0916,UMIN000020984,unclear,ac0187,NA,hba1c,endpoint,mean,n,6.92,sd,1.2,percentage,12,weeks,manual,NA
resb0921,UMIN000021552,unclear,ac0188,NA,hba1c,baseline,mean,n,7.01,sd,1.1.,percentage,12,months,manual,NA
resb0922,UMIN000021552,unclear,ac0189,NA,hba1c,baseline,mean,n,6.84,sd,0.85,percentage,12,months,manual,NA
resb0923,UMIN000021552,unclear,ac0188,NA,hba1c,endpoint,mean,n,6.9,sd,0.96,percentage,12,months,manual,NA
resb0924,UMIN000021552,unclear,ac0189,NA,hba1c,endpoint,mean,n,6.88,sd,0.76,percentage,12,months,manual,NA
resb0818,UMIN000007051,completers,ac0140,NA,hba1c,baseline,mean,n,6.6,sd,0.5,percentage,16,weeks,manual,NA
resb0819,UMIN000007051,completers,ac0141,NA,hba1c,baseline,mean,n,7,sd,0.8,percentage,16,weeks,manual,NA
resb0820,UMIN000007051,completers,ac0140,NA,hba1c,endpoint,mean,n,7.2,sd,0.9,percentage,16,weeks,manual,NA
resb0821,UMIN000007051,completers,ac0141,NA,hba1c,endpoint,mean,n,7.9,sd,1.5,percentage,16,weeks,manual,NA
resb0016,NCT00099853,primary itt,ab0018,NA,hba1c,endpoint,mean,NA,7.5,sd,0.1,percentage,24,weeks,manual,NA
resb0017,NCT00099853,primary itt,ab0019,NA,hba1c,endpoint,mean,NA,7.7,sd,0.1,percentage,24,weeks,manual,NA
resb0018,NCT00099853,primary itt,ab0017,NA,hba1c,endpoint,mean,NA,8.1,sd,0.1,percentage,24,weeks,manual,NA
resb0326,NCT00957060,per protocol,ab0094,NA,hba1c,endpoint,mean,n,7.78,sd,1.9,percentage,24,weeks,manual,NA
resb0328,NCT00957060,per protocol,ab0095,NA,hba1c,endpoint,mean,n,8.12,sd,2.08,percentage,24,weeks,manual,NA
resb0861,UMIN000013356,unclear,ac0164,NA,hba1c,baseline,median,n,7.2,iqr,"7.0,7.5",percentage,24,weeks,manual,NA
resb0862,UMIN000013356,unclear,ac0165,NA,hba1c,baseline,median,n,7.3,iqr,"6.8,7.4",percentage,24,weeks,manual,NA
resb0863,UMIN000013356,unclear,ac0166,NA,hba1c,endpoint,median,n,6.6,iqr,"6.4,6.8",percentage,24,weeks,manual,NA
resb0864,UMIN000013356,unclear,ac0167,NA,hba1c,endpoint,median,n,6.6,iqr,"6.3,6.7",percentage,24,weeks,manual,NA
resb0933,UMIN000022155,unclear,ac0192,NA,hba1c,baseline,mean,n,8.37,sd,1.48,percentage,24,weeks,manual,NA
resb0934,UMIN000022155,unclear,ac0193,NA,hba1c,baseline,mean,n,7.7,sd,1.24,percentage,24,weeks,manual,NA
resb0935,UMIN000022155,unclear,ac0192,NA,hba1c,endpoint,mean,n,7.36,sd,1.22,percentage,24,weeks,manual,NA
resb0936,UMIN000022155,unclear,ac0193,NA,hba1c,endpoint,mean,n,7.22,sd,1.11,percentage,24,weeks,manual,NA
resb0941,UMIN000022804,fas,ac0194,NA,hba1c,baseline,mean,n,6.9,sd,0.6,percentage,24,weeks,manual,NA
resb0942,UMIN000022804,fas,ac0195,NA,hba1c,baseline,mean,n,6.9,sd,0.6,percentage,24,weeks,manual,NA
resb0943,UMIN000022804,fas,ac0194,NA,hba1c,endpoint,mean,n,7,sd,0.7,percentage,24,weeks,manual,NA
resb0944,UMIN000022804,fas,ac0195,NA,hba1c,endpoint,mean,n,7.1,sd,0.8,percentage,24,weeks,manual,NA
resb0964,UMIN000030158,fas,ac0206,NA,hba1c,baseline,mean,n,6.8,sd,1,percentage,24,weeks,manual,NA
resb0965,UMIN000030158,fas,ac0207,NA,hba1c,baseline,mean,n,6.9,sd,0.9,percentage,24,weeks,manual,NA
resb0966,UMIN000030158,fas,ac0206,NA,hba1c,endpoint,mean,n,6.6,sd,0.9,percentage,24,weeks,manual,NA
resb0967,UMIN000030158,fas,ac0207,NA,hba1c,endpoint,mean,n,6.8,sd,1,percentage,24,weeks,manual,NA
resb1008,ChiCTR-IPR-16008578,fas,ac0009,NA,hba1c,baseline,mean,n,9,sd,1.3,percentage,24,weeks,manual,NA
resb1009,ChiCTR-IPR-16008578,fas,ac0010,NA,hba1c,baseline,mean,n,9.1,sd,1.1,percentage,24,weeks,manual,NA
resb1010,ChiCTR-IPR-16008578,fas,ac0009,NA,hba1c,endpoint,mean,n,6.8,sd,0.8,percentage,24,weeks,manual,NA
resb1011,ChiCTR-IPR-16008578,fas,ac0010,NA,hba1c,endpoint,mean,n,6.9,sd,0.7,percentage,24,weeks,manual,NA
resb0534,NCT02015299,fas,ab0205,NA,hba1c,endpoint,mean,n,6,sd,0.3,percentage,26,weeks,manual,NA
resb0535,NCT02015299,fas,ab0206,NA,hba1c,endpoint,mean,n,6.3,sd,0.5,percentage,26,weeks,manual,NA
resb1087,NCT01270789,itt,ab0123,NA,hba1c,baseline,mean,y,6.4,sd,0.5,percentage,48,weeks,manual,NA
resb1088,NCT01270789,itt,ab0124,NA,hba1c,baseline,mean,y,6.2,sd,0.4,percentage,48,weeks,manual,NA
resb1089,NCT01270789,itt,ab0123,NA,hba1c,endpoint,mean,y,6.2,sd,0.1,percentage,48,weeks,manual,NA
resb1090,NCT01270789,itt,ab0124,NA,hba1c,endpoint,mean,y,6.6,sd,0.1,percentage,48,weeks,manual,NA
resb0768,UMIN000004791,fas,ac0120,NA,hba1c,baseline,mean,n,7.4,sd,0.5,percentage,52,weeks,manual,NA
resb0769,UMIN000004791,fas,ac0121,NA,hba1c,baseline,mean,n,7.5,sd,0.5,percentage,52,weeks,manual,NA
resb0770,UMIN000004791,fas,ac0120,NA,hba1c,endpoint,mean,n,6.8,95% ci,"6.7,7.0",percentage,52,weeks,manual,NA
resb0771,UMIN000004791,fas,ac0121,NA,hba1c,endpoint,mean,n,6.8,95% ci,"6.7,7.0",percentage,52,weeks,manual,NA
resb0494,NCT01744236,per protocol,NA,compb0090,hba1c,between treatment difference in mean change,mean difference,n,-0.8,95%ci,"-1.2,-0.4",percentage,12,weeks,manual,NA
resb0495,NCT01744236,per protocol,NA,compb0091,hba1c,between treatment difference in mean change,mean difference,n,-1.3,95%ci,"-1.7,-0.9",percentage,12,weeks,manual,NA
resb0468,NCT01601990,fas,NA,compb0084,hba1c,between treatment difference in adjusted mean change,adjusted mean difference,y,-0.71,95%ci,"-1.04,-0.37",percentage,24,weeks,manual,NA
resb0682,NCT03007329,unclear,NA,compb0120,hba1c,between treatment difference in mean change,adjusted mean difference,y,-0.55,95% ci,"-0.88,0.20",percentage,24,weeks,manual,NA
resb0739,UMIN000004490,fas,NA,compb0124,hba1c,between treatment difference in mean change,difference in baseline adjusted mean,y,-0.159,95% ci,"-0.278,-0.041",percentage,24,months,manual,NA
resb1006,2014-003923-23,completers,NA,compb0138,hba1c,between treatment difference in mean change,adjusted mean difference,n,-1.22,95% ci,"-1.8,-0.64",percentage,26,weeks,manual,NA
resb0424,NCT01455896,itt,NA,compb0076,hba1c,LS mean between treatment difference,LS mean absolute difference,n,-0.84,95%ci,"-0.98, -0.70",percentage,16,months,manual,NA
49209820,NCT00082381,NA,uaa10001,NA,hba1c,baseline,LS mean,NA,8.13,se,0.07,percentage,0,weeks,aact,NA
49209822,NCT00082381,NA,uaa10001,NA,hba1c,change from baseline,LS mean change,NA,-1,se,0.06,percentage,26,weeks,aact,NA
49209821,NCT00082381,NA,uaa10002,NA,hba1c,baseline,LS mean,NA,8.19,se,0.07,percentage,0,weeks,aact,NA
49209823,NCT00082381,NA,uaa10002,NA,hba1c,change from baseline,LS mean change,NA,-1.05,se,0.06,percentage,26,weeks,aact,NA
49209868,NCT00082407,NA,uaa10004,NA,hba1c,baseline,LS mean,NA,8.59,se,0.07,percentage,0,weeks,aact,NA
49209870,NCT00082407,NA,uaa10004,NA,hba1c,change from baseline,LS mean change,NA,-0.98,se,0.07,percentage,52,weeks,aact,NA
49209869,NCT00082407,NA,uaa10005,NA,hba1c,baseline,LS mean,NA,8.65,se,0.07,percentage,0,weeks,aact,NA
49209871,NCT00082407,NA,uaa10005,NA,hba1c,change from baseline,LS mean change,NA,-0.88,se,0.07,percentage,52,weeks,aact,NA
49212777,NCT00086502,NA,uaa10007,NA,hba1c,change from baseline,LS mean change,NA,-0.15,95%ci,-0.28;-0.03,percentage,24,weeks,aact,NA
49212776,NCT00086502,NA,uaa10008,NA,hba1c,change from baseline,LS mean change,NA,-0.85,95%ci,-0.98;-0.72,percentage,24,weeks,aact,NA
49212781,NCT00086515,NA,uaa10010,NA,hba1c,change from baseline,LS mean change,NA,-0.02,95%ci,-0.15;0.1,percentage,24,weeks,aact,NA
49212780,NCT00086515,NA,uaa10011,NA,hba1c,change from baseline,LS mean change,NA,-0.67,95%ci,-0.77;-0.57,percentage,24,weeks,aact,NA
49213340,NCT00087516,NA,uaa10013,NA,hba1c,change from baseline,LS mean change,NA,0.18,95%ci,0.06;0.3,percentage,24,weeks,aact,NA
49213338,NCT00087516,NA,uaa10014,NA,hba1c,change from baseline,LS mean change,NA,-0.61,95%ci,-0.74;-0.49,percentage,24,weeks,aact,NA
49213339,NCT00087516,NA,uaa10015,NA,hba1c,change from baseline,LS mean change,NA,-0.76,95%ci,-0.88;-0.64,percentage,24,weeks,aact,NA
49218411,NCT00094757,NA,uaa10017,NA,hba1c,change from baseline,LS mean change,NA,0.12,95%ci,-0.05;0.3,percentage,18,weeks,aact,NA
49218409,NCT00094757,NA,uaa10018,NA,hba1c,change from baseline,LS mean change,NA,-0.48,95%ci,-0.61;-0.35,percentage,18,weeks,aact,NA
49218410,NCT00094757,NA,uaa10019,NA,hba1c,change from baseline,LS mean change,NA,-0.36,95%ci,-0.48;-0.23,percentage,18,weeks,aact,NA
49218422,NCT00094770,NA,uaa10021,NA,hba1c,change from baseline,LS mean change,NA,-0.67,95%ci,-0.75;-0.59,percentage,52,weeks,aact,NA
49218421,NCT00094770,NA,uaa10022,NA,hba1c,change from baseline,LS mean change,NA,-0.67,95%ci,-0.75;-0.59,percentage,52,weeks,aact,NA
49221483,NCT00097500,NA,uaa10024,NA,hba1c,change from baseline,LS mean change,NA,-0.97,se,0.14,percentage,52,weeks,aact,NA
49221484,NCT00097500,NA,uaa10025,NA,hba1c,change from baseline,LS mean change,NA,-0.87,se,0.15,percentage,52,weeks,aact,NA
49224585,NCT00103857,NA,uaa10028,NA,hba1c,change from baseline,LS mean change,NA,-1.13,95%ci,-1.29;-0.97,percentage,24,weeks,aact,NA
49224584,NCT00103857,NA,uaa10029,NA,hba1c,change from baseline,LS mean change,NA,-0.82,95%ci,-0.98;-0.66,percentage,24,weeks,aact,NA
49224588,NCT00103857,NA,uaa10030,NA,hba1c,change from baseline,LS mean change,NA,0.17,95%ci,0;0.33,percentage,24,weeks,aact,NA
49224587,NCT00103857,NA,uaa10031,NA,hba1c,change from baseline,LS mean change,NA,-1.9,95%ci,-2.06;-1.74,percentage,24,weeks,aact,NA
49224586,NCT00103857,NA,uaa10032,NA,hba1c,change from baseline,LS mean change,NA,-1.4,95%ci,-1.56;-1.24,percentage,24,weeks,aact,NA
49224583,NCT00103857,NA,uaa10033,NA,hba1c,change from baseline,LS mean change,NA,-0.66,95%ci,-0.83;-0.5,percentage,24,weeks,aact,NA
49227725,NCT00106704,NA,uaa10035,NA,hba1c,change from baseline,LS mean change,NA,0.28,95%ci,0.17;0.4,percentage,24,weeks,aact,NA
49227724,NCT00106704,NA,uaa10036,NA,hba1c,change from baseline,LS mean change,NA,-0.45,95%ci,-0.57;-0.34,percentage,24,weeks,aact,NA
49241470,NCT00121641,NA,uaa10039,NA,hba1c,baseline,mean,NA,7.88,se,0.1,percentage,0,weeks,aact,NA
49241474,NCT00121641,NA,uaa10039,NA,hba1c,change from baseline,adjusted mean change,NA,0.19,se,0.1,percentage,24,weeks,aact,NA
49241469,NCT00121641,NA,uaa10040,NA,hba1c,baseline,mean,NA,7.85,se,0.09,percentage,0,weeks,aact,NA
49241473,NCT00121641,NA,uaa10040,NA,hba1c,change from baseline,adjusted mean change,NA,-0.54,se,0.1,percentage,24,weeks,aact,NA
49241467,NCT00121641,NA,uaa10041,NA,hba1c,baseline,mean,NA,7.91,se,0.09,percentage,0,weeks,aact,NA
49241471,NCT00121641,NA,uaa10041,NA,hba1c,change from baseline,adjusted mean change,NA,-0.43,se,0.1,percentage,24,weeks,aact,NA
49241468,NCT00121641,NA,uaa10042,NA,hba1c,baseline,mean,NA,7.98,se,0.11,percentage,0,weeks,aact,NA
49241472,NCT00121641,NA,uaa10042,NA,hba1c,change from baseline,adjusted mean change,NA,-0.46,se,0.1,percentage,24,weeks,aact,NA
49243425,NCT00121667,NA,uaa10044,NA,hba1c,baseline,mean,NA,8.06,se,0.07,percentage,0,weeks,aact,NA
49243429,NCT00121667,NA,uaa10044,NA,hba1c,change from baseline,adjusted mean change,NA,0.13,se,0.07,percentage,24,weeks,aact,NA
49243424,NCT00121667,NA,uaa10045,NA,hba1c,baseline,mean,NA,7.98,se,0.08,percentage,0,weeks,aact,NA
49243428,NCT00121667,NA,uaa10045,NA,hba1c,change from baseline,adjusted mean change,NA,-0.58,se,0.07,percentage,24,weeks,aact,NA
49243422,NCT00121667,NA,uaa10046,NA,hba1c,baseline,mean,NA,8.08,se,0.07,percentage,0,weeks,aact,NA
49243426,NCT00121667,NA,uaa10046,NA,hba1c,change from baseline,adjusted mean change,NA,-0.59,se,0.07,percentage,24,weeks,aact,NA
49243423,NCT00121667,NA,uaa10047,NA,hba1c,baseline,mean,NA,8.07,se,0.06,percentage,0,weeks,aact,NA
49243427,NCT00121667,NA,uaa10047,NA,hba1c,change from baseline,adjusted mean change,NA,-0.69,se,0.07,percentage,24,weeks,aact,NA
49257124,NCT00135330,NA,uaa10049,NA,hba1c,baseline,LS mean,NA,7.79,se,0.116,percentage,0,weeks,aact,NA
49257127,NCT00135330,NA,uaa10049,NA,hba1c,change from baseline,LS mean change,NA,-0.908,se,0.118,percentage,20,weeks,aact,NA
49257125,NCT00135330,NA,uaa10050,NA,hba1c,baseline,LS mean,NA,7.84,se,0.115,percentage,0,weeks,aact,NA
49257128,NCT00135330,NA,uaa10050,NA,hba1c,change from baseline,LS mean change,NA,-1.31,se,0.116,percentage,20,weeks,aact,NA
49257126,NCT00135330,NA,uaa10051,NA,hba1c,baseline,LS mean,NA,7.92,se,0.116,percentage,0,weeks,aact,NA
49257129,NCT00135330,NA,uaa10051,NA,hba1c,change from baseline,LS mean change,NA,-0.968,se,0.118,percentage,20,weeks,aact,NA
49339463,NCT00286429,NA,uaa10053,NA,hba1c,change from baseline,LS mean change,NA,-0.63,se,0.076,percentage,26,weeks,aact,NA
49339464,NCT00286429,NA,uaa10054,NA,hba1c,change from baseline,LS mean change,NA,-0.71,se,0.078,percentage,26,weeks,aact,NA
49339462,NCT00286429,NA,uaa10055,NA,hba1c,change from baseline,LS mean change,NA,-0.13,se,0.077,percentage,26,weeks,aact,NA
49339561,NCT00286442,NA,uaa10057,NA,hba1c,change from baseline,LS mean change,NA,-0.61,se,0.053,percentage,26,weeks,aact,NA
49339562,NCT00286442,NA,uaa10058,NA,hba1c,change from baseline,LS mean change,NA,-0.59,se,0.054,percentage,26,weeks,aact,NA
49339563,NCT00286442,NA,uaa10059,NA,hba1c,change from baseline,LS mean change,NA,-0.1,se,0.076,percentage,26,weeks,aact,NA
49339715,NCT00286455,NA,uaa10061,NA,hba1c,change from baseline,LS mean change,NA,-0.56,se,0.065,percentage,26,weeks,aact,NA
49339716,NCT00286455,NA,uaa10062,NA,hba1c,change from baseline,LS mean change,NA,-0.59,se,0.066,percentage,26,weeks,aact,NA
49339714,NCT00286455,NA,uaa10063,NA,hba1c,change from baseline,LS mean change,NA,-0.02,se,0.094,percentage,26,weeks,aact,NA
49339886,NCT00286468,NA,uaa10065,NA,hba1c,change from baseline,LS mean change,NA,-0.38,se,0.058,percentage,26,weeks,aact,NA
49339887,NCT00286468,NA,uaa10066,NA,hba1c,change from baseline,LS mean change,NA,-0.52,se,0.058,percentage,26,weeks,aact,NA
49339885,NCT00286468,NA,uaa10067,NA,hba1c,change from baseline,LS mean change,NA,0.01,se,0.084,percentage,26,weeks,aact,NA
49340039,NCT00286494,NA,uaa10069,NA,hba1c,change from baseline,LS mean change,NA,-0.66,se,0.056,percentage,26,weeks,aact,NA
49340040,NCT00286494,NA,uaa10070,NA,hba1c,change from baseline,LS mean change,NA,-0.8,se,0.056,percentage,26,weeks,aact,NA
49340038,NCT00286494,NA,uaa10071,NA,hba1c,change from baseline,LS mean change,NA,-0.19,se,0.081,percentage,26,weeks,aact,NA
49342422,NCT00289848,NA,uaa10073,NA,hba1c,change from baseline,LS mean change,NA,0.31,95%ci,0.14;0.48,percentage,18,weeks,aact,NA
49342421,NCT00289848,NA,uaa10074,NA,hba1c,change from baseline,LS mean change,NA,-0.71,95%ci,-0.84;-0.59,percentage,18,weeks,aact,NA
49347053,NCT00294723,NA,uaa10076,NA,hba1c,change from baseline,LS mean change,NA,-0.51,se,0.08,percentage,52,weeks,aact,NA
49347052,NCT00294723,NA,uaa10078,NA,hba1c,change from baseline,LS mean change,NA,-0.84,se,0.08,percentage,52,weeks,aact,NA
49347051,NCT00294723,NA,uaa10079,NA,hba1c,change from baseline,LS mean change,NA,-1.14,se,0.08,percentage,52,weeks,aact,NA
49347450,NCT00295633,NA,uaa10081,NA,hba1c,baseline,mean,NA,8.19,se,0.08,percentage,0,weeks,aact,NA
49347456,NCT00295633,NA,uaa10081,NA,hba1c,change from baseline,adjusted mean change,NA,-0.3,se,0.076,percentage,24,weeks,aact,NA
49347453,NCT00295633,NA,uaa10081,NA,hba1c,endpoint,mean,NA,7.91,se,0.1,percentage,24,weeks,aact,NA
49347448,NCT00295633,NA,uaa10082,NA,hba1c,baseline,mean,NA,8.25,se,0.08,percentage,0,weeks,aact,NA
49347454,NCT00295633,NA,uaa10082,NA,hba1c,change from baseline,adjusted mean change,NA,-0.66,se,0.074,percentage,24,weeks,aact,NA
49347451,NCT00295633,NA,uaa10082,NA,hba1c,endpoint,mean,NA,7.59,se,0.098,percentage,24,weeks,aact,NA
49347449,NCT00295633,NA,uaa10083,NA,hba1c,baseline,mean,NA,8.35,se,0.08,percentage,0,weeks,aact,NA
49347455,NCT00295633,NA,uaa10083,NA,hba1c,change from baseline,adjusted mean change,NA,-0.94,se,0.075,percentage,24,weeks,aact,NA
49347452,NCT00295633,NA,uaa10083,NA,hba1c,endpoint,mean,NA,7.39,se,0.086,percentage,24,weeks,aact,NA
49356502,NCT00305604,NA,uaa10085,NA,hba1c,change from baseline,LS mean change,NA,0.23,95%ci,0;0.47,percentage,24,weeks,aact,NA
49356501,NCT00305604,NA,uaa10086,NA,hba1c,change from baseline,LS mean change,NA,-0.47,95%ci,-0.69;-0.25,percentage,24,weeks,aact,NA
49357612,NCT00306384,NA,uaa10088,NA,hba1c,change from baseline,mean change,NA,1.63,sd,1.31,percentage,48,months,aact,NA
49357564,NCT00306384,NA,uaa10088,NA,hba1c,baseline,mean,NA,7.21,sd,0.815,percentage,0,weeks,aact,NA
49357613,NCT00306384,NA,uaa10089,NA,hba1c,change from baseline,mean change,NA,0.61,sd,1.261,percentage,48,months,aact,NA
49357565,NCT00306384,NA,uaa10089,NA,hba1c,baseline,mean,NA,7.22,sd,0.814,percentage,0,weeks,aact,NA
49360885,NCT00308139,NA,uaa10091,NA,hba1c,change from baseline,LS mean change,NA,-1.54,se,0.082,percentage,30,weeks,aact,NA
49360884,NCT00308139,NA,uaa10092,NA,hba1c,change from baseline,LS mean change,NA,-1.87,se,0.082,percentage,30,weeks,aact,NA
49365827,NCT00313313,NA,uaa10095,NA,hba1c,baseline,mean,NA,8.44,se,0.055,percentage,0,weeks,aact,NA
49365833,NCT00313313,NA,uaa10095,NA,hba1c,change from baseline,adjusted mean change,NA,0.08,se,0.057,percentage,24,weeks,aact,NA
49365830,NCT00313313,NA,uaa10095,NA,hba1c,endpoint,mean,NA,8.52,se,0.077,percentage,24,weeks,aact,NA
49365825,NCT00313313,NA,uaa10096,NA,hba1c,baseline,mean,NA,8.36,se,0.057,percentage,0,weeks,aact,NA
49365831,NCT00313313,NA,uaa10096,NA,hba1c,change from baseline,adjusted mean change,NA,-0.54,se,0.059,percentage,24,weeks,aact,NA
49365828,NCT00313313,NA,uaa10096,NA,hba1c,endpoint,mean,NA,7.83,se,0.074,percentage,24,weeks,aact,NA
49365826,NCT00313313,NA,uaa10097,NA,hba1c,baseline,mean,NA,8.48,se,0.056,percentage,0,weeks,aact,NA
49365832,NCT00313313,NA,uaa10097,NA,hba1c,change from baseline,adjusted mean change,NA,-0.64,se,0.059,percentage,24,weeks,aact,NA
49365829,NCT00313313,NA,uaa10097,NA,hba1c,endpoint,mean,NA,7.83,se,0.074,percentage,24,weeks,aact,NA
49367536,NCT00316082,NA,uaa10099,NA,hba1c,baseline,mean,NA,7.79,se,0.112,percentage,0,weeks,aact,NA
49367544,NCT00316082,NA,uaa10099,NA,hba1c,change from baseline,adjusted mean change,NA,-0.26,se,0.103,percentage,24,weeks,aact,NA
49367540,NCT00316082,NA,uaa10099,NA,hba1c,endpoint,mean,NA,7.57,se,0.141,percentage,24,weeks,aact,NA
49367533,NCT00316082,NA,uaa10100,NA,hba1c,baseline,mean,NA,8.04,se,0.105,percentage,0,weeks,aact,uaa10100a
49367541,NCT00316082,NA,uaa10100,NA,hba1c,change from baseline,adjusted mean change,NA,-0.71,se,0.103,percentage,24,weeks,aact,uaa10100a
49367537,NCT00316082,NA,uaa10100,NA,hba1c,endpoint,mean,NA,7.3,se,0.106,percentage,24,weeks,aact,uaa10100a
49367545,NCT00316082,NA,uaa10101,NA,hba1c,baseline,mean,NA,7.88,se,0.111,percentage,0,weeks,aact,uaa10101b
