nct_id,nct_id2,models,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
NCT02453555,NCT02453555,f3,0.1321,0.1193,0.759,10.28,9.263e-8,4,-311.8,635.7,657.4,155.5,270,275
NCT00763451,NCT00763451,f3,0.1224,0.1113,0.9564,11.04,1.565e-11,6,-658.9,1334,1367,434.5,475,482
NCT00976937,NCT00976937,f3,0.2576,0.2478,1.059,26.29,1.003e-18,4,-452.3,916.5,938.9,340,303,308
NCT00866658,NCT00866658,f3,0.2378,0.2278,1.1,23.79,3.847e-17,4,-466.8,945.6,968,368.8,305,310
NCT01169779,NCT01169779,f3,0.1961,0.1877,0.9131,23.47,2.209e-17,4,-515.4,1043,1067,321,385,390
NCT01632163,NCT01632163,f3,0.1118,0.0974,1.069,7.744,6.816e-6,4,-370.3,752.6,773.8,281,246,251
NCT01798706,NCT01798706,f3,0.3049,0.2963,0.8641,35.1,2.636e-24,4,-411.2,834.3,857,238.9,320,325
NCT00712673,NCT00712673,f3,0.1235,0.1157,1.014,15.81,4.887e-17,6,-970.7,1957,1993,691.7,673,680
NCT00713830,NCT00713830,f3,0.1603,0.1563,0.9962,40.7,3.0469999999999997e-31,4,-1212,2435,2464,846.6,853,858
NCT00715624,NCT00715624,f3,0.2038,0.1973,1.186,31.3,3.166e-23,4,-782.6,1577,1602,687.6,489,494
NCT00763815,NCT00763815,f3,0.05208,0.04417,1.037,6.579,3.682e-5,4,-701.9,1416,1441,515.3,479,484
NCT00688701,NCT00688701,f3,0.2989,0.287,1.009,25.16,7.343e-25,6,-511.8,1040,1071,360.2,354,361
NCT00707031,NCT00707031,f3,0.1772,0.172,0.9299,33.87,1.282e-25,4,-851.1,1714,1741,544,629,634
NCT01648582,NCT01648582,f3,0.2799,0.2742,1.016,49.68,1.216e-51,6,-1107,2229,2267,791.1,767,774
NCT01558271,NCT01558271,f3,0.4688,0.4622,0.7627,71.33,1.59e-63,6,-561.3,1139,1172,282.1,485,492
NCT02750410,NCT02750410,f3,0.329,0.3116,0.72,18.88,1.199e-12,4,-170.8,353.7,372.1,79.82,154,159
NCT01768559,NCT01768559,f3,0.1123,0.1083,0.7292,28.04,5.902999999999999e-22,4,-981.5,1975,2004,471.6,887,892
NCT00975286,NCT00975286,f3,0.1958,0.1881,0.7641,25.44,6.985e-19,4,-483.9,979.8,1004,244,418,423
NCT01632007,NCT01632007,f3,0.5027,0.4901,0.7149,40.09,1.4839999999999999e-33,6,-261.9,539.7,567.8,121.6,238,245
NCT01619059,NCT01619059,f3,0.495,0.4881,0.6878,72.28,1.2789999999999999e-42,4,-310.9,633.7,656,139.5,295,300
NCT00819091,NCT00819091,f4,0.369,0.3526,0.8481,22.51,7.714e-21,6,-294.9,605.9,633.7,166.2,231,238
NCT00800683,NCT00800683,f4,0.4313,0.4036,0.854,15.55,3.228e-13,6,-160.3,336.7,359.6,89.7,123,130
NCT00740051,NCT00740051,f4,0.08572,0.06079,1.159,3.438,0.002892,6,-352,720,747.4,295.5,220,227
NCT00996658,NCT00996658,f4,0.1818,0.1633,1.04,9.812,9.055e-10,6,-393,802,830.8,286.4,265,272
NCT01084005,NCT01084005,f4,0.4288,0.4141,0.5732,29.03,7.889e-26,6,-202.6,421.1,449,76.23,232,239
NCT01087502,NCT01087502,f4,0.5852,0.5743,0.7028,53.62,6.224e-41,6,-247,510,537.7,112.6,228,235
NCT01194830,NCT01194830,f4,0.2534,0.232,1.11,11.82,2.081e-11,6,-325.4,666.8,693.8,257.4,209,216
NCT02182830,NCT02182830,f4,0.2569,0.2285,1.17,9.044,1.72e-8,6,-254.9,525.9,550.7,215.1,157,164
NCT02453555,NCT02453555,f4,0.1358,0.1164,0.7602,7.019,5.974e-7,6,-311.3,638.5,667.5,154.9,268,275
NCT00763451,NCT00763451,f4,0.1607,0.1446,0.9383,10.04,3.623e-14,9,-648.2,1318,1364,415.5,472,482
NCT00976937,NCT00976937,f4,0.2618,0.247,1.06,17.79,1.199e-17,6,-451.4,918.8,948.7,338.2,301,308
NCT00866658,NCT00866658,f4,0.2522,0.2374,1.093,17.03,5.812e-17,6,-463.8,943.7,973.6,361.8,303,310
NCT01169779,NCT01169779,f4,0.203,0.1905,0.9115,16.25,1.089e-16,6,-513.7,1043,1075,318.2,383,390
NCT01632163,NCT01632163,f4,0.1212,0.0996,1.067,5.609,1.797e-5,6,-369,754,782.2,278,244,251
NCT01798706,NCT01798706,f4,0.3088,0.2958,0.8644,23.68,3.936e-23,6,-410.3,836.5,866.8,237.6,318,325
NCT00712673,NCT00712673,f4,0.1474,0.1359,1.002,12.87,5.039e-19,9,-961.3,1945,1994,672.8,670,680
NCT00713830,NCT00713830,f4,0.1869,0.1812,0.9814,32.61,1.859e-35,6,-1198,2412,2450,819.7,851,858
NCT00715624,NCT00715624,f4,0.2177,0.208,1.178,22.58,1.607e-23,6,-778.3,1573,1606,675.6,487,494
NCT00763815,NCT00763815,f4,0.06866,0.05695,1.03,5.861,6.518e-6,6,-697.6,1411,1445,506.2,477,484
NCT00688701,NCT00688701,f4,0.2989,0.2809,1.013,16.63,8.425999999999999e-23,9,-511.8,1046,1088,360.2,351,361
NCT00707031,NCT00707031,f4,0.1955,0.1878,0.9209,25.35,5.221e-27,6,-842.5,1701,1737,530.9,626,633
NCT01648582,NCT01648582,f4,0.2847,0.2763,1.014,33.79,3.063e-50,9,-1104,2230,2281,785.8,764,774
NCT01558271,NCT01558271,f4,0.483,0.4734,0.7547,50.03,1.368e-63,9,-554.6,1131,1177,274.6,482,492
NCT02750410,NCT02750410,f4,0.3298,0.3033,0.7242,12.47,2.134e-11,6,-170.7,357.5,382,79.73,152,159
NCT01768559,NCT01768559,f4,0.114,0.108,0.7293,18.98,7.303e-21,6,-980.6,1977,2016,470.7,885,892
NCT00975286,NCT00975286,f4,0.2164,0.2051,0.756,19.15,9.872000000000001e-20,6,-478.4,972.8,1005,237.8,416,423
NCT01632007,NCT01632007,f4,0.5083,0.4895,0.7154,26.99,9.281e-32,9,-260.5,543,581.5,120.3,235,245
NCT01619059,NCT01619059,f4,0.495,0.4846,0.6901,47.86,9.299e-41,6,-310.9,637.7,667.4,139.5,293,300
NCT00819091,NCT00819091,f5,0.3574,0.3492,0.8503,43.39,2.4769999999999997e-22,3,-297.1,604.2,621.6,169.2,234,238
