unq_id,trial_id,arm_id,id,id_source,variable,category_level,unit,measure_type,first_format,second_format,first,second,notes,renal_calc_type,unq_row_number_first_set,unq_row_number_second_set,arm_n,special_pop
blchar08799,NCT01144338,uaa10617,race1265,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,38,0.5,NA,NA,11749,NA,2,not
blchar08800,NCT01144338,uaa10618,race1266,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,35,0.5,NA,NA,11750,NA,2,not
blchar08801,NCT01144338,uaa10617,race1267,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,725,9.9,NA,NA,11751,NA,2,not
blchar08802,NCT01144338,uaa10618,race1268,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,727,9.8,NA,NA,11752,NA,2,not
blchar08803,NCT01144338,uaa10617,race1269,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,442,6,NA,NA,11753,NA,2,not
blchar08804,NCT01144338,uaa10618,race1270,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,436,5.9,NA,NA,11754,NA,2,not
blchar08805,NCT01144338,uaa10617,race1271,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,18,0.2,NA,NA,11755,NA,2,not
blchar08806,NCT01144338,uaa10618,race1272,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,17,0.2,NA,NA,11756,NA,2,not
blchar08807,NCT01144338,uaa10617,race1273,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,5554,75.5,NA,NA,11757,NA,2,not
blchar08808,NCT01144338,uaa10618,race1274,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,5621,76,NA,NA,11758,NA,2,not
blchar10594,NCT01144338,uaa10617,race3626,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.7,NA,NA,14202,NA,2,not
blchar10595,NCT01144338,uaa10618,race3627,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.7,NA,NA,14203,NA,2,not
blchar03080,NCT01144338,uaa10617,sex0587,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,62,NA,NA,4101,NA,2,not
blchar03081,NCT01144338,uaa10618,sex0588,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,62,NA,NA,4102,NA,2,not
blchar00279,NCT01147250,uaa10621,n0368,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,3034,NA,NA,NA,365,NA,1,special
blchar00280,NCT01147250,uaa10620,n0369,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,3034,NA,NA,NA,366,NA,2,special
blchar08683,NCT01147250,uaa10620,race1104,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,404,13.3,NA,NA,11619,NA,2,special
blchar08684,NCT01147250,uaa10621,race1105,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,367,12.1,NA,NA,11620,NA,2,special
blchar08685,NCT01147250,uaa10620,race1106,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,118,3.9,NA,NA,11621,NA,2,special
blchar08686,NCT01147250,uaa10621,race1107,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,103,3.4,NA,NA,11622,NA,2,special
blchar08687,NCT01147250,uaa10620,race1108,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,254,8.4,NA,NA,11623,NA,2,special
blchar08688,NCT01147250,uaa10621,race1109,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,246,8.1,NA,NA,11624,NA,2,special
blchar08689,NCT01147250,uaa10620,race1110,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,2258,74.4,NA,NA,11625,NA,2,special
blchar08690,NCT01147250,uaa10621,race1111,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,2318,76.4,NA,NA,11626,NA,2,special
blchar03073,NCT01147250,uaa10620,sex0519,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,69.6,NA,NA,4094,NA,2,special
blchar03074,NCT01147250,uaa10621,sex0520,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,69.1,NA,NA,4095,NA,2,special
blchar00899,NCT01147627,uaa10623,n1196,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,110,NA,NA,NA,1190,NA,1,not
blchar00900,NCT01147627,uaa10624,n1197,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,114,NA,NA,NA,1191,NA,2,not
blchar00901,NCT01147627,uaa10625,n1198,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,118,NA,NA,NA,1192,NA,3,not
blchar02908,NCT01147627,uaa10623,sex1656,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,67.3,NA,NA,3908,NA,4,not
blchar02909,NCT01147627,uaa10624,sex1657,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,61.4,NA,NA,3909,NA,4,not
blchar02910,NCT01147627,uaa10625,sex1658,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,55.1,NA,NA,3910,NA,4,not
blchar00945,NCT01159600,uaa10629,n1256,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,207,NA,NA,NA,1250,NA,1,not
blchar00946,NCT01159600,uaa10628,n1257,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,213,NA,NA,NA,1251,NA,2,not
blchar00947,NCT01159600,uaa10627,n1258,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,217,NA,NA,NA,1252,NA,3,not
blchar10208,NCT01159600,uaa10627,race3043,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,2,1,NA,NA,13328,NA,3,not
blchar10209,NCT01159600,uaa10628,race3044,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,2,1,NA,NA,13329,NA,3,not
blchar10210,NCT01159600,uaa10629,race3046,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,0,0,NA,NA,13331,NA,3,not
blchar10211,NCT01159600,uaa10627,race3047,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,99,46,NA,NA,13332,NA,3,not
blchar10212,NCT01159600,uaa10628,race3048,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,98,46,NA,NA,13333,NA,3,not
blchar10213,NCT01159600,uaa10629,race3050,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,92,44,NA,NA,13335,NA,3,not
blchar10214,NCT01159600,uaa10627,race3051,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,4,2,NA,NA,13336,NA,3,not
blchar10215,NCT01159600,uaa10628,race3052,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,0,0,NA,NA,13337,NA,3,not
blchar10216,NCT01159600,uaa10629,race3054,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,2,1,NA,NA,13339,NA,3,not
blchar10217,NCT01159600,uaa10627,race3055,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,112,52,NA,NA,13340,NA,3,not
blchar10218,NCT01159600,uaa10628,race3056,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,113,53,NA,NA,13341,NA,3,not
blchar10219,NCT01159600,uaa10629,race3058,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,113,55,NA,NA,13343,NA,3,not
blchar10703,NCT01159600,uaa10627,race3742,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,1,NA,NA,14318,NA,3,not
blchar10704,NCT01159600,uaa10628,race3743,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,1,NA,NA,14319,NA,3,not
blchar10705,NCT01159600,uaa10629,race3745,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0,NA,NA,14321,NA,3,not
blchar02938,NCT01159600,uaa10627,sex1733,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,58,NA,NA,3942,NA,3,not
blchar02939,NCT01159600,uaa10628,sex1735,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,56,NA,NA,3943,NA,3,not
blchar02940,NCT01159600,uaa10629,sex1739,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,56,NA,NA,3945,NA,3,not
blchar12669,NCT01164501,uaa10633,aact184,aact_extraction_first_set,n,NA,NA,categorical,count,none,319,NA,NA,NA,NA,NA,4,special
blchar12670,NCT01164501,uaa10631,aact185,aact_extraction_first_set,n,NA,NA,categorical,count,none,98,NA,NA,NA,NA,NA,4,special
blchar12671,NCT01164501,uaa10632,aact186,aact_extraction_first_set,n,NA,NA,categorical,count,none,321,NA,NA,NA,NA,NA,4,special
blchar12672,NCT01164501,uaa10634,aact187,aact_extraction_first_set,n,NA,NA,categorical,count,none,738,NA,NA,NA,NA,NA,4,special
blchar12717,NCT01164501,uaa10633,aact235,aact_extraction_first_set,male,male,NA,categorical,count,percentage,181,56.73981191,NA,NA,NA,NA,4,special
blchar12718,NCT01164501,uaa10631,aact236,aact_extraction_first_set,male,male,NA,categorical,count,percentage,60,61.2244898,NA,NA,NA,NA,4,special
blchar12719,NCT01164501,uaa10632,aact237,aact_extraction_first_set,male,male,NA,categorical,count,percentage,189,58.87850467,NA,NA,NA,NA,4,special
blchar12720,NCT01164501,uaa10634,aact238,aact_extraction_first_set,male,male,NA,categorical,count,percentage,430,58.26558266,NA,NA,NA,NA,4,special
blchar00966,NCT01167881,uaa10635,n1284,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,765,NA,NA,NA,1278,NA,1,not
blchar00967,NCT01167881,uaa10636,n1285,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,780,NA,NA,NA,1279,NA,2,not
blchar10263,NCT01167881,uaa10635,race3146,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,254,33,NA,NA,13415,NA,2,not
blchar10264,NCT01167881,uaa10636,race3147,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,253,32,NA,NA,13416,NA,2,not
blchar10265,NCT01167881,uaa10635,race3148,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,12,2,NA,NA,13417,NA,2,not
blchar10266,NCT01167881,uaa10636,race3149,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,8,1,NA,NA,13418,NA,2,not
blchar10267,NCT01167881,uaa10635,race3150,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,1,0.13,NA,NA,13419,NA,2,not
blchar10268,NCT01167881,uaa10636,race3151,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,0,0,NA,NA,13420,NA,2,not
blchar10269,NCT01167881,uaa10635,race3152,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,498,65,NA,NA,13421,NA,2,not
blchar10270,NCT01167881,uaa10636,race3153,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,519,67,NA,NA,13422,NA,2,not
blchar10709,NCT01167881,uaa10635,race3749,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.13,NA,NA,14325,NA,2,not
blchar10710,NCT01167881,uaa10636,race3750,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0,NA,NA,14326,NA,2,not
blchar02959,NCT01167881,uaa10635,sex1778,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,56,NA,NA,3968,NA,2,not
blchar02960,NCT01167881,uaa10636,sex1779,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,54,NA,NA,3969,NA,2,not
blchar00135,NCT01169779,uaa10639,n0182,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,194,NA,NA,NA,182,NA,1,not
blchar00136,NCT01169779,uaa10638,n0183,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,196,NA,NA,NA,183,NA,2,not
blchar08267,NCT01169779,uaa10638,race0473,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,196,100,NA,NA,11100,NA,2,not
blchar08268,NCT01169779,uaa10639,race0474,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,194,100,NA,NA,11101,NA,2,not
blchar02306,NCT01169779,uaa10638,sex0236,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,51.5,NA,NA,3197,NA,2,not
blchar02307,NCT01169779,uaa10639,sex0237,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,46.9,NA,NA,3198,NA,2,not
blchar11703,NCT01177384,uaa10641,blb1679,manual_extraction_first_set,n,NA,NA,count,count,none,189,NA,NA,NA,1598,NA,1,not
blchar11704,NCT01177384,uaa10641,blb1682,manual_extraction_first_set,race,asian,NA,categorical,count,percentage,170,89.9,NA,NA,13816,NA,1,not
blchar11705,NCT01177384,uaa10641,blb1683,manual_extraction_first_set,race,white,NA,categorical,count,percentage,19,10.1,NA,NA,13953,NA,1,not
blchar11710,NCT01177384,uaa10642,blb1689,manual_extraction_first_set,n,NA,NA,count,count,none,191,NA,NA,NA,1599,NA,2,not
blchar11711,NCT01177384,uaa10642,blb1692,manual_extraction_first_set,race,asian,NA,categorical,count,percentage,171,89.5,NA,NA,13817,NA,2,not
blchar11712,NCT01177384,uaa10642,blb1693,manual_extraction_first_set,race,white,NA,categorical,count,percentage,20,10.5,NA,NA,13954,NA,2,not
blchar12714,NCT01177384,uaa10642,aact232,aact_extraction_first_set,male,male,NA,categorical,count,percentage,97,50.78534031,NA,NA,NA,NA,2,not
blchar12715,NCT01177384,uaa10641,aact233,aact_extraction_first_set,male,male,NA,categorical,count,percentage,97,51.32275132,NA,NA,NA,NA,2,not
blchar12716,NCT01177384,uaa10643,aact234,aact_extraction_first_set,male,male,NA,categorical,count,percentage,194,51.05263158,NA,NA,NA,NA,3,not
blchar00934,NCT01177813,uaa10647,n1240,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,223,NA,NA,NA,1234,NA,1,not
blchar00935,NCT01177813,uaa10644,n1241,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,224,NA,NA,NA,1235,NA,2,not
blchar00936,NCT01177813,uaa10645,n1242,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,224,NA,NA,NA,1236,NA,3,not
blchar00937,NCT01177813,uaa10646,n1243,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,228,NA,NA,NA,1237,NA,4,not
blchar10163,NCT01177813,uaa10644,race2989,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,0,0,NA,NA,13278,NA,4,not
blchar10164,NCT01177813,uaa10645,race2990,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,0,0,NA,NA,13279,NA,4,not
blchar10165,NCT01177813,uaa10646,race2992,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,0,0,NA,NA,13281,NA,4,not
blchar10166,NCT01177813,uaa10647,race2993,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,1,0.45,NA,NA,13282,NA,4,not
blchar10167,NCT01177813,uaa10644,race2994,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,143,64,NA,NA,13283,NA,4,not
blchar10168,NCT01177813,uaa10645,race2995,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,144,64,NA,NA,13284,NA,4,not
blchar10169,NCT01177813,uaa10646,race2997,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,146,64,NA,NA,13286,NA,4,not
blchar10170,NCT01177813,uaa10647,race2998,table_tidier_or_manual_extraction_first_set,race,asian,NA,categorical,count,percentage,143,64,NA,NA,13287,NA,4,not
blchar10171,NCT01177813,uaa10644,race2999,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,3,1,NA,NA,13288,NA,4,not
blchar10172,NCT01177813,uaa10645,race3000,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,7,3,NA,NA,13289,NA,4,not
blchar10173,NCT01177813,uaa10646,race3002,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,6,3,NA,NA,13291,NA,4,not
blchar10174,NCT01177813,uaa10647,race3003,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,3,1,NA,NA,13292,NA,4,not
blchar10175,NCT01177813,uaa10644,race3004,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,1,0.45,NA,NA,13293,NA,4,not
blchar10176,NCT01177813,uaa10645,race3005,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,0,0,NA,NA,13294,NA,4,not
blchar10177,NCT01177813,uaa10646,race3007,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,0,0,NA,NA,13296,NA,4,not
blchar10178,NCT01177813,uaa10647,race3008,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,0,0,NA,NA,13297,NA,4,not
blchar10179,NCT01177813,uaa10644,race3009,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,77,34,NA,NA,13298,NA,4,not
blchar10180,NCT01177813,uaa10645,race3010,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,73,33,NA,NA,13299,NA,4,not
blchar10181,NCT01177813,uaa10646,race3012,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,76,33,NA,NA,13301,NA,4,not
blchar10182,NCT01177813,uaa10647,race3013,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,76,34,NA,NA,13302,NA,4,not
blchar10698,NCT01177813,uaa10644,race3737,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.45,NA,NA,14313,NA,4,not
blchar10699,NCT01177813,uaa10645,race3738,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0,NA,NA,14314,NA,4,not
blchar10700,NCT01177813,uaa10645,race3739,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,2,NA,NA,14315,NA,4,not
blchar10701,NCT01177813,uaa10646,race3740,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0,NA,NA,14316,NA,4,not
blchar10702,NCT01177813,uaa10647,race3741,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.45,NA,NA,14317,NA,4,not
blchar02929,NCT01177813,uaa10644,sex1711,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,63,NA,NA,3932,NA,4,not
blchar02930,NCT01177813,uaa10645,sex1713,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,65,NA,NA,3933,NA,4,not
blchar02931,NCT01177813,uaa10646,sex1717,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,54,NA,NA,3935,NA,4,not
blchar02932,NCT01177813,uaa10647,sex1719,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,63,NA,NA,3936,NA,4,not
blchar00301,NCT01179048,uaa10649,n0401,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,4668,NA,NA,NA,398,NA,1,special
blchar00302,NCT01179048,uaa10650,n0402,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,4672,NA,NA,NA,399,NA,2,special
blchar02426,NCT01179048,uaa10649,sex0553,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,64.5,NA,NA,3342,NA,2,special
blchar02427,NCT01179048,uaa10650,sex0554,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,64,NA,NA,3343,NA,2,special
blchar00830,NCT01183013,uaa10653,n1115,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,126,NA,NA,NA,1109,NA,1,not
blchar00831,NCT01183013,uaa10656,n1116,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,131,NA,NA,NA,1110,NA,2,not
blchar00832,NCT01183013,uaa10654,n1118,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,133,NA,NA,NA,1112,NA,3,not
blchar00833,NCT01183013,uaa10655,n1119,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,133,NA,NA,NA,1113,NA,4,not
blchar00834,NCT01183013,uaa10652,n1120,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,135,NA,NA,NA,1114,NA,5,not
blchar00835,NCT01183013,uaa10658,n1122,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,138,NA,NA,NA,1116,NA,6,not
blchar00836,NCT01183013,uaa10657,n1123,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,140,NA,NA,NA,1117,NA,7,not
blchar10018,NCT01183013,uaa10652,race2824,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,20,14.8,NA,NA,13132,NA,7,not
blchar10019,NCT01183013,uaa10654,race2825,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,11,8.3,NA,NA,13133,NA,7,not
blchar10020,NCT01183013,uaa10655,race2826,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,16,12,NA,NA,13134,NA,7,not
blchar10021,NCT01183013,uaa10653,race2827,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,15,11.9,NA,NA,13135,NA,7,not
blchar10022,NCT01183013,uaa10656,race2828,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,20,15.3,NA,NA,13136,NA,7,not
blchar10023,NCT01183013,uaa10657,race2829,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,17,12.1,NA,NA,13137,NA,7,not
blchar10024,NCT01183013,uaa10658,race2830,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,17,12.3,NA,NA,13138,NA,7,not
blchar10025,NCT01183013,uaa10652,race2831,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,4,3,NA,NA,13139,NA,7,not
blchar10026,NCT01183013,uaa10654,race2832,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,3,2.3,NA,NA,13140,NA,7,not
blchar10027,NCT01183013,uaa10655,race2833,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,4,3.1,NA,NA,13141,NA,7,not
blchar10028,NCT01183013,uaa10653,race2834,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,4,3.2,NA,NA,13142,NA,7,not
blchar10029,NCT01183013,uaa10656,race2835,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,3,2.3,NA,NA,13143,NA,7,not
blchar10030,NCT01183013,uaa10657,race2836,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,3,2.1,NA,NA,13144,NA,7,not
blchar10031,NCT01183013,uaa10658,race2837,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,2,1.4,NA,NA,13145,NA,7,not
blchar10032,NCT01183013,uaa10652,race2838,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,111,82.2,NA,NA,13146,NA,7,not
blchar10033,NCT01183013,uaa10654,race2839,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,119,89.5,NA,NA,13147,NA,7,not
blchar10034,NCT01183013,uaa10655,race2840,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,113,85,NA,NA,13148,NA,7,not
blchar10035,NCT01183013,uaa10653,race2841,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,107,84.9,NA,NA,13149,NA,7,not
blchar10036,NCT01183013,uaa10656,race2842,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,108,82.4,NA,NA,13150,NA,7,not
blchar10037,NCT01183013,uaa10657,race2843,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,120,85.7,NA,NA,13151,NA,7,not
blchar10038,NCT01183013,uaa10658,race2844,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,119,86.2,NA,NA,13152,NA,7,not
blchar02858,NCT01183013,uaa10652,sex1519,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,61.5,NA,NA,3854,NA,7,not
blchar02859,NCT01183013,uaa10654,sex1520,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,51.1,NA,NA,3855,NA,7,not
blchar02860,NCT01183013,uaa10655,sex1521,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,54.9,NA,NA,3856,NA,7,not
blchar02861,NCT01183013,uaa10653,sex1522,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,56.3,NA,NA,3857,NA,7,not
blchar02862,NCT01183013,uaa10656,sex1523,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,55.7,NA,NA,3858,NA,7,not
blchar02863,NCT01183013,uaa10657,sex1524,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,52.1,NA,NA,3859,NA,7,not
blchar02864,NCT01183013,uaa10658,sex1525,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,52.2,NA,NA,3860,NA,7,not
blchar11719,NCT01183104,uaa10660,blb0722,manual_extraction_first_set,n,NA,NA,count,count,none,129,NA,NA,NA,1526,NA,1,special
blchar11726,NCT01183104,uaa10661,blb0712,manual_extraction_first_set,n,NA,NA,count,count,none,143,NA,NA,NA,1525,NA,2,special
blchar11718,NCT01183104,uaa10660,blb0723,manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,61.2,NA,NA,4496,NA,2,special
blchar11725,NCT01183104,uaa10661,blb0713,manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,51.7,NA,NA,4495,NA,2,special
blchar11731,NCT01189890,uaa10663,blb1665,manual_extraction_first_set,n,NA,NA,count,count,none,191,NA,NA,NA,1597,NA,1,special
blchar11732,NCT01189890,uaa10663,blb1671,manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,15,7.9,NA,NA,13747,NA,1,special
blchar11733,NCT01189890,uaa10663,blb1672,manual_extraction_first_set,race,asian,NA,categorical,count,percentage,12,6.3,NA,NA,13818,NA,1,special
blchar11734,NCT01189890,uaa10663,blb1673,manual_extraction_first_set,race,black,NA,categorical,count,percentage,0,0,NA,NA,13872,NA,1,special
blchar11735,NCT01189890,uaa10663,blb1669,manual_extraction_first_set,race,white,NA,categorical,count,percentage,103,53.9,NA,NA,13955,NA,1,special
blchar11736,NCT01189890,uaa10663,blb1670,manual_extraction_first_set,race,multiple,NA,categorical,count,percentage,61,31.9,NA,NA,13989,NA,1,special
