unq_id,trial_id,arm_id,id,id_source,variable,category_level,unit,measure_type,first_format,second_format,first,second,notes,renal_calc_type,unq_row_number_first_set,unq_row_number_second_set,arm_n,special_pop
blchar15103,100-IRMI-PRI 16-6-2 007-2017,updac0091,tt_2022_263,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,36,NA,NA,NA,NA,957,2,not
blchar15104,100-IRMI-PRI 16-6-2 007-2017,updac0092,tt_2022_264,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,36,NA,NA,NA,NA,958,2,not
blchar17077,100-IRMI-PRI 16-6-2 007-2017,updac0091,tt_2022_2265,table_tidier_extraction_second_set,race,asian chinese,NA,categorical,count,percentage,5,13.9,NA,NA,NA,2931,2,not
blchar17078,100-IRMI-PRI 16-6-2 007-2017,updac0092,tt_2022_2266,table_tidier_extraction_second_set,race,asian chinese,NA,categorical,count,percentage,4,11.1,"wrong percentage, corrected",NA,NA,2932,2,not
blchar17079,100-IRMI-PRI 16-6-2 007-2017,updac0092,tt_2022_2267,table_tidier_extraction_second_set,race,asian indian,NA,categorical,count,percentage,15,41.7,NA,NA,NA,2933,2,not
blchar17080,100-IRMI-PRI 16-6-2 007-2017,updac0091,tt_2022_2268,table_tidier_extraction_second_set,race,asian indian,NA,categorical,count,percentage,7,19.4,NA,NA,NA,2934,2,not
blchar17081,100-IRMI-PRI 16-6-2 007-2017,updac0091,tt_2022_2269,table_tidier_extraction_second_set,race,asian malayasian,NA,categorical,count,percentage,24,66.7,NA,NA,NA,2935,2,not
blchar17082,100-IRMI-PRI 16-6-2 007-2017,updac0092,tt_2022_2270,table_tidier_extraction_second_set,race,asian malayasian,NA,categorical,count,percentage,17,47.2,NA,NA,NA,2936,2,not
blchar17256,100-IRMI-PRI 16-6-2 007-2017,updac0091,tt_2022_2444,table_tidier_extraction_second_set,race,asian_collapsed,NA,categorical,NA,percentage,NA,100,NA,NA,NA,3110,2,not
blchar17257,100-IRMI-PRI 16-6-2 007-2017,updac0092,tt_2022_2445,table_tidier_extraction_second_set,race,asian_collapsed,NA,categorical,NA,percentage,NA,100,NA,NA,NA,3111,2,not
blchar17310,100-IRMI-PRI 16-6-2 007-2017,updac0091,tt_2022_2498,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,28,77.8,NA,NA,NA,3164,2,not
blchar17311,100-IRMI-PRI 16-6-2 007-2017,updac0092,tt_2022_2499,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,27,75,NA,NA,NA,3165,2,not
blchar00991,2004-004559-21,ac0001,n1313,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,1556,NA,NA,NA,1307,NA,1,not
blchar00992,2004-004559-21,ac0002,n1314,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,1562,NA,NA,NA,1308,NA,2,not
blchar10304,2004-004559-21,ac0001,race3193,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,3,0.2,NA,NA,13456,NA,2,not
blchar10305,2004-004559-21,ac0002,race3194,table_tidier_or_manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,3,0.2,NA,NA,13457,NA,2,not
blchar10306,2004-004559-21,ac0001,race3195,table_tidier_or_manual_extraction_first_set,race,asian indian,NA,categorical,count,percentage,16,1,NA,NA,13458,NA,2,not
blchar10307,2004-004559-21,ac0002,race3196,table_tidier_or_manual_extraction_first_set,race,asian indian,NA,categorical,count,percentage,14,0.9,NA,NA,13459,NA,2,not
blchar10308,2004-004559-21,ac0001,race3197,table_tidier_or_manual_extraction_first_set,race,asian japanese,NA,categorical,count,percentage,1,0.1,NA,NA,13460,NA,2,not
blchar10309,2004-004559-21,ac0002,race3198,table_tidier_or_manual_extraction_first_set,race,asian japanese,NA,categorical,count,percentage,0,0,NA,NA,13461,NA,2,not
blchar10310,2004-004559-21,ac0001,race3199,table_tidier_or_manual_extraction_first_set,race,asian non indian,NA,categorical,count,percentage,30,1.9,NA,NA,13462,NA,2,not
blchar10311,2004-004559-21,ac0002,race3200,table_tidier_or_manual_extraction_first_set,race,asian non indian,NA,categorical,count,percentage,30,1.9,NA,NA,13463,NA,2,not
blchar10312,2004-004559-21,ac0001,race3201,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,19,1.2,NA,NA,13464,NA,2,not
blchar10313,2004-004559-21,ac0002,race3202,table_tidier_or_manual_extraction_first_set,race,black,NA,categorical,count,percentage,18,1.2,NA,NA,13465,NA,2,not
blchar10314,2004-004559-21,ac0001,race3203,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,2,0.1,NA,NA,13466,NA,2,not
blchar10315,2004-004559-21,ac0002,race3204,table_tidier_or_manual_extraction_first_set,race,hawaiian/pacificislander,NA,categorical,count,percentage,1,0.1,NA,NA,13467,NA,2,not
blchar10316,2004-004559-21,ac0001,race3205,table_tidier_or_manual_extraction_first_set,race,hispanic or latino,NA,categorical,count,percentage,133,8.5,NA,NA,13468,NA,2,not
blchar10317,2004-004559-21,ac0002,race3206,table_tidier_or_manual_extraction_first_set,race,hispanic or latino,NA,categorical,count,percentage,129,8.3,NA,NA,13469,NA,2,not
blchar10318,2004-004559-21,ac0001,race3207,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,9,0.6,NA,NA,13470,NA,2,not
blchar10319,2004-004559-21,ac0002,race3208,table_tidier_or_manual_extraction_first_set,race,other,NA,categorical,count,percentage,3,0.2,NA,NA,13471,NA,2,not
blchar10320,2004-004559-21,ac0001,race3209,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,1343,86.3,NA,NA,13472,NA,2,not
blchar10321,2004-004559-21,ac0002,race3210,table_tidier_or_manual_extraction_first_set,race,white,NA,categorical,count,percentage,1364,87.3,NA,NA,13473,NA,2,not
blchar10516,2004-004559-21,ac0001,race3545,table_tidier_or_manual_extraction_first_set,race,asian_collapsed,NA,categorical,NA,percentage,NA,3,NA,NA,14121,NA,2,not
blchar10517,2004-004559-21,ac0002,race3546,table_tidier_or_manual_extraction_first_set,race,asian_collapsed,NA,categorical,NA,percentage,NA,2.8,NA,NA,14122,NA,2,not
blchar10713,2004-004559-21,ac0001,race3753,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.3,NA,NA,14329,NA,2,not
blchar10714,2004-004559-21,ac0002,race3754,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.3,NA,NA,14330,NA,2,not
blchar03234,2004-004559-21,ac0001,sex1815,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,53.85604113,NA,NA,4279,NA,2,not
blchar03235,2004-004559-21,ac0002,sex1817,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,53.07298335,NA,NA,4280,NA,2,not
blchar15105,2008-008367-95,updac0222,tt_2022_265,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,17,NA,NA,NA,NA,959,2,special
blchar15106,2008-008367-95,updac0223,tt_2022_266,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,18,NA,NA,NA,NA,960,2,special
blchar17312,2008-008367-95,updac0223,tt_2022_2500,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,13,72.2,NA,NA,NA,3166,2,special
blchar17313,2008-008367-95,updac0222,tt_2022_2501,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,12,70.6,NA,NA,NA,3167,2,special
blchar15107,2012-001941-42,updac0121,tt_2022_267,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,63,NA,NA,NA,NA,961,2,not
blchar15108,2012-001941-42,updac0122,tt_2022_268,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,59,NA,NA,NA,NA,962,2,not
blchar17083,2012-001941-42,updac0121,tt_2022_2271,table_tidier_extraction_second_set,race,white,NA,categorical,count,percentage,62,98.4,NA,NA,NA,2937,2,not
blchar17084,2012-001941-42,updac0122,tt_2022_2272,table_tidier_extraction_second_set,race,white,NA,categorical,count,percentage,59,100,NA,NA,NA,2938,2,not
blchar17536,2012-001941-42,updac0121,tt_2022_2728,table_tidier_extraction_second_set,male,male,NA,categorical,NA,percentage,NA,63.5,NA,NA,NA,3390,2,not
blchar17537,2012-001941-42,updac0122,tt_2022_2729,table_tidier_extraction_second_set,male,male,NA,categorical,NA,percentage,NA,66.1,NA,NA,NA,3391,2,not
blchar00257,2013-002348-99,ac0003,n0332,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,31,NA,NA,NA,329,NA,1,special
blchar00258,2013-002348-99,ac0004,n0333,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,31,NA,NA,NA,330,NA,2,special
blchar02396,2013-002348-99,ac0003,sex0458,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,61.3,NA,NA,3297,NA,2,special
blchar02397,2013-002348-99,ac0004,sex0459,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,71,NA,NA,3298,NA,2,special
blchar00223,2014-003923-23,ac0006,n0287,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,27,NA,NA,NA,284,NA,1,special
blchar00224,2014-003923-23,ac0005,n0288,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,53,NA,NA,NA,285,NA,2,special
blchar02371,2014-003923-23,ac0005,sex0390,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,38,NA,NA,3264,NA,2,special
blchar02372,2014-003923-23,ac0006,sex0392,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,48,NA,NA,3265,NA,2,special
blchar15109,2016-000172-19,updac0124,tt_2022_269,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,22,NA,NA,NA,NA,963,2,not
blchar15110,2016-000172-19,updac0123,tt_2022_270,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,20,NA,NA,NA,NA,964,2,not
blchar17314,2016-000172-19,updac0124,tt_2022_2502,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,18,81.8,NA,NA,NA,3168,2,not
blchar17315,2016-000172-19,updac0123,tt_2022_2503,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,16,80,NA,NA,NA,3169,2,not
blchar15111,2016-000574-38,updac0119,tt_2022_271,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,16,NA,"looks like error in baseline table arms names, all else in paper says exe +dapa vs placebo+ dapa therefore exentide vs placebo comparisons",NA,NA,965,2,not
blchar15112,2016-000574-38,updac0120,tt_2022_272,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,14,NA,"looks like error in baseline table arms names, all else in paper says exe +dapa vs placebo+ dapa therefore exentide vs placebo comparisons",NA,NA,966,2,not
blchar17085,2016-000574-38,updac0119,tt_2022_2273,table_tidier_extraction_second_set,race,white,NA,categorical,count,percentage,15,93.8,"looks like error in baseline table arms names, all else in paper says exe +dapa vs placebo+ dapa therefore exentide vs placebo comparisons",NA,NA,2939,2,not
blchar17086,2016-000574-38,updac0120,tt_2022_2274,table_tidier_extraction_second_set,race,white,NA,categorical,count,percentage,14,100,"looks like error in baseline table arms names, all else in paper says exe +dapa vs placebo+ dapa therefore exentide vs placebo comparisons",NA,NA,2940,2,not
blchar17316,2016-000574-38,updac0119,tt_2022_2504,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,10,62.5,"looks like error in baseline table arms names, all else in paper says exe +dapa vs placebo+ dapa therefore exentide vs placebo comparisons",NA,NA,3170,2,not
blchar17317,2016-000574-38,updac0120,tt_2022_2505,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,10,71.4,"looks like error in baseline table arms names, all else in paper says exe +dapa vs placebo+ dapa therefore exentide vs placebo comparisons",NA,NA,3171,2,not
blchar15113,2016-002225-10,updac0087,tt_2022_273,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,22,NA,NA,NA,NA,967,2,not
blchar15114,2016-002225-10,updac0088,tt_2022_274,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,22,NA,NA,NA,NA,968,2,not
blchar17318,2016-002225-10,updac0087,tt_2022_2506,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,19,86,NA,NA,NA,3172,2,not
blchar17319,2016-002225-10,updac0088,tt_2022_2507,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,19,86,NA,NA,NA,3173,2,not
blchar15115,"2017-001,454-33",updac0125,tt_2022_275,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,26,NA,NA,NA,NA,969,2,special
blchar15116,"2017-001,454-33",updac0126,tt_2022_276,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,30,NA,NA,NA,NA,970,2,special
blchar17087,"2017-001,454-33",updac0126,tt_2022_2275,table_tidier_extraction_second_set,race,white,NA,categorical,count,percentage,27,93.1,NA,NA,NA,2941,2,special
blchar17088,"2017-001,454-33",updac0125,tt_2022_2276,table_tidier_extraction_second_set,race,white,NA,categorical,count,percentage,23,92,NA,NA,NA,2942,2,special
blchar17538,"2017-001,454-33",updac0126,tt_2022_2730,table_tidier_extraction_second_set,male,male,NA,categorical,NA,percentage,NA,58.7,NA,NA,NA,3392,2,special
blchar17539,"2017-001,454-33",updac0125,tt_2022_2731,table_tidier_extraction_second_set,male,male,NA,categorical,NA,percentage,NA,68,NA,NA,NA,3393,2,special
blchar15364,2017-001779-22,updac0116,tt_2022_531,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,13,NA,NA,NA,NA,1218,1,not
blchar17089,2017-001779-22,updac0116,tt_2022_2277,table_tidier_extraction_second_set,race,black,NA,categorical,count,percentage,1,8,NA,NA,NA,2943,1,not
blchar17090,2017-001779-22,updac0116,tt_2022_2278,table_tidier_extraction_second_set,race,white,NA,categorical,count,percentage,12,92,NA,NA,NA,2944,1,not
blchar17320,2017-001779-22,updac0116,tt_2022_2508,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,10,77,NA,NA,NA,3174,1,not
blchar15365,2017-003370-13,updac0117,tt_2022_532,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,443,NA,NA,NA,NA,1219,2,not
blchar15366,2017-003370-13,updac0118,tt_2022_533,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,444,NA,NA,NA,NA,1220,2,not
blchar17321,2017-003370-13,updac0118,tt_2022_2509,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,218,49.1,NA,NA,NA,3175,2,not
blchar17322,2017-003370-13,updac0117,tt_2022_2510,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,224,50.6,NA,NA,NA,3176,2,not
blchar14482,ACTRN12616001059459,updac0093,ub0002,manual_extraction_second_set,n,NA,NA,categorical,count,none,15,NA,NA,NA,NA,317,2,not
blchar14483,ACTRN12616001059459,updac0094,ub0001,manual_extraction_second_set,n,NA,NA,categorical,count,none,15,NA,NA,NA,NA,318,2,not
blchar14480,ACTRN12616001059459,updac0093,ub0005,manual_extraction_second_set,male,male,NA,categorical,count,percentage,10,67,NA,NA,NA,315,2,not
blchar14481,ACTRN12616001059459,updac0094,ub0004,manual_extraction_second_set,male,male,NA,categorical,count,percentage,11,73,NA,NA,NA,316,2,not
blchar15130,CTR20131268,updac0107,tt_2022_294,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,19,NA,NA,NA,NA,984,2,not
blchar15131,CTR20131268,updac0108,tt_2022_295,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,10,NA,NA,NA,NA,985,2,not
blchar17336,CTR20131268,updac0108,tt_2022_2526,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,2,20,NA,NA,NA,3190,2,not
blchar17337,CTR20131268,updac0107,tt_2022_2527,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,9,47.3,NA,NA,NA,3191,2,not
blchar15132,CTRI-2017-07-009121,updac0111,tt_2022_296,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,224,NA,NA,NA,NA,986,3,not
blchar15133,CTRI-2017-07-009121,updac0112,tt_2022_297,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,241,NA,NA,NA,NA,987,3,not
blchar15134,CTRI-2017-07-009121,updac0113,tt_2022_298,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,146,NA,NA,NA,NA,988,3,not
blchar17338,CTRI-2017-07-009121,updac0113,tt_2022_2528,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,85,58.2,NA,NA,NA,3192,3,not
blchar17339,CTRI-2017-07-009121,updac0111,tt_2022_2529,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,128,57.1,NA,NA,NA,3193,3,not
blchar17340,CTRI-2017-07-009121,updac0112,tt_2022_2530,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,127,52.7,NA,NA,NA,3194,3,not
blchar14484,CTRI/2017/02/007766,updac0109,ub0658,manual_extraction_second_set,n,NA,NA,categorical,count,none,21,NA,NA,NA,NA,319,2,not
blchar14485,CTRI/2017/02/007766,updac0110,ub0661,manual_extraction_second_set,n,NA,NA,categorical,count,none,19,NA,NA,NA,NA,320,2,not
blchar00782,CTRI/2017/06/008891,ac0024,n1049,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,92,NA,NA,NA,1043,NA,1,not
blchar00783,CTRI/2017/06/008891,ac0025,n1050,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,92,NA,NA,NA,1044,NA,2,not
blchar15119,ChiCTR-1800015658,updac0078,tt_2022_279,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,27,NA,NA,NA,NA,973,2,not
blchar15120,ChiCTR-1800015658,updac0079,tt_2022_280,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,32,NA,NA,NA,NA,974,2,not
blchar17323,ChiCTR-1800015658,updac0078,tt_2022_2511,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,19,70.4,NA,NA,NA,3177,2,not
blchar17324,ChiCTR-1800015658,updac0079,tt_2022_2512,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,14,43.75,NA,NA,NA,3178,2,not
blchar14633,ChiCTR-IPR-14005568,updac0105,ub0766,manual_extraction_second_set,n,NA,NA,categorical,count,none,49,NA,NA,NA,NA,484,1,special
blchar14643,ChiCTR-IPR-14005568,updac0106,ub0780,manual_extraction_second_set,n,NA,NA,categorical,count,none,46,NA,NA,NA,NA,494,2,special
blchar14634,ChiCTR-IPR-14005568,updac0105,ub0767,manual_extraction_second_set,male,male,NA,categorical,count,percentage,31,63.3,NA,NA,NA,485,2,special
blchar14644,ChiCTR-IPR-14005568,updac0106,ub0781,manual_extraction_second_set,male,male,NA,categorical,count,percentage,23,50,NA,NA,NA,495,2,special
blchar17966,ChiCTR-IPR-15006558,ac0007,NA,prev missing added at end,n,NA,NA,categorical,count,none,120,NA,NA,NA,NA,NA,2,not
blchar17967,ChiCTR-IPR-15006558,ac0008,NA,prev missing added at end,n,NA,NA,categorical,count,none,120,NA,NA,NA,NA,NA,2,not
blchar02375,ChiCTR-IPR-15006558,ac0007,sex0402,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,59.2,NA,NA,3269,NA,2,not
blchar11069,ChiCTR-IPR-15006558,ac0008,sex0400,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,57.5,NA,NA,3268,NA,2,not
blchar17964,ChiCTR-IPR-16008578,ac0009,NA,prev missing added at end,n,NA,NA,categorical,count,none,30,NA,NA,NA,NA,NA,2,special
blchar17965,ChiCTR-IPR-16008578,ac0010,NA,prev missing added at end,n,NA,NA,categorical,count,none,30,NA,NA,NA,NA,NA,2,special
blchar11076,ChiCTR-IPR-16008578,ac0010,sex0548,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,46.7,NA,NA,3338,NA,2,special
blchar11086,ChiCTR-IPR-16008578,ac0009,sex0549,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,53.3,NA,NA,3339,NA,2,special
blchar15367,ChiCTR-IPR-17010825,updac0085,tt_2022_534,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,79,NA,NA,NA,NA,1221,2,special
blchar15368,ChiCTR-IPR-17010825,updac0086,tt_2022_535,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,80,NA,NA,NA,NA,1222,2,special
blchar17334,ChiCTR-IPR-17010825,updac0085,tt_2022_2524,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,42,53.16,NA,NA,NA,3188,2,special
blchar17335,ChiCTR-IPR-17010825,updac0086,tt_2022_2525,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,45,56.25,NA,NA,NA,3189,2,special
blchar12253,ChiCTR-IPR-17011120,ac0011,n0676,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,21,NA,NA,NA,671,NA,3,special
blchar12254,ChiCTR-IPR-17011120,ac0012,n0674,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,21,NA,NA,NA,669,NA,3,special
blchar12255,ChiCTR-IPR-17011120,ac0013,n0675,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,21,NA,NA,NA,670,NA,3,special
blchar00230,ChiCTR-OPC-16008152,ac0015,n0294,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,15,NA,NA,NA,291,NA,1,special
blchar00231,ChiCTR-OPC-16008152,ac0014,n0295,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,16,NA,NA,NA,292,NA,2,special
blchar03166,ChiCTR-OPC-16008152,ac0014,sex0397,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,68.75,NA,NA,4202,NA,2,special
blchar03167,ChiCTR-OPC-16008152,ac0015,sex0398,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,73.33333333,NA,NA,4203,NA,2,special
blchar00769,ChiCTR-PPR-15007045,ac0017,n1028,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,31,NA,NA,NA,1022,NA,1,not
blchar00770,ChiCTR-PPR-15007045,ac0016,n1029,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,38,NA,NA,NA,1023,NA,2,not
blchar03203,ChiCTR-PPR-15007045,ac0016,sex1406,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,65.78947368,NA,NA,4246,NA,2,not
blchar03204,ChiCTR-PPR-15007045,ac0017,sex1409,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,80.64516129,NA,NA,4247,NA,2,not
blchar13107,ChiCTR-TRC-12002676,ac0018,n0694,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,32,NA,NA,NA,NA,NA,1,not
blchar13115,ChiCTR-TRC-12002676,ac0019,n0695,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,33,NA,NA,NA,NA,NA,2,not
blchar12272,ChiCTR-TRC-13003858,ac0020,n0721,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,36,NA,NA,NA,716,NA,2,not
blchar12273,ChiCTR-TRC-13003858,ac0021,n0722,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,37,NA,NA,NA,717,NA,2,not
blchar12270,ChiCTR-TRC-13003858,ac0020,sex0973,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,52.77777778,NA,NA,4318,NA,2,not
blchar12271,ChiCTR-TRC-13003858,ac0021,sex0972,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,56.75675676,NA,NA,4317,NA,2,not
blchar00492,ChiCTR-TRC-14005224,ac0022,n0672,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,30,NA,NA,NA,667,NA,1,not
blchar00493,ChiCTR-TRC-14005224,ac0023,n0673,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,30,NA,NA,NA,668,NA,2,not
blchar03180,ChiCTR-TRC-14005224,ac0022,sex0894,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,50,NA,NA,4220,NA,2,not
blchar03181,ChiCTR-TRC-14005224,ac0023,sex0896,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,46.66666667,NA,NA,4221,NA,2,not
blchar15117,ChiCTR1800015296,updac0096,tt_2022_277,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,13,NA,NA,NA,NA,971,2,special
blchar15118,ChiCTR1800015296,updac0095,tt_2022_278,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,11,NA,NA,NA,NA,972,2,special
blchar17509,ChiCTR1800015296,updac0096,tt_2022_2699,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,11,84.62,NA,NA,NA,3363,2,special
blchar17510,ChiCTR1800015296,updac0095,tt_2022_2700,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,10,90.91,NA,NA,NA,3364,2,special
blchar15121,ChiCTR1800015822,updac0098,tt_2022_281,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,30,NA,NA,NA,NA,975,2,not
blchar15122,ChiCTR1800015822,updac0097,tt_2022_282,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,30,NA,NA,NA,NA,976,2,not
blchar17325,ChiCTR1800015822,updac0097,tt_2022_2513,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,24,80,NA,NA,NA,3179,2,not
blchar17326,ChiCTR1800015822,updac0098,tt_2022_2514,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,24,80,NA,NA,NA,3180,2,not
blchar14653,ChiCTR1800019864,updac0099,ub0794,manual_extraction_second_set,n,NA,NA,categorical,count,none,143,NA,NA,NA,NA,504,1,special
blchar14663,ChiCTR1800019864,updac0100,ub0805,manual_extraction_second_set,n,NA,NA,categorical,count,none,166,NA,NA,NA,NA,514,2,special
blchar14655,ChiCTR1800019864,updac0099,ub0796,manual_extraction_second_set,male,male,NA,categorical,count,percentage,83,58,NA,NA,NA,506,2,special
blchar14665,ChiCTR1800019864,updac0100,ub0807,manual_extraction_second_set,male,male,NA,categorical,count,percentage,107,64.5,NA,NA,NA,516,2,special
blchar15123,ChiCTR2000035091,updac0081,tt_2022_285,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,30,NA,NA,NA,NA,977,3,special
blchar15124,ChiCTR2000035091,updac0080,tt_2022_286,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,31,NA,NA,NA,NA,978,3,special
blchar15125,ChiCTR2000035091,updac0082,tt_2022_287,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,30,NA,NA,NA,NA,979,3,special
blchar17327,ChiCTR2000035091,updac0081,tt_2022_2517,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,18,60,NA,NA,NA,3181,3,special
blchar17328,ChiCTR2000035091,updac0080,tt_2022_2518,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,16,52,NA,NA,NA,3182,3,special
blchar17329,ChiCTR2000035091,updac0082,tt_2022_2519,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,20,67,NA,NA,NA,3183,3,special
blchar15126,ChiCTR2000037951,updac0083,tt_2022_288,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,12,NA,NA,NA,NA,980,2,not
blchar15127,ChiCTR2000037951,updac0084,tt_2022_289,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,13,NA,NA,NA,NA,981,2,not
