nct_id,nct_id2,models,row,col,r,outcome_method,outcome
NCT01733758,NCT01733758,rcs,value_1,age10',-0.045,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10',-0.889,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10'',-0.722,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10'',0.05,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10'',0.813,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10'',-0.985,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,arm_f=_2_uaa10899,-0.585,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,arm_f=_2_uaa10899,0.059,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,arm_f=_2_uaa10899,0.593,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',arm_f=_2_uaa10899,-0.5,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',arm_f=_2_uaa10899,0.451,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,arm_f=_2_uaa10900,-0.567,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,arm_f=_2_uaa10900,0.005,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,arm_f=_2_uaa10900,0.59,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',arm_f=_2_uaa10900,-0.497,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',arm_f=_2_uaa10900,0.448,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,arm_f=_2_uaa10900,0.36,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,arm_f=_2_uaa10901,-0.655,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,arm_f=_2_uaa10901,0.002,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,arm_f=_2_uaa10901,0.683,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',arm_f=_2_uaa10901,-0.575,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',arm_f=_2_uaa10901,0.519,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,arm_f=_2_uaa10901,0.417,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,arm_f=_2_uaa10901,0.416,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,sex,0.062,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,sex,-0.012,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,sex,-0.181,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',sex,0.205,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',sex,-0.187,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,sex,-0.038,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,sex,-0.037,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,sex,-0.043,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10 * arm_f=_2_uaa10899,0.595,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10 * arm_f=_2_uaa10899,-0.055,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10 * arm_f=_2_uaa10899,-0.622,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10 * arm_f=_2_uaa10899,0.553,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',age10 * arm_f=_2_uaa10899,-0.506,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,age10 * arm_f=_2_uaa10899,-0.99,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,age10 * arm_f=_2_uaa10899,-0.366,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,age10 * arm_f=_2_uaa10899,-0.424,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,age10 * arm_f=_2_uaa10899,0.112,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10' * arm_f=_2_uaa10899,-0.579,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10' * arm_f=_2_uaa10899,0.071,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10' * arm_f=_2_uaa10899,0.634,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10' * arm_f=_2_uaa10899,-0.712,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',age10' * arm_f=_2_uaa10899,0.702,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10899,0.867,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,age10' * arm_f=_2_uaa10899,0.353,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,age10' * arm_f=_2_uaa10899,0.409,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,age10' * arm_f=_2_uaa10899,-0.146,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10899,-0.912,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10'' * arm_f=_2_uaa10899,0.548,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10'' * arm_f=_2_uaa10899,-0.08,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10'' * arm_f=_2_uaa10899,-0.604,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10'' * arm_f=_2_uaa10899,0.731,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',age10'' * arm_f=_2_uaa10899,-0.742,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10899,-0.794,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,age10'' * arm_f=_2_uaa10899,-0.332,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,age10'' * arm_f=_2_uaa10899,-0.384,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,age10'' * arm_f=_2_uaa10899,0.139,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10899,0.843,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10899,-0.986,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10 * arm_f=_2_uaa10900,0.578,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10 * arm_f=_2_uaa10900,-0.009,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10 * arm_f=_2_uaa10900,-0.618,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10 * arm_f=_2_uaa10900,0.55,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',age10 * arm_f=_2_uaa10900,-0.502,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,age10 * arm_f=_2_uaa10900,-0.366,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,age10 * arm_f=_2_uaa10900,-0.991,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,age10 * arm_f=_2_uaa10900,-0.423,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,age10 * arm_f=_2_uaa10900,0.112,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,age10 * arm_f=_2_uaa10900,0.384,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,age10 * arm_f=_2_uaa10900,-0.391,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10899,age10 * arm_f=_2_uaa10900,0.372,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10' * arm_f=_2_uaa10900,-0.552,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10' * arm_f=_2_uaa10900,0.02,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10' * arm_f=_2_uaa10900,0.62,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10' * arm_f=_2_uaa10900,-0.697,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',age10' * arm_f=_2_uaa10900,0.687,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10900,0.348,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,age10' * arm_f=_2_uaa10900,0.875,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,age10' * arm_f=_2_uaa10900,0.401,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,age10' * arm_f=_2_uaa10900,-0.143,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10900,-0.385,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10900,0.496,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10900,-0.509,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10900,age10' * arm_f=_2_uaa10900,-0.915,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10'' * arm_f=_2_uaa10900,0.518,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10'' * arm_f=_2_uaa10900,-0.027,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10'' * arm_f=_2_uaa10900,-0.587,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10'' * arm_f=_2_uaa10900,0.711,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',age10'' * arm_f=_2_uaa10900,-0.722,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10900,-0.326,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,age10'' * arm_f=_2_uaa10900,-0.804,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,age10'' * arm_f=_2_uaa10900,-0.375,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,age10'' * arm_f=_2_uaa10900,0.135,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10900,0.365,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10900,-0.506,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10900,0.535,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10900,age10'' * arm_f=_2_uaa10900,0.848,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10900,age10'' * arm_f=_2_uaa10900,-0.987,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10 * arm_f=_2_uaa10901,0.662,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10 * arm_f=_2_uaa10901,0,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10 * arm_f=_2_uaa10901,-0.711,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10 * arm_f=_2_uaa10901,0.632,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',age10 * arm_f=_2_uaa10901,-0.578,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,age10 * arm_f=_2_uaa10901,-0.421,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,age10 * arm_f=_2_uaa10901,-0.42,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,age10 * arm_f=_2_uaa10901,-0.985,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,age10 * arm_f=_2_uaa10901,0.128,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,age10 * arm_f=_2_uaa10901,0.441,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,age10 * arm_f=_2_uaa10901,-0.449,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10899,age10 * arm_f=_2_uaa10901,0.427,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10900,age10 * arm_f=_2_uaa10901,0.441,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10900,age10 * arm_f=_2_uaa10901,-0.441,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10900,age10 * arm_f=_2_uaa10901,0.417,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10' * arm_f=_2_uaa10901,-0.575,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10' * arm_f=_2_uaa10901,-0.002,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10' * arm_f=_2_uaa10901,0.653,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10' * arm_f=_2_uaa10901,-0.736,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',age10' * arm_f=_2_uaa10901,0.725,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10901,0.366,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,age10' * arm_f=_2_uaa10901,0.366,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,age10' * arm_f=_2_uaa10901,0.821,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,age10' * arm_f=_2_uaa10901,-0.151,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10901,-0.406,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10901,0.522,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10899,age10' * arm_f=_2_uaa10901,-0.536,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10900,age10' * arm_f=_2_uaa10901,-0.405,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10900,age10' * arm_f=_2_uaa10901,0.513,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10900,age10' * arm_f=_2_uaa10901,-0.524,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10901,age10' * arm_f=_2_uaa10901,-0.885,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,age10'' * arm_f=_2_uaa10901,0.521,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,age10'' * arm_f=_2_uaa10901,-0.003,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,age10'' * arm_f=_2_uaa10901,-0.597,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',age10'' * arm_f=_2_uaa10901,0.725,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',age10'' * arm_f=_2_uaa10901,-0.736,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10901,-0.331,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,age10'' * arm_f=_2_uaa10901,-0.33,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,age10'' * arm_f=_2_uaa10901,-0.734,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,age10'' * arm_f=_2_uaa10901,0.138,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10901,0.371,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10901,-0.515,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10899,age10'' * arm_f=_2_uaa10901,0.544,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10900,age10'' * arm_f=_2_uaa10901,0.37,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10900,age10'' * arm_f=_2_uaa10901,-0.506,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10900,age10'' * arm_f=_2_uaa10901,0.531,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10901,age10'' * arm_f=_2_uaa10901,0.805,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10901,age10'' * arm_f=_2_uaa10901,-0.985,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,arm_f=_2_uaa10899 * sex,-0.032,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,arm_f=_2_uaa10899 * sex,-0.04,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,arm_f=_2_uaa10899 * sex,0.139,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',arm_f=_2_uaa10899 * sex,-0.159,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',arm_f=_2_uaa10899 * sex,0.145,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,arm_f=_2_uaa10899 * sex,0.058,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,arm_f=_2_uaa10899 * sex,0.029,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,arm_f=_2_uaa10899 * sex,0.033,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,arm_f=_2_uaa10899 * sex,-0.786,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,arm_f=_2_uaa10899 * sex,-0.155,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,arm_f=_2_uaa10899 * sex,0.18,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10899,arm_f=_2_uaa10899 * sex,-0.165,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10900,arm_f=_2_uaa10899 * sex,-0.087,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10900,arm_f=_2_uaa10899 * sex,0.111,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10900,arm_f=_2_uaa10899 * sex,-0.105,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10901,arm_f=_2_uaa10899 * sex,-0.101,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10901,arm_f=_2_uaa10899 * sex,0.119,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10901,arm_f=_2_uaa10899 * sex,-0.108,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,arm_f=_2_uaa10900 * sex,-0.056,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,arm_f=_2_uaa10900 * sex,0.03,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,arm_f=_2_uaa10900 * sex,0.144,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',arm_f=_2_uaa10900 * sex,-0.163,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',arm_f=_2_uaa10900 * sex,0.149,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,arm_f=_2_uaa10900 * sex,0.031,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,arm_f=_2_uaa10900 * sex,0.046,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,arm_f=_2_uaa10900 * sex,0.034,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,arm_f=_2_uaa10900 * sex,-0.793,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,arm_f=_2_uaa10900 * sex,-0.09,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,arm_f=_2_uaa10900 * sex,0.117,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10899,arm_f=_2_uaa10900 * sex,-0.112,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10900,arm_f=_2_uaa10900 * sex,-0.139,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10900,arm_f=_2_uaa10900 * sex,0.163,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10900,arm_f=_2_uaa10900 * sex,-0.152,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10901,arm_f=_2_uaa10900 * sex,-0.102,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10901,arm_f=_2_uaa10900 * sex,0.119,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10901,arm_f=_2_uaa10900 * sex,-0.109,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899 * sex,arm_f=_2_uaa10900 * sex,0.622,locf,hba1c
NCT01733758,NCT01733758,rcs,Intercept,arm_f=_2_uaa10901 * sex,-0.049,locf,hba1c
NCT01733758,NCT01733758,rcs,value_1,arm_f=_2_uaa10901 * sex,0.023,locf,hba1c
NCT01733758,NCT01733758,rcs,age10,arm_f=_2_uaa10901 * sex,0.13,locf,hba1c
NCT01733758,NCT01733758,rcs,age10',arm_f=_2_uaa10901 * sex,-0.148,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'',arm_f=_2_uaa10901 * sex,0.135,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899,arm_f=_2_uaa10901 * sex,0.028,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900,arm_f=_2_uaa10901 * sex,0.027,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10901,arm_f=_2_uaa10901 * sex,-0.048,locf,hba1c
NCT01733758,NCT01733758,rcs,sex,arm_f=_2_uaa10901 * sex,-0.717,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10899,arm_f=_2_uaa10901 * sex,-0.081,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10899,arm_f=_2_uaa10901 * sex,0.106,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10899,arm_f=_2_uaa10901 * sex,-0.101,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10900,arm_f=_2_uaa10901 * sex,-0.08,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10900,arm_f=_2_uaa10901 * sex,0.103,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10900,arm_f=_2_uaa10901 * sex,-0.097,locf,hba1c
NCT01733758,NCT01733758,rcs,age10 * arm_f=_2_uaa10901,arm_f=_2_uaa10901 * sex,-0.077,locf,hba1c
NCT01733758,NCT01733758,rcs,age10' * arm_f=_2_uaa10901,arm_f=_2_uaa10901 * sex,0.133,locf,hba1c
NCT01733758,NCT01733758,rcs,age10'' * arm_f=_2_uaa10901,arm_f=_2_uaa10901 * sex,-0.137,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10899 * sex,arm_f=_2_uaa10901 * sex,0.563,locf,hba1c
NCT01733758,NCT01733758,rcs,arm_f=_2_uaa10900 * sex,arm_f=_2_uaa10901 * sex,0.569,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,value_1,-0.498,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,age10,-0.846,locf,hba1c
NCT02229227,NCT02229227,rcs,value_1,age10,-0.022,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,age10',0.691,locf,hba1c
NCT02229227,NCT02229227,rcs,value_1,age10',0.012,locf,hba1c
NCT02229227,NCT02229227,rcs,age10,age10',-0.869,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,age10'',-0.616,locf,hba1c
NCT02229227,NCT02229227,rcs,value_1,age10'',-0.004,locf,hba1c
NCT02229227,NCT02229227,rcs,age10,age10'',0.784,locf,hba1c
NCT02229227,NCT02229227,rcs,age10',age10'',-0.983,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,arm_f=_2_uaa11080,-0.53,locf,hba1c
NCT02229227,NCT02229227,rcs,value_1,arm_f=_2_uaa11080,0.042,locf,hba1c
NCT02229227,NCT02229227,rcs,age10,arm_f=_2_uaa11080,0.579,locf,hba1c
NCT02229227,NCT02229227,rcs,age10',arm_f=_2_uaa11080,-0.471,locf,hba1c
NCT02229227,NCT02229227,rcs,age10'',arm_f=_2_uaa11080,0.418,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,sex,-0.047,locf,hba1c
NCT02229227,NCT02229227,rcs,value_1,sex,0.006,locf,hba1c
NCT02229227,NCT02229227,rcs,age10,sex,-0.006,locf,hba1c
NCT02229227,NCT02229227,rcs,age10',sex,-0.018,locf,hba1c
NCT02229227,NCT02229227,rcs,age10'',sex,0.021,locf,hba1c
NCT02229227,NCT02229227,rcs,arm_f=_2_uaa11080,sex,0.03,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,age10 * arm_f=_2_uaa11080,0.529,locf,hba1c
NCT02229227,NCT02229227,rcs,value_1,age10 * arm_f=_2_uaa11080,-0.046,locf,hba1c
NCT02229227,NCT02229227,rcs,age10,age10 * arm_f=_2_uaa11080,-0.59,locf,hba1c
NCT02229227,NCT02229227,rcs,age10',age10 * arm_f=_2_uaa11080,0.513,locf,hba1c
NCT02229227,NCT02229227,rcs,age10'',age10 * arm_f=_2_uaa11080,-0.464,locf,hba1c
NCT02229227,NCT02229227,rcs,arm_f=_2_uaa11080,age10 * arm_f=_2_uaa11080,-0.992,locf,hba1c
NCT02229227,NCT02229227,rcs,sex,age10 * arm_f=_2_uaa11080,0.003,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,age10' * arm_f=_2_uaa11080,-0.468,locf,hba1c
NCT02229227,NCT02229227,rcs,value_1,age10' * arm_f=_2_uaa11080,0.041,locf,hba1c
NCT02229227,NCT02229227,rcs,age10,age10' * arm_f=_2_uaa11080,0.557,locf,hba1c
NCT02229227,NCT02229227,rcs,age10',age10' * arm_f=_2_uaa11080,-0.642,locf,hba1c
NCT02229227,NCT02229227,rcs,age10'',age10' * arm_f=_2_uaa11080,0.632,locf,hba1c
NCT02229227,NCT02229227,rcs,arm_f=_2_uaa11080,age10' * arm_f=_2_uaa11080,0.851,locf,hba1c
NCT02229227,NCT02229227,rcs,sex,age10' * arm_f=_2_uaa11080,0.012,locf,hba1c
NCT02229227,NCT02229227,rcs,age10 * arm_f=_2_uaa11080,age10' * arm_f=_2_uaa11080,-0.897,locf,hba1c
NCT02229227,NCT02229227,rcs,Intercept,age10'' * arm_f=_2_uaa11080,0.426,locf,hba1c
NCT02229227,NCT02229227,rcs,value_1,age10'' * arm_f=_2_uaa11080,-0.035,locf,hba1c
NCT02229227,NCT02229227,rcs,age10,age10'' * arm_f=_2_uaa11080,-0.518,locf,hba1c
NCT02229227,NCT02229227,rcs,age10',age10'' * arm_f=_2_uaa11080,0.651,locf,hba1c
NCT02229227,NCT02229227,rcs,age10'',age10'' * arm_f=_2_uaa11080,-0.662,locf,hba1c
NCT02229227,NCT02229227,rcs,arm_f=_2_uaa11080,age10'' * arm_f=_2_uaa11080,-0.768,locf,hba1c
