nct_id,nct_id2,models,row,col,r,outcome_method,outcome
NCT00838903,NCT00838903,f4,(Intercept),arm_f_2_uaa10382,-0.76,locf,hba1c
NCT00838903,NCT00838903,f4,value_1,arm_f_2_uaa10382,0.052,locf,hba1c
NCT00838903,NCT00838903,f4,age10,arm_f_2_uaa10382,0.846,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381,arm_f_2_uaa10382,0.755,locf,hba1c
NCT00838903,NCT00838903,f4,(Intercept),arm_f_2_uaa10384,-0.748,locf,hba1c
NCT00838903,NCT00838903,f4,value_1,arm_f_2_uaa10384,0.037,locf,hba1c
NCT00838903,NCT00838903,f4,age10,arm_f_2_uaa10384,0.84,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381,arm_f_2_uaa10384,0.75,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382,arm_f_2_uaa10384,0.756,locf,hba1c
NCT00838903,NCT00838903,f4,(Intercept),sex,-0.08,locf,hba1c
NCT00838903,NCT00838903,f4,value_1,sex,0.029,locf,hba1c
NCT00838903,NCT00838903,f4,age10,sex,-0.095,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381,sex,0.067,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382,sex,0.068,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10384,sex,0.068,locf,hba1c
NCT00838903,NCT00838903,f4,(Intercept),age10:arm_f_2_uaa10381,0.707,locf,hba1c
NCT00838903,NCT00838903,f4,value_1,age10:arm_f_2_uaa10381,-0.005,locf,hba1c
NCT00838903,NCT00838903,f4,age10,age10:arm_f_2_uaa10381,-0.862,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381,age10:arm_f_2_uaa10381,-0.97,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382,age10:arm_f_2_uaa10381,-0.731,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10384,age10:arm_f_2_uaa10381,-0.726,locf,hba1c
NCT00838903,NCT00838903,f4,sex,age10:arm_f_2_uaa10381,0.084,locf,hba1c
NCT00838903,NCT00838903,f4,(Intercept),age10:arm_f_2_uaa10382,0.728,locf,hba1c
NCT00838903,NCT00838903,f4,value_1,age10:arm_f_2_uaa10382,-0.041,locf,hba1c
NCT00838903,NCT00838903,f4,age10,age10:arm_f_2_uaa10382,-0.867,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381,age10:arm_f_2_uaa10382,-0.727,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382,age10:arm_f_2_uaa10382,-0.969,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10384,age10:arm_f_2_uaa10382,-0.729,locf,hba1c
NCT00838903,NCT00838903,f4,sex,age10:arm_f_2_uaa10382,0.083,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10382,0.749,locf,hba1c
NCT00838903,NCT00838903,f4,(Intercept),age10:arm_f_2_uaa10384,0.717,locf,hba1c
NCT00838903,NCT00838903,f4,value_1,age10:arm_f_2_uaa10384,-0.025,locf,hba1c
NCT00838903,NCT00838903,f4,age10,age10:arm_f_2_uaa10384,-0.862,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381,age10:arm_f_2_uaa10384,-0.724,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382,age10:arm_f_2_uaa10384,-0.73,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10384,age10:arm_f_2_uaa10384,-0.97,locf,hba1c
NCT00838903,NCT00838903,f4,sex,age10:arm_f_2_uaa10384,0.083,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10384,0.746,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10382,age10:arm_f_2_uaa10384,0.748,locf,hba1c
NCT00838903,NCT00838903,f4,(Intercept),arm_f_2_uaa10381:sex,0.061,locf,hba1c
NCT00838903,NCT00838903,f4,value_1,arm_f_2_uaa10381:sex,-0.01,locf,hba1c
NCT00838903,NCT00838903,f4,age10,arm_f_2_uaa10381:sex,0.083,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.121,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382,arm_f_2_uaa10381:sex,-0.058,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10384,arm_f_2_uaa10381:sex,-0.058,locf,hba1c
NCT00838903,NCT00838903,f4,sex,arm_f_2_uaa10381:sex,-0.864,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.048,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10382,arm_f_2_uaa10381:sex,-0.073,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10384,arm_f_2_uaa10381:sex,-0.072,locf,hba1c
NCT00838903,NCT00838903,f4,(Intercept),arm_f_2_uaa10382:sex,0.076,locf,hba1c
NCT00838903,NCT00838903,f4,value_1,arm_f_2_uaa10382:sex,-0.037,locf,hba1c
NCT00838903,NCT00838903,f4,age10,arm_f_2_uaa10382:sex,0.081,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381,arm_f_2_uaa10382:sex,-0.058,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.085,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.059,locf,hba1c
NCT00838903,NCT00838903,f4,sex,arm_f_2_uaa10382:sex,-0.867,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10381,arm_f_2_uaa10382:sex,-0.073,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.092,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.072,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381:sex,arm_f_2_uaa10382:sex,0.749,locf,hba1c
NCT00838903,NCT00838903,f4,(Intercept),arm_f_2_uaa10384:sex,0.068,locf,hba1c
NCT00838903,NCT00838903,f4,value_1,arm_f_2_uaa10384:sex,-0.022,locf,hba1c
NCT00838903,NCT00838903,f4,age10,arm_f_2_uaa10384:sex,0.082,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.058,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.059,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.102,locf,hba1c
NCT00838903,NCT00838903,f4,sex,arm_f_2_uaa10384:sex,-0.866,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.073,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.072,locf,hba1c
NCT00838903,NCT00838903,f4,age10:arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.069,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381:sex,arm_f_2_uaa10384:sex,0.748,locf,hba1c
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382:sex,arm_f_2_uaa10384:sex,0.751,locf,hba1c
NCT00838916,NCT00838916,f4,(Intercept),value_1,-0.71,locf,hba1c
NCT00838916,NCT00838916,f4,(Intercept),age10,-0.741,locf,hba1c
NCT00838916,NCT00838916,f4,value_1,age10,0.088,locf,hba1c
NCT00838916,NCT00838916,f4,(Intercept),arm_f_2_uaa10386,-0.58,locf,hba1c
NCT00838916,NCT00838916,f4,value_1,arm_f_2_uaa10386,0.013,locf,hba1c
NCT00838916,NCT00838916,f4,age10,arm_f_2_uaa10386,0.783,locf,hba1c
NCT00838916,NCT00838916,f4,(Intercept),sex,-0.147,locf,hba1c
NCT00838916,NCT00838916,f4,value_1,sex,-0.01,locf,hba1c
NCT00838916,NCT00838916,f4,age10,sex,0.031,locf,hba1c
NCT00838916,NCT00838916,f4,arm_f_2_uaa10386,sex,0.177,locf,hba1c
NCT00838916,NCT00838916,f4,(Intercept),age10:arm_f_2_uaa10386,0.553,locf,hba1c
NCT00838916,NCT00838916,f4,value_1,age10:arm_f_2_uaa10386,-0.003,locf,hba1c
NCT00838916,NCT00838916,f4,age10,age10:arm_f_2_uaa10386,-0.806,locf,hba1c
NCT00838916,NCT00838916,f4,arm_f_2_uaa10386,age10:arm_f_2_uaa10386,-0.968,locf,hba1c
NCT00838916,NCT00838916,f4,sex,age10:arm_f_2_uaa10386,-0.026,locf,hba1c
NCT00838916,NCT00838916,f4,(Intercept),arm_f_2_uaa10386:sex,0.137,locf,hba1c
NCT00838916,NCT00838916,f4,value_1,arm_f_2_uaa10386:sex,-0.015,locf,hba1c
NCT00838916,NCT00838916,f4,age10,arm_f_2_uaa10386:sex,-0.027,locf,hba1c
NCT00838916,NCT00838916,f4,arm_f_2_uaa10386,arm_f_2_uaa10386:sex,-0.175,locf,hba1c
NCT00838916,NCT00838916,f4,sex,arm_f_2_uaa10386:sex,-0.82,locf,hba1c
NCT00838916,NCT00838916,f4,age10:arm_f_2_uaa10386,arm_f_2_uaa10386:sex,-0.013,locf,hba1c
NCT00839527,NCT00839527,f4,(Intercept),value_1,-0.605,locf,hba1c
NCT00839527,NCT00839527,f4,(Intercept),age10,-0.804,locf,hba1c
NCT00839527,NCT00839527,f4,value_1,age10,0.064,locf,hba1c
NCT00839527,NCT00839527,f4,(Intercept),arm_f_2_uaa10389,-0.671,locf,hba1c
NCT00839527,NCT00839527,f4,value_1,arm_f_2_uaa10389,0.006,locf,hba1c
NCT00839527,NCT00839527,f4,age10,arm_f_2_uaa10389,0.806,locf,hba1c
NCT00839527,NCT00839527,f4,(Intercept),arm_f_2_uaa10390,-0.658,locf,hba1c
NCT00839527,NCT00839527,f4,value_1,arm_f_2_uaa10390,-0.01,locf,hba1c
NCT00839527,NCT00839527,f4,age10,arm_f_2_uaa10390,0.801,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10389,arm_f_2_uaa10390,0.699,locf,hba1c
NCT00839527,NCT00839527,f4,(Intercept),sex,-0.103,locf,hba1c
NCT00839527,NCT00839527,f4,value_1,sex,0.026,locf,hba1c
NCT00839527,NCT00839527,f4,age10,sex,-0.1,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10389,sex,0.092,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10390,sex,0.091,locf,hba1c
NCT00839527,NCT00839527,f4,(Intercept),age10:arm_f_2_uaa10389,0.645,locf,hba1c
NCT00839527,NCT00839527,f4,value_1,age10:arm_f_2_uaa10389,-0.009,locf,hba1c
NCT00839527,NCT00839527,f4,age10,age10:arm_f_2_uaa10389,-0.833,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10389,age10:arm_f_2_uaa10389,-0.966,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10390,age10:arm_f_2_uaa10389,-0.671,locf,hba1c
NCT00839527,NCT00839527,f4,sex,age10:arm_f_2_uaa10389,0.085,locf,hba1c
NCT00839527,NCT00839527,f4,(Intercept),age10:arm_f_2_uaa10390,0.638,locf,hba1c
NCT00839527,NCT00839527,f4,value_1,age10:arm_f_2_uaa10390,0.007,locf,hba1c
NCT00839527,NCT00839527,f4,age10,age10:arm_f_2_uaa10390,-0.835,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10389,age10:arm_f_2_uaa10390,-0.676,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10390,age10:arm_f_2_uaa10390,-0.965,locf,hba1c
NCT00839527,NCT00839527,f4,sex,age10:arm_f_2_uaa10390,0.086,locf,hba1c
NCT00839527,NCT00839527,f4,age10:arm_f_2_uaa10389,age10:arm_f_2_uaa10390,0.699,locf,hba1c
NCT00839527,NCT00839527,f4,(Intercept),arm_f_2_uaa10389:sex,0.056,locf,hba1c
NCT00839527,NCT00839527,f4,value_1,arm_f_2_uaa10389:sex,0.03,locf,hba1c
NCT00839527,NCT00839527,f4,age10,arm_f_2_uaa10389:sex,0.088,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10389,arm_f_2_uaa10389:sex,-0.113,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10390,arm_f_2_uaa10389:sex,-0.078,locf,hba1c
NCT00839527,NCT00839527,f4,sex,arm_f_2_uaa10389:sex,-0.843,locf,hba1c
NCT00839527,NCT00839527,f4,age10:arm_f_2_uaa10389,arm_f_2_uaa10389:sex,-0.086,locf,hba1c
NCT00839527,NCT00839527,f4,age10:arm_f_2_uaa10390,arm_f_2_uaa10389:sex,-0.072,locf,hba1c
NCT00839527,NCT00839527,f4,(Intercept),arm_f_2_uaa10390:sex,0.073,locf,hba1c
NCT00839527,NCT00839527,f4,value_1,arm_f_2_uaa10390:sex,0.002,locf,hba1c
NCT00839527,NCT00839527,f4,age10,arm_f_2_uaa10390:sex,0.086,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10389,arm_f_2_uaa10390:sex,-0.078,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10390,arm_f_2_uaa10390:sex,-0.124,locf,hba1c
NCT00839527,NCT00839527,f4,sex,arm_f_2_uaa10390:sex,-0.846,locf,hba1c
NCT00839527,NCT00839527,f4,age10:arm_f_2_uaa10389,arm_f_2_uaa10390:sex,-0.072,locf,hba1c
NCT00839527,NCT00839527,f4,age10:arm_f_2_uaa10390,arm_f_2_uaa10390:sex,-0.078,locf,hba1c
NCT00839527,NCT00839527,f4,arm_f_2_uaa10389:sex,arm_f_2_uaa10390:sex,0.715,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),value_1,-0.773,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),age10,-0.691,locf,hba1c
NCT00849017,NCT00849017,f4,value_1,age10,0.121,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),arm_f_2_uaa10393,-0.47,locf,hba1c
NCT00849017,NCT00849017,f4,value_1,arm_f_2_uaa10393,0.012,locf,hba1c
NCT00849017,NCT00849017,f4,age10,arm_f_2_uaa10393,0.686,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),arm_f_2_uaa10394,-0.413,locf,hba1c
NCT00849017,NCT00849017,f4,value_1,arm_f_2_uaa10394,-0.031,locf,hba1c
NCT00849017,NCT00849017,f4,age10,arm_f_2_uaa10394,0.645,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393,arm_f_2_uaa10394,0.499,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),sex,-0.054,locf,hba1c
NCT00849017,NCT00849017,f4,value_1,sex,-0.093,locf,hba1c
NCT00849017,NCT00849017,f4,age10,sex,-0.05,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393,sex,0.143,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10394,sex,0.14,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),age10:arm_f_2_uaa10393,0.447,locf,hba1c
NCT00849017,NCT00849017,f4,value_1,age10:arm_f_2_uaa10393,-0.027,locf,hba1c
NCT00849017,NCT00849017,f4,age10,age10:arm_f_2_uaa10393,-0.705,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393,age10:arm_f_2_uaa10393,-0.949,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10394,age10:arm_f_2_uaa10393,-0.462,locf,hba1c
NCT00849017,NCT00849017,f4,sex,age10:arm_f_2_uaa10393,0.03,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),age10:arm_f_2_uaa10394,0.398,locf,hba1c
NCT00849017,NCT00849017,f4,value_1,age10:arm_f_2_uaa10394,0.02,locf,hba1c
NCT00849017,NCT00849017,f4,age10,age10:arm_f_2_uaa10394,-0.679,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393,age10:arm_f_2_uaa10394,-0.472,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10394,age10:arm_f_2_uaa10394,-0.952,locf,hba1c
NCT00849017,NCT00849017,f4,sex,age10:arm_f_2_uaa10394,0.025,locf,hba1c
NCT00849017,NCT00849017,f4,age10:arm_f_2_uaa10393,age10:arm_f_2_uaa10394,0.485,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),arm_f_2_uaa10393:sex,0.096,locf,hba1c
NCT00849017,NCT00849017,f4,value_1,arm_f_2_uaa10393:sex,-0.009,locf,hba1c
NCT00849017,NCT00849017,f4,age10,arm_f_2_uaa10393:sex,0.026,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393,arm_f_2_uaa10393:sex,-0.137,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10394,arm_f_2_uaa10393:sex,-0.096,locf,hba1c
NCT00849017,NCT00849017,f4,sex,arm_f_2_uaa10393:sex,-0.697,locf,hba1c
NCT00849017,NCT00849017,f4,age10:arm_f_2_uaa10393,arm_f_2_uaa10393:sex,-0.098,locf,hba1c
NCT00849017,NCT00849017,f4,age10:arm_f_2_uaa10394,arm_f_2_uaa10393:sex,-0.019,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),arm_f_2_uaa10394:sex,0.063,locf,hba1c
NCT00849017,NCT00849017,f4,value_1,arm_f_2_uaa10394:sex,0.034,locf,hba1c
NCT00849017,NCT00849017,f4,age10,arm_f_2_uaa10394:sex,0.032,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393,arm_f_2_uaa10394:sex,-0.102,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10394,arm_f_2_uaa10394:sex,-0.171,locf,hba1c
NCT00849017,NCT00849017,f4,sex,arm_f_2_uaa10394:sex,-0.706,locf,hba1c
NCT00849017,NCT00849017,f4,age10:arm_f_2_uaa10393,arm_f_2_uaa10394:sex,-0.021,locf,hba1c
NCT00849017,NCT00849017,f4,age10:arm_f_2_uaa10394,arm_f_2_uaa10394:sex,-0.063,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393:sex,arm_f_2_uaa10394:sex,0.494,locf,hba1c
NCT00849056,NCT00849056,f4,(Intercept),value_1,-0.766,locf,hba1c
NCT00849056,NCT00849056,f4,(Intercept),age10,-0.665,locf,hba1c
NCT00849056,NCT00849056,f4,value_1,age10,0.058,locf,hba1c
NCT00849056,NCT00849056,f4,(Intercept),arm_f_2_uaa10397,-0.431,locf,hba1c
NCT00849056,NCT00849056,f4,value_1,arm_f_2_uaa10397,-0.047,locf,hba1c
NCT00849056,NCT00849056,f4,age10,arm_f_2_uaa10397,0.698,locf,hba1c
NCT00849056,NCT00849056,f4,(Intercept),sex,-0.134,locf,hba1c
NCT00849056,NCT00849056,f4,value_1,sex,0.044,locf,hba1c
NCT00849056,NCT00849056,f4,age10,sex,-0.039,locf,hba1c
NCT00849056,NCT00849056,f4,arm_f_2_uaa10397,sex,0.111,locf,hba1c
NCT00849056,NCT00849056,f4,(Intercept),age10:arm_f_2_uaa10397,0.414,locf,hba1c
NCT00849056,NCT00849056,f4,value_1,age10:arm_f_2_uaa10397,0.046,locf,hba1c
NCT00849056,NCT00849056,f4,age10,age10:arm_f_2_uaa10397,-0.72,locf,hba1c
NCT00849056,NCT00849056,f4,arm_f_2_uaa10397,age10:arm_f_2_uaa10397,-0.963,locf,hba1c
NCT00849056,NCT00849056,f4,sex,age10:arm_f_2_uaa10397,0.032,locf,hba1c
NCT00849056,NCT00849056,f4,(Intercept),arm_f_2_uaa10397:sex,0.054,locf,hba1c
NCT00849056,NCT00849056,f4,value_1,arm_f_2_uaa10397:sex,0.021,locf,hba1c
NCT00849056,NCT00849056,f4,age10,arm_f_2_uaa10397:sex,0.03,locf,hba1c
NCT00849056,NCT00849056,f4,arm_f_2_uaa10397,arm_f_2_uaa10397:sex,-0.127,locf,hba1c
NCT00849056,NCT00849056,f4,sex,arm_f_2_uaa10397:sex,-0.697,locf,hba1c
NCT00849056,NCT00849056,f4,age10:arm_f_2_uaa10397,arm_f_2_uaa10397:sex,-0.085,locf,hba1c
NCT00976391,NCT00976391,f4,(Intercept),value_1,-0.764,locf,hba1c
NCT00976391,NCT00976391,f4,(Intercept),age10,-0.722,locf,hba1c
NCT00976391,NCT00976391,f4,value_1,age10,0.126,locf,hba1c
NCT00976391,NCT00976391,f4,(Intercept),arm_f_2_uaa10467,-0.457,locf,hba1c
NCT00976391,NCT00976391,f4,value_1,arm_f_2_uaa10467,-0.009,locf,hba1c
NCT00976391,NCT00976391,f4,age10,arm_f_2_uaa10467,0.695,locf,hba1c
NCT00976391,NCT00976391,f4,(Intercept),sex,-0.106,locf,hba1c
NCT00976391,NCT00976391,f4,value_1,sex,0.058,locf,hba1c
NCT00976391,NCT00976391,f4,age10,sex,-0.047,locf,hba1c
NCT00976391,NCT00976391,f4,arm_f_2_uaa10467,sex,0.068,locf,hba1c
NCT00976391,NCT00976391,f4,(Intercept),age10:arm_f_2_uaa10467,0.444,locf,hba1c
NCT00976391,NCT00976391,f4,value_1,age10:arm_f_2_uaa10467,0.01,locf,hba1c
NCT00976391,NCT00976391,f4,age10,age10:arm_f_2_uaa10467,-0.709,locf,hba1c
NCT00976391,NCT00976391,f4,arm_f_2_uaa10467,age10:arm_f_2_uaa10467,-0.976,locf,hba1c
NCT00976391,NCT00976391,f4,sex,age10:arm_f_2_uaa10467,0.04,locf,hba1c
NCT00976391,NCT00976391,f4,(Intercept),arm_f_2_uaa10467:sex,0.048,locf,hba1c
NCT00976391,NCT00976391,f4,value_1,arm_f_2_uaa10467:sex,-0.005,locf,hba1c
NCT00976391,NCT00976391,f4,age10,arm_f_2_uaa10467:sex,0.038,locf,hba1c
NCT00976391,NCT00976391,f4,arm_f_2_uaa10467,arm_f_2_uaa10467:sex,-0.146,locf,hba1c
NCT00976391,NCT00976391,f4,sex,arm_f_2_uaa10467:sex,-0.707,locf,hba1c
NCT00976391,NCT00976391,f4,age10:arm_f_2_uaa10467,arm_f_2_uaa10467:sex,-0.001,locf,hba1c
NCT01098539,NCT01098539,f4,(Intercept),value_1,-0.727,locf,hba1c
NCT01098539,NCT01098539,f4,(Intercept),age10,-0.721,locf,hba1c
NCT01098539,NCT01098539,f4,value_1,age10,0.069,locf,hba1c
NCT01098539,NCT01098539,f4,(Intercept),arm_f_2_uaa10566,-0.477,locf,hba1c
NCT01098539,NCT01098539,f4,value_1,arm_f_2_uaa10566,0.012,locf,hba1c
NCT01098539,NCT01098539,f4,age10,arm_f_2_uaa10566,0.667,locf,hba1c
NCT01098539,NCT01098539,f4,(Intercept),sex,-0.036,locf,hba1c
NCT01098539,NCT01098539,f4,value_1,sex,0.022,locf,hba1c
NCT01098539,NCT01098539,f4,age10,sex,-0.119,locf,hba1c
NCT01098539,NCT01098539,f4,arm_f_2_uaa10566,sex,0.02,locf,hba1c
NCT01098539,NCT01098539,f4,(Intercept),age10:arm_f_2_uaa10566,0.459,locf,hba1c
NCT01098539,NCT01098539,f4,value_1,age10:arm_f_2_uaa10566,0.001,locf,hba1c
NCT01098539,NCT01098539,f4,age10,age10:arm_f_2_uaa10566,-0.682,locf,hba1c
NCT01098539,NCT01098539,f4,arm_f_2_uaa10566,age10:arm_f_2_uaa10566,-0.98,locf,hba1c
NCT01098539,NCT01098539,f4,sex,age10:arm_f_2_uaa10566,0.082,locf,hba1c
NCT01098539,NCT01098539,f4,(Intercept),arm_f_2_uaa10566:sex,0.014,locf,hba1c
NCT01098539,NCT01098539,f4,value_1,arm_f_2_uaa10566:sex,-0.001,locf,hba1c
NCT01098539,NCT01098539,f4,age10,arm_f_2_uaa10566:sex,0.085,locf,hba1c
NCT01098539,NCT01098539,f4,arm_f_2_uaa10566,arm_f_2_uaa10566:sex,-0.047,locf,hba1c
NCT01098539,NCT01098539,f4,sex,arm_f_2_uaa10566:sex,-0.709,locf,hba1c
NCT01098539,NCT01098539,f4,age10:arm_f_2_uaa10566,arm_f_2_uaa10566:sex,-0.099,locf,hba1c
NCT01128894,NCT01128894,f4,(Intercept),value_1,-0.799,locf,hba1c
NCT01128894,NCT01128894,f4,(Intercept),age10,-0.689,locf,hba1c
NCT01128894,NCT01128894,f4,value_1,age10,0.14,locf,hba1c
NCT01128894,NCT01128894,f4,(Intercept),arm_f_2_uaa10601,-0.443,locf,hba1c
NCT01128894,NCT01128894,f4,value_1,arm_f_2_uaa10601,0.014,locf,hba1c
NCT01128894,NCT01128894,f4,age10,arm_f_2_uaa10601,0.691,locf,hba1c
NCT01128894,NCT01128894,f4,(Intercept),sex,-0.122,locf,hba1c
NCT01128894,NCT01128894,f4,value_1,sex,-0.004,locf,hba1c
NCT01128894,NCT01128894,f4,age10,sex,0.025,locf,hba1c
NCT01128894,NCT01128894,f4,arm_f_2_uaa10601,sex,0.15,locf,hba1c
NCT01128894,NCT01128894,f4,(Intercept),age10:arm_f_2_uaa10601,0.426,locf,hba1c
NCT01128894,NCT01128894,f4,value_1,age10:arm_f_2_uaa10601,-0.015,locf,hba1c
NCT01128894,NCT01128894,f4,age10,age10:arm_f_2_uaa10601,-0.706,locf,hba1c
NCT01128894,NCT01128894,f4,arm_f_2_uaa10601,age10:arm_f_2_uaa10601,-0.969,locf,hba1c
NCT01128894,NCT01128894,f4,sex,age10:arm_f_2_uaa10601,-0.018,locf,hba1c
NCT01128894,NCT01128894,f4,(Intercept),arm_f_2_uaa10601:sex,0.093,locf,hba1c
NCT01128894,NCT01128894,f4,value_1,arm_f_2_uaa10601:sex,-0.007,locf,hba1c
NCT01128894,NCT01128894,f4,age10,arm_f_2_uaa10601:sex,-0.019,locf,hba1c
NCT01128894,NCT01128894,f4,arm_f_2_uaa10601,arm_f_2_uaa10601:sex,-0.167,locf,hba1c
NCT01128894,NCT01128894,f4,sex,arm_f_2_uaa10601:sex,-0.705,locf,hba1c
NCT01128894,NCT01128894,f4,age10:arm_f_2_uaa10601,arm_f_2_uaa10601:sex,-0.009,locf,hba1c
NCT01733758,NCT01733758,f4,(Intercept),value_1,-0.644,locf,hba1c
NCT01733758,NCT01733758,f4,(Intercept),age10,-0.799,locf,hba1c
NCT01733758,NCT01733758,f4,value_1,age10,0.119,locf,hba1c
NCT01733758,NCT01733758,f4,(Intercept),arm_f_2_uaa10899,-0.602,locf,hba1c
NCT01733758,NCT01733758,f4,value_1,arm_f_2_uaa10899,0.057,locf,hba1c
NCT01733758,NCT01733758,f4,age10,arm_f_2_uaa10899,0.703,locf,hba1c
NCT01733758,NCT01733758,f4,(Intercept),arm_f_2_uaa10900,-0.601,locf,hba1c
NCT01733758,NCT01733758,f4,value_1,arm_f_2_uaa10900,0.024,locf,hba1c
NCT01733758,NCT01733758,f4,age10,arm_f_2_uaa10900,0.725,locf,hba1c
NCT01733758,NCT01733758,f4,arm_f_2_uaa10899,arm_f_2_uaa10900,0.566,locf,hba1c
NCT01733758,NCT01733758,f4,(Intercept),arm_f_2_uaa10901,-0.57,locf,hba1c
NCT01733758,NCT01733758,f4,value_1,arm_f_2_uaa10901,0.046,locf,hba1c
NCT01733758,NCT01733758,f4,age10,arm_f_2_uaa10901,0.672,locf,hba1c
