nct_id,nct_id2,models,term,estimate,std.error,outcome_method,outcome
NCT00839527,NCT00839527,f4,arm_f_2_uaa10390:sex,-0.199,0.221,locf,hba1c
NCT00849017,NCT00849017,f4,(Intercept),4.515,0.754,locf,hba1c
NCT00849017,NCT00849017,f4,value_1,0.417,0.067,locf,hba1c
NCT00849017,NCT00849017,f4,age10,-0.079,0.087,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393,-0.511,0.659,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10394,0.231,0.694,locf,hba1c
NCT00849017,NCT00849017,f4,sex,0.076,0.2,locf,hba1c
NCT00849017,NCT00849017,f4,age10:arm_f_2_uaa10393,0.008,0.122,locf,hba1c
NCT00849017,NCT00849017,f4,age10:arm_f_2_uaa10394,-0.077,0.125,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393:sex,0.438,0.284,locf,hba1c
NCT00849017,NCT00849017,f4,arm_f_2_uaa10394:sex,-0.166,0.282,locf,hba1c
NCT00849056,NCT00849056,f4,(Intercept),5.727,0.666,locf,hba1c
NCT00849056,NCT00849056,f4,value_1,0.344,0.059,locf,hba1c
NCT00849056,NCT00849056,f4,age10,-0.131,0.076,locf,hba1c
NCT00849056,NCT00849056,f4,arm_f_2_uaa10397,-0.981,0.59,locf,hba1c
NCT00849056,NCT00849056,f4,sex,-0.106,0.145,locf,hba1c
NCT00849056,NCT00849056,f4,age10:arm_f_2_uaa10397,0.062,0.105,locf,hba1c
NCT00849056,NCT00849056,f4,arm_f_2_uaa10397:sex,-0.042,0.207,locf,hba1c
NCT00976391,NCT00976391,f4,(Intercept),3.617,0.562,locf,hba1c
NCT00976391,NCT00976391,f4,value_1,0.526,0.045,locf,hba1c
NCT00976391,NCT00976391,f4,age10,-0.088,0.064,locf,hba1c
NCT00976391,NCT00976391,f4,arm_f_2_uaa10467,-0.157,0.505,locf,hba1c
NCT00976391,NCT00976391,f4,sex,0.178,0.112,locf,hba1c
NCT00976391,NCT00976391,f4,age10:arm_f_2_uaa10467,0.005,0.089,locf,hba1c
NCT00976391,NCT00976391,f4,arm_f_2_uaa10467:sex,-0.01,0.159,locf,hba1c
NCT01098539,NCT01098539,f4,(Intercept),2.658,0.654,locf,hba1c
NCT01098539,NCT01098539,f4,value_1,0.595,0.054,locf,hba1c
NCT01098539,NCT01098539,f4,age10,0.062,0.071,locf,hba1c
NCT01098539,NCT01098539,f4,arm_f_2_uaa10566,0.287,0.658,locf,hba1c
NCT01098539,NCT01098539,f4,sex,-0.406,0.127,locf,hba1c
NCT01098539,NCT01098539,f4,age10:arm_f_2_uaa10566,-0.151,0.103,locf,hba1c
NCT01098539,NCT01098539,f4,arm_f_2_uaa10566:sex,0.626,0.179,locf,hba1c
NCT01128894,NCT01128894,f4,(Intercept),3.207,0.441,locf,hba1c
NCT01128894,NCT01128894,f4,value_1,0.49,0.039,locf,hba1c
NCT01128894,NCT01128894,f4,age10,-0.041,0.046,locf,hba1c
NCT01128894,NCT01128894,f4,arm_f_2_uaa10601,0.997,0.369,locf,hba1c
NCT01128894,NCT01128894,f4,sex,0.359,0.091,locf,hba1c
NCT01128894,NCT01128894,f4,age10:arm_f_2_uaa10601,-0.119,0.064,locf,hba1c
NCT01128894,NCT01128894,f4,arm_f_2_uaa10601:sex,-0.295,0.129,locf,hba1c
NCT01733758,NCT01733758,f4,(Intercept),4.661,0.474,locf,hba1c
NCT01733758,NCT01733758,f4,value_1,0.517,0.033,locf,hba1c
NCT01733758,NCT01733758,f4,age10,-0.127,0.059,locf,hba1c
NCT01733758,NCT01733758,f4,arm_f_2_uaa10899,-1.538,0.492,locf,hba1c
NCT01733758,NCT01733758,f4,arm_f_2_uaa10900,-1.07,0.474,locf,hba1c
NCT01733758,NCT01733758,f4,arm_f_2_uaa10901,-2.052,0.514,locf,hba1c
NCT01733758,NCT01733758,f4,sex,0.17,0.139,locf,hba1c
NCT01733758,NCT01733758,f4,age10:arm_f_2_uaa10899,0.07,0.077,locf,hba1c
NCT01733758,NCT01733758,f4,age10:arm_f_2_uaa10900,-0.019,0.076,locf,hba1c
NCT01733758,NCT01733758,f4,age10:arm_f_2_uaa10901,0.131,0.082,locf,hba1c
NCT01733758,NCT01733758,f4,arm_f_2_uaa10899:sex,-0.132,0.177,locf,hba1c
NCT01733758,NCT01733758,f4,arm_f_2_uaa10900:sex,-0.338,0.176,locf,hba1c
NCT01733758,NCT01733758,f4,arm_f_2_uaa10901:sex,-0.111,0.195,locf,hba1c
NCT02229227,NCT02229227,f4,(Intercept),3.857,0.424,locf,hba1c
NCT02229227,NCT02229227,f4,value_1,0.426,0.044,locf,hba1c
NCT02229227,NCT02229227,f4,age10,-0.099,0.041,locf,hba1c
NCT02229227,NCT02229227,f4,arm_f_2_uaa11080,-0.592,0.343,locf,hba1c
NCT02229227,NCT02229227,f4,sex,0.092,0.077,locf,hba1c
NCT02229227,NCT02229227,f4,age10:arm_f_2_uaa11080,0.111,0.058,locf,hba1c
NCT02229227,NCT02229227,f4,arm_f_2_uaa11080:sex,0.025,0.11,locf,hba1c
NCT02465515,NCT02465515,f4,(Intercept),4.424,0.164,locf,hba1c
NCT02465515,NCT02465515,f4,value_1,0.612,0.008,locf,hba1c
NCT02465515,NCT02465515,f4,age10,-0.179,0.021,locf,hba1c
NCT02465515,NCT02465515,f4,arm_f_2_uaa11138,-0.654,0.191,locf,hba1c
NCT02465515,NCT02465515,f4,sex,-0.146,0.038,locf,hba1c
NCT02465515,NCT02465515,f4,age10:arm_f_2_uaa11138,0.056,0.029,locf,hba1c
NCT02465515,NCT02465515,f4,arm_f_2_uaa11138:sex,0.124,0.054,locf,hba1c
NCT00838903,NCT00838903,f5,(Intercept),2.083,0.283,bocf,hba1c
NCT00838903,NCT00838903,f5,value_1,0.721,0.033,bocf,hba1c
NCT00838903,NCT00838903,f5,arm_f_2_uaa10381,-0.284,0.099,bocf,hba1c
NCT00838903,NCT00838903,f5,arm_f_2_uaa10382,-0.169,0.099,bocf,hba1c
NCT00838903,NCT00838903,f5,arm_f_2_uaa10384,-0.144,0.099,bocf,hba1c
NCT00838916,NCT00838916,f5,(Intercept),3.204,0.318,bocf,hba1c
NCT00838916,NCT00838916,f5,value_1,0.527,0.037,bocf,hba1c
NCT00838916,NCT00838916,f5,arm_f_2_uaa10386,0.02,0.071,bocf,hba1c
NCT00839527,NCT00839527,f5,(Intercept),2.906,0.353,bocf,hba1c
NCT00839527,NCT00839527,f5,value_1,0.632,0.042,bocf,hba1c
NCT00839527,NCT00839527,f5,arm_f_2_uaa10389,-0.491,0.103,bocf,hba1c
NCT00839527,NCT00839527,f5,arm_f_2_uaa10390,-0.61,0.102,bocf,hba1c
NCT00849017,NCT00849017,f5,(Intercept),3.25,0.516,bocf,hba1c
NCT00849017,NCT00849017,f5,value_1,0.537,0.062,bocf,hba1c
NCT00849017,NCT00849017,f5,arm_f_2_uaa10393,-0.234,0.136,bocf,hba1c
NCT00849017,NCT00849017,f5,arm_f_2_uaa10394,-0.285,0.135,bocf,hba1c
NCT00849056,NCT00849056,f5,(Intercept),4.051,0.467,bocf,hba1c
NCT00849056,NCT00849056,f5,value_1,0.454,0.057,bocf,hba1c
NCT00849056,NCT00849056,f5,arm_f_2_uaa10397,-0.546,0.098,bocf,hba1c
NCT00976391,NCT00976391,f5,(Intercept),2.277,0.36,bocf,hba1c
NCT00976391,NCT00976391,f5,value_1,0.656,0.042,bocf,hba1c
NCT00976391,NCT00976391,f5,arm_f_2_uaa10467,0.023,0.076,bocf,hba1c
NCT01098539,NCT01098539,f5,(Intercept),1.32,0.321,bocf,hba1c
NCT01098539,NCT01098539,f5,value_1,0.796,0.039,bocf,hba1c
NCT01098539,NCT01098539,f5,arm_f_2_uaa10566,-0.192,0.072,bocf,hba1c
NCT01128894,NCT01128894,f5,(Intercept),2.511,0.301,bocf,hba1c
NCT01128894,NCT01128894,f5,value_1,0.594,0.036,bocf,hba1c
NCT01128894,NCT01128894,f5,arm_f_2_uaa10601,0.12,0.062,bocf,hba1c
NCT01733758,NCT01733758,f5,(Intercept),3.722,0.29,bocf,hba1c
NCT01733758,NCT01733758,f5,value_1,0.561,0.035,bocf,hba1c
NCT01733758,NCT01733758,f5,arm_f_2_uaa10899,-1.244,0.084,bocf,hba1c
NCT01733758,NCT01733758,f5,arm_f_2_uaa10900,-1.443,0.085,bocf,hba1c
NCT01733758,NCT01733758,f5,arm_f_2_uaa10901,-1.255,0.091,bocf,hba1c
NCT02229227,NCT02229227,f5,(Intercept),3.088,0.367,bocf,hba1c
NCT02229227,NCT02229227,f5,value_1,0.477,0.047,bocf,hba1c
NCT02229227,NCT02229227,f5,arm_f_2_uaa11080,0.023,0.058,bocf,hba1c
NCT02465515,NCT02465515,f5,(Intercept),2.413,0.066,bocf,hba1c
NCT02465515,NCT02465515,f5,value_1,0.706,0.008,bocf,hba1c
NCT02465515,NCT02465515,f5,arm_f_2_uaa11138,-0.167,0.023,bocf,hba1c
NCT00838903,NCT00838903,f6,(Intercept),2.733,0.594,bocf,hba1c
NCT00838903,NCT00838903,f6,value_1,0.69,0.034,bocf,hba1c
NCT00838903,NCT00838903,f6,age10,-0.072,0.088,bocf,hba1c
NCT00838903,NCT00838903,f6,arm_f_2_uaa10381,-0.147,0.572,bocf,hba1c
NCT00838903,NCT00838903,f6,arm_f_2_uaa10382,0.221,0.574,bocf,hba1c
NCT00838903,NCT00838903,f6,arm_f_2_uaa10384,0.251,0.576,bocf,hba1c
NCT00838903,NCT00838903,f6,age10:arm_f_2_uaa10381,-0.03,0.101,bocf,hba1c
NCT00838903,NCT00838903,f6,age10:arm_f_2_uaa10382,-0.076,0.101,bocf,hba1c
NCT00838903,NCT00838903,f6,age10:arm_f_2_uaa10384,-0.077,0.102,bocf,hba1c
NCT00838916,NCT00838916,f6,(Intercept),3.73,0.492,bocf,hba1c
NCT00838916,NCT00838916,f6,value_1,0.499,0.039,bocf,hba1c
NCT00838916,NCT00838916,f6,age10,-0.061,0.062,bocf,hba1c
NCT00838916,NCT00838916,f6,arm_f_2_uaa10386,0.446,0.425,bocf,hba1c
NCT00838916,NCT00838916,f6,age10:arm_f_2_uaa10386,-0.07,0.076,bocf,hba1c
NCT00839527,NCT00839527,f6,(Intercept),4.751,0.636,bocf,hba1c
NCT00839527,NCT00839527,f6,value_1,0.579,0.043,bocf,hba1c
NCT00839527,NCT00839527,f6,age10,-0.254,0.09,bocf,hba1c
NCT00839527,NCT00839527,f6,arm_f_2_uaa10389,-0.902,0.605,bocf,hba1c
NCT00839527,NCT00839527,f6,arm_f_2_uaa10390,-1.48,0.607,bocf,hba1c
NCT00839527,NCT00839527,f6,age10:arm_f_2_uaa10389,0.066,0.108,bocf,hba1c
NCT00839527,NCT00839527,f6,age10:arm_f_2_uaa10390,0.152,0.107,bocf,hba1c
NCT00849017,NCT00849017,f6,(Intercept),4.21,0.731,bocf,hba1c
NCT00849017,NCT00849017,f6,value_1,0.474,0.065,bocf,hba1c
NCT00849017,NCT00849017,f6,age10,-0.094,0.083,bocf,hba1c
NCT00849017,NCT00849017,f6,arm_f_2_uaa10393,-0.761,0.631,bocf,hba1c
NCT00849017,NCT00849017,f6,arm_f_2_uaa10394,0.389,0.663,bocf,hba1c
NCT00849017,NCT00849017,f6,age10:arm_f_2_uaa10393,0.11,0.117,bocf,hba1c
NCT00849017,NCT00849017,f6,age10:arm_f_2_uaa10394,-0.119,0.121,bocf,hba1c
NCT00849056,NCT00849056,f6,(Intercept),4.644,0.646,bocf,hba1c
NCT00849056,NCT00849056,f6,value_1,0.424,0.058,bocf,hba1c
NCT00849056,NCT00849056,f6,age10,-0.063,0.075,bocf,hba1c
NCT00849056,NCT00849056,f6,arm_f_2_uaa10397,-0.734,0.573,bocf,hba1c
NCT00849056,NCT00849056,f6,age10:arm_f_2_uaa10397,0.027,0.103,bocf,hba1c
NCT00976391,NCT00976391,f6,(Intercept),3.048,0.549,bocf,hba1c
NCT00976391,NCT00976391,f6,value_1,0.623,0.044,bocf,hba1c
NCT00976391,NCT00976391,f6,age10,-0.093,0.063,bocf,hba1c
NCT00976391,NCT00976391,f6,arm_f_2_uaa10467,0.025,0.49,bocf,hba1c
NCT00976391,NCT00976391,f6,age10:arm_f_2_uaa10467,0,0.087,bocf,hba1c
NCT01098539,NCT01098539,f6,(Intercept),1.156,0.511,bocf,hba1c
NCT01098539,NCT01098539,f6,value_1,0.783,0.04,bocf,hba1c
NCT01098539,NCT01098539,f6,age10,0.042,0.058,bocf,hba1c
NCT01098539,NCT01098539,f6,arm_f_2_uaa10566,0.965,0.542,bocf,hba1c
NCT01098539,NCT01098539,f6,age10:arm_f_2_uaa10566,-0.183,0.085,bocf,hba1c
NCT01128894,NCT01128894,f6,(Intercept),3.029,0.429,bocf,hba1c
NCT01128894,NCT01128894,f6,value_1,0.566,0.038,bocf,hba1c
NCT01128894,NCT01128894,f6,age10,-0.054,0.045,bocf,hba1c
NCT01128894,NCT01128894,f6,arm_f_2_uaa10601,0.407,0.356,bocf,hba1c
NCT01128894,NCT01128894,f6,age10:arm_f_2_uaa10601,-0.054,0.063,bocf,hba1c
NCT01733758,NCT01733758,f6,(Intercept),4.768,0.483,bocf,hba1c
NCT01733758,NCT01733758,f6,value_1,0.541,0.035,bocf,hba1c
NCT01733758,NCT01733758,f6,age10,-0.154,0.061,bocf,hba1c
NCT01733758,NCT01733758,f6,arm_f_2_uaa10899,-1.857,0.481,bocf,hba1c
NCT01733758,NCT01733758,f6,arm_f_2_uaa10900,-1.67,0.47,bocf,hba1c
NCT01733758,NCT01733758,f6,arm_f_2_uaa10901,-1.829,0.508,bocf,hba1c
NCT01733758,NCT01733758,f6,age10:arm_f_2_uaa10899,0.108,0.081,bocf,hba1c
NCT01733758,NCT01733758,f6,age10:arm_f_2_uaa10900,0.04,0.08,bocf,hba1c
NCT01733758,NCT01733758,f6,age10:arm_f_2_uaa10901,0.1,0.086,bocf,hba1c
NCT02229227,NCT02229227,f6,(Intercept),3.36,0.447,bocf,hba1c
NCT02229227,NCT02229227,f6,value_1,0.477,0.047,bocf,hba1c
NCT02229227,NCT02229227,f6,age10,-0.047,0.043,bocf,hba1c
NCT02229227,NCT02229227,f6,arm_f_2_uaa11080,-0.36,0.36,bocf,hba1c
NCT02229227,NCT02229227,f6,age10:arm_f_2_uaa11080,0.066,0.061,bocf,hba1c
NCT02465515,NCT02465515,f6,(Intercept),3.501,0.146,bocf,hba1c
NCT02465515,NCT02465515,f6,value_1,0.691,0.008,bocf,hba1c
NCT02465515,NCT02465515,f6,age10,-0.15,0.019,bocf,hba1c
NCT02465515,NCT02465515,f6,arm_f_2_uaa11138,-0.386,0.171,bocf,hba1c
NCT02465515,NCT02465515,f6,age10:arm_f_2_uaa11138,0.033,0.026,bocf,hba1c
NCT00838903,NCT00838903,f7,(Intercept),2.12,0.298,bocf,hba1c
NCT00838903,NCT00838903,f7,value_1,0.723,0.033,bocf,hba1c
NCT00838903,NCT00838903,f7,sex,-0.11,0.172,bocf,hba1c
NCT00838903,NCT00838903,f7,arm_f_2_uaa10381,-0.418,0.138,bocf,hba1c
NCT00838903,NCT00838903,f7,arm_f_2_uaa10382,-0.181,0.14,bocf,hba1c
NCT00838903,NCT00838903,f7,arm_f_2_uaa10384,-0.284,0.138,bocf,hba1c
NCT00838903,NCT00838903,f7,sex:arm_f_2_uaa10381,0.286,0.198,bocf,hba1c
NCT00838903,NCT00838903,f7,sex:arm_f_2_uaa10382,0.03,0.198,bocf,hba1c
NCT00838903,NCT00838903,f7,sex:arm_f_2_uaa10384,0.297,0.199,bocf,hba1c
NCT00838916,NCT00838916,f7,(Intercept),3.217,0.324,bocf,hba1c
NCT00838916,NCT00838916,f7,value_1,0.527,0.037,bocf,hba1c
NCT00838916,NCT00838916,f7,sex,-0.012,0.116,bocf,hba1c
NCT00838916,NCT00838916,f7,arm_f_2_uaa10386,-0.02,0.105,bocf,hba1c
NCT00838916,NCT00838916,f7,sex:arm_f_2_uaa10386,0.072,0.142,bocf,hba1c
NCT00839527,NCT00839527,f7,(Intercept),2.802,0.375,bocf,hba1c
NCT00839527,NCT00839527,f7,value_1,0.632,0.042,bocf,hba1c
NCT00839527,NCT00839527,f7,sex,0.167,0.177,bocf,hba1c
NCT00839527,NCT00839527,f7,arm_f_2_uaa10389,-0.392,0.158,bocf,hba1c
NCT00839527,NCT00839527,f7,arm_f_2_uaa10390,-0.475,0.159,bocf,hba1c
NCT00839527,NCT00839527,f7,sex:arm_f_2_uaa10389,-0.164,0.209,bocf,hba1c
NCT00839527,NCT00839527,f7,sex:arm_f_2_uaa10390,-0.229,0.208,bocf,hba1c
NCT00849017,NCT00849017,f7,(Intercept),3.308,0.521,bocf,hba1c
NCT00849017,NCT00849017,f7,value_1,0.527,0.063,bocf,hba1c
NCT00849017,NCT00849017,f7,sex,0.041,0.193,bocf,hba1c
NCT00849017,NCT00849017,f7,arm_f_2_uaa10393,-0.381,0.201,bocf,hba1c
NCT00849017,NCT00849017,f7,arm_f_2_uaa10394,-0.218,0.209,bocf,hba1c
NCT00849017,NCT00849017,f7,sex:arm_f_2_uaa10393,0.303,0.273,bocf,hba1c
NCT00849017,NCT00849017,f7,sex:arm_f_2_uaa10394,-0.115,0.274,bocf,hba1c
NCT00849056,NCT00849056,f7,(Intercept),4.22,0.481,bocf,hba1c
NCT00849056,NCT00849056,f7,value_1,0.446,0.057,bocf,hba1c
NCT00849056,NCT00849056,f7,sex,-0.166,0.142,bocf,hba1c
NCT00849056,NCT00849056,f7,arm_f_2_uaa10397,-0.561,0.155,bocf,hba1c
NCT00849056,NCT00849056,f7,sex:arm_f_2_uaa10397,0.031,0.2,bocf,hba1c
NCT00976391,NCT00976391,f7,(Intercept),2.133,0.366,bocf,hba1c
NCT00976391,NCT00976391,f7,value_1,0.66,0.042,bocf,hba1c
NCT00976391,NCT00976391,f7,sex,0.215,0.107,bocf,hba1c
NCT00976391,NCT00976391,f7,arm_f_2_uaa10467,0.099,0.105,bocf,hba1c
NCT00976391,NCT00976391,f7,sex:arm_f_2_uaa10467,-0.152,0.152,bocf,hba1c
NCT01098539,NCT01098539,f7,(Intercept),1.428,0.327,bocf,hba1c
NCT01098539,NCT01098539,f7,value_1,0.794,0.039,bocf,hba1c
NCT01098539,NCT01098539,f7,sex,-0.168,0.102,bocf,hba1c
NCT01098539,NCT01098539,f7,arm_f_2_uaa10566,-0.349,0.106,bocf,hba1c
NCT01098539,NCT01098539,f7,sex:arm_f_2_uaa10566,0.293,0.145,bocf,hba1c
NCT01128894,NCT01128894,f7,(Intercept),2.406,0.304,bocf,hba1c
NCT01128894,NCT01128894,f7,value_1,0.594,0.036,bocf,hba1c
NCT01128894,NCT01128894,f7,sex,0.198,0.088,bocf,hba1c
NCT01128894,NCT01128894,f7,arm_f_2_uaa10601,0.186,0.088,bocf,hba1c
NCT01128894,NCT01128894,f7,sex:arm_f_2_uaa10601,-0.112,0.124,bocf,hba1c
NCT01733758,NCT01733758,f7,(Intercept),3.642,0.306,bocf,hba1c
NCT01733758,NCT01733758,f7,value_1,0.557,0.035,bocf,hba1c
NCT01733758,NCT01733758,f7,sex,0.165,0.148,bocf,hba1c
NCT01733758,NCT01733758,f7,arm_f_2_uaa10899,-1.179,0.16,bocf,hba1c
NCT01733758,NCT01733758,f7,arm_f_2_uaa10900,-1.183,0.159,bocf,hba1c
NCT01733758,NCT01733758,f7,arm_f_2_uaa10901,-1.168,0.176,bocf,hba1c
NCT01733758,NCT01733758,f7,sex:arm_f_2_uaa10899,-0.106,0.189,bocf,hba1c
NCT01733758,NCT01733758,f7,sex:arm_f_2_uaa10900,-0.359,0.189,bocf,hba1c
NCT01733758,NCT01733758,f7,sex:arm_f_2_uaa10901,-0.134,0.207,bocf,hba1c
NCT02229227,NCT02229227,f7,(Intercept),3.024,0.368,bocf,hba1c
NCT02229227,NCT02229227,f7,value_1,0.478,0.047,bocf,hba1c
NCT02229227,NCT02229227,f7,sex,0.109,0.081,bocf,hba1c
NCT02229227,NCT02229227,f7,arm_f_2_uaa11080,-0.001,0.078,bocf,hba1c
NCT02229227,NCT02229227,f7,sex:arm_f_2_uaa11080,0.067,0.116,bocf,hba1c
NCT02465515,NCT02465515,f7,(Intercept),2.533,0.073,bocf,hba1c
NCT02465515,NCT02465515,f7,value_1,0.704,0.008,bocf,hba1c
NCT02465515,NCT02465515,f7,sex,-0.145,0.035,bocf,hba1c
NCT02465515,NCT02465515,f7,arm_f_2_uaa11138,-0.273,0.042,bocf,hba1c
NCT02465515,NCT02465515,f7,sex:arm_f_2_uaa11138,0.152,0.05,bocf,hba1c
NCT00838903,NCT00838903,f8,(Intercept),2.733,0.595,bocf,hba1c
NCT00838903,NCT00838903,f8,value_1,0.692,0.034,bocf,hba1c
NCT00838903,NCT00838903,f8,age10,-0.066,0.088,bocf,hba1c
NCT00838903,NCT00838903,f8,arm_f_2_uaa10381,-0.292,0.578,bocf,hba1c
NCT00838903,NCT00838903,f8,arm_f_2_uaa10382,0.219,0.576,bocf,hba1c
NCT00838903,NCT00838903,f8,arm_f_2_uaa10384,0.138,0.579,bocf,hba1c
NCT00838903,NCT00838903,f8,sex,-0.101,0.176,bocf,hba1c
NCT00838903,NCT00838903,f8,age10:arm_f_2_uaa10381,-0.026,0.102,bocf,hba1c
NCT00838903,NCT00838903,f8,age10:arm_f_2_uaa10382,-0.079,0.102,bocf,hba1c
NCT00838903,NCT00838903,f8,age10:arm_f_2_uaa10384,-0.081,0.102,bocf,hba1c
NCT00838903,NCT00838903,f8,arm_f_2_uaa10381:sex,0.27,0.203,bocf,hba1c
NCT00838903,NCT00838903,f8,arm_f_2_uaa10382:sex,0.04,0.202,bocf,hba1c
NCT00838903,NCT00838903,f8,arm_f_2_uaa10384:sex,0.284,0.203,bocf,hba1c
NCT00838916,NCT00838916,f8,(Intercept),3.761,0.498,bocf,hba1c
NCT00838916,NCT00838916,f8,value_1,0.497,0.039,bocf,hba1c
NCT00838916,NCT00838916,f8,age10,-0.062,0.062,bocf,hba1c
NCT00838916,NCT00838916,f8,arm_f_2_uaa10386,0.403,0.432,bocf,hba1c
NCT00838916,NCT00838916,f8,sex,-0.022,0.12,bocf,hba1c
NCT00838916,NCT00838916,f8,age10:arm_f_2_uaa10386,-0.076,0.076,bocf,hba1c
NCT00838916,NCT00838916,f8,arm_f_2_uaa10386:sex,0.131,0.147,bocf,hba1c
NCT00839527,NCT00839527,f8,(Intercept),4.678,0.642,bocf,hba1c
NCT00839527,NCT00839527,f8,value_1,0.58,0.043,bocf,hba1c
NCT00839527,NCT00839527,f8,age10,-0.266,0.091,bocf,hba1c
NCT00839527,NCT00839527,f8,arm_f_2_uaa10389,-0.835,0.61,bocf,hba1c
NCT00839527,NCT00839527,f8,arm_f_2_uaa10390,-1.371,0.612,bocf,hba1c
NCT00839527,NCT00839527,f8,sex,0.222,0.177,bocf,hba1c
NCT00839527,NCT00839527,f8,age10:arm_f_2_uaa10389,0.078,0.108,bocf,hba1c
NCT00839527,NCT00839527,f8,age10:arm_f_2_uaa10390,0.164,0.108,bocf,hba1c
NCT00839527,NCT00839527,f8,arm_f_2_uaa10389:sex,-0.214,0.209,bocf,hba1c
NCT00839527,NCT00839527,f8,arm_f_2_uaa10390:sex,-0.304,0.209,bocf,hba1c
NCT00849017,NCT00849017,f8,(Intercept),4.302,0.734,bocf,hba1c
NCT00849017,NCT00849017,f8,value_1,0.462,0.065,bocf,hba1c
NCT00849017,NCT00849017,f8,age10,-0.096,0.083,bocf,hba1c
NCT00849017,NCT00849017,f8,arm_f_2_uaa10393,-0.811,0.639,bocf,hba1c
NCT00849017,NCT00849017,f8,arm_f_2_uaa10394,0.43,0.674,bocf,hba1c
NCT00849017,NCT00849017,f8,sex,0.032,0.195,bocf,hba1c
NCT00849017,NCT00849017,f8,age10:arm_f_2_uaa10393,0.087,0.118,bocf,hba1c
NCT00849017,NCT00849017,f8,age10:arm_f_2_uaa10394,-0.117,0.122,bocf,hba1c
NCT00849017,NCT00849017,f8,arm_f_2_uaa10393:sex,0.34,0.277,bocf,hba1c
NCT00849017,NCT00849017,f8,arm_f_2_uaa10394:sex,-0.094,0.276,bocf,hba1c
NCT00849056,NCT00849056,f8,(Intercept),4.769,0.653,bocf,hba1c
NCT00849056,NCT00849056,f8,value_1,0.418,0.058,bocf,hba1c
NCT00849056,NCT00849056,f8,age10,-0.059,0.075,bocf,hba1c
NCT00849056,NCT00849056,f8,arm_f_2_uaa10397,-0.782,0.578,bocf,hba1c
NCT00849056,NCT00849056,f8,sex,-0.164,0.142,bocf,hba1c
NCT00849056,NCT00849056,f8,age10:arm_f_2_uaa10397,0.029,0.103,bocf,hba1c
NCT00849056,NCT00849056,f8,arm_f_2_uaa10397:sex,0.068,0.203,bocf,hba1c
NCT00976391,NCT00976391,f8,(Intercept),2.938,0.552,bocf,hba1c
NCT00976391,NCT00976391,f8,value_1,0.628,0.044,bocf,hba1c
NCT00976391,NCT00976391,f8,age10,-0.098,0.063,bocf,hba1c
NCT00976391,NCT00976391,f8,arm_f_2_uaa10467,0.057,0.495,bocf,hba1c
NCT00976391,NCT00976391,f8,sex,0.193,0.11,bocf,hba1c
NCT00976391,NCT00976391,f8,age10:arm_f_2_uaa10467,0.008,0.087,bocf,hba1c
NCT00976391,NCT00976391,f8,arm_f_2_uaa10467:sex,-0.148,0.156,bocf,hba1c
NCT01098539,NCT01098539,f8,(Intercept),1.192,0.509,bocf,hba1c
NCT01098539,NCT01098539,f8,value_1,0.781,0.04,bocf,hba1c
NCT01098539,NCT01098539,f8,age10,0.054,0.058,bocf,hba1c
NCT01098539,NCT01098539,f8,arm_f_2_uaa10566,0.911,0.541,bocf,hba1c
NCT01098539,NCT01098539,f8,sex,-0.172,0.105,bocf,hba1c
NCT01098539,NCT01098539,f8,age10:arm_f_2_uaa10566,-0.202,0.085,bocf,hba1c
NCT01098539,NCT01098539,f8,arm_f_2_uaa10566:sex,0.324,0.147,bocf,hba1c
NCT01128894,NCT01128894,f8,(Intercept),2.918,0.431,bocf,hba1c
NCT01128894,NCT01128894,f8,value_1,0.565,0.038,bocf,hba1c
NCT01128894,NCT01128894,f8,age10,-0.051,0.045,bocf,hba1c
NCT01128894,NCT01128894,f8,arm_f_2_uaa10601,0.49,0.361,bocf,hba1c
NCT01128894,NCT01128894,f8,sex,0.2,0.089,bocf,hba1c
NCT01128894,NCT01128894,f8,age10:arm_f_2_uaa10601,-0.059,0.063,bocf,hba1c
NCT01128894,NCT01128894,f8,arm_f_2_uaa10601:sex,-0.094,0.126,bocf,hba1c
NCT01733758,NCT01733758,f8,(Intercept),4.682,0.504,bocf,hba1c
NCT01733758,NCT01733758,f8,value_1,0.537,0.035,bocf,hba1c
NCT01733758,NCT01733758,f8,age10,-0.148,0.062,bocf,hba1c
NCT01733758,NCT01733758,f8,arm_f_2_uaa10899,-1.802,0.523,bocf,hba1c
NCT01733758,NCT01733758,f8,arm_f_2_uaa10900,-1.338,0.504,bocf,hba1c
NCT01733758,NCT01733758,f8,arm_f_2_uaa10901,-1.735,0.541,bocf,hba1c
NCT01733758,NCT01733758,f8,sex,0.126,0.148,bocf,hba1c
NCT01733758,NCT01733758,f8,age10:arm_f_2_uaa10899,0.106,0.082,bocf,hba1c
NCT01733758,NCT01733758,f8,age10:arm_f_2_uaa10900,0.026,0.081,bocf,hba1c
NCT01733758,NCT01733758,f8,age10:arm_f_2_uaa10901,0.095,0.087,bocf,hba1c
NCT01733758,NCT01733758,f8,arm_f_2_uaa10899:sex,-0.075,0.189,bocf,hba1c
NCT01733758,NCT01733758,f8,arm_f_2_uaa10900:sex,-0.344,0.188,bocf,hba1c
