nct_id,nct_id2,models,term,estimate,std.error,outcome_method,outcome
NCT01733758,NCT01733758,f8,arm_f_2_uaa10901:sex,-0.098,0.206,bocf,hba1c
NCT02229227,NCT02229227,f8,(Intercept),3.313,0.447,bocf,hba1c
NCT02229227,NCT02229227,f8,value_1,0.478,0.047,bocf,hba1c
NCT02229227,NCT02229227,f8,age10,-0.05,0.043,bocf,hba1c
NCT02229227,NCT02229227,f8,arm_f_2_uaa11080,-0.367,0.361,bocf,hba1c
NCT02229227,NCT02229227,f8,sex,0.114,0.081,bocf,hba1c
NCT02229227,NCT02229227,f8,age10:arm_f_2_uaa11080,0.064,0.061,bocf,hba1c
NCT02229227,NCT02229227,f8,arm_f_2_uaa11080:sex,0.061,0.116,bocf,hba1c
NCT02465515,NCT02465515,f8,(Intercept),3.636,0.15,bocf,hba1c
NCT02465515,NCT02465515,f8,value_1,0.689,0.008,bocf,hba1c
NCT02465515,NCT02465515,f8,age10,-0.151,0.019,bocf,hba1c
NCT02465515,NCT02465515,f8,arm_f_2_uaa11138,-0.497,0.174,bocf,hba1c
NCT02465515,NCT02465515,f8,sex,-0.151,0.035,bocf,hba1c
NCT02465515,NCT02465515,f8,age10:arm_f_2_uaa11138,0.033,0.026,bocf,hba1c
NCT02465515,NCT02465515,f8,arm_f_2_uaa11138:sex,0.155,0.049,bocf,hba1c
