nct_id,nct_id2,models,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
NCT01708902,NCT01708902,b1,1.717e-02,-9.022e-03,1.003e+00,6.555e-01,8.634e-01,19,-1.032e+03,2.106e+03,2.202e+03,7.169e+02,713,733
NCT01064687,NCT01064687,b1,2.474e-02,9.519e-03,1.300e+00,1.625e+00,6.116e-02,15,-1.634e+03,3.303e+03,3.386e+03,1.623e+03,961,977
NCT01126580,NCT01126580,b1,3.991e-02,2.663e-02,8.527e-01,3.004e+00,6.193e-04,11,-1.010e+03,2.047e+03,2.108e+03,5.780e+02,795,807
NCT01624259,NCT01624259,b1,2.914e-02,1.764e-02,7.881e-01,2.534e+00,1.418e-02,7,-7.032e+02,1.424e+03,1.464e+03,3.670e+02,591,599
NCT01769378,NCT01769378,b1,2.282e-02,-6.035e-04,7.141e-01,9.742e-01,4.501e-01,7,-3.206e+02,6.592e+02,6.925e+02,1.489e+02,292,300
NCT02152371,NCT02152371,b1,8.812e-02,6.626e-02,8.161e-01,4.031e+00,3.115e-04,7,-3.607e+02,7.393e+02,7.727e+02,1.945e+02,292,300
NCT02597049,NCT02597049,b1,5.245e-02,2.702e-02,6.972e-01,2.063e+00,2.195e-02,11,-4.405e+02,9.070e+02,9.596e+02,1.993e+02,410,422
NCT01606007,NCT01606007,b1,2.797e-02,7.126e-03,1.055e+00,1.342e+00,1.977e-01,11,-7.669e+02,1.560e+03,1.615e+03,5.708e+02,513,525
NCT02284893,NCT02284893,b1,1.132e-02,-5.360e-03,8.613e-01,6.786e-01,6.903e-01,7,-5.330e+02,1.084e+03,1.120e+03,3.078e+02,415,423
NCT02681094,NCT02681094,b1,1.918e-02,6.849e-03,9.717e-01,1.555e+00,1.069e-01,11,-1.227e+03,2.480e+03,2.542e+03,8.262e+02,875,887
NCT02471404,NCT02471404,b1,1.486e-02,2.707e-03,5.193e-01,1.223e+00,2.669e-01,11,-6.844e+02,1.395e+03,1.457e+03,2.406e+02,892,904
NCT01217892,NCT01217892,b1,6.773e-02,3.073e-02,8.070e-01,1.831e+00,2.906e-02,15,-4.664e+02,9.668e+02,1.034e+03,2.462e+02,378,394
NCT00707993,NCT00707993,b1,2.763e-02,1.191e-02,6.712e-01,1.758e+00,9.408e-02,7,-4.459e+02,9.098e+02,9.466e+02,1.951e+02,433,441
NCT00856284,NCT00856284,b1,6.990e-03,2.832e-03,6.058e-01,1.681e+00,7.153e-02,11,-2.416e+03,4.857e+03,4.934e+03,9.640e+02,2627,2639
NCT01289119,NCT01289119,b1,4.694e-03,-9.324e-03,8.162e-01,3.349e-01,9.379e-01,7,-6.099e+02,1.238e+03,1.276e+03,3.311e+02,497,505
NCT00968708,NCT00968708,b1,2.659e-02,2.532e-02,1.085e+00,2.094e+01,5.242e-28,7,-8.057e+03,1.613e+04,1.619e+04,6.311e+03,5366,5374
NCT00286429,NCT00286429,b1,6.174e-02,3.385e-02,1.082e+00,2.214e+00,1.331e-02,11,-5.660e+02,1.158e+03,1.209e+03,4.331e+02,370,382
NCT01023581,NCT01023581,b1,4.970e-02,1.571e-02,7.620e-01,1.462e+00,6.180e-02,27,-8.839e+02,1.826e+03,1.961e+03,4.384e+02,755,783
NCT01890122,NCT01890122,b1,2.403e-02,7.565e-04,7.267e-01,1.033e+00,4.190e-01,15,-7.012e+02,1.436e+03,1.512e+03,3.322e+02,629,645
NCT00286442,NCT00286442,b1,2.726e-02,6.032e-03,7.885e-01,1.284e+00,2.300e-01,11,-6.035e+02,1.233e+03,1.288e+03,3.133e+02,504,516
NCT00306384,NCT00306384,b1,4.777e-03,2.210e-03,8.133e-01,1.860e+00,7.201e-02,7,-3.294e+03,6.607e+03,6.660e+03,1.794e+03,2713,2721
NCT00286455,NCT00286455,b1,5.501e-02,2.148e-02,8.119e-01,1.640e+00,8.654e-02,11,-3.837e+02,7.934e+02,8.424e+02,2.043e+02,310,322
NCT00286468,NCT00286468,b1,1.614e-02,-6.034e-03,8.619e-01,7.279e-01,7.119e-01,11,-6.291e+02,1.284e+03,1.339e+03,3.625e+02,488,500
NCT00286494,NCT00286494,b1,2.553e-02,2.920e-03,8.618e-01,1.129e+00,3.360e-01,11,-6.112e+02,1.248e+03,1.303e+03,3.520e+02,474,486
NCT01778049,NCT01778049_b,b1,8.121e-02,5.528e-02,8.881e-01,3.131e+00,3.465e-03,7,-3.288e+02,6.756e+02,7.075e+02,1.956e+02,248,256
NCT01778049,NCT01778049_a,b1,5.110e-02,2.063e-02,8.111e-01,1.677e+00,1.158e-01,7,-2.693e+02,5.566e+02,5.874e+02,1.434e+02,218,226
NCT02489968,NCT02489968,b1,5.744e-02,2.464e-02,6.174e-01,1.751e+00,3.932e-02,15,-4.106e+02,8.552e+02,9.249e+02,1.643e+02,431,447
NCT01734785,NCT01734785,b1,5.445e-02,2.205e-02,8.299e-01,1.680e+00,7.658e-02,11,-4.043e+02,8.346e+02,8.841e+02,2.211e+02,321,333
NCT01719003,NCT01719003,b1,4.937e-02,2.718e-02,1.195e+00,2.225e+00,1.404e-04,31,-2.156e+03,4.378e+03,4.550e+03,1.896e+03,1328,1360
NCT01075282,NCT01075282,b1,5.957e-02,4.670e-02,9.232e-01,4.630e+00,7.226e-07,11,-1.087e+03,2.199e+03,2.260e+03,6.853e+02,804,816
NCT01191268,NCT01191268,b1,1.576e-02,3.342e-03,1.051e+00,1.269e+00,2.373e-01,11,-1.292e+03,2.611e+03,2.673e+03,9.634e+02,872,884
NCT01621178,NCT01621178,b1,1.964e-02,4.813e-04,9.753e-01,1.025e+00,4.222e-01,11,-7.955e+02,1.617e+03,1.674e+03,5.356e+02,563,575
NCT00641043,NCT00641043,f1,2.040e-01,1.998e-01,9.493e-01,4.869e+01,1.500e-19,2,-5.220e+02,1.052e+03,1.068e+03,3.425e+02,380,383
NCT00621140,NCT00621140,f1,2.637e-01,2.607e-01,9.303e-01,8.847e+01,1.443e-33,2,-6.678e+02,1.344e+03,1.360e+03,4.275e+02,494,497
NCT00601250,NCT00601250,f1,3.098e-01,3.078e-01,8.235e-01,1.549e+02,2.774e-56,2,-8.473e+02,1.703e+03,1.721e+03,4.679e+02,690,693
NCT00602472,NCT00602472,f1,3.196e-01,3.183e-01,8.097e-01,2.457e+02,3.361e-88,2,-1.265e+03,2.539e+03,2.559e+03,6.857e+02,1046,1049
NCT00622284,NCT00622284,f1,3.503e-01,3.495e-01,7.319e-01,4.125e+02,5.051e-144,2,-1.695e+03,3.398e+03,3.420e+03,8.195e+02,1530,1533
NCT00654381,NCT00654381,f1,5.041e-01,5.005e-01,7.963e-01,1.413e+02,2.967e-83,4,-6.657e+02,1.343e+03,1.369e+03,3.525e+02,556,561
NCT00954447,NCT00954447,f1,3.541e-01,3.530e-01,8.647e-01,3.379e+02,9.590e-118,2,-1.573e+03,3.153e+03,3.174e+03,9.219e+02,1233,1236
NCT00798161,NCT00798161,f1,3.445e-01,3.394e-01,9.195e-01,6.658e+01,1.691e-66,6,-1.020e+03,2.057e+03,2.094e+03,6.425e+02,760,767
NCT00915772,NCT00915772,f1,3.146e-01,3.109e-01,9.416e-01,8.567e+01,1.245e-45,3,-7.643e+02,1.539e+03,1.560e+03,4.965e+02,560,564
NCT01438814,NCT01438814,f1,2.762e-01,2.741e-01,7.904e-01,1.294e+02,2.566e-48,2,-8.046e+02,1.617e+03,1.635e+03,4.236e+02,678,681
NCT01215097,NCT01215097,f1,4.193e-01,4.153e-01,7.204e-01,1.068e+02,1.173e-35,2,-3.247e+02,6.574e+02,6.722e+02,1.536e+02,296,299
NCT01214239,NCT01214239,f1,3.067e-01,3.019e-01,8.873e-01,6.413e+01,8.671e-24,2,-3.792e+02,7.664e+02,7.811e+02,2.283e+02,290,293
NCT01204294,NCT01204294,f1,4.142e-01,4.069e-01,5.962e-01,5.697e+01,1.456e-61,7,-5.118e+02,1.042e+03,1.081e+03,2.005e+02,564,572
NCT01792518,NCT01792518,f1,3.835e-01,3.800e-01,8.489e-01,1.095e+02,1.075e-37,2,-4.441e+02,8.961e+02,9.116e+02,2.537e+02,352,355
NCT01210001,NCT01210001,f1,2.863e-01,2.819e-01,8.514e-01,6.473e+01,3.319e-35,3,-6.119e+02,1.234e+03,1.255e+03,3.508e+02,484,488
NCT01177813,NCT01177813,f1,3.256e-01,3.225e-01,7.617e-01,1.047e+02,9.690e-73,4,-9.974e+02,2.007e+03,2.035e+03,5.030e+02,867,872
NCT01159600,NCT01159600,f1,3.432e-01,3.417e-01,7.122e-01,2.251e+02,1.858e-117,3,-1.397e+03,2.804e+03,2.830e+03,6.553e+02,1292,1296
NCT01167881,NCT01167881,f1,2.059e-01,2.049e-01,8.861e-01,1.984e+02,2.525e-77,2,-1.988e+03,3.985e+03,4.006e+03,1.201e+03,1530,1533
NCT01164501,NCT01164501,f1,3.771e-01,3.745e-01,8.007e-01,1.445e+02,3.304e-73,3,-8.596e+02,1.729e+03,1.752e+03,4.590e+02,716,720
NCT01370005,NCT01370005,f1,4.950e-01,4.931e-01,6.025e-01,2.656e+02,3.988e-120,3,-7.433e+02,1.497e+03,1.520e+03,2.951e+02,813,817
NCT01306214,NCT01306214,f1,3.173e-01,3.136e-01,7.263e-01,8.614e+01,8.800e-46,3,-6.135e+02,1.237e+03,1.259e+03,2.933e+02,556,560
NCT01368081,NCT01368081,f1,3.303e-01,3.291e-01,5.664e-01,2.698e+02,5.780e-96,2,-9.314e+02,1.871e+03,1.891e+03,3.509e+02,1094,1097
NCT01422876,NCT01422876,f1,2.984e-01,2.959e-01,7.822e-01,1.176e+02,9.666e-104,5,-1.626e+03,3.265e+03,3.302e+03,8.455e+02,1382,1388
NCT01708902,NCT01708902,f1,2.584e-01,2.532e-01,9.539e-01,4.900e+01,1.511e-43,5,-9.696e+02,1.953e+03,1.985e+03,6.397e+02,703,709
NCT01064687,NCT01064687,f1,3.603e-01,3.576e-01,8.409e-01,1.346e+02,3.200e-91,4,-1.195e+03,2.401e+03,2.430e+03,6.760e+02,956,961
NCT01126580,NCT01126580,f1,2.666e-01,2.638e-01,8.578e-01,9.619e+01,4.129e-53,3,-1.008e+03,2.026e+03,2.049e+03,5.842e+02,794,798
NCT01624259,NCT01624259,f1,1.889e-01,1.861e-01,7.958e-01,6.847e+01,1.853e-27,2,-7.021e+02,1.412e+03,1.430e+03,3.724e+02,588,591
NCT01769378,NCT01769378,f1,3.073e-01,3.026e-01,9.908e-01,6.521e+01,3.634e-24,2,-4.172e+02,8.424e+02,8.571e+02,2.886e+02,294,297
NCT02152371,NCT02152371,f1,3.013e-01,2.966e-01,9.197e-01,6.362e+01,1.068e-23,2,-3.964e+02,8.008e+02,8.156e+02,2.495e+02,295,298
NCT02597049,NCT02597049,f1,3.948e-01,3.903e-01,7.116e-01,8.957e+01,1.223e-44,3,-4.468e+02,9.035e+02,9.237e+02,2.087e+02,412,416
NCT01606007,NCT01606007,f1,1.178e-01,1.126e-01,1.095e+00,2.274e+01,7.852e-14,3,-7.756e+02,1.561e+03,1.582e+03,6.129e+02,511,515
NCT02284893,NCT02284893,f1,1.740e-01,1.700e-01,1.067e+00,4.338e+01,7.970e-18,2,-6.142e+02,1.236e+03,1.252e+03,4.688e+02,412,415
NCT02681094,NCT02681094,f1,1.741e-01,1.713e-01,9.298e-01,6.129e+01,5.873e-36,3,-1.177e+03,2.365e+03,2.388e+03,7.539e+02,872,876
NCT02471404,NCT02471404,f1,4.603e-02,4.284e-02,8.239e-01,1.444e+01,3.402e-09,3,-1.103e+03,2.216e+03,2.240e+03,6.095e+02,898,902
NCT01217892,NCT01217892,f1,2.681e-01,2.605e-01,6.670e-01,3.553e+01,2.692e-25,4,-3.960e+02,8.040e+02,8.278e+02,1.726e+02,388,393
NCT00707993,NCT00707993,f1,3.011e-01,2.979e-01,8.081e-01,9.308e+01,2.442e-34,2,-5.231e+02,1.054e+03,1.070e+03,2.821e+02,432,435
NCT00856284,NCT00856284,f1,2.397e-01,2.388e-01,8.032e-01,2.749e+02,4.199e-155,3,-3.141e+03,6.293e+03,6.322e+03,1.688e+03,2616,2620
NCT01289119,NCT01289119,f1,4.346e-01,4.323e-01,6.872e-01,1.880e+02,2.802e-61,2,-5.121e+02,1.032e+03,1.049e+03,2.309e+02,489,492
NCT00968708,NCT00968708,f1,2.082e-01,2.079e-01,1.398e+00,6.942e+02,2.131e-268,2,-9.264e+03,1.854e+04,1.856e+04,1.032e+04,5279,5282
NCT00286429,NCT00286429,f1,5.438e-01,5.402e-01,8.700e-01,1.502e+02,4.382e-64,3,-4.868e+02,9.836e+02,1.003e+03,2.861e+02,378,382
NCT01023581,NCT01023581,f1,3.090e-01,3.026e-01,8.984e-01,4.829e+01,9.670e-57,7,-9.982e+02,2.014e+03,2.056e+03,6.101e+02,756,764
NCT01890122,NCT01890122,f1,3.040e-01,2.996e-01,9.973e-01,6.956e+01,7.272e-49,4,-9.067e+02,1.825e+03,1.852e+03,6.336e+02,637,642
NCT00286442,NCT00286442,f1,4.151e-01,4.117e-01,7.649e-01,1.211e+02,2.759e-59,3,-5.919e+02,1.194e+03,1.215e+03,2.995e+02,512,516
NCT00306384,NCT00306384,f1,1.013e-01,1.006e-01,1.225e+00,1.519e+02,3.013e-63,2,-4.378e+03,8.763e+03,8.787e+03,4.047e+03,2697,2700
NCT00286455,NCT00286455,f1,4.378e-01,4.324e-01,7.509e-01,8.253e+01,1.641e-39,3,-3.626e+02,7.353e+02,7.541e+02,1.793e+02,318,322
NCT00286468,NCT00286468,f1,4.033e-01,3.997e-01,8.234e-01,1.108e+02,7.750e-55,3,-6.054e+02,1.221e+03,1.242e+03,3.336e+02,492,496
NCT00286494,NCT00286494,f1,3.951e-01,3.913e-01,7.884e-01,1.049e+02,2.687e-52,3,-5.721e+02,1.154e+03,1.175e+03,2.996e+02,482,486
NCT01778049,NCT01778049_b,f1,3.469e-01,3.417e-01,7.345e-01,6.639e+01,7.490e-24,2,-2.794e+02,5.668e+02,5.809e+02,1.349e+02,250,253
NCT01778049,NCT01778049_a,f1,4.325e-01,4.274e-01,6.864e-01,8.423e+01,6.458e-28,2,-2.320e+02,4.721e+02,4.857e+02,1.041e+02,221,224
NCT02489968,NCT02489968,f1,5.496e-01,5.455e-01,5.367e-01,1.348e+02,3.428e-75,4,-3.536e+02,7.192e+02,7.438e+02,1.273e+02,442,447
NCT01734785,NCT01734785,f1,3.018e-01,2.953e-01,8.976e-01,4.654e+01,5.029e-25,3,-4.266e+02,8.633e+02,8.822e+02,2.602e+02,323,327
NCT01719003,NCT01719003,f1,2.817e-01,2.774e-01,1.003e+00,6.516e+01,3.585e-90,8,-1.898e+03,3.816e+03,3.868e+03,1.337e+03,1329,1338
NCT01075282,NCT01075282,f1,4.474e-01,4.453e-01,7.730e-01,2.156e+02,1.917e-102,3,-9.306e+02,1.871e+03,1.895e+03,4.774e+02,799,803
NCT01191268,NCT01191268,f1,1.108e-01,1.076e-01,9.685e-01,3.525e+01,1.774e-21,3,-1.181e+03,2.372e+03,2.396e+03,7.964e+02,849,853
NCT01621178,NCT01621178,f1,1.261e-01,1.213e-01,9.117e-01,2.602e+01,9.739e-16,3,-7.209e+02,1.452e+03,1.473e+03,4.497e+02,541,545
NCT00641043,NCT00641043,f2,2.061e-01,1.976e-01,9.506e-01,2.453e+01,4.594e-18,4,-5.215e+02,1.055e+03,1.079e+03,3.416e+02,378,383
NCT00621140,NCT00621140,f2,2.736e-01,2.677e-01,9.259e-01,4.632e+01,4.897e-33,4,-6.644e+02,1.341e+03,1.366e+03,4.218e+02,492,497
NCT00601250,NCT00601250,f2,3.146e-01,3.106e-01,8.219e-01,7.894e+01,4.058e-55,4,-8.449e+02,1.702e+03,1.729e+03,4.647e+02,688,693
NCT00602472,NCT00602472,f2,3.300e-01,3.274e-01,8.043e-01,1.285e+02,2.851e-89,4,-1.257e+03,2.527e+03,2.557e+03,6.753e+02,1044,1049
NCT00622284,NCT00622284,f2,3.531e-01,3.514e-01,7.308e-01,2.085e+02,7.816e-143,4,-1.692e+03,3.396e+03,3.428e+03,8.160e+02,1528,1533
NCT00654381,NCT00654381,f2,5.052e-01,4.981e-01,7.982e-01,7.046e+01,2.111e-79,8,-6.650e+02,1.350e+03,1.393e+03,3.517e+02,552,561
NCT00954447,NCT00954447,f2,3.585e-01,3.564e-01,8.625e-01,1.720e+02,4.944e-117,4,-1.568e+03,3.149e+03,3.180e+03,9.156e+02,1231,1236
NCT00798161,NCT00798161,f2,3.467e-01,3.363e-01,9.216e-01,3.334e+01,6.844e-62,12,-1.019e+03,2.066e+03,2.131e+03,6.404e+02,754,767
NCT00915772,NCT00915772,f2,3.363e-01,3.292e-01,9.290e-01,4.704e+01,1.168e-46,6,-7.552e+02,1.526e+03,1.561e+03,4.808e+02,557,564
NCT01438814,NCT01438814,f2,2.775e-01,2.732e-01,7.909e-01,6.491e+01,1.848e-46,4,-8.040e+02,1.620e+03,1.647e+03,4.229e+02,676,681
NCT01215097,NCT01215097,f2,4.227e-01,4.148e-01,7.207e-01,5.381e+01,5.375e-34,4,-3.238e+02,6.596e+02,6.818e+02,1.527e+02,294,299
NCT01214239,NCT01214239,f2,3.157e-01,3.062e-01,8.845e-01,3.321e+01,8.814e-23,4,-3.773e+02,7.666e+02,7.886e+02,2.253e+02,288,293
NCT01204294,NCT01204294,f2,4.335e-01,4.192e-01,5.900e-01,3.044e+01,8.881e-60,14,-5.023e+02,1.037e+03,1.106e+03,1.939e+02,557,572
NCT01792518,NCT01792518,f2,3.933e-01,3.864e-01,8.445e-01,5.673e+01,7.225e-37,4,-4.412e+02,8.944e+02,9.176e+02,2.496e+02,350,355
NCT01210001,NCT01210001,f2,2.995e-01,2.908e-01,8.461e-01,3.428e+01,1.766e-34,6,-6.074e+02,1.231e+03,1.264e+03,3.443e+02,481,488
NCT01177813,NCT01177813,f2,3.319e-01,3.257e-01,7.599e-01,5.359e+01,1.315e-70,8,-9.933e+02,2.007e+03,2.054e+03,4.983e+02,863,872
NCT01159600,NCT01159600,f2,3.522e-01,3.491e-01,7.082e-01,1.168e+02,8.126e-118,6,-1.388e+03,2.792e+03,2.834e+03,6.464e+02,1289,1296
NCT01167881,NCT01167881,f2,2.152e-01,2.131e-01,8.815e-01,1.047e+02,6.765e-79,4,-1.979e+03,3.971e+03,4.003e+03,1.187e+03,1528,1533
NCT01164501,NCT01164501,f2,3.834e-01,3.782e-01,7.983e-01,7.388e+01,1.319e-71,6,-8.559e+02,1.728e+03,1.764e+03,4.544e+02,713,720
NCT01370005,NCT01370005,f2,5.064e-01,5.028e-01,5.967e-01,1.385e+02,1.357e-120,6,-7.340e+02,1.484e+03,1.522e+03,2.884e+02,810,817
NCT01306214,NCT01306214,f2,3.221e-01,3.147e-01,7.257e-01,4.378e+01,8.597e-44,6,-6.115e+02,1.239e+03,1.274e+03,2.912e+02,553,560
NCT01368081,NCT01368081,f2,3.341e-01,3.317e-01,5.653e-01,1.370e+02,6.977e-95,4,-9.283e+02,1.869e+03,1.899e+03,3.489e+02,1092,1097
NCT01422876,NCT01422876,f2,3.062e-01,3.011e-01,7.793e-01,6.076e+01,4.261e-102,10,-1.618e+03,3.260e+03,3.322e+03,8.362e+02,1377,1388
NCT01708902,NCT01708902,f2,2.608e-01,2.502e-01,9.558e-01,2.462e+01,4.877e-40,10,-9.684e+02,1.961e+03,2.016e+03,6.377e+02,698,709
NCT01064687,NCT01064687,f2,3.702e-01,3.649e-01,8.361e-01,6.994e+01,2.543e-90,8,-1.187e+03,2.394e+03,2.443e+03,6.655e+02,952,961
NCT01126580,NCT01126580,f2,2.754e-01,2.699e-01,8.542e-01,5.011e+01,2.783e-52,6,-1.003e+03,2.022e+03,2.060e+03,5.772e+02,791,798
NCT01624259,NCT01624259,f2,1.903e-01,1.848e-01,7.964e-01,3.443e+01,7.812e-26,4,-7.016e+02,1.415e+03,1.441e+03,3.717e+02,586,591
NCT01769378,NCT01769378,f2,3.321e-01,3.230e-01,9.763e-01,3.630e+01,1.266e-24,4,-4.118e+02,8.355e+02,8.577e+02,2.783e+02,292,297
NCT02152371,NCT02152371,f2,3.146e-01,3.052e-01,9.140e-01,3.362e+01,4.371e-23,4,-3.935e+02,7.991e+02,8.213e+02,2.448e+02,293,298
NCT02597049,NCT02597049,f2,3.961e-01,3.872e-01,7.135e-01,4.471e+01,5.464e-42,6,-4.463e+02,9.086e+02,9.408e+02,2.082e+02,409,416
NCT01606007,NCT01606007,f2,1.233e-01,1.130e-01,1.095e+00,1.191e+01,1.596e-12,6,-7.739e+02,1.564e+03,1.598e+03,6.090e+02,508,515
NCT02284893,NCT02284893,f2,1.949e-01,1.871e-01,1.056e+00,2.482e+01,2.036e-18,4,-6.088e+02,1.230e+03,1.254e+03,4.569e+02,410,415
NCT02681094,NCT02681094,f2,1.809e-01,1.753e-01,9.276e-01,3.200e+01,6.878e-35,6,-1.174e+03,2.363e+03,2.401e+03,7.477e+02,869,876
NCT02471404,NCT02471404,f2,5.546e-02,4.913e-02,8.212e-01,8.758e+00,2.727e-09,6,-1.099e+03,2.213e+03,2.252e+03,6.035e+02,895,902
NCT01217892,NCT01217892,f2,2.768e-01,2.617e-01,6.665e-01,1.837e+01,2.575e-23,8,-3.936e+02,8.073e+02,8.470e+02,1.706e+02,384,393
NCT00707993,NCT00707993,f2,3.045e-01,2.980e-01,8.081e-01,4.706e+01,8.270e-33,4,-5.220e+02,1.056e+03,1.080e+03,2.808e+02,430,435
NCT00856284,NCT00856284,f2,2.540e-01,2.523e-01,7.961e-01,1.483e+02,2.825e-162,6,-3.117e+03,6.249e+03,6.296e+03,1.656e+03,2613,2620
NCT01289119,NCT01289119,f2,4.355e-01,4.309e-01,6.881e-01,9.393e+01,3.609e-59,4,-5.117e+02,1.035e+03,1.061e+03,2.306e+02,487,492
NCT00968708,NCT00968708,f2,2.136e-01,2.130e-01,1.394e+00,3.583e+02,2.732e-273,4,-9.246e+03,1.850e+04,1.854e+04,1.025e+04,5277,5282
NCT00286429,NCT00286429,f2,5.519e-01,5.447e-01,8.656e-01,7.698e+01,2.347e-62,6,-4.834e+02,9.828e+02,1.014e+03,2.810e+02,375,382
NCT01023581,NCT01023581,f2,3.189e-01,3.061e-01,8.961e-01,2.504e+01,1.554e-53,14,-9.927e+02,2.017e+03,2.092e+03,6.014e+02,749,764
NCT01890122,NCT01890122,f2,3.100e-01,3.012e-01,9.962e-01,3.554e+01,1.650e-46,8,-9.040e+02,1.828e+03,1.873e+03,6.281e+02,633,642
NCT00286442,NCT00286442,f2,4.241e-01,4.173e-01,7.612e-01,6.246e+01,6.157e-58,6,-5.879e+02,1.192e+03,1.226e+03,2.949e+02,509,516
NCT00306384,NCT00306384,f2,1.470e-01,1.458e-01,1.194e+00,1.161e+02,1.740e-91,4,-4.307e+03,8.626e+03,8.662e+03,3.841e+03,2695,2700
NCT00286455,NCT00286455,f2,4.520e-01,4.415e-01,7.448e-01,4.330e+01,1.908e-38,6,-3.585e+02,7.330e+02,7.632e+02,1.748e+02,315,322
NCT00286468,NCT00286468,f2,4.306e-01,4.236e-01,8.068e-01,6.163e+01,9.027e-57,6,-5.938e+02,1.204e+03,1.237e+03,3.183e+02,489,496
NCT00286494,NCT00286494,f2,4.000e-01,3.925e-01,7.876e-01,5.323e+01,3.408e-50,6,-5.701e+02,1.156e+03,1.190e+03,2.972e+02,479,486
NCT01778049,NCT01778049_b,f2,3.548e-01,3.444e-01,7.329e-01,3.409e+01,1.142e-22,4,-2.779e+02,5.677e+02,5.889e+02,1.332e+02,248,253
