nct_id,nct_id2,models,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
NCT01778049,NCT01778049_a,f2,4.344e-01,4.240e-01,6.884e-01,4.204e+01,3.890e-26,4,-2.317e+02,4.754e+02,4.958e+02,1.038e+02,219,224
NCT02489968,NCT02489968,f2,5.561e-01,5.479e-01,5.353e-01,6.858e+01,1.818e-72,8,-3.504e+02,7.207e+02,7.618e+02,1.255e+02,438,447
NCT01734785,NCT01734785,f2,3.041e-01,2.911e-01,9.003e-01,2.331e+01,7.908e-23,6,-4.261e+02,8.682e+02,8.985e+02,2.594e+02,320,327
NCT01719003,NCT01719003,f2,2.910e-01,2.824e-01,9.994e-01,3.388e+01,4.818e-87,16,-1.889e+03,3.814e+03,3.908e+03,1.319e+03,1321,1338
NCT01075282,NCT01075282,f2,4.635e-01,4.594e-01,7.631e-01,1.146e+02,4.130e-104,6,-9.187e+02,1.853e+03,1.891e+03,4.635e+02,796,803
NCT01191268,NCT01191268,f2,1.142e-01,1.079e-01,9.684e-01,1.818e+01,6.368e-20,6,-1.179e+03,2.375e+03,2.413e+03,7.933e+02,846,853
NCT01621178,NCT01621178,f2,1.302e-01,1.205e-01,9.120e-01,1.343e+01,3.251e-14,6,-7.196e+02,1.455e+03,1.490e+03,4.475e+02,538,545
NCT00641043,NCT00641043,f3,2.202e-01,2.119e-01,9.421e-01,2.669e+01,1.638e-19,4,-5.181e+02,1.048e+03,1.072e+03,3.355e+02,378,383
NCT00621140,NCT00621140,f3,2.648e-01,2.588e-01,9.315e-01,4.430e+01,9.026e-32,4,-6.674e+02,1.347e+03,1.372e+03,4.269e+02,492,497
NCT00601250,NCT00601250,f3,3.111e-01,3.070e-01,8.240e-01,7.766e+01,2.339e-54,4,-8.466e+02,1.705e+03,1.733e+03,4.671e+02,688,693
NCT00602472,NCT00602472,f3,3.211e-01,3.185e-01,8.096e-01,1.234e+02,2.704e-86,4,-1.264e+03,2.541e+03,2.570e+03,6.842e+02,1044,1049
NCT00622284,NCT00622284,f3,3.553e-01,3.536e-01,7.296e-01,2.105e+02,6.143e-144,4,-1.689e+03,3.391e+03,3.423e+03,8.133e+02,1528,1533
NCT00654381,NCT00654381,f3,5.074e-01,5.003e-01,7.964e-01,7.108e+01,6.224e-80,8,-6.638e+02,1.348e+03,1.391e+03,3.501e+02,552,561
NCT00954447,NCT00954447,f3,3.631e-01,3.610e-01,8.593e-01,1.755e+02,5.649e-119,4,-1.564e+03,3.140e+03,3.171e+03,9.090e+02,1231,1236
NCT00798161,NCT00798161,f3,3.611e-01,3.509e-01,9.114e-01,3.551e+01,1.888e-65,12,-1.011e+03,2.049e+03,2.114e+03,6.263e+02,754,767
NCT00915772,NCT00915772,f3,3.204e-01,3.130e-01,9.402e-01,4.376e+01,7.977e-44,6,-7.620e+02,1.540e+03,1.575e+03,4.923e+02,557,564
NCT01438814,NCT01438814,f3,2.781e-01,2.738e-01,7.906e-01,6.509e+01,1.410e-46,4,-8.038e+02,1.620e+03,1.647e+03,4.225e+02,676,681
NCT01215097,NCT01215097,f3,4.199e-01,4.120e-01,7.225e-01,5.319e+01,1.088e-33,4,-3.245e+02,6.611e+02,6.833e+02,1.534e+02,294,299
NCT01214239,NCT01214239,f3,3.070e-01,2.973e-01,8.902e-01,3.189e+01,5.307e-22,4,-3.791e+02,7.703e+02,7.924e+02,2.282e+02,288,293
NCT01204294,NCT01204294,f3,4.217e-01,4.072e-01,5.961e-01,2.902e+01,2.299e-57,14,-5.081e+02,1.048e+03,1.118e+03,1.979e+02,557,572
NCT01792518,NCT01792518,f3,3.838e-01,3.768e-01,8.511e-01,5.450e+01,1.081e-35,4,-4.440e+02,8.999e+02,9.232e+02,2.535e+02,350,355
NCT01210001,NCT01210001,f3,2.881e-01,2.792e-01,8.530e-01,3.244e+01,8.057e-33,6,-6.113e+02,1.239e+03,1.272e+03,3.500e+02,481,488
NCT01177813,NCT01177813,f3,3.280e-01,3.218e-01,7.621e-01,5.266e+01,1.538e-69,8,-9.959e+02,2.012e+03,2.059e+03,5.012e+02,863,872
NCT01159600,NCT01159600,f3,3.582e-01,3.552e-01,7.048e-01,1.199e+02,2.007e-120,6,-1.382e+03,2.780e+03,2.822e+03,6.404e+02,1289,1296
NCT01167881,NCT01167881,f3,2.074e-01,2.053e-01,8.859e-01,9.993e+01,1.255e-75,4,-1.987e+03,3.986e+03,4.018e+03,1.199e+03,1528,1533
NCT01164501,NCT01164501,f3,3.803e-01,3.751e-01,8.003e-01,7.292e+01,7.753e-71,6,-8.577e+02,1.731e+03,1.768e+03,4.567e+02,713,720
NCT01370005,NCT01370005,f3,5.055e-01,5.019e-01,5.973e-01,1.380e+02,2.837e-120,6,-7.347e+02,1.485e+03,1.523e+03,2.890e+02,810,817
NCT01306214,NCT01306214,f3,3.210e-01,3.136e-01,7.263e-01,4.357e+01,1.315e-43,6,-6.120e+02,1.240e+03,1.275e+03,2.917e+02,553,560
NCT01368081,NCT01368081,f3,3.303e-01,3.279e-01,5.669e-01,1.347e+02,1.488e-93,4,-9.314e+02,1.875e+03,1.905e+03,3.509e+02,1092,1097
NCT01422876,NCT01422876,f3,3.058e-01,3.008e-01,7.795e-01,6.066e+01,6.124e-102,10,-1.618e+03,3.260e+03,3.323e+03,8.367e+02,1377,1388
NCT01708902,NCT01708902,f3,2.683e-01,2.578e-01,9.509e-01,2.560e+01,1.510e-41,10,-9.648e+02,1.954e+03,2.008e+03,6.312e+02,698,709
NCT01064687,NCT01064687,f3,3.695e-01,3.642e-01,8.366e-01,6.973e+01,4.270e-90,8,-1.188e+03,2.395e+03,2.444e+03,6.663e+02,952,961
NCT01126580,NCT01126580,f3,2.673e-01,2.617e-01,8.590e-01,4.809e+01,2.199e-50,6,-1.008e+03,2.031e+03,2.068e+03,5.837e+02,791,798
NCT01624259,NCT01624259,f3,1.937e-01,1.882e-01,7.947e-01,3.520e+01,2.279e-26,4,-7.003e+02,1.413e+03,1.439e+03,3.701e+02,586,591
NCT01769378,NCT01769378,f3,3.166e-01,3.072e-01,9.876e-01,3.381e+01,3.474e-23,4,-4.152e+02,8.424e+02,8.645e+02,2.848e+02,292,297
NCT02152371,NCT02152371,f3,3.038e-01,2.943e-01,9.212e-01,3.197e+01,4.123e-22,4,-3.959e+02,8.037e+02,8.259e+02,2.486e+02,293,298
NCT02597049,NCT02597049,f3,3.976e-01,3.888e-01,7.125e-01,4.500e+01,3.260e-42,6,-4.458e+02,9.075e+02,9.398e+02,2.077e+02,409,416
NCT01606007,NCT01606007,f3,1.307e-01,1.204e-01,1.090e+00,1.273e+01,2.094e-13,6,-7.718e+02,1.560e+03,1.593e+03,6.039e+02,508,515
NCT02284893,NCT02284893,f3,1.754e-01,1.674e-01,1.068e+00,2.181e+01,2.480e-16,4,-6.138e+02,1.240e+03,1.264e+03,4.680e+02,410,415
NCT02681094,NCT02681094,f3,1.823e-01,1.767e-01,9.268e-01,3.230e+01,3.308e-35,6,-1.173e+03,2.362e+03,2.400e+03,7.464e+02,869,876
NCT02471404,NCT02471404,f3,5.739e-02,5.107e-02,8.203e-01,9.083e+00,1.163e-09,6,-1.098e+03,2.211e+03,2.250e+03,6.023e+02,895,902
NCT01217892,NCT01217892,f3,2.765e-01,2.615e-01,6.666e-01,1.835e+01,2.739e-23,8,-3.937e+02,8.074e+02,8.471e+02,1.706e+02,384,393
NCT00707993,NCT00707993,f3,3.016e-01,2.951e-01,8.098e-01,4.642e+01,2.012e-32,4,-5.229e+02,1.058e+03,1.082e+03,2.820e+02,430,435
NCT00856284,NCT00856284,f3,2.405e-01,2.387e-01,8.033e-01,1.379e+02,4.111e-152,6,-3.140e+03,6.296e+03,6.343e+03,1.686e+03,2613,2620
NCT01289119,NCT01289119,f3,4.363e-01,4.317e-01,6.876e-01,9.423e+01,2.578e-59,4,-5.113e+02,1.035e+03,1.060e+03,2.302e+02,487,492
NCT00968708,NCT00968708,f3,2.118e-01,2.112e-01,1.395e+00,3.544e+02,1.189e-270,4,-9.252e+03,1.852e+04,1.856e+04,1.028e+04,5277,5282
NCT00286429,NCT00286429,f3,5.449e-01,5.376e-01,8.724e-01,7.483e+01,4.215e-61,6,-4.863e+02,9.887e+02,1.020e+03,2.854e+02,375,382
NCT01023581,NCT01023581,f3,3.244e-01,3.118e-01,8.924e-01,2.569e+01,7.893e-55,14,-9.895e+02,2.011e+03,2.085e+03,5.965e+02,749,764
NCT01890122,NCT01890122,f3,3.168e-01,3.081e-01,9.912e-01,3.669e+01,7.584e-48,8,-9.008e+02,1.822e+03,1.866e+03,6.219e+02,633,642
NCT00286442,NCT00286442,f3,4.182e-01,4.113e-01,7.651e-01,6.097e+01,7.998e-57,6,-5.905e+02,1.197e+03,1.231e+03,2.980e+02,509,516
NCT00306384,NCT00306384,f3,1.053e-01,1.040e-01,1.223e+00,7.932e+01,1.054e-63,4,-4.372e+03,8.755e+03,8.790e+03,4.029e+03,2695,2700
NCT00286455,NCT00286455,f3,4.427e-01,4.320e-01,7.511e-01,4.170e+01,2.600e-37,6,-3.612e+02,7.384e+02,7.686e+02,1.777e+02,315,322
NCT00286468,NCT00286468,f3,4.146e-01,4.074e-01,8.181e-01,5.772e+01,7.358e-54,6,-6.007e+02,1.217e+03,1.251e+03,3.273e+02,489,496
NCT00286494,NCT00286494,f3,3.960e-01,3.884e-01,7.903e-01,5.233e+01,1.686e-49,6,-5.717e+02,1.159e+03,1.193e+03,2.992e+02,479,486
NCT01778049,NCT01778049_b,f3,3.609e-01,3.506e-01,7.295e-01,3.501e+01,3.573e-23,4,-2.767e+02,5.653e+02,5.865e+02,1.320e+02,248,253
NCT01778049,NCT01778049_a,f3,4.343e-01,4.239e-01,6.885e-01,4.203e+01,3.952e-26,4,-2.317e+02,4.754e+02,4.959e+02,1.038e+02,219,224
NCT02489968,NCT02489968,f3,5.517e-01,5.435e-01,5.379e-01,6.738e+01,1.502e-71,8,-3.525e+02,7.251e+02,7.661e+02,1.267e+02,438,447
NCT01734785,NCT01734785,f3,3.142e-01,3.013e-01,8.938e-01,2.443e+01,8.260e-24,6,-4.237e+02,8.635e+02,8.938e+02,2.556e+02,320,327
NCT01719003,NCT01719003,f3,3.014e-01,2.930e-01,9.920e-01,3.562e+01,3.328e-91,16,-1.879e+03,3.794e+03,3.888e+03,1.300e+03,1321,1338
NCT01075282,NCT01075282,f3,4.488e-01,4.446e-01,7.735e-01,1.080e+02,1.841e-99,6,-9.296e+02,1.875e+03,1.913e+03,4.762e+02,796,803
NCT01191268,NCT01191268,f3,1.125e-01,1.062e-01,9.693e-01,1.788e+01,1.394e-19,6,-1.180e+03,2.376e+03,2.414e+03,7.949e+02,846,853
NCT01621178,NCT01621178,f3,1.287e-01,1.189e-01,9.129e-01,1.324e+01,5.182e-14,6,-7.201e+02,1.456e+03,1.491e+03,4.483e+02,538,545
NCT00641043,NCT00641043,f4,2.224e-01,2.100e-01,9.432e-01,1.793e+01,2.642e-18,6,-5.175e+02,1.051e+03,1.083e+03,3.345e+02,376,383
NCT00621140,NCT00621140,f4,2.746e-01,2.657e-01,9.271e-01,3.091e+01,1.637e-31,6,-6.641e+02,1.344e+03,1.378e+03,4.212e+02,490,497
NCT00601250,NCT00601250,f4,3.157e-01,3.097e-01,8.224e-01,5.275e+01,1.843e-53,6,-8.443e+02,1.705e+03,1.741e+03,4.640e+02,686,693
NCT00602472,NCT00602472,f4,3.313e-01,3.274e-01,8.043e-01,8.603e+01,1.371e-87,6,-1.256e+03,2.529e+03,2.569e+03,6.740e+02,1042,1049
NCT00622284,NCT00622284,f4,3.578e-01,3.552e-01,7.286e-01,1.417e+02,6.980e-143,6,-1.686e+03,3.389e+03,3.431e+03,8.102e+02,1526,1533
NCT00654381,NCT00654381,f4,5.087e-01,4.979e-01,7.983e-01,4.728e+01,1.275e-76,12,-6.631e+02,1.354e+03,1.415e+03,3.492e+02,548,561
NCT00954447,NCT00954447,f4,3.677e-01,3.646e-01,8.569e-01,1.191e+02,1.176e-118,6,-1.559e+03,3.135e+03,3.176e+03,9.024e+02,1229,1236
NCT00798161,NCT00798161,f4,3.631e-01,3.478e-01,9.136e-01,2.369e+01,1.747e-61,18,-1.009e+03,2.059e+03,2.152e+03,6.244e+02,748,767
NCT00915772,NCT00915772,f4,3.423e-01,3.316e-01,9.273e-01,3.204e+01,2.942e-45,9,-7.527e+02,1.527e+03,1.575e+03,4.764e+02,554,564
NCT01438814,NCT01438814,f4,2.793e-01,2.729e-01,7.911e-01,4.354e+01,5.212e-45,6,-8.032e+02,1.622e+03,1.659e+03,4.218e+02,674,681
NCT01215097,NCT01215097,f4,4.234e-01,4.115e-01,7.227e-01,3.573e+01,2.460e-32,6,-3.236e+02,6.633e+02,6.929e+02,1.525e+02,292,299
NCT01214239,NCT01214239,f4,3.159e-01,3.015e-01,8.875e-01,2.201e+01,2.840e-21,6,-3.772e+02,7.705e+02,7.999e+02,2.253e+02,286,293
NCT01204294,NCT01204294,f4,4.426e-01,4.213e-01,5.890e-01,2.079e+01,1.138e-56,21,-4.976e+02,1.041e+03,1.141e+03,1.908e+02,550,572
NCT01792518,NCT01792518,f4,3.936e-01,3.832e-01,8.467e-01,3.765e+01,3.823e-35,6,-4.411e+02,8.982e+02,9.292e+02,2.495e+02,348,355
NCT01210001,NCT01210001,f4,3.013e-01,2.882e-01,8.477e-01,2.290e+01,1.772e-32,9,-6.067e+02,1.235e+03,1.282e+03,3.435e+02,478,488
NCT01177813,NCT01177813,f4,3.338e-01,3.245e-01,7.606e-01,3.586e+01,9.440e-68,12,-9.921e+02,2.012e+03,2.079e+03,4.969e+02,859,872
NCT01159600,NCT01159600,f4,3.671e-01,3.627e-01,7.007e-01,8.289e+01,3.093e-121,9,-1.373e+03,2.768e+03,2.825e+03,6.315e+02,1286,1296
NCT01167881,NCT01167881,f4,2.162e-01,2.131e-01,8.815e-01,7.014e+01,2.685e-77,6,-1.978e+03,3.973e+03,4.015e+03,1.186e+03,1526,1533
NCT01164501,NCT01164501,f4,3.862e-01,3.784e-01,7.981e-01,4.964e+01,1.502e-69,9,-8.543e+02,1.731e+03,1.781e+03,4.523e+02,710,720
NCT01370005,NCT01370005,f4,5.169e-01,5.115e-01,5.915e-01,9.595e+01,3.651e-121,9,-7.252e+02,1.472e+03,1.524e+03,2.823e+02,807,817
NCT01306214,NCT01306214,f4,3.257e-01,3.146e-01,7.258e-01,2.951e+01,5.419e-42,9,-6.101e+02,1.242e+03,1.290e+03,2.897e+02,550,560
NCT01368081,NCT01368081,f4,3.342e-01,3.306e-01,5.657e-01,9.120e+01,8.725e-93,6,-9.282e+02,1.872e+03,1.912e+03,3.489e+02,1090,1097
NCT01422876,NCT01422876,f4,3.132e-01,3.057e-01,7.767e-01,4.171e+01,9.619e-101,15,-1.611e+03,3.256e+03,3.345e+03,8.278e+02,1372,1388
NCT01708902,NCT01708902,f4,2.709e-01,2.551e-01,9.526e-01,1.717e+01,1.129e-38,15,-9.635e+02,1.961e+03,2.039e+03,6.289e+02,693,709
NCT01064687,NCT01064687,f4,3.794e-01,3.715e-01,8.317e-01,4.829e+01,1.041e-89,12,-1.180e+03,2.388e+03,2.456e+03,6.558e+02,948,961
NCT01126580,NCT01126580,f4,2.762e-01,2.679e-01,8.554e-01,3.341e+01,6.015e-50,9,-1.003e+03,2.027e+03,2.079e+03,5.766e+02,788,798
NCT01624259,NCT01624259,f4,1.951e-01,1.868e-01,7.954e-01,2.359e+01,5.044e-25,6,-6.998e+02,1.416e+03,1.451e+03,3.695e+02,584,591
NCT01769378,NCT01769378,f4,3.398e-01,3.261e-01,9.740e-01,2.487e+01,9.136e-24,6,-4.101e+02,8.361e+02,8.657e+02,2.751e+02,290,297
NCT02152371,NCT02152371,f4,3.176e-01,3.035e-01,9.152e-01,2.257e+01,8.003e-22,6,-3.929e+02,8.018e+02,8.313e+02,2.437e+02,291,298
NCT02597049,NCT02597049,f4,3.989e-01,3.856e-01,7.144e-01,2.993e+01,5.904e-40,9,-4.453e+02,9.127e+02,9.570e+02,2.072e+02,406,416
NCT01606007,NCT01606007,f4,1.355e-01,1.201e-01,1.091e+00,8.794e+00,2.455e-12,9,-7.703e+02,1.563e+03,1.609e+03,6.006e+02,505,515
NCT02284893,NCT02284893,f4,1.959e-01,1.841e-01,1.058e+00,1.657e+01,4.021e-17,6,-6.086e+02,1.233e+03,1.265e+03,4.563e+02,408,415
NCT02681094,NCT02681094,f4,1.884e-01,1.800e-01,9.250e-01,2.233e+01,2.485e-34,9,-1.170e+03,2.361e+03,2.414e+03,7.409e+02,866,876
NCT02471404,NCT02471404,f4,6.689e-02,5.747e-02,8.176e-01,7.105e+00,5.523e-10,9,-1.093e+03,2.208e+03,2.261e+03,5.962e+02,892,902
NCT01217892,NCT01217892,f4,2.866e-01,2.640e-01,6.654e-01,1.272e+01,6.340e-22,12,-3.910e+02,8.099e+02,8.655e+02,1.683e+02,380,393
NCT00707993,NCT00707993,f4,3.049e-01,2.952e-01,8.097e-01,3.129e+01,3.468e-31,6,-5.219e+02,1.060e+03,1.092e+03,2.806e+02,428,435
NCT00856284,NCT00856284,f4,2.548e-01,2.523e-01,7.961e-01,9.917e+01,1.144e-159,9,-3.115e+03,6.252e+03,6.317e+03,1.654e+03,2610,2620
NCT01289119,NCT01289119,f4,4.373e-01,4.304e-01,6.884e-01,6.283e+01,1.565e-57,6,-5.109e+02,1.038e+03,1.071e+03,2.298e+02,485,492
NCT00968708,NCT00968708,f4,2.189e-01,2.180e-01,1.389e+00,2.464e+02,1.715e-278,6,-9.228e+03,1.847e+04,1.853e+04,1.018e+04,5275,5282
NCT00286429,NCT00286429,f4,5.526e-01,5.417e-01,8.685e-01,5.105e+01,1.085e-59,9,-4.831e+02,9.882e+02,1.032e+03,2.806e+02,372,382
NCT01023581,NCT01023581,f4,3.308e-01,3.119e-01,8.924e-01,1.747e+01,1.408e-51,21,-9.859e+02,2.018e+03,2.124e+03,5.909e+02,742,764
NCT01890122,NCT01890122,f4,3.226e-01,3.097e-01,9.901e-01,2.496e+01,6.149e-46,12,-8.980e+02,1.824e+03,1.887e+03,6.166e+02,629,642
NCT00286442,NCT00286442,f4,4.274e-01,4.172e-01,7.612e-01,4.197e+01,6.417e-56,9,-5.864e+02,1.195e+03,1.241e+03,2.932e+02,506,516
NCT00306384,NCT00306384,f4,1.505e-01,1.486e-01,1.192e+00,7.954e+01,8.109e-92,6,-4.302e+03,8.619e+03,8.666e+03,3.825e+03,2693,2700
NCT00286455,NCT00286455,f4,4.558e-01,4.401e-01,7.458e-01,2.904e+01,1.674e-36,9,-3.574e+02,7.367e+02,7.782e+02,1.735e+02,312,322
NCT00286468,NCT00286468,f4,4.423e-01,4.320e-01,8.009e-01,4.283e+01,2.728e-56,9,-5.886e+02,1.199e+03,1.246e+03,3.118e+02,486,496
NCT00286494,NCT00286494,f4,4.011e-01,3.898e-01,7.894e-01,3.542e+01,7.847e-48,9,-5.696e+02,1.161e+03,1.207e+03,2.966e+02,476,486
NCT01778049,NCT01778049_b,f4,3.689e-01,3.535e-01,7.278e-01,2.396e+01,2.811e-22,6,-2.751e+02,5.661e+02,5.944e+02,1.303e+02,246,253
NCT01778049,NCT01778049_a,f4,4.361e-01,4.205e-01,6.905e-01,2.797e+01,1.187e-24,6,-2.313e+02,4.787e+02,5.059e+02,1.035e+02,217,224
NCT02489968,NCT02489968,f4,5.584e-01,5.462e-01,5.363e-01,4.574e+01,2.190e-69,12,-3.492e+02,7.263e+02,7.838e+02,1.248e+02,434,447
NCT01734785,NCT01734785,f4,3.167e-01,2.973e-01,8.964e-01,1.632e+01,5.232e-22,9,-4.231e+02,8.683e+02,9.100e+02,2.547e+02,317,327
NCT01719003,NCT01719003,f4,3.102e-01,2.976e-01,9.887e-01,2.460e+01,9.458e-89,24,-1.871e+03,3.794e+03,3.929e+03,1.284e+03,1313,1338
NCT01075282,NCT01075282,f4,4.647e-01,4.586e-01,7.636e-01,7.649e+01,1.822e-101,9,-9.178e+02,1.858e+03,1.909e+03,4.624e+02,793,803
NCT01191268,NCT01191268,f4,1.158e-01,1.063e-01,9.693e-01,1.226e+01,2.289e-18,9,-1.179e+03,2.379e+03,2.432e+03,7.920e+02,843,853
NCT01621178,NCT01621178,f4,1.329e-01,1.183e-01,9.132e-01,9.112e+00,6.986e-13,9,-7.188e+02,1.460e+03,1.507e+03,4.462e+02,535,545
NCT00641043,NCT00641043,f5,2.040e-01,1.977e-01,9.505e-01,3.238e+01,1.177e-18,3,-5.220e+02,1.054e+03,1.074e+03,3.424e+02,379,383
NCT00621140,NCT00621140,f5,2.654e-01,2.610e-01,9.301e-01,5.938e+01,8.682e-33,3,-6.672e+02,1.344e+03,1.365e+03,4.265e+02,493,497
NCT00601250,NCT00601250,f5,3.098e-01,3.068e-01,8.241e-01,1.031e+02,3.872e-55,3,-8.473e+02,1.705e+03,1.727e+03,4.679e+02,689,693
NCT00602472,NCT00602472,f5,3.208e-01,3.189e-01,8.093e-01,1.645e+02,2.384e-87,3,-1.265e+03,2.539e+03,2.564e+03,6.845e+02,1045,1049
NCT00622284,NCT00622284,f5,3.513e-01,3.501e-01,7.316e-01,2.760e+02,3.641e-143,3,-1.694e+03,3.398e+03,3.425e+03,8.183e+02,1529,1533
NCT00654381,NCT00654381,f5,5.064e-01,5.001e-01,7.966e-01,8.105e+01,1.187e-80,7,-6.644e+02,1.347e+03,1.386e+03,3.509e+02,553,561
NCT00954447,NCT00954447,f5,3.552e-01,3.536e-01,8.643e-01,2.262e+02,6.637e-117,3,-1.572e+03,3.153e+03,3.179e+03,9.203e+02,1232,1236
NCT00798161,NCT00798161,f5,3.491e-01,3.396e-01,9.193e-01,3.681e+01,2.775e-63,11,-1.018e+03,2.061e+03,2.122e+03,6.381e+02,755,767
NCT00915772,NCT00915772,f5,3.231e-01,3.170e-01,9.374e-01,5.326e+01,3.437e-45,5,-7.608e+02,1.536e+03,1.566e+03,4.903e+02,558,564
NCT01438814,NCT01438814,f5,2.762e-01,2.730e-01,7.910e-01,8.612e+01,3.306e-47,3,-8.046e+02,1.619e+03,1.642e+03,4.236e+02,677,681
NCT01215097,NCT01215097,f5,4.421e-01,4.364e-01,7.073e-01,7.791e+01,3.834e-37,3,-3.187e+02,6.474e+02,6.659e+02,1.476e+02,295,299
NCT01214239,NCT01214239,f5,3.093e-01,3.021e-01,8.871e-01,4.313e+01,4.587e-23,3,-3.786e+02,7.673e+02,7.857e+02,2.274e+02,289,293
NCT01204294,NCT01204294,f5,4.295e-01,4.162e-01,5.916e-01,3.231e+01,1.018e-59,13,-5.043e+02,1.039e+03,1.104e+03,1.953e+02,558,572
NCT01792518,NCT01792518,f5,3.914e-01,3.862e-01,8.446e-01,7.524e+01,1.330e-37,3,-4.418e+02,8.935e+02,9.129e+02,2.504e+02,351,355
NCT01210001,NCT01210001,f5,2.950e-01,2.877e-01,8.479e-01,4.034e+01,1.184e-34,5,-6.089e+02,1.232e+03,1.261e+03,3.465e+02,482,488
NCT01177813,NCT01177813,f5,3.327e-01,3.273e-01,7.590e-01,6.155e+01,9.438e-72,7,-9.928e+02,2.004e+03,2.047e+03,4.977e+02,864,872
NCT01159600,NCT01159600,f5,3.553e-01,3.528e-01,7.062e-01,1.422e+02,2.919e-120,5,-1.385e+03,2.784e+03,2.820e+03,6.433e+02,1290,1296
NCT01167881,NCT01167881,f5,2.098e-01,2.082e-01,8.842e-01,1.353e+02,9.819e-78,3,-1.985e+03,3.979e+03,4.006e+03,1.195e+03,1529,1533
NCT01164501,NCT01164501,f5,3.787e-01,3.744e-01,8.007e-01,8.706e+01,1.883e-71,5,-8.586e+02,1.731e+03,1.763e+03,4.578e+02,714,720
NCT01370005,NCT01370005,f5,5.093e-01,5.063e-01,5.946e-01,1.683e+02,9.613e-123,5,-7.316e+02,1.477e+03,1.510e+03,2.868e+02,811,817
NCT01306214,NCT01306214,f5,3.353e-01,3.293e-01,7.179e-01,5.589e+01,5.045e-47,5,-6.060e+02,1.226e+03,1.256e+03,2.856e+02,554,560
NCT01368081,NCT01368081,f5,3.305e-01,3.287e-01,5.665e-01,1.799e+02,8.846e-95,3,-9.312e+02,1.872e+03,1.897e+03,3.508e+02,1093,1097
NCT01422876,NCT01422876,f5,3.054e-01,3.008e-01,7.794e-01,6.732e+01,1.087e-102,9,-1.619e+03,3.259e+03,3.317e+03,8.372e+02,1378,1388
NCT01708902,NCT01708902,f5,2.898e-01,2.807e-01,9.362e-01,3.169e+01,1.072e-46,9,-9.542e+02,1.930e+03,1.981e+03,6.126e+02,699,709
NCT01064687,NCT01064687,f5,3.609e-01,3.562e-01,8.418e-01,7.688e+01,2.694e-88,7,-1.194e+03,2.406e+03,2.450e+03,6.753e+02,953,961
NCT01126580,NCT01126580,f5,2.678e-01,2.632e-01,8.581e-01,5.794e+01,2.055e-51,5,-1.007e+03,2.028e+03,2.061e+03,5.832e+02,792,798
NCT01624259,NCT01624259,f5,1.900e-01,1.859e-01,7.959e-01,4.590e+01,1.163e-26,3,-7.017e+02,1.413e+03,1.435e+03,3.718e+02,587,591
NCT01769378,NCT01769378,f5,3.098e-01,3.027e-01,9.908e-01,4.383e+01,1.992e-23,3,-4.167e+02,8.433e+02,8.618e+02,2.876e+02,293,297
NCT02152371,NCT02152371,f5,3.084e-01,3.013e-01,9.166e-01,4.370e+01,2.212e-23,3,-3.949e+02,7.998e+02,8.182e+02,2.470e+02,294,298
NCT02597049,NCT02597049,f5,3.992e-01,3.919e-01,7.108e-01,5.448e+01,2.483e-43,5,-4.452e+02,9.044e+02,9.327e+02,2.071e+02,410,416
NCT01606007,NCT01606007,f5,1.194e-01,1.108e-01,1.096e+00,1.381e+01,1.164e-12,5,-7.751e+02,1.564e+03,1.594e+03,6.117e+02,509,515
NCT02284893,NCT02284893,f5,1.753e-01,1.692e-01,1.067e+00,2.911e+01,4.356e-17,3,-6.138e+02,1.238e+03,1.258e+03,4.681e+02,411,415
NCT02681094,NCT02681094,f5,1.751e-01,1.704e-01,9.303e-01,3.695e+01,2.151e-34,5,-1.177e+03,2.367e+03,2.401e+03,7.530e+02,870,876
NCT02471404,NCT02471404,f5,4.807e-02,4.275e-02,8.239e-01,9.048e+00,2.100e-08,5,-1.102e+03,2.218e+03,2.252e+03,6.082e+02,896,902
NCT01217892,NCT01217892,f5,2.795e-01,2.664e-01,6.643e-01,2.134e+01,2.648e-24,7,-3.929e+02,8.038e+02,8.395e+02,1.699e+02,385,393
NCT00707993,NCT00707993,f5,3.026e-01,2.977e-01,8.082e-01,6.233e+01,1.724e-33,3,-5.226e+02,1.055e+03,1.076e+03,2.816e+02,431,435
NCT00856284,NCT00856284,f5,2.399e-01,2.384e-01,8.034e-01,1.650e+02,8.976e-153,5,-3.141e+03,6.296e+03,6.338e+03,1.687e+03,2614,2620
NCT01289119,NCT01289119,f5,4.454e-01,4.420e-01,6.813e-01,1.306e+02,4.013e-62,3,-5.073e+02,1.025e+03,1.046e+03,2.265e+02,488,492
NCT00968708,NCT00968708,f5,2.085e-01,2.080e-01,1.398e+00,4.634e+02,2.876e-267,3,-9.263e+03,1.854e+04,1.857e+04,1.032e+04,5278,5282
NCT00286429,NCT00286429,f5,5.489e-01,5.429e-01,8.674e-01,9.149e+01,8.204e-63,5,-4.847e+02,9.833e+02,1.011e+03,2.829e+02,376,382
NCT01023581,NCT01023581,f5,3.298e-01,3.182e-01,8.882e-01,2.839e+01,8.026e-57,13,-9.865e+02,2.003e+03,2.073e+03,5.917e+02,750,764
NCT01890122,NCT01890122,f5,3.300e-01,3.226e-01,9.808e-01,4.461e+01,2.528e-51,7,-8.945e+02,1.807e+03,1.847e+03,6.099e+02,634,642
