nct_id,nct_id2,models,term,estimate,std.error,statistic,p.value
NCT02597049,NCT02597049,f2,age10:arm_f_2_uaa11176,-0.024,0.092,-0.266,7.903e-01
NCT01606007,NCT01606007,f2,(Intercept),5.776,0.636,9.084,2.322e-18
NCT01606007,NCT01606007,f2,value_1,0.295,0.046,6.426,3.025e-10
NCT01606007,NCT01606007,f2,age10,-0.099,0.083,-1.191,2.341e-01
NCT01606007,NCT01606007,f2,arm_f_2_uaa10812,-1.391,0.643,-2.161,3.112e-02
NCT01606007,NCT01606007,f2,arm_f_2_uaa10813,-1.375,0.613,-2.243,2.533e-02
NCT01606007,NCT01606007,f2,age10:arm_f_2_uaa10812,0.207,0.12,1.726,8.489e-02
NCT01606007,NCT01606007,f2,age10:arm_f_2_uaa10813,0.136,0.114,1.201,2.304e-01
NCT02284893,NCT02284893,f2,(Intercept),4.347,0.694,6.261,9.680e-10
NCT02284893,NCT02284893,f2,value_1,0.541,0.061,8.9,1.824e-17
NCT02284893,NCT02284893,f2,age10,-0.251,0.078,-3.218,1.393e-03
NCT02284893,NCT02284893,f2,arm_f_2_uaa11104,-1.92,0.644,-2.981,3.041e-03
NCT02284893,NCT02284893,f2,age10:arm_f_2_uaa11104,0.299,0.115,2.593,9.843e-03
NCT02681094,NCT02681094,f2,(Intercept),4.177,0.414,10.096,9.717e-23
NCT02681094,NCT02681094,f2,value_1,0.392,0.032,12.154,1.670e-31
NCT02681094,NCT02681094,f2,age10,0.026,0.053,0.495,6.204e-01
NCT02681094,NCT02681094,f2,arm_f_2_uaa11197,-0.476,0.411,-1.16,2.466e-01
NCT02681094,NCT02681094,f2,arm_f_2_uaa11198,-0.483,0.426,-1.133,2.574e-01
NCT02681094,NCT02681094,f2,age10:arm_f_2_uaa11197,0.095,0.072,1.313,1.894e-01
NCT02681094,NCT02681094,f2,age10:arm_f_2_uaa11198,0.025,0.074,0.336,7.372e-01
NCT02471404,NCT02471404,f2,(Intercept),6.911,0.485,14.252,1.093e-41
NCT02471404,NCT02471404,f2,value_1,0.17,0.053,3.215,1.352e-03
NCT02471404,NCT02471404,f2,age10,-0.15,0.056,-2.651,8.166e-03
NCT02471404,NCT02471404,f2,arm_f_2_uaa11141,-0.512,0.437,-1.17,2.423e-01
NCT02471404,NCT02471404,f2,arm_f_2_uaa11142,-1.485,0.482,-3.082,2.120e-03
NCT02471404,NCT02471404,f2,age10:arm_f_2_uaa11141,0.124,0.075,1.657,9.788e-02
NCT02471404,NCT02471404,f2,age10:arm_f_2_uaa11142,0.225,0.082,2.758,5.933e-03
NCT01217892,NCT01217892,f2,(Intercept),4.359,0.542,8.038,1.137e-14
NCT01217892,NCT01217892,f2,value_1,0.442,0.042,10.469,9.900e-23
NCT01217892,NCT01217892,f2,age10,-0.058,0.068,-0.86,3.904e-01
NCT01217892,NCT01217892,f2,arm_f_2_uaa10699,-0.946,0.529,-1.789,7.436e-02
NCT01217892,NCT01217892,f2,arm_f_2_uaa10700,-0.63,0.537,-1.173,2.413e-01
NCT01217892,NCT01217892,f2,arm_f_2_uaa10701,-1.323,0.521,-2.542,1.143e-02
NCT01217892,NCT01217892,f2,age10:arm_f_2_uaa10699,0.109,0.093,1.163,2.455e-01
NCT01217892,NCT01217892,f2,age10:arm_f_2_uaa10700,0.065,0.095,0.681,4.960e-01
NCT01217892,NCT01217892,f2,age10:arm_f_2_uaa10701,0.179,0.095,1.89,5.947e-02
NCT00707993,NCT00707993,f2,(Intercept),2.221,1.061,2.094,3.688e-02
NCT00707993,NCT00707993,f2,value_1,0.781,0.058,13.419,1.531e-34
NCT00707993,NCT00707993,f2,age10,-0.101,0.141,-0.714,4.754e-01
NCT00707993,NCT00707993,f2,arm_f_2_uaa10320,0.368,1.315,0.28,7.799e-01
NCT00707993,NCT00707993,f2,age10:arm_f_2_uaa10320,-0.054,0.188,-0.287,7.741e-01
NCT00856284,NCT00856284,f2,(Intercept),2.541,0.257,9.877,1.297e-22
NCT00856284,NCT00856284,f2,value_1,0.726,0.026,28.181,8.499e-153
NCT00856284,NCT00856284,f2,age10,-0.141,0.028,-5.003,6.028e-07
NCT00856284,NCT00856284,f2,arm_f_2_uaa10403,-0.266,0.223,-1.19,2.340e-01
NCT00856284,NCT00856284,f2,arm_f_2_uaa10404,-0.419,0.221,-1.897,5.795e-02
NCT00856284,NCT00856284,f2,age10:arm_f_2_uaa10403,0.034,0.04,0.847,3.972e-01
NCT00856284,NCT00856284,f2,age10:arm_f_2_uaa10404,0.052,0.039,1.318,1.875e-01
NCT01289119,NCT01289119,f2,(Intercept),2.539,0.386,6.585,1.182e-10
NCT01289119,NCT01289119,f2,value_1,0.646,0.038,17.019,2.591e-51
NCT01289119,NCT01289119,f2,age10,-0.005,0.046,-0.105,9.161e-01
NCT01289119,NCT01289119,f2,arm_f_2_uaa10711,-0.857,0.341,-2.512,1.234e-02
NCT01289119,NCT01289119,f2,age10:arm_f_2_uaa10711,0.043,0.064,0.68,4.967e-01
NCT00968708,NCT00968708,f2,(Intercept),3.867,0.234,16.517,8.525e-60
NCT00968708,NCT00968708,f2,value_1,0.617,0.018,34.983,2.532e-241
NCT00968708,NCT00968708,f2,age10,-0.126,0.028,-4.548,5.534e-06
NCT00968708,NCT00968708,f2,arm_f_2_uaa10453,-0.468,0.239,-1.956,5.052e-02
NCT00968708,NCT00968708,f2,age10:arm_f_2_uaa10453,0.019,0.039,0.478,6.330e-01
NCT00286429,NCT00286429,f2,(Intercept),2.117,0.592,3.577,3.930e-04
NCT00286429,NCT00286429,f2,value_1,0.806,0.041,19.536,3.971e-59
NCT00286429,NCT00286429,f2,age10,-0.08,0.075,-1.057,2.911e-01
NCT00286429,NCT00286429,f2,arm_f_2_uaa10053,-0.1,0.606,-0.166,8.686e-01
NCT00286429,NCT00286429,f2,arm_f_2_uaa10054,-0.426,0.601,-0.709,4.790e-01
NCT00286429,NCT00286429,f2,age10:arm_f_2_uaa10053,-0.072,0.108,-0.67,5.030e-01
NCT00286429,NCT00286429,f2,age10:arm_f_2_uaa10054,-0.029,0.107,-0.276,7.827e-01
NCT01023581,NCT01023581,f2,(Intercept),4.208,0.624,6.738,3.195e-11
NCT01023581,NCT01023581,f2,value_1,0.546,0.043,12.709,1.196e-33
NCT01023581,NCT01023581,f2,age10,-0.104,0.093,-1.123,2.618e-01
NCT01023581,NCT01023581,f2,arm_f_2_uaa10491,-1.62,0.701,-2.31,2.116e-02
NCT01023581,NCT01023581,f2,arm_f_2_uaa10492,-0.977,0.699,-1.399,1.622e-01
NCT01023581,NCT01023581,f2,arm_f_2_uaa10493,-1.988,0.677,-2.937,3.413e-03
NCT01023581,NCT01023581,f2,arm_f_2_uaa10494,-0.592,0.65,-0.91,3.629e-01
NCT01023581,NCT01023581,f2,arm_f_2_uaa10495,-1.393,0.647,-2.153,3.162e-02
NCT01023581,NCT01023581,f2,arm_f_2_uaa10496,-1.661,0.684,-2.431,1.530e-02
NCT01023581,NCT01023581,f2,age10:arm_f_2_uaa10491,0.213,0.129,1.649,9.964e-02
NCT01023581,NCT01023581,f2,age10:arm_f_2_uaa10492,0.1,0.13,0.771,4.409e-01
NCT01023581,NCT01023581,f2,age10:arm_f_2_uaa10493,0.117,0.124,0.946,3.446e-01
NCT01023581,NCT01023581,f2,age10:arm_f_2_uaa10494,-0.092,0.12,-0.769,4.423e-01
NCT01023581,NCT01023581,f2,age10:arm_f_2_uaa10495,0.077,0.12,0.642,5.214e-01
NCT01023581,NCT01023581,f2,age10:arm_f_2_uaa10496,0.2,0.125,1.597,1.108e-01
NCT01890122,NCT01890122,f2,(Intercept),2.904,0.628,4.626,4.519e-06
NCT01890122,NCT01890122,f2,value_1,0.666,0.055,12.065,2.580e-30
NCT01890122,NCT01890122,f2,age10,-0.097,0.077,-1.255,2.100e-01
NCT01890122,NCT01890122,f2,arm_f_2_uaa10957,-0.331,0.614,-0.539,5.902e-01
NCT01890122,NCT01890122,f2,arm_f_2_uaa10958,-2.123,0.582,-3.648,2.863e-04
NCT01890122,NCT01890122,f2,arm_f_2_uaa10959,-1.208,0.595,-2.031,4.265e-02
NCT01890122,NCT01890122,f2,age10:arm_f_2_uaa10957,-0.052,0.112,-0.467,6.407e-01
NCT01890122,NCT01890122,f2,age10:arm_f_2_uaa10958,0.146,0.108,1.349,1.779e-01
NCT01890122,NCT01890122,f2,age10:arm_f_2_uaa10959,0.068,0.111,0.619,5.361e-01
NCT00286442,NCT00286442,f2,(Intercept),2.25,0.547,4.112,4.569e-05
NCT00286442,NCT00286442,f2,value_1,0.759,0.043,17.765,2.691e-55
NCT00286442,NCT00286442,f2,age10,-0.078,0.071,-1.103,2.706e-01
NCT00286442,NCT00286442,f2,arm_f_2_uaa10057,-1.255,0.491,-2.554,1.094e-02
NCT00286442,NCT00286442,f2,arm_f_2_uaa10058,-0.277,0.495,-0.561,5.750e-01
NCT00286442,NCT00286442,f2,age10:arm_f_2_uaa10057,0.135,0.086,1.559,1.197e-01
NCT00286442,NCT00286442,f2,age10:arm_f_2_uaa10058,-0.042,0.088,-0.476,6.345e-01
NCT00306384,NCT00306384,f2,(Intercept),5.941,0.278,21.375,9.036e-94
NCT00306384,NCT00306384,f2,value_1,0.484,0.028,17.087,3.148e-62
NCT00306384,NCT00306384,f2,age10,-0.291,0.032,-9.169,9.196e-20
NCT00306384,NCT00306384,f2,arm_f_2_uaa10088,-0.139,0.259,-0.537,5.915e-01
NCT00306384,NCT00306384,f2,age10:arm_f_2_uaa10088,0.032,0.046,0.702,4.826e-01
NCT00286455,NCT00286455,f2,(Intercept),2.87,0.662,4.336,1.958e-05
NCT00286455,NCT00286455,f2,value_1,0.711,0.052,13.72,6.591e-34
NCT00286455,NCT00286455,f2,age10,-0.112,0.088,-1.27,2.051e-01
NCT00286455,NCT00286455,f2,arm_f_2_uaa10061,-0.581,0.565,-1.029,3.044e-01
NCT00286455,NCT00286455,f2,arm_f_2_uaa10062,-0.528,0.6,-0.88,3.794e-01
NCT00286455,NCT00286455,f2,age10:arm_f_2_uaa10061,0.007,0.104,0.069,9.449e-01
NCT00286455,NCT00286455,f2,age10:arm_f_2_uaa10062,-0.007,0.11,-0.063,9.500e-01
NCT00286468,NCT00286468,f2,(Intercept),2.244,0.589,3.811,1.562e-04
NCT00286468,NCT00286468,f2,value_1,0.745,0.042,17.655,2.513e-54
NCT00286468,NCT00286468,f2,age10,-0.035,0.082,-0.435,6.641e-01
NCT00286468,NCT00286468,f2,arm_f_2_uaa10065,0.372,0.559,0.667,5.054e-01
NCT00286468,NCT00286468,f2,arm_f_2_uaa10066,0.321,0.553,0.58,5.619e-01
NCT00286468,NCT00286468,f2,age10:arm_f_2_uaa10065,-0.129,0.097,-1.332,1.836e-01
NCT00286468,NCT00286468,f2,age10:arm_f_2_uaa10066,-0.143,0.095,-1.5,1.343e-01
NCT00286494,NCT00286494,f2,(Intercept),2.094,0.543,3.855,1.315e-04
NCT00286494,NCT00286494,f2,value_1,0.687,0.042,16.471,1.273e-48
NCT00286494,NCT00286494,f2,age10,0.041,0.075,0.541,5.886e-01
NCT00286494,NCT00286494,f2,arm_f_2_uaa10069,0.265,0.545,0.486,6.271e-01
NCT00286494,NCT00286494,f2,arm_f_2_uaa10070,-0.02,0.53,-0.038,9.698e-01
NCT00286494,NCT00286494,f2,age10:arm_f_2_uaa10069,-0.13,0.096,-1.356,1.758e-01
NCT00286494,NCT00286494,f2,age10:arm_f_2_uaa10070,-0.106,0.093,-1.137,2.563e-01
NCT01778049,NCT01778049_b,f2,(Intercept),3.57,0.54,6.614,2.288e-10
NCT01778049,NCT01778049_b,f2,value_1,0.551,0.052,10.685,3.621e-22
NCT01778049,NCT01778049_b,f2,age10,-0.036,0.068,-0.532,5.954e-01
NCT01778049,NCT01778049_b,f2,arm_f_2_ipd00003,0.113,0.563,0.201,8.405e-01
NCT01778049,NCT01778049_b,f2,age10:arm_f_2_ipd00003,-0.079,0.098,-0.808,4.201e-01
NCT01778049,NCT01778049_a,f2,(Intercept),2.321,0.559,4.148,4.798e-05
NCT01778049,NCT01778049_a,f2,value_1,0.667,0.056,11.876,1.956e-25
NCT01778049,NCT01778049_a,f2,age10,0.027,0.061,0.447,6.555e-01
NCT01778049,NCT01778049_a,f2,arm_f_2_ipd00001,-0.011,0.52,-0.02,9.838e-01
NCT01778049,NCT01778049_a,f2,age10:arm_f_2_ipd00001,-0.075,0.091,-0.826,4.099e-01
NCT02489968,NCT02489968,f2,(Intercept),1.697,0.477,3.562,4.087e-04
NCT02489968,NCT02489968,f2,value_1,0.74,0.041,18.038,8.496e-55
NCT02489968,NCT02489968,f2,age10,0.061,0.052,1.169,2.431e-01
NCT02489968,NCT02489968,f2,arm_f_2_uaa11146,0.508,0.439,1.156,2.484e-01
NCT02489968,NCT02489968,f2,arm_f_2_uaa11147,-0.094,0.445,-0.211,8.327e-01
NCT02489968,NCT02489968,f2,arm_f_2_uaa11148,-0.086,0.403,-0.212,8.321e-01
NCT02489968,NCT02489968,f2,age10:arm_f_2_uaa11146,-0.132,0.075,-1.748,8.121e-02
NCT02489968,NCT02489968,f2,age10:arm_f_2_uaa11147,-0.124,0.077,-1.616,1.068e-01
NCT02489968,NCT02489968,f2,age10:arm_f_2_uaa11148,-0.128,0.07,-1.829,6.812e-02
NCT01734785,NCT01734785,f2,(Intercept),3.705,0.731,5.072,6.697e-07
NCT01734785,NCT01734785,f2,value_1,0.593,0.061,9.761,7.170e-20
NCT01734785,NCT01734785,f2,age10,-0.072,0.09,-0.799,4.251e-01
NCT01734785,NCT01734785,f2,arm_f_2_uaa10904,-0.978,0.713,-1.372,1.710e-01
NCT01734785,NCT01734785,f2,arm_f_2_uaa10905,-1.309,0.705,-1.856,6.441e-02
NCT01734785,NCT01734785,f2,age10:arm_f_2_uaa10904,0.049,0.127,0.386,6.996e-01
NCT01734785,NCT01734785,f2,age10:arm_f_2_uaa10905,0.124,0.125,0.992,3.217e-01
NCT01719003,NCT01719003,f2,(Intercept),4.709,0.44,10.702,1.090e-25
NCT01719003,NCT01719003,f2,value_1,0.445,0.023,19.373,8.573e-74
NCT01719003,NCT01719003,f2,age10,-0.202,0.071,-2.842,4.558e-03
NCT01719003,NCT01719003,f2,arm_f_2_uaa10882,-1.55,0.551,-2.815,4.957e-03
NCT01719003,NCT01719003,f2,arm_f_2_uaa10883,-1.909,0.556,-3.437,6.060e-04
NCT01719003,NCT01719003,f2,arm_f_2_uaa10884,-2.11,0.552,-3.82,1.394e-04
NCT01719003,NCT01719003,f2,arm_f_2_uaa10885,-2.522,0.544,-4.637,3.879e-06
NCT01719003,NCT01719003,f2,arm_f_2_uaa10886,-1.985,0.533,-3.721,2.072e-04
NCT01719003,NCT01719003,f2,arm_f_2_uaa10887,-1.961,0.53,-3.697,2.272e-04
NCT01719003,NCT01719003,f2,arm_f_2_uaa10888,-2.054,0.543,-3.782,1.623e-04
NCT01719003,NCT01719003,f2,age10:arm_f_2_uaa10882,0.254,0.101,2.51,1.218e-02
NCT01719003,NCT01719003,f2,age10:arm_f_2_uaa10883,0.327,0.102,3.21,1.361e-03
NCT01719003,NCT01719003,f2,age10:arm_f_2_uaa10884,0.23,0.101,2.276,2.299e-02
NCT01719003,NCT01719003,f2,age10:arm_f_2_uaa10885,0.356,0.102,3.488,5.033e-04
NCT01719003,NCT01719003,f2,age10:arm_f_2_uaa10886,0.211,0.099,2.134,3.300e-02
NCT01719003,NCT01719003,f2,age10:arm_f_2_uaa10887,0.227,0.098,2.314,2.082e-02
NCT01719003,NCT01719003,f2,age10:arm_f_2_uaa10888,0.277,0.101,2.74,6.221e-03
NCT01075282,NCT01075282,f2,(Intercept),2.489,0.378,6.577,8.696e-11
NCT01075282,NCT01075282,f2,value_1,0.741,0.03,25.069,1.102e-102
NCT01075282,NCT01075282,f2,age10,-0.089,0.051,-1.75,8.052e-02
NCT01075282,NCT01075282,f2,arm_f_2_uaa10533,-0.185,0.412,-0.45,6.532e-01
NCT01075282,NCT01075282,f2,arm_f_2_uaa10535,0.69,0.401,1.723,8.532e-02
NCT01075282,NCT01075282,f2,age10:arm_f_2_uaa10533,0.048,0.072,0.671,5.023e-01
NCT01075282,NCT01075282,f2,age10:arm_f_2_uaa10535,-0.126,0.07,-1.806,7.125e-02
NCT01191268,NCT01191268,f2,(Intercept),4.999,0.478,10.462,3.583e-24
NCT01191268,NCT01191268,f2,value_1,0.303,0.032,9.595,9.135e-21
NCT01191268,NCT01191268,f2,age10,-0.086,0.064,-1.345,1.790e-01
NCT01191268,NCT01191268,f2,arm_f_2_uaa10666,-0.6,0.546,-1.098,2.725e-01
NCT01191268,NCT01191268,f2,arm_f_2_uaa10668,-0.29,0.527,-0.549,5.828e-01
NCT01191268,NCT01191268,f2,age10:arm_f_2_uaa10666,0.074,0.091,0.82,4.125e-01
NCT01191268,NCT01191268,f2,age10:arm_f_2_uaa10668,0.012,0.088,0.139,8.893e-01
NCT01621178,NCT01621178,f2,(Intercept),4.381,0.611,7.164,2.585e-12
NCT01621178,NCT01621178,f2,value_1,0.348,0.04,8.682,4.641e-17
NCT01621178,NCT01621178,f2,age10,0.012,0.08,0.155,8.768e-01
NCT01621178,NCT01621178,f2,arm_f_2_uaa10825,0.882,0.74,1.191,2.341e-01
NCT01621178,NCT01621178,f2,arm_f_2_uaa10826,0.431,0.731,0.59,5.557e-01
NCT01621178,NCT01621178,f2,age10:arm_f_2_uaa10825,-0.133,0.114,-1.164,2.448e-01
NCT01621178,NCT01621178,f2,age10:arm_f_2_uaa10826,-0.058,0.112,-0.516,6.061e-01
NCT00641043,NCT00641043,f3,(Intercept),2.923,0.519,5.634,3.447e-08
NCT00641043,NCT00641043,f3,value_1,0.52,0.059,8.849,3.447e-17
NCT00641043,NCT00641043,f3,sex,0.443,0.175,2.526,1.193e-02
NCT00641043,NCT00641043,f3,arm_f_2_uaa10253,-0.236,0.169,-1.392,1.649e-01
NCT00641043,NCT00641043,f3,sex:arm_f_2_uaa10253,-0.297,0.213,-1.396,1.634e-01
NCT00621140,NCT00621140,f3,(Intercept),3.611,0.396,9.125,1.845e-18
NCT00621140,NCT00621140,f3,value_1,0.548,0.048,11.433,5.264e-27
NCT00621140,NCT00621140,f3,sex,0.124,0.146,0.844,3.988e-01
NCT00621140,NCT00621140,f3,arm_f_2_uaa10243,-0.536,0.122,-4.391,1.385e-05
NCT00621140,NCT00621140,f3,sex:arm_f_2_uaa10243,-0.135,0.178,-0.754,4.511e-01
NCT00601250,NCT00601250,f3,(Intercept),3.29,0.31,10.626,1.591e-24
NCT00601250,NCT00601250,f3,value_1,0.576,0.036,15.92,8.125e-49
NCT00601250,NCT00601250,f3,sex,0.14,0.126,1.113,2.663e-01
NCT00601250,NCT00601250,f3,arm_f_2_uaa10222,-0.506,0.109,-4.642,4.126e-06
NCT00601250,NCT00601250,f3,sex:arm_f_2_uaa10222,-0.139,0.145,-0.956,3.394e-01
NCT00602472,NCT00602472,f3,(Intercept),3.075,0.263,11.709,7.703e-30
NCT00602472,NCT00602472,f3,value_1,0.61,0.031,19.679,1.423e-73
NCT00602472,NCT00602472,f3,sex,-0.066,0.1,-0.658,5.104e-01
NCT00602472,NCT00602472,f3,arm_f_2_uaa10225,-0.663,0.08,-8.296,3.286e-16
NCT00602472,NCT00602472,f3,sex:arm_f_2_uaa10225,0.144,0.115,1.248,2.122e-01
NCT00622284,NCT00622284,f3,(Intercept),2.478,0.17,14.565,4.268e-45
NCT00622284,NCT00622284,f3,value_1,0.598,0.021,28.071,3.579e-140
NCT00622284,NCT00622284,f3,sex,-0.175,0.054,-3.249,1.183e-03
NCT00622284,NCT00622284,f3,arm_f_2_uaa10247,0.068,0.059,1.146,2.521e-01
NCT00622284,NCT00622284,f3,sex:arm_f_2_uaa10247,0.234,0.076,3.067,2.199e-03
NCT00654381,NCT00654381,f3,(Intercept),-0.191,0.429,-0.445,6.568e-01
NCT00654381,NCT00654381,f3,value_1,1.087,0.049,21.995,1.803e-77
NCT00654381,NCT00654381,f3,sex,-0.178,0.197,-0.902,3.672e-01
NCT00654381,NCT00654381,f3,arm_f_2_uaa10263,-1.063,0.202,-5.263,2.031e-07
NCT00654381,NCT00654381,f3,arm_f_2_uaa10264,-0.882,0.202,-4.366,1.511e-05
NCT00654381,NCT00654381,f3,arm_f_2_uaa10267,-0.47,0.203,-2.32,2.073e-02
NCT00654381,NCT00654381,f3,sex:arm_f_2_uaa10263,0.269,0.24,1.121,2.628e-01
NCT00654381,NCT00654381,f3,sex:arm_f_2_uaa10264,0.01,0.24,0.043,9.657e-01
NCT00654381,NCT00654381,f3,sex:arm_f_2_uaa10267,0.038,0.24,0.158,8.743e-01
NCT00954447,NCT00954447,f3,(Intercept),2.942,0.246,11.939,3.620e-31
NCT00954447,NCT00954447,f3,value_1,0.656,0.029,22.69,1.662e-95
NCT00954447,NCT00954447,f3,sex,-0.193,0.069,-2.785,5.434e-03
NCT00954447,NCT00954447,f3,arm_f_2_uaa10443,-0.611,0.07,-8.67,1.345e-17
NCT00954447,NCT00954447,f3,sex:arm_f_2_uaa10443,-0.023,0.098,-0.232,8.164e-01
NCT00798161,NCT00798161,f3,(Intercept),4.199,0.34,12.342,5.240e-32
NCT00798161,NCT00798161,f3,value_1,0.498,0.035,14.204,9.498e-41
NCT00798161,NCT00798161,f3,sex,-0.235,0.221,-1.06,2.897e-01
NCT00798161,NCT00798161,f3,arm_f_2_uaa10361,-0.093,0.192,-0.488,6.258e-01
NCT00798161,NCT00798161,f3,arm_f_2_uaa10362,-1.508,0.189,-7.963,6.165e-15
NCT00798161,NCT00798161,f3,arm_f_2_uaa10363,-1.187,0.188,-6.318,4.524e-10
NCT00798161,NCT00798161,f3,arm_f_2_uaa10364,-0.857,0.189,-4.537,6.652e-06
NCT00798161,NCT00798161,f3,arm_f_2_uaa10365,-0.349,0.191,-1.825,6.841e-02
NCT00798161,NCT00798161,f3,sex:arm_f_2_uaa10361,-0.236,0.271,-0.868,3.856e-01
NCT00798161,NCT00798161,f3,sex:arm_f_2_uaa10362,0.256,0.27,0.949,3.431e-01
NCT00798161,NCT00798161,f3,sex:arm_f_2_uaa10363,0.36,0.27,1.331,1.837e-01
NCT00798161,NCT00798161,f3,sex:arm_f_2_uaa10364,-0.087,0.27,-0.324,7.460e-01
NCT00798161,NCT00798161,f3,sex:arm_f_2_uaa10365,-0.087,0.27,-0.322,7.476e-01
NCT00915772,NCT00915772,f3,(Intercept),2.95,0.307,9.621,2.250e-20
NCT00915772,NCT00915772,f3,value_1,0.604,0.038,15.82,7.854e-47
NCT00915772,NCT00915772,f3,sex,0.007,0.145,0.047,9.628e-01
NCT00915772,NCT00915772,f3,arm_f_2_uaa10431,-0.064,0.142,-0.454,6.498e-01
NCT00915772,NCT00915772,f3,arm_f_2_uaa10432,-0.389,0.154,-2.532,1.163e-02
NCT00915772,NCT00915772,f3,sex:arm_f_2_uaa10431,-0.079,0.192,-0.41,6.820e-01
NCT00915772,NCT00915772,f3,sex:arm_f_2_uaa10432,0.3,0.206,1.459,1.452e-01
NCT01438814,NCT01438814,f3,(Intercept),2.628,0.28,9.377,1.007e-19
NCT01438814,NCT01438814,f3,value_1,0.549,0.034,15.998,4.326e-49
NCT01438814,NCT01438814,f3,sex,-0.052,0.086,-0.599,5.492e-01
NCT01438814,NCT01438814,f3,arm_f_2_uaa10774,0.019,0.083,0.234,8.153e-01
NCT01438814,NCT01438814,f3,sex:arm_f_2_uaa10774,-0.05,0.121,-0.408,6.834e-01
NCT01215097,NCT01215097,f3,(Intercept),2.505,0.418,6,5.791e-09
NCT01215097,NCT01215097,f3,value_1,0.67,0.051,13.04,5.555e-31
NCT01215097,NCT01215097,f3,sex,-0.075,0.147,-0.51,6.104e-01
NCT01215097,NCT01215097,f3,arm_f_2_uaa10696,-0.593,0.127,-4.671,4.561e-06
NCT01215097,NCT01215097,f3,sex:arm_f_2_uaa10696,0.054,0.18,0.301,7.633e-01
NCT01214239,NCT01214239,f3,(Intercept),2.758,0.483,5.713,2.774e-08
NCT01214239,NCT01214239,f3,value_1,0.603,0.058,10.325,1.802e-21
NCT01214239,NCT01214239,f3,sex,-0.031,0.187,-0.164,8.702e-01
NCT01214239,NCT01214239,f3,arm_f_2_uaa10693,-0.452,0.174,-2.596,9.913e-03
NCT01214239,NCT01214239,f3,sex:arm_f_2_uaa10693,0.071,0.226,0.314,7.541e-01
NCT01204294,NCT01204294,f3,(Intercept),2.391,0.293,8.159,2.251e-15
NCT01204294,NCT01204294,f3,value_1,0.597,0.032,18.864,9.635e-62
NCT01204294,NCT01204294,f3,sex,0.049,0.164,0.298,7.661e-01
NCT01204294,NCT01204294,f3,arm_f_2_uaa10681,-0.033,0.175,-0.191,8.485e-01
NCT01204294,NCT01204294,f3,arm_f_2_uaa10682,0.012,0.2,0.06,9.521e-01
NCT01204294,NCT01204294,f3,arm_f_2_uaa10683,-0.109,0.172,-0.632,5.276e-01
NCT01204294,NCT01204294,f3,arm_f_2_uaa10684,0.311,0.168,1.857,6.379e-02
NCT01204294,NCT01204294,f3,arm_f_2_uaa10685,0.078,0.202,0.386,6.998e-01
NCT01204294,NCT01204294,f3,arm_f_2_uaa10686,-0.287,0.193,-1.483,1.387e-01
NCT01204294,NCT01204294,f3,sex:arm_f_2_uaa10681,-0.215,0.213,-1.01,3.130e-01
NCT01204294,NCT01204294,f3,sex:arm_f_2_uaa10682,0.031,0.236,0.13,8.964e-01
NCT01204294,NCT01204294,f3,sex:arm_f_2_uaa10683,0.005,0.212,0.024,9.808e-01
NCT01204294,NCT01204294,f3,sex:arm_f_2_uaa10684,-0.293,0.199,-1.474,1.411e-01
NCT01204294,NCT01204294,f3,sex:arm_f_2_uaa10685,-0.159,0.235,-0.675,5.000e-01
NCT01204294,NCT01204294,f3,sex:arm_f_2_uaa10686,0.015,0.232,0.065,9.481e-01
NCT01792518,NCT01792518,f3,(Intercept),2.539,0.43,5.899,8.641e-09
NCT01792518,NCT01792518,f3,value_1,0.675,0.052,12.868,2.720e-31
NCT01792518,NCT01792518,f3,sex,-0.023,0.134,-0.173,8.625e-01
NCT01792518,NCT01792518,f3,arm_f_2_uaa10927,-0.558,0.149,-3.739,2.160e-04
NCT01792518,NCT01792518,f3,sex:arm_f_2_uaa10927,-0.03,0.188,-0.159,8.739e-01
NCT01210001,NCT01210001,f3,(Intercept),3.701,0.366,10.104,6.786e-22
NCT01210001,NCT01210001,f3,value_1,0.522,0.044,11.777,2.617e-28
NCT01210001,NCT01210001,f3,sex,0.036,0.136,0.264,7.921e-01
NCT01210001,NCT01210001,f3,arm_f_2_uaa10689,-0.547,0.131,-4.185,3.397e-05
NCT01210001,NCT01210001,f3,arm_f_2_uaa10690,-0.532,0.13,-4.1,4.848e-05
NCT01210001,NCT01210001,f3,sex:arm_f_2_uaa10689,0.093,0.191,0.487,6.264e-01
NCT01210001,NCT01210001,f3,sex:arm_f_2_uaa10690,-0.092,0.189,-0.487,6.267e-01
NCT01177813,NCT01177813,f3,(Intercept),3.534,0.26,13.599,2.657e-38
NCT01177813,NCT01177813,f3,value_1,0.538,0.031,17.163,4.995e-57
NCT01177813,NCT01177813,f3,sex,0,0.104,0.004,9.966e-01
NCT01177813,NCT01177813,f3,arm_f_2_uaa10644,-0.533,0.115,-4.618,4.458e-06
NCT01177813,NCT01177813,f3,arm_f_2_uaa10645,-0.598,0.117,-5.13,3.588e-07
NCT01177813,NCT01177813,f3,arm_f_2_uaa10647,-0.629,0.115,-5.482,5.524e-08
NCT01177813,NCT01177813,f3,sex:arm_f_2_uaa10644,-0.071,0.15,-0.476,6.342e-01
NCT01177813,NCT01177813,f3,sex:arm_f_2_uaa10645,-0.166,0.15,-1.107,2.687e-01
