nct_id,nct_id2,models,term,estimate,std.error,statistic,p.value
NCT01214239,NCT01214239,b1,(Intercept),7.99,0.796,10.033,1.539e-20
NCT01214239,NCT01214239,b1,sex,0.434,1.08,0.402,6.881e-01
NCT01214239,NCT01214239,b1,age10,-0.018,0.143,-0.127,8.989e-01
NCT01214239,NCT01214239,b1,arm_f_2_uaa10693,-0.177,0.987,-0.179,8.580e-01
NCT01214239,NCT01214239,b1,sex:age10,-0.023,0.196,-0.12,9.048e-01
NCT01214239,NCT01214239,b1,sex:arm_f_2_uaa10693,-0.801,1.305,-0.614,5.398e-01
NCT01214239,NCT01214239,b1,age10:arm_f_2_uaa10693,0.038,0.176,0.218,8.276e-01
NCT01214239,NCT01214239,b1,sex:age10:arm_f_2_uaa10693,0.102,0.236,0.433,6.651e-01
NCT01204294,NCT01204294,b1,(Intercept),8.12,1.445,5.62,3.042e-08
NCT01204294,NCT01204294,b1,sex,0.508,1.576,0.322,7.472e-01
NCT01204294,NCT01204294,b1,age10,0.011,0.222,0.052,9.587e-01
NCT01204294,NCT01204294,b1,arm_f_2_uaa10681,1.266,1.73,0.732,4.647e-01
NCT01204294,NCT01204294,b1,arm_f_2_uaa10682,-1.688,2.009,-0.84,4.011e-01
NCT01204294,NCT01204294,b1,arm_f_2_uaa10683,-0.101,1.663,-0.061,9.516e-01
NCT01204294,NCT01204294,b1,arm_f_2_uaa10684,1.688,1.633,1.034,3.018e-01
NCT01204294,NCT01204294,b1,arm_f_2_uaa10685,1.673,1.802,0.928,3.538e-01
NCT01204294,NCT01204294,b1,arm_f_2_uaa10686,3.185,2.119,1.503,1.334e-01
NCT01204294,NCT01204294,b1,sex:age10,-0.129,0.245,-0.527,5.984e-01
NCT01204294,NCT01204294,b1,sex:arm_f_2_uaa10681,-0.44,1.939,-0.227,8.207e-01
NCT01204294,NCT01204294,b1,sex:arm_f_2_uaa10682,2.384,2.246,1.062,2.889e-01
NCT01204294,NCT01204294,b1,sex:arm_f_2_uaa10683,1.336,1.905,0.701,4.836e-01
NCT01204294,NCT01204294,b1,sex:arm_f_2_uaa10684,-0.684,1.803,-0.379,7.045e-01
NCT01204294,NCT01204294,b1,sex:arm_f_2_uaa10685,-2.076,2.031,-1.022,3.072e-01
NCT01204294,NCT01204294,b1,sex:arm_f_2_uaa10686,-1.415,2.299,-0.615,5.385e-01
NCT01204294,NCT01204294,b1,age10:arm_f_2_uaa10681,-0.257,0.265,-0.969,3.330e-01
NCT01204294,NCT01204294,b1,age10:arm_f_2_uaa10682,0.169,0.313,0.539,5.899e-01
NCT01204294,NCT01204294,b1,age10:arm_f_2_uaa10683,-0.037,0.258,-0.143,8.867e-01
NCT01204294,NCT01204294,b1,age10:arm_f_2_uaa10684,-0.278,0.25,-1.111,2.672e-01
NCT01204294,NCT01204294,b1,age10:arm_f_2_uaa10685,-0.324,0.283,-1.148,2.516e-01
NCT01204294,NCT01204294,b1,age10:arm_f_2_uaa10686,-0.537,0.332,-1.618,1.063e-01
NCT01204294,NCT01204294,b1,sex:age10:arm_f_2_uaa10681,0.12,0.302,0.396,6.921e-01
NCT01204294,NCT01204294,b1,sex:age10:arm_f_2_uaa10682,-0.255,0.352,-0.723,4.699e-01
NCT01204294,NCT01204294,b1,sex:age10:arm_f_2_uaa10683,-0.167,0.303,-0.553,5.806e-01
NCT01204294,NCT01204294,b1,sex:age10:arm_f_2_uaa10684,0.147,0.28,0.524,6.006e-01
NCT01204294,NCT01204294,b1,sex:age10:arm_f_2_uaa10685,0.378,0.322,1.174,2.409e-01
NCT01204294,NCT01204294,b1,sex:age10:arm_f_2_uaa10686,0.255,0.364,0.7,4.839e-01
NCT01792518,NCT01792518,b1,(Intercept),9.42,0.661,14.248,1.100e-36
NCT01792518,NCT01792518,b1,sex,-0.48,0.86,-0.559,5.766e-01
NCT01792518,NCT01792518,b1,age10,-0.248,0.111,-2.235,2.606e-02
NCT01792518,NCT01792518,b1,arm_f_2_uaa10927,-0.573,0.942,-0.609,5.431e-01
NCT01792518,NCT01792518,b1,sex:age10,0.063,0.142,0.444,6.573e-01
NCT01792518,NCT01792518,b1,sex:arm_f_2_uaa10927,0.222,1.196,0.186,8.527e-01
NCT01792518,NCT01792518,b1,age10:arm_f_2_uaa10927,0.109,0.156,0.7,4.846e-01
NCT01792518,NCT01792518,b1,sex:age10:arm_f_2_uaa10927,-0.07,0.196,-0.358,7.209e-01
NCT01210001,NCT01210001,b1,(Intercept),7.804,0.45,17.334,9.324e-53
NCT01210001,NCT01210001,b1,sex,1.934,0.753,2.568,1.053e-02
NCT01210001,NCT01210001,b1,age10,0.038,0.082,0.463,6.439e-01
NCT01210001,NCT01210001,b1,arm_f_2_uaa10689,1.271,0.697,1.824,6.881e-02
NCT01210001,NCT01210001,b1,arm_f_2_uaa10690,0.007,0.757,0.009,9.929e-01
NCT01210001,NCT01210001,b1,sex:age10,-0.287,0.135,-2.134,3.332e-02
NCT01210001,NCT01210001,b1,sex:arm_f_2_uaa10689,-3.656,1.072,-3.41,7.044e-04
NCT01210001,NCT01210001,b1,sex:arm_f_2_uaa10690,-1,1.121,-0.892,3.730e-01
NCT01210001,NCT01210001,b1,age10:arm_f_2_uaa10689,-0.224,0.126,-1.777,7.612e-02
NCT01210001,NCT01210001,b1,age10:arm_f_2_uaa10690,-0.004,0.137,-0.028,9.777e-01
NCT01210001,NCT01210001,b1,sex:age10:arm_f_2_uaa10689,0.606,0.192,3.148,1.744e-03
NCT01210001,NCT01210001,b1,sex:age10:arm_f_2_uaa10690,0.137,0.203,0.676,4.996e-01
NCT01177813,NCT01177813,b1,(Intercept),8.598,0.42,20.467,1.809e-76
NCT01177813,NCT01177813,b1,sex,-0.498,0.568,-0.876,3.811e-01
NCT01177813,NCT01177813,b1,age10,-0.124,0.074,-1.673,9.463e-02
NCT01177813,NCT01177813,b1,arm_f_2_uaa10644,-0.383,0.625,-0.612,5.404e-01
NCT01177813,NCT01177813,b1,arm_f_2_uaa10645,-0.184,0.656,-0.281,7.791e-01
NCT01177813,NCT01177813,b1,arm_f_2_uaa10647,-0.58,0.688,-0.843,3.997e-01
NCT01177813,NCT01177813,b1,sex:age10,0.091,0.101,0.894,3.717e-01
NCT01177813,NCT01177813,b1,sex:arm_f_2_uaa10644,0.638,0.808,0.79,4.296e-01
NCT01177813,NCT01177813,b1,sex:arm_f_2_uaa10645,0.241,0.825,0.293,7.699e-01
NCT01177813,NCT01177813,b1,sex:arm_f_2_uaa10647,0.73,0.878,0.832,4.056e-01
NCT01177813,NCT01177813,b1,age10:arm_f_2_uaa10644,0.071,0.108,0.651,5.153e-01
NCT01177813,NCT01177813,b1,age10:arm_f_2_uaa10645,0.017,0.116,0.144,8.859e-01
NCT01177813,NCT01177813,b1,age10:arm_f_2_uaa10647,0.078,0.122,0.642,5.212e-01
NCT01177813,NCT01177813,b1,sex:age10:arm_f_2_uaa10644,-0.128,0.142,-0.904,3.663e-01
NCT01177813,NCT01177813,b1,sex:age10:arm_f_2_uaa10645,-0.035,0.148,-0.237,8.129e-01
NCT01177813,NCT01177813,b1,sex:age10:arm_f_2_uaa10647,-0.11,0.157,-0.7,4.841e-01
NCT01159600,NCT01159600,b1,(Intercept),8.482,0.375,22.629,6.346e-96
NCT01159600,NCT01159600,b1,sex,0.225,0.497,0.453,6.506e-01
NCT01159600,NCT01159600,b1,age10,-0.076,0.065,-1.16,2.464e-01
NCT01159600,NCT01159600,b1,arm_f_2_uaa10627,-0.086,0.51,-0.168,8.663e-01
NCT01159600,NCT01159600,b1,arm_f_2_uaa10628,-0.187,0.512,-0.366,7.147e-01
NCT01159600,NCT01159600,b1,sex:age10,-0.046,0.087,-0.525,5.996e-01
NCT01159600,NCT01159600,b1,sex:arm_f_2_uaa10627,-0.419,0.689,-0.608,5.434e-01
NCT01159600,NCT01159600,b1,sex:arm_f_2_uaa10628,0.227,0.687,0.331,7.407e-01
NCT01159600,NCT01159600,b1,age10:arm_f_2_uaa10627,-0.008,0.089,-0.085,9.326e-01
NCT01159600,NCT01159600,b1,age10:arm_f_2_uaa10628,0.015,0.089,0.171,8.640e-01
NCT01159600,NCT01159600,b1,sex:age10:arm_f_2_uaa10627,0.103,0.12,0.855,3.930e-01
NCT01159600,NCT01159600,b1,sex:age10:arm_f_2_uaa10628,-0.023,0.12,-0.196,8.449e-01
NCT01167881,NCT01167881,b1,(Intercept),8.152,0.231,35.319,1.353e-200
NCT01167881,NCT01167881,b1,sex,0.659,0.325,2.026,4.292e-02
NCT01167881,NCT01167881,b1,age10,-0.047,0.041,-1.146,2.521e-01
NCT01167881,NCT01167881,b1,arm_f_2_uaa10635,0.572,0.343,1.668,9.556e-02
NCT01167881,NCT01167881,b1,sex:age10,-0.108,0.058,-1.886,5.949e-02
NCT01167881,NCT01167881,b1,sex:arm_f_2_uaa10635,-1.403,0.469,-2.993,2.811e-03
NCT01167881,NCT01167881,b1,age10:arm_f_2_uaa10635,-0.088,0.061,-1.443,1.491e-01
NCT01167881,NCT01167881,b1,sex:age10:arm_f_2_uaa10635,0.225,0.083,2.728,6.441e-03
NCT01164501,NCT01164501,b1,(Intercept),8.362,0.513,16.307,3.515e-51
NCT01164501,NCT01164501,b1,sex,0.184,0.68,0.271,7.865e-01
NCT01164501,NCT01164501,b1,age10,-0.044,0.08,-0.548,5.837e-01
NCT01164501,NCT01164501,b1,arm_f_2_uaa10631,-0.131,1.224,-0.107,9.150e-01
NCT01164501,NCT01164501,b1,arm_f_2_uaa10632,-0.533,0.716,-0.744,4.568e-01
NCT01164501,NCT01164501,b1,sex:age10,-0.033,0.105,-0.311,7.561e-01
NCT01164501,NCT01164501,b1,sex:arm_f_2_uaa10631,0.545,1.517,0.36,7.192e-01
NCT01164501,NCT01164501,b1,sex:arm_f_2_uaa10632,1.036,0.952,1.089,2.767e-01
NCT01164501,NCT01164501,b1,age10:arm_f_2_uaa10631,-0.001,0.197,-0.006,9.955e-01
NCT01164501,NCT01164501,b1,age10:arm_f_2_uaa10632,0.071,0.111,0.641,5.214e-01
NCT01164501,NCT01164501,b1,sex:age10:arm_f_2_uaa10631,-0.061,0.24,-0.256,7.983e-01
NCT01164501,NCT01164501,b1,sex:age10:arm_f_2_uaa10632,-0.157,0.147,-1.068,2.858e-01
NCT01370005,NCT01370005,b1,(Intercept),8.353,0.467,17.89,1.318e-60
NCT01370005,NCT01370005,b1,sex,0.281,0.621,0.453,6.506e-01
NCT01370005,NCT01370005,b1,age10,-0.076,0.077,-0.993,3.210e-01
NCT01370005,NCT01370005,b1,arm_f_2_uaa10737,0.031,0.652,0.047,9.624e-01
NCT01370005,NCT01370005,b1,arm_f_2_uaa10738,0.865,0.628,1.378,1.686e-01
NCT01370005,NCT01370005,b1,sex:age10,-0.043,0.102,-0.417,6.770e-01
NCT01370005,NCT01370005,b1,sex:arm_f_2_uaa10737,-0.214,0.89,-0.241,8.096e-01
NCT01370005,NCT01370005,b1,sex:arm_f_2_uaa10738,-1.147,0.834,-1.376,1.693e-01
NCT01370005,NCT01370005,b1,age10:arm_f_2_uaa10737,0,0.107,0.003,9.973e-01
NCT01370005,NCT01370005,b1,age10:arm_f_2_uaa10738,-0.13,0.104,-1.258,2.087e-01
NCT01370005,NCT01370005,b1,sex:age10:arm_f_2_uaa10737,0.018,0.146,0.127,8.993e-01
NCT01370005,NCT01370005,b1,sex:age10:arm_f_2_uaa10738,0.168,0.137,1.228,2.199e-01
NCT01306214,NCT01306214,b1,(Intercept),8.432,0.356,23.707,3.572e-86
NCT01306214,NCT01306214,b1,sex,1.252,0.63,1.986,4.753e-02
NCT01306214,NCT01306214,b1,age10,-0.005,0.064,-0.082,9.347e-01
NCT01306214,NCT01306214,b1,arm_f_2_uaa10725,-0.082,0.667,-0.123,9.021e-01
NCT01306214,NCT01306214,b1,arm_f_2_uaa10726,-0.775,0.565,-1.371,1.709e-01
NCT01306214,NCT01306214,b1,sex:age10,-0.257,0.111,-2.302,2.173e-02
NCT01306214,NCT01306214,b1,sex:arm_f_2_uaa10725,-1.144,0.957,-1.195,2.325e-01
NCT01306214,NCT01306214,b1,sex:arm_f_2_uaa10726,-0.253,0.916,-0.276,7.827e-01
NCT01306214,NCT01306214,b1,age10:arm_f_2_uaa10725,0.025,0.117,0.211,8.333e-01
NCT01306214,NCT01306214,b1,age10:arm_f_2_uaa10726,0.135,0.099,1.37,1.712e-01
NCT01306214,NCT01306214,b1,sex:age10:arm_f_2_uaa10725,0.211,0.168,1.256,2.096e-01
NCT01306214,NCT01306214,b1,sex:age10:arm_f_2_uaa10726,0.039,0.159,0.246,8.056e-01
NCT01368081,NCT01368081,b1,(Intercept),8.254,0.406,20.331,3.551e-78
NCT01368081,NCT01368081,b1,sex,0.254,0.467,0.543,5.871e-01
NCT01368081,NCT01368081,b1,age10,-0.061,0.064,-0.942,3.465e-01
NCT01368081,NCT01368081,b1,arm_f_2_uaa10734,-0.406,0.538,-0.754,4.509e-01
NCT01368081,NCT01368081,b1,sex:age10,-0.047,0.075,-0.63,5.290e-01
NCT01368081,NCT01368081,b1,sex:arm_f_2_uaa10734,0.428,0.627,0.683,4.950e-01
NCT01368081,NCT01368081,b1,age10:arm_f_2_uaa10734,0.054,0.086,0.623,5.331e-01
NCT01368081,NCT01368081,b1,sex:age10:arm_f_2_uaa10734,-0.054,0.101,-0.537,5.916e-01
NCT01422876,NCT01422876,b1,(Intercept),9.188,0.419,21.936,8.742e-92
NCT01422876,NCT01422876,b1,sex,-0.356,0.571,-0.623,5.335e-01
NCT01422876,NCT01422876,b1,age10,-0.218,0.076,-2.871,4.161e-03
NCT01422876,NCT01422876,b1,arm_f_2_uaa10768,-0.365,0.591,-0.616,5.377e-01
NCT01422876,NCT01422876,b1,arm_f_2_uaa10769,-0.478,0.621,-0.769,4.420e-01
NCT01422876,NCT01422876,b1,arm_f_2_uaa10770,-0.707,0.643,-1.099,2.718e-01
NCT01422876,NCT01422876,b1,arm_f_2_uaa10771,-0.873,0.616,-1.417,1.567e-01
NCT01422876,NCT01422876,b1,sex:age10,0.08,0.102,0.788,4.309e-01
NCT01422876,NCT01422876,b1,sex:arm_f_2_uaa10768,-0.17,0.811,-0.209,8.343e-01
NCT01422876,NCT01422876,b1,sex:arm_f_2_uaa10769,0.238,0.847,0.281,7.787e-01
NCT01422876,NCT01422876,b1,sex:arm_f_2_uaa10770,0.234,0.85,0.275,7.834e-01
NCT01422876,NCT01422876,b1,sex:arm_f_2_uaa10771,0.872,0.827,1.055,2.918e-01
NCT01422876,NCT01422876,b1,age10:arm_f_2_uaa10768,0.084,0.106,0.794,4.271e-01
NCT01422876,NCT01422876,b1,age10:arm_f_2_uaa10769,0.075,0.11,0.683,4.949e-01
NCT01422876,NCT01422876,b1,age10:arm_f_2_uaa10770,0.139,0.115,1.203,2.294e-01
NCT01422876,NCT01422876,b1,age10:arm_f_2_uaa10771,0.145,0.11,1.314,1.891e-01
NCT01422876,NCT01422876,b1,sex:age10:arm_f_2_uaa10768,-0.011,0.145,-0.076,9.395e-01
NCT01422876,NCT01422876,b1,sex:age10:arm_f_2_uaa10769,-0.028,0.151,-0.183,8.550e-01
NCT01422876,NCT01422876,b1,sex:age10:arm_f_2_uaa10770,-0.067,0.151,-0.445,6.564e-01
NCT01422876,NCT01422876,b1,sex:age10:arm_f_2_uaa10771,-0.155,0.147,-1.055,2.915e-01
NCT01708902,NCT01708902,b1,(Intercept),9.486,0.903,10.499,4.463e-24
NCT01708902,NCT01708902,b1,sex,-0.366,1.05,-0.348,7.277e-01
NCT01708902,NCT01708902,b1,age10,-0.163,0.168,-0.967,3.337e-01
NCT01708902,NCT01708902,b1,arm_f_2_uaa10873,0.038,1.11,0.034,9.725e-01
NCT01708902,NCT01708902,b1,arm_f_2_uaa10874,-0.525,1.178,-0.445,6.562e-01
NCT01708902,NCT01708902,b1,arm_f_2_uaa10875,-0.543,1.162,-0.467,6.405e-01
NCT01708902,NCT01708902,b1,arm_f_2_uaa10876,-1.489,1.169,-1.274,2.031e-01
NCT01708902,NCT01708902,b1,sex:age10,0.078,0.196,0.397,6.915e-01
NCT01708902,NCT01708902,b1,sex:arm_f_2_uaa10873,-1.269,1.343,-0.945,3.447e-01
NCT01708902,NCT01708902,b1,sex:arm_f_2_uaa10874,-0.202,1.416,-0.143,8.866e-01
NCT01708902,NCT01708902,b1,sex:arm_f_2_uaa10875,0.225,1.385,0.163,8.707e-01
NCT01708902,NCT01708902,b1,sex:arm_f_2_uaa10876,1.102,1.384,0.796,4.261e-01
