trials,nct_id,nct_id2,models,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,outcome,outcome_method
54,NCT00286429,NCT00286429,f6,0.557,0.5475,0.863,58.61,2.2549999999999998e-61,8,-481.2,982.4,1022,277.8,373,382,hba1c,bocf
54,NCT01023581,NCT01023581,f6,0.3157,0.2972,0.8817,17.14,8.699e-49,20,-977.2,1998,2101,577.6,743,764,hba1c,bocf
54,NCT01890122,NCT01890122,f6,0.3384,0.3268,0.8849,29.29,8.395e-50,11,-826.4,1679,1737,493.3,630,642,hba1c,bocf
54,NCT00286442,NCT00286442,f6,0.4307,0.4217,0.7583,47.95,2.153e-57,8,-584.9,1190,1232,291.5,507,516,hba1c,bocf
54,NCT00306384,NCT00306384,f6,0.2273,0.2258,1.049,158.5,6.182e-148,5,-3956,7926,7967,2962,2694,2700,hba1c,bocf
54,NCT00286455,NCT00286455,f6,0.4553,0.4413,0.745,32.7,3.311e-37,8,-357.5,735.1,772.8,173.7,313,322,hba1c,bocf
54,NCT00286468,NCT00286468,f6,0.4816,0.473,0.7125,56.54,9.432999999999999e-65,8,-531.1,1082,1124,247.2,487,496,hba1c,bocf
54,NCT00286494,NCT00286494,f6,0.4092,0.3993,0.7832,41.3,4.92e-50,8,-566.3,1153,1194,292.6,477,486,hba1c,bocf
54,NCT01778049,NCT01778049_b,f6,0.3784,0.3658,0.7278,30.07,7.88e-24,5,-275.6,565.1,589.9,130.8,247,253,hba1c,bocf
54,NCT01778049,NCT01778049_a,f6,0.4279,0.4148,0.6645,32.62,9.023000000000001e-25,5,-223.3,460.5,484.4,96.26,218,224,hba1c,bocf
54,NCT02489968,NCT02489968,f6,0.5618,0.5507,0.5307,50.7,5.8519999999999995e-71,11,-345,716,769.3,122.5,435,447,hba1c,bocf
54,NCT01734785,NCT01734785,f6,0.3203,0.3032,0.884,18.73,5.1549999999999995e-23,8,-419.1,858.2,896.1,248.5,318,327,hba1c,bocf
54,NCT01719003,NCT01719003,f6,0.3053,0.2932,1.068,25.11,1.588e-87,23,-1974,3998,4128,1497,1314,1338,hba1c,bocf
54,NCT01075282,NCT01075282,f6,0.4787,0.4735,0.7507,91.15,5.588e-107,8,-904.7,1829,1876,447.5,794,803,hba1c,bocf
54,NCT01191268,NCT01191268,f6,0.1338,0.1255,1.011,16.29,1.5379999999999998e-22,8,-1216,2451,2499,863.5,844,853,hba1c,bocf
54,NCT01621178,NCT01621178,f6,0.2407,0.2294,0.9638,21.24,4.241e-28,8,-748.7,1517,1560,497.9,536,545,hba1c,bocf
54,NCT00641043,NCT00641043,f7,0.2481,0.2381,0.9712,24.88,1.1280000000000001e-21,5,-529.3,1073,1100,355.6,377,383,hba1c,bocf
54,NCT00621140,NCT00621140,f7,0.279,0.2717,0.8866,38,5.799e-33,5,-642.4,1299,1328,386,491,497,hba1c,bocf
54,NCT00601250,NCT00601250,f7,0.336,0.3312,0.7934,69.53,7.805e-59,5,-819.9,1654,1686,432.4,687,693,hba1c,bocf
54,NCT00602472,NCT00602472,f7,0.334,0.3308,0.7859,104.6,1.566e-89,5,-1233,2479,2514,644.2,1043,1049,hba1c,bocf
54,NCT00622284,NCT00622284,f7,0.4837,0.482,0.6554,286.1,3.5489999999999993e-216,5,-1524,3063,3100,655.9,1527,1533,hba1c,bocf
54,NCT00654381,NCT00654381,f7,0.4981,0.4881,0.7941,49.54,5.408e-75,11,-660.6,1347,1403,346.2,549,561,hba1c,bocf
54,NCT00954447,NCT00954447,f7,0.4167,0.4143,0.7917,175.7,3.299e-141,5,-1462,2938,2974,771,1230,1236,hba1c,bocf
54,NCT00798161,NCT00798161,f7,0.3724,0.3582,0.9135,26.15,1.619e-64,17,-1010,2058,2146,625,749,767,hba1c,bocf
54,NCT00915772,NCT00915772,f7,0.4597,0.4519,0.7935,59.03,2.269e-69,8,-665.3,1351,1394,349.5,555,564,hba1c,bocf
54,NCT01438814,NCT01438814,f7,0.2774,0.2721,0.8027,51.84,1.627e-45,5,-813.6,1641,1673,434.9,675,681,hba1c,bocf
54,NCT01215097,NCT01215097,f7,0.4444,0.4349,0.7136,46.87,1.64e-35,5,-320.3,654.7,680.6,149.2,293,299,hba1c,bocf
54,NCT01214239,NCT01214239,f7,0.3319,0.3203,0.8509,28.51,1.8759999999999998e-23,5,-365.4,744.8,770.6,207.8,287,293,hba1c,bocf
54,NCT01204294,NCT01204294,f7,0.4257,0.4048,0.599,20.42,6.271999999999999e-54,20,-507.8,1060,1155,197.7,551,572,hba1c,bocf
54,NCT01792518,NCT01792518,f7,0.4055,0.397,0.8065,47.62,1.758e-37,5,-424.4,862.7,889.8,227,349,355,hba1c,bocf
54,NCT01210001,NCT01210001,f7,0.3076,0.296,0.8349,26.59,4.159e-34,8,-599.9,1220,1262,333.9,479,488,hba1c,bocf
54,NCT01177813,NCT01177813,f7,0.3438,0.3354,0.7488,40.97,2.4149999999999997e-71,11,-979,1984,2046,482.2,860,872,hba1c,bocf
54,NCT01159600,NCT01159600,f7,0.3848,0.3809,0.69,100.6,4.5969999999999996e-130,8,-1353,2727,2779,612.7,1287,1296,hba1c,bocf
54,NCT01167881,NCT01167881,f7,0.3699,0.3679,0.7903,179.3,2.4059999999999997e-150,5,-1811,3637,3674,953.6,1527,1533,hba1c,bocf
54,NCT01164501,NCT01164501,f7,0.4587,0.4526,0.7253,75.3,1.304e-89,8,-785.9,1592,1638,374,711,720,hba1c,bocf
54,NCT01370005,NCT01370005,f7,0.5217,0.517,0.5875,110.2,6.180999999999999e-124,8,-720.2,1460,1508,278.9,808,817,hba1c,bocf
54,NCT01306214,NCT01306214,f7,0.3314,0.3217,0.7532,34.13,9.128e-44,8,-631.3,1283,1326,312.6,551,560,hba1c,bocf
54,NCT01368081,NCT01368081,f7,0.3416,0.3385,0.6038,113.2,1.94e-96,5,-1000,2014,2049,397.8,1091,1097,hba1c,bocf
54,NCT01422876,NCT01422876,f7,0.3653,0.3589,0.8057,56.45,1.01e-124,14,-1662,3356,3440,891.2,1373,1388,hba1c,bocf
54,NCT01708902,NCT01708902,f7,0.2677,0.2529,0.9801,18.12,1.102e-38,14,-984.2,2000,2073,666.6,694,709,hba1c,bocf
54,NCT01064687,NCT01064687,f7,0.3701,0.3628,0.8619,50.69,1.424e-87,11,-1215,2455,2519,704.9,949,961,hba1c,bocf
54,NCT01126580,NCT01126580,f7,0.2749,0.2676,0.859,37.4,1.815e-50,8,-1006,2033,2080,582.1,789,798,hba1c,bocf
54,NCT01624259,NCT01624259,f7,0.1947,0.1878,0.8416,28.29,1.0280000000000001e-25,5,-733.6,1481,1512,414.3,585,591,hba1c,bocf
54,NCT01769378,NCT01769378,f7,0.3069,0.295,1.017,25.77,1.585e-21,5,-423.5,861,886.9,301.2,291,297,hba1c,bocf
54,NCT02152371,NCT02152371,f7,0.3107,0.2989,0.9182,26.33,6.029e-22,5,-394.4,802.7,828.6,246.2,292,298,hba1c,bocf
54,NCT02597049,NCT02597049,f7,0.4014,0.3896,0.7151,34.11,4.2449999999999996e-41,8,-446.3,912.5,952.8,208.2,407,416,hba1c,bocf
54,NCT01606007,NCT01606007,f7,0.1342,0.1205,1.152,9.807,1.049e-12,8,-798.9,1618,1660,671,506,515,hba1c,bocf
54,NCT02284893,NCT02284893,f7,0.1744,0.1644,1.07,17.29,1.577e-15,5,-613.8,1242,1270,468.1,409,415,hba1c,bocf
54,NCT02681094,NCT02681094,f7,0.195,0.1875,0.9277,26.25,1.554e-36,8,-1173,2365,2413,746.1,867,876,hba1c,bocf
54,NCT02471404,NCT02471404,f7,0.06905,0.06071,0.777,8.279,7.258e-11,8,-1048,2116,2164,539.2,893,902,hba1c,bocf
54,NCT01217892,NCT01217892,f7,0.2842,0.2636,0.6576,13.75,2.9449999999999997e-22,11,-386.8,799.6,851.3,164.8,381,393,hba1c,bocf
54,NCT00707993,NCT00707993,f7,0.4659,0.4597,0.5592,74.86,2.8179999999999996e-56,5,-361.4,736.8,765.3,134.2,429,435,hba1c,bocf
54,NCT00856284,NCT00856284,f7,0.3491,0.3471,0.636,175,6.050999999999999e-237,8,-2527,5075,5133,1056,2611,2620,hba1c,bocf
54,NCT01289119,NCT01289119,f7,0.4877,0.4824,0.657,92.54,2.5389999999999997e-68,5,-488.4,990.8,1020,209.8,486,492,hba1c,bocf
54,NCT00968708,NCT00968708,f7,0.4455,0.445,1.01,847.8,0,5,-7546,15110,15150,5386,5276,5282,hba1c,bocf
54,NCT00286429,NCT00286429,f7,0.5501,0.5404,0.8697,57.01,3.829e-60,8,-484.2,988.3,1028,282.1,373,382,hba1c,bocf
54,NCT01023581,NCT01023581,f7,0.3218,0.3035,0.8777,17.63,3.651e-50,20,-973.8,1992,2094,572.4,743,764,hba1c,bocf
54,NCT01890122,NCT01890122,f7,0.3428,0.3313,0.8819,29.87,1.1e-50,11,-824.2,1674,1733,490,630,642,hba1c,bocf
54,NCT00286442,NCT00286442,f7,0.424,0.4149,0.7627,46.66,3.9259999999999995e-56,8,-587.9,1196,1238,295,507,516,hba1c,bocf
54,NCT00306384,NCT00306384,f7,0.214,0.2125,1.057,146.7,5.092e-138,5,-3979,7972,8013,3013,2694,2700,hba1c,bocf
54,NCT00286455,NCT00286455,f7,0.4456,0.4314,0.7516,31.44,4.933e-36,8,-360.4,740.8,778.5,176.8,313,322,hba1c,bocf
54,NCT00286468,NCT00286468,f7,0.4611,0.4522,0.7264,52.08,1.038e-60,8,-540.7,1101,1143,257,487,496,hba1c,bocf
54,NCT00286494,NCT00286494,f7,0.4054,0.3955,0.7857,40.66,2.203e-49,8,-567.9,1156,1198,294.5,477,486,hba1c,bocf
54,NCT01778049,NCT01778049_b,f7,0.3779,0.3653,0.7281,30,8.709e-24,5,-275.7,565.3,590.1,130.9,247,253,hba1c,bocf
54,NCT01778049,NCT01778049_a,f7,0.4283,0.4152,0.6643,32.67,8.411000000000001e-25,5,-223.2,460.4,484.2,96.2,218,224,hba1c,bocf
54,NCT02489968,NCT02489968,f7,0.5617,0.5506,0.5308,50.68,6.0919999999999995e-71,11,-345,716.1,769.4,122.5,435,447,hba1c,bocf
54,NCT01734785,NCT01734785,f7,0.3273,0.3104,0.8794,19.34,1.069e-23,8,-417.4,854.8,892.7,245.9,318,327,hba1c,bocf
54,NCT01719003,NCT01719003,f7,0.3127,0.3007,1.062,25.99,1.8820000000000002e-90,23,-1967,3983,4113,1482,1314,1338,hba1c,bocf
54,NCT01075282,NCT01075282,f7,0.4626,0.4572,0.7622,85.44,8.905e-102,8,-916.9,1854,1901,461.3,794,803,hba1c,bocf
54,NCT01191268,NCT01191268,f7,0.1341,0.1259,1.011,16.34,1.318e-22,8,-1215,2451,2498,863.1,844,853,hba1c,bocf
54,NCT01621178,NCT01621178,f7,0.2397,0.2284,0.9644,21.13,5.859e-28,8,-749,1518,1561,498.5,536,545,hba1c,bocf
54,NCT00641043,NCT00641043,f8,0.2504,0.2364,0.9723,17.89,1.6440000000000002e-20,7,-528.7,1075,1111,354.5,375,383,hba1c,bocf
54,NCT00621140,NCT00621140,f8,0.2852,0.275,0.8846,27.87,2.854e-32,7,-640.3,1299,1336,382.7,489,497,hba1c,bocf
54,NCT00601250,NCT00601250,f8,0.34,0.3333,0.7921,50.42,6.896000000000001e-58,7,-817.8,1654,1694,429.8,685,693,hba1c,bocf
54,NCT00602472,NCT00602472,f8,0.3409,0.3365,0.7826,76.92,7.440000000000001e-90,7,-1227,2473,2517,637.5,1041,1049,hba1c,bocf
54,NCT00622284,NCT00622284,f8,0.4846,0.4823,0.6552,204.9,2.4619999999999993e-214,7,-1523,3064,3112,654.7,1525,1533,hba1c,bocf
54,NCT00654381,NCT00654381,f8,0.4992,0.4855,0.7961,36.22,6.222e-72,15,-660,1354,1428,345.4,545,561,hba1c,bocf
54,NCT00954447,NCT00954447,f8,0.4191,0.4157,0.7908,126.5,4.866e-140,7,-1460,2937,2983,767.9,1228,1236,hba1c,bocf
54,NCT00798161,NCT00798161,f8,0.3747,0.3553,0.9155,19.36,5.975e-61,23,-1008,2067,2183,622.8,743,767,hba1c,bocf
54,NCT00915772,NCT00915772,f8,0.4691,0.4585,0.7887,44.34,8.231e-69,11,-660.4,1347,1403,343.4,552,564,hba1c,bocf
54,NCT01438814,NCT01438814,f8,0.2784,0.2709,0.8033,37.09,5.533999999999999e-44,7,-813.1,1644,1685,434.3,673,681,hba1c,bocf
54,NCT01215097,NCT01215097,f8,0.4489,0.4357,0.7131,33.87,2.413e-34,7,-319.1,656.2,689.5,148,291,299,hba1c,bocf
54,NCT01214239,NCT01214239,f8,0.3391,0.3229,0.8493,20.89,1.2189999999999998e-22,7,-363.8,745.6,778.8,205.6,285,293,hba1c,bocf
54,NCT01204294,NCT01204294,f8,0.4427,0.415,0.5939,16,7.424999999999999e-53,27,-499.2,1056,1183,191.9,544,572,hba1c,bocf
54,NCT01792518,NCT01792518,f8,0.4211,0.4095,0.7982,36.07,9.182e-38,7,-419.6,857.3,892.1,221.1,347,355,hba1c,bocf
54,NCT01210001,NCT01210001,f8,0.3208,0.3051,0.8295,20.44,6.431e-34,11,-595.2,1216,1271,327.5,476,488,hba1c,bocf
54,NCT01177813,NCT01177813,f8,0.3505,0.3392,0.7467,30.8,4.808e-70,15,-974.5,1983,2064,477.3,856,872,hba1c,bocf
54,NCT01159600,NCT01159600,f8,0.3909,0.3857,0.6873,74.92,7.027e-130,11,-1347,2720,2787,606.5,1284,1296,hba1c,bocf
54,NCT01167881,NCT01167881,f8,0.3803,0.3774,0.7843,133.7,1.5710000000000001e-153,7,-1799,3615,3663,938,1525,1533,hba1c,bocf
54,NCT01164501,NCT01164501,f8,0.4618,0.4535,0.7247,55.23,1.031e-87,11,-783.8,1594,1653,371.9,708,720,hba1c,bocf
54,NCT01370005,NCT01370005,f8,0.5301,0.5237,0.5834,82.56,5.680999999999999e-124,11,-713,1452,1513,274,805,817,hba1c,bocf
54,NCT01306214,NCT01306214,f8,0.3334,0.32,0.7541,24.91,7.641e-42,11,-630.5,1287,1343,311.6,548,560,hba1c,bocf
54,NCT01368081,NCT01368081,f8,0.3462,0.342,0.6023,82.37,4.95e-96,7,-996.3,2011,2056,395,1089,1097,hba1c,bocf
54,NCT01422876,NCT01422876,f8,0.3672,0.3584,0.8059,41.78,2.5810000000000002e-121,19,-1660,3362,3472,888.6,1368,1388,hba1c,bocf
54,NCT01708902,NCT01708902,f8,0.2705,0.2504,0.9818,13.45,3.588e-36,19,-982.8,2008,2104,664.1,689,709,hba1c,bocf
54,NCT01064687,NCT01064687,f8,0.3785,0.3686,0.8579,38.36,6.502e-87,15,-1208,2451,2533,695.6,945,961,hba1c,bocf
54,NCT01126580,NCT01126580,f8,0.2847,0.2747,0.8548,28.44,2.206e-50,11,-1001,2028,2089,574.3,786,798,hba1c,bocf
54,NCT01624259,NCT01624259,f8,0.1949,0.1852,0.8429,20.16,2.749e-24,7,-733.6,1485,1525,414.2,583,591,hba1c,bocf
54,NCT01769378,NCT01769378,f8,0.332,0.3158,1.002,20.52,2.45e-22,7,-418,854.1,887.3,290.3,289,297,hba1c,bocf
54,NCT02152371,NCT02152371,f8,0.321,0.3047,0.9144,19.59,1.969e-21,7,-392.1,802.3,835.5,242.5,290,298,hba1c,bocf
54,NCT02597049,NCT02597049,f8,0.4026,0.3864,0.7171,24.75,5.254e-39,11,-445.8,917.7,970.1,207.7,404,416,hba1c,bocf
54,NCT01606007,NCT01606007,f8,0.1384,0.1195,1.152,7.343,1.055e-11,11,-797.6,1621,1676,667.8,503,515,hba1c,bocf
54,NCT02284893,NCT02284893,f8,0.1955,0.1817,1.059,14.13,1.904e-16,7,-608.5,1235,1271,456.1,407,415,hba1c,bocf
54,NCT02681094,NCT02681094,f8,0.1994,0.1893,0.9267,19.57,1.929e-35,11,-1170,2367,2429,742,864,876,hba1c,bocf
54,NCT02471404,NCT02471404,f8,0.07338,0.06193,0.7765,6.408,2.714e-10,11,-1046,2117,2180,536.6,890,902,hba1c,bocf
54,NCT01217892,NCT01217892,f8,0.2936,0.2655,0.6568,10.45,4.9870000000000004e-21,15,-384.2,802.5,870,162.6,377,393,hba1c,bocf
54,NCT00707993,NCT00707993,f8,0.4676,0.4589,0.5596,53.58,1.0889999999999997e-54,7,-360.7,739.4,776.1,133.7,427,435,hba1c,bocf
54,NCT00856284,NCT00856284,f8,0.3544,0.3516,0.6337,130.1,3.131e-238,11,-2517,5059,5136,1047,2608,2620,hba1c,bocf
54,NCT01289119,NCT01289119,f8,0.488,0.4805,0.6582,65.89,2.112e-66,7,-488.3,994.6,1032,209.7,484,492,hba1c,bocf
54,NCT00968708,NCT00968708,f8,0.4499,0.4492,1.007,616.2,0,7,-7525,15070,15130,5343,5274,5282,hba1c,bocf
54,NCT00286429,NCT00286429,f8,0.5577,0.5446,0.8658,42.41,6.847e-59,11,-480.9,987.8,1039,277.4,370,382,hba1c,bocf
54,NCT01023581,NCT01023581,f8,0.326,0.3013,0.8792,13.18,6.858e-47,27,-971.4,2001,2135,568.9,736,764,hba1c,bocf
54,NCT01890122,NCT01890122,f8,0.3483,0.3327,0.881,22.31,6.513e-49,15,-821.5,1677,1753,485.9,626,642,hba1c,bocf
54,NCT00286442,NCT00286442,f8,0.4345,0.4221,0.758,35.2,1.2749999999999998e-55,11,-583.2,1192,1248,289.6,504,516,hba1c,bocf
54,NCT00306384,NCT00306384,f8,0.231,0.229,1.046,115.5,1.588e-148,7,-3950,7917,7970,2948,2692,2700,hba1c,bocf
54,NCT00286455,NCT00286455,f8,0.4591,0.4399,0.7459,23.92,1.997e-35,11,-356.4,738.8,787.9,172.5,310,322,hba1c,bocf
54,NCT00286468,NCT00286468,f8,0.4895,0.4779,0.7092,42.18,9.68e-64,11,-527.3,1081,1135,243.4,484,496,hba1c,bocf
54,NCT00286494,NCT00286494,f8,0.4113,0.3976,0.7844,30.1,5.465e-48,11,-565.5,1157,1211,291.6,474,486,hba1c,bocf
54,NCT01778049,NCT01778049_b,f8,0.3859,0.3683,0.7263,21.99,5.694e-23,7,-274,566.1,597.9,129.3,245,253,hba1c,bocf
54,NCT01778049,NCT01778049_a,f8,0.43,0.4115,0.6664,23.28,2.038e-23,7,-222.8,463.7,494.4,95.92,216,224,hba1c,bocf
54,NCT02489968,NCT02489968,f8,0.566,0.5509,0.5306,37.48,1.664e-68,15,-342.8,719.7,789.4,121.3,431,447,hba1c,bocf
54,NCT01734785,NCT01734785,f8,0.3296,0.30620000000000003,0.8821,14.08,5.09e-22,11,-416.9,859.7,909,245.1,315,327,hba1c,bocf
54,NCT01719003,NCT01719003,f8,0.3182,0.302,1.061,19.66,3.707e-87,31,-1961,3989,4160,1470,1306,1338,hba1c,bocf
54,NCT01075282,NCT01075282,f8,0.4796,0.4724,0.7515,66.28,2.266e-104,11,-904,1834,1895,446.7,791,803,hba1c,bocf
54,NCT01191268,NCT01191268,f8,0.1362,0.1249,1.012,12.06,3.071e-21,11,-1214,2455,2516,861,841,853,hba1c,bocf
54,NCT01621178,NCT01621178,f8,0.2433,0.2277,0.9649,15.58,1.622e-26,11,-747.8,1522,1577,496.2,533,545,hba1c,bocf
