trials,nct_id,models,term,estimate,std.error,outcome,nct_id2,outcome_method
48,NCT00622284,glm,arm_f_2_uaa10247:sex,0.249,1.052,ae_gi,,incident_event
48,NCT00654381,glm,(Intercept),-7.372,10.657,ae_gi,,incident_event
48,NCT00654381,glm,age10,0.132,1.778,ae_gi,,incident_event
48,NCT00654381,glm,arm_f_2_uaa10263,1.175,12.368,ae_gi,,incident_event
48,NCT00654381,glm,arm_f_2_uaa10264,1.401,12.734,ae_gi,,incident_event
48,NCT00654381,glm,arm_f_2_uaa10267,1.713,11.897,ae_gi,,incident_event
48,NCT00654381,glm,sex,-1.225,2.98,ae_gi,,incident_event
48,NCT00654381,glm,age10:arm_f_2_uaa10263,-0.288,2.035,ae_gi,,incident_event
48,NCT00654381,glm,age10:arm_f_2_uaa10264,-0.299,2.107,ae_gi,,incident_event
48,NCT00654381,glm,age10:arm_f_2_uaa10267,-0.351,1.994,ae_gi,,incident_event
48,NCT00654381,glm,arm_f_2_uaa10263:sex,1.021,3.66,ae_gi,,incident_event
48,NCT00654381,glm,arm_f_2_uaa10264:sex,0.613,3.64,ae_gi,,incident_event
48,NCT00654381,glm,arm_f_2_uaa10267:sex,1.027,3.558,ae_gi,,incident_event
48,NCT00954447,glm,(Intercept),-7.105,2.919,ae_gi,,incident_event
48,NCT00954447,glm,age10,-0.147,0.471,ae_gi,,incident_event
48,NCT00954447,glm,arm_f_2_uaa10443,0.567,3.824,ae_gi,,incident_event
48,NCT00954447,glm,sex,-0,0.925,ae_gi,,incident_event
48,NCT00954447,glm,age10:arm_f_2_uaa10443,-0.041,0.626,ae_gi,,incident_event
48,NCT00954447,glm,arm_f_2_uaa10443:sex,-0.361,1.256,ae_gi,,incident_event
48,NCT00798161,glm,(Intercept),-8.3,5.437,ae_gi,,incident_event
48,NCT00798161,glm,age10,0.194,0.879,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10361,0.433,6.583,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10362,1.442,6.17,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10363,0.385,6.46,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10364,2.854,6.157,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10365,1.478,6.942,ae_gi,,incident_event
48,NCT00798161,glm,sex,0.54,1.811,ae_gi,,incident_event
48,NCT00798161,glm,age10:arm_f_2_uaa10361,-0.055,1.075,ae_gi,,incident_event
48,NCT00798161,glm,age10:arm_f_2_uaa10362,-0.114,1.013,ae_gi,,incident_event
48,NCT00798161,glm,age10:arm_f_2_uaa10363,-0.086,1.056,ae_gi,,incident_event
48,NCT00798161,glm,age10:arm_f_2_uaa10364,-0.426,1.024,ae_gi,,incident_event
48,NCT00798161,glm,age10:arm_f_2_uaa10365,-0.371,1.168,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10361:sex,-0.647,2.253,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10362:sex,-0.9,2.092,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10363:sex,-0.103,2.249,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10364:sex,-0.701,2.132,ae_gi,,incident_event
48,NCT00798161,glm,arm_f_2_uaa10365:sex,-0.185,2.489,ae_gi,,incident_event
48,NCT01438814,glm,(Intercept),-5.642,1.606,ae_gi,,incident_event
48,NCT01438814,glm,age10,0.081,0.291,ae_gi,,incident_event
48,NCT01438814,glm,arm_f_2_uaa10774,0.051,2.305,ae_gi,,incident_event
48,NCT01438814,glm,sex,-0.287,0.622,ae_gi,,incident_event
48,NCT01438814,glm,age10:arm_f_2_uaa10774,-0.03,0.417,ae_gi,,incident_event
48,NCT01438814,glm,arm_f_2_uaa10774:sex,0.085,0.886,ae_gi,,incident_event
48,NCT01204294,glm,(Intercept),-8.422,4.845,ae_gi,,incident_event
48,NCT01204294,glm,age10,0.185,0.695,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10681,-0.658,6.448,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10682,4.13,6.454,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10683,-0.138,6.228,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10684,1.764,5.708,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10685,0.47,7.268,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10686,2.903,6.49,ae_gi,,incident_event
48,NCT01204294,glm,sex,0.036,1.63,ae_gi,,incident_event
48,NCT01204294,glm,age10:arm_f_2_uaa10681,0.172,0.935,ae_gi,,incident_event
48,NCT01204294,glm,age10:arm_f_2_uaa10682,-0.515,0.962,ae_gi,,incident_event
48,NCT01204294,glm,age10:arm_f_2_uaa10683,0.148,0.922,ae_gi,,incident_event
48,NCT01204294,glm,age10:arm_f_2_uaa10684,-0.266,0.826,ae_gi,,incident_event
48,NCT01204294,glm,age10:arm_f_2_uaa10685,-0.102,1.072,ae_gi,,incident_event
48,NCT01204294,glm,age10:arm_f_2_uaa10686,-0.299,0.963,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10681:sex,-0.256,1.981,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10682:sex,-0.584,2.056,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10683:sex,-0.613,1.986,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10684:sex,-0.199,1.958,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10685:sex,-0.001,2.399,ae_gi,,incident_event
48,NCT01204294,glm,arm_f_2_uaa10686:sex,-1.051,2.097,ae_gi,,incident_event
48,NCT01792518,glm,(Intercept),-8.564,2.474,ae_gi,,incident_event
48,NCT01792518,glm,age10,0.257,0.395,ae_gi,,incident_event
48,NCT01792518,glm,arm_f_2_uaa10927,4.021,3.491,ae_gi,,incident_event
48,NCT01792518,glm,sex,-0.345,0.722,ae_gi,,incident_event
48,NCT01792518,glm,age10:arm_f_2_uaa10927,-0.8,0.583,ae_gi,,incident_event
48,NCT01792518,glm,arm_f_2_uaa10927:sex,-0.038,1.223,ae_gi,,incident_event
48,NCT01210001,glm,(Intercept),-4.7,2.73,ae_gi,,incident_event
48,NCT01210001,glm,age10,-0.438,0.536,ae_gi,,incident_event
48,NCT01210001,glm,arm_f_2_uaa10689,-0.477,3.982,ae_gi,,incident_event
48,NCT01210001,glm,arm_f_2_uaa10690,-3.423,5.257,ae_gi,,incident_event
48,NCT01210001,glm,sex,-0.724,1.225,ae_gi,,incident_event
48,NCT01210001,glm,age10:arm_f_2_uaa10689,0.121,0.762,ae_gi,,incident_event
48,NCT01210001,glm,age10:arm_f_2_uaa10690,0.479,0.959,ae_gi,,incident_event
48,NCT01210001,glm,arm_f_2_uaa10689:sex,-0.107,1.676,ae_gi,,incident_event
48,NCT01210001,glm,arm_f_2_uaa10690:sex,0.892,1.863,ae_gi,,incident_event
48,NCT01177813,glm,(Intercept),-7.826,2.917,ae_gi,,incident_event
48,NCT01177813,glm,age10,0.067,0.5,ae_gi,,incident_event
48,NCT01177813,glm,arm_f_2_uaa10644,1.903,3.644,ae_gi,,incident_event
48,NCT01177813,glm,arm_f_2_uaa10645,0.725,3.761,ae_gi,,incident_event
48,NCT01177813,glm,arm_f_2_uaa10647,0.399,4.029,ae_gi,,incident_event
48,NCT01177813,glm,sex,-0.433,1.103,ae_gi,,incident_event
48,NCT01177813,glm,age10:arm_f_2_uaa10644,-0.222,0.629,ae_gi,,incident_event
48,NCT01177813,glm,age10:arm_f_2_uaa10645,-0.103,0.648,ae_gi,,incident_event
48,NCT01177813,glm,age10:arm_f_2_uaa10647,-0.019,0.694,ae_gi,,incident_event
48,NCT01177813,glm,arm_f_2_uaa10644:sex,-0.402,1.412,ae_gi,,incident_event
48,NCT01177813,glm,arm_f_2_uaa10645:sex,0.401,1.463,ae_gi,,incident_event
48,NCT01177813,glm,arm_f_2_uaa10647:sex,-0.025,1.459,ae_gi,,incident_event
48,NCT01159600,glm,(Intercept),-6.863,2.129,ae_gi,,incident_event
48,NCT01159600,glm,age10,-0.047,0.37,ae_gi,,incident_event
48,NCT01159600,glm,arm_f_2_uaa10627,0.147,2.902,ae_gi,,incident_event
48,NCT01159600,glm,arm_f_2_uaa10628,-0.926,3.28,ae_gi,,incident_event
48,NCT01159600,glm,sex,-0.194,0.705,ae_gi,,incident_event
48,NCT01159600,glm,age10:arm_f_2_uaa10627,0.016,0.506,ae_gi,,incident_event
48,NCT01159600,glm,age10:arm_f_2_uaa10628,0.089,0.564,ae_gi,,incident_event
48,NCT01159600,glm,arm_f_2_uaa10627:sex,-0.293,0.969,ae_gi,,incident_event
48,NCT01159600,glm,arm_f_2_uaa10628:sex,0.145,1.094,ae_gi,,incident_event
48,NCT01167881,glm,(Intercept),-8.641,2.154,ae_gi,,incident_event
48,NCT01167881,glm,age10,0.13,0.372,ae_gi,,incident_event
48,NCT01167881,glm,arm_f_2_uaa10635,-0.077,3.088,ae_gi,,incident_event
48,NCT01167881,glm,sex,-0.281,0.724,ae_gi,,incident_event
48,NCT01167881,glm,age10:arm_f_2_uaa10635,-0.017,0.53,ae_gi,,incident_event
48,NCT01167881,glm,arm_f_2_uaa10635:sex,0.072,1.045,ae_gi,,incident_event
48,NCT01164501,glm,(Intercept),-8.839,4.619,ae_gi,,incident_event
48,NCT01164501,glm,age10,0.165,0.703,ae_gi,,incident_event
48,NCT01164501,glm,arm_f_2_uaa10631,1.534,8.845,ae_gi,,incident_event
48,NCT01164501,glm,arm_f_2_uaa10632,0.293,5.912,ae_gi,,incident_event
48,NCT01164501,glm,sex,-0.294,1.153,ae_gi,,incident_event
48,NCT01164501,glm,age10:arm_f_2_uaa10631,-0.323,1.383,ae_gi,,incident_event
48,NCT01164501,glm,age10:arm_f_2_uaa10632,0.006,0.897,ae_gi,,incident_event
48,NCT01164501,glm,arm_f_2_uaa10631:sex,0.822,2.613,ae_gi,,incident_event
48,NCT01164501,glm,arm_f_2_uaa10632:sex,0.092,1.514,ae_gi,,incident_event
48,NCT01370005,glm,(Intercept),-5.472,4.35,ae_gi,,incident_event
48,NCT01370005,glm,age10,-0.301,0.731,ae_gi,,incident_event
48,NCT01370005,glm,arm_f_2_uaa10737,-1.801,6.668,ae_gi,,incident_event
48,NCT01370005,glm,arm_f_2_uaa10738,-0.455,5.456,ae_gi,,incident_event
48,NCT01370005,glm,sex,0.223,1.414,ae_gi,,incident_event
48,NCT01370005,glm,age10:arm_f_2_uaa10737,0.325,1.09,ae_gi,,incident_event
48,NCT01370005,glm,age10:arm_f_2_uaa10738,0.234,0.91,ae_gi,,incident_event
48,NCT01370005,glm,arm_f_2_uaa10737:sex,-0.369,1.984,ae_gi,,incident_event
48,NCT01370005,glm,arm_f_2_uaa10738:sex,-0.865,1.769,ae_gi,,incident_event
48,NCT01306214,glm,(Intercept),-7.212,3.628,ae_gi,,incident_event
48,NCT01306214,glm,age10,-0.093,0.657,ae_gi,,incident_event
48,NCT01306214,glm,arm_f_2_uaa10725,-1.189,5.728,ae_gi,,incident_event
48,NCT01306214,glm,arm_f_2_uaa10726,-0.555,5.27,ae_gi,,incident_event
48,NCT01306214,glm,sex,-0.566,1.495,ae_gi,,incident_event
48,NCT01306214,glm,age10:arm_f_2_uaa10725,0.196,1.005,ae_gi,,incident_event
48,NCT01306214,glm,age10:arm_f_2_uaa10726,0.11,0.92,ae_gi,,incident_event
48,NCT01306214,glm,arm_f_2_uaa10725:sex,0.49,1.993,ae_gi,,incident_event
48,NCT01306214,glm,arm_f_2_uaa10726:sex,0.494,1.933,ae_gi,,incident_event
48,NCT01368081,glm,(Intercept),-8.121,1.575,ae_gi,,incident_event
48,NCT01368081,glm,age10,0.183,0.239,ae_gi,,incident_event
48,NCT01368081,glm,arm_f_2_uaa10734,0.117,2.244,ae_gi,,incident_event
48,NCT01368081,glm,sex,-0.128,0.502,ae_gi,,incident_event
48,NCT01368081,glm,age10:arm_f_2_uaa10734,-0.015,0.343,ae_gi,,incident_event
48,NCT01368081,glm,arm_f_2_uaa10734:sex,-0.22,0.726,ae_gi,,incident_event
48,NCT01422876,glm,(Intercept),-7.896,3.655,ae_gi,,incident_event
48,NCT01422876,glm,age10,-0.035,0.654,ae_gi,,incident_event
48,NCT01422876,glm,arm_f_2_uaa10768,-3.205,5.705,ae_gi,,incident_event
48,NCT01422876,glm,arm_f_2_uaa10769,-0.406,5.253,ae_gi,,incident_event
48,NCT01422876,glm,arm_f_2_uaa10770,-1.035,5.349,ae_gi,,incident_event
48,NCT01422876,glm,arm_f_2_uaa10771,-1.007,5.719,ae_gi,,incident_event
48,NCT01422876,glm,sex,0.242,1.425,ae_gi,,incident_event
48,NCT01422876,glm,age10:arm_f_2_uaa10768,0.497,0.957,ae_gi,,incident_event
48,NCT01422876,glm,age10:arm_f_2_uaa10769,0.189,0.917,ae_gi,,incident_event
48,NCT01422876,glm,age10:arm_f_2_uaa10770,0.264,0.93,ae_gi,,incident_event
48,NCT01422876,glm,age10:arm_f_2_uaa10771,0.156,0.988,ae_gi,,incident_event
48,NCT01422876,glm,arm_f_2_uaa10768:sex,0.436,2.105,ae_gi,,incident_event
48,NCT01422876,glm,arm_f_2_uaa10769:sex,-0.749,1.878,ae_gi,,incident_event
48,NCT01422876,glm,arm_f_2_uaa10770:sex,-0.523,1.908,ae_gi,,incident_event
48,NCT01422876,glm,arm_f_2_uaa10771:sex,0.002,2.047,ae_gi,,incident_event
48,NCT01708902,glm,(Intercept),-6.063,4.585,ae_gi,,incident_event
48,NCT01708902,glm,age10,-0.135,0.851,ae_gi,,incident_event
48,NCT01708902,glm,arm_f_2_uaa10873,1.749,6.507,ae_gi,,incident_event
48,NCT01708902,glm,arm_f_2_uaa10874,0.824,5.799,ae_gi,,incident_event
48,NCT01708902,glm,arm_f_2_uaa10875,-0.076,6.057,ae_gi,,incident_event
48,NCT01708902,glm,arm_f_2_uaa10876,-0.639,5.684,ae_gi,,incident_event
48,NCT01708902,glm,sex,-0.414,1.596,ae_gi,,incident_event
48,NCT01708902,glm,age10:arm_f_2_uaa10873,-0.328,1.27,ae_gi,,incident_event
48,NCT01708902,glm,age10:arm_f_2_uaa10874,-0.088,1.09,ae_gi,,incident_event
48,NCT01708902,glm,age10:arm_f_2_uaa10875,0.085,1.117,ae_gi,,incident_event
48,NCT01708902,glm,age10:arm_f_2_uaa10876,0.214,1.054,ae_gi,,incident_event
48,NCT01708902,glm,arm_f_2_uaa10873:sex,-1.764,3.136,ae_gi,,incident_event
48,NCT01708902,glm,arm_f_2_uaa10874:sex,0.089,2.074,ae_gi,,incident_event
48,NCT01708902,glm,arm_f_2_uaa10875:sex,-0.383,2.186,ae_gi,,incident_event
48,NCT01708902,glm,arm_f_2_uaa10876:sex,0.184,2.043,ae_gi,,incident_event
48,NCT01064687,glm,(Intercept),-7.828,6.027,ae_gi,,incident_event
48,NCT01064687,glm,age10,0.188,1.076,ae_gi,,incident_event
48,NCT01064687,glm,arm_f_2_uaa10527,1.934,7.42,ae_gi,,incident_event
48,NCT01064687,glm,arm_f_2_uaa10529,2.184,6.837,ae_gi,,incident_event
48,NCT01064687,glm,arm_f_2_uaa10530,1.167,6.793,ae_gi,,incident_event
48,NCT01064687,glm,sex,-0.25,2.072,ae_gi,,incident_event
48,NCT01064687,glm,age10:arm_f_2_uaa10527,-0.299,1.325,ae_gi,,incident_event
48,NCT01064687,glm,age10:arm_f_2_uaa10529,-0.218,1.218,ae_gi,,incident_event
48,NCT01064687,glm,age10:arm_f_2_uaa10530,-0.081,1.205,ae_gi,,incident_event
48,NCT01064687,glm,arm_f_2_uaa10527:sex,-0.433,2.524,ae_gi,,incident_event
48,NCT01064687,glm,arm_f_2_uaa10529:sex,-0.147,2.347,ae_gi,,incident_event
48,NCT01064687,glm,arm_f_2_uaa10530:sex,-0.05,2.373,ae_gi,,incident_event
48,NCT01126580,glm,(Intercept),-6.941,3.304,ae_gi,,incident_event
48,NCT01126580,glm,age10,0.091,0.577,ae_gi,,incident_event
48,NCT01126580,glm,arm_f_2_uaa10593,1.231,4.762,ae_gi,,incident_event
48,NCT01126580,glm,arm_f_2_uaa10595,0.846,4.579,ae_gi,,incident_event
48,NCT01126580,glm,sex,-0.531,1.262,ae_gi,,incident_event
48,NCT01126580,glm,age10:arm_f_2_uaa10593,-0.278,0.849,ae_gi,,incident_event
48,NCT01126580,glm,age10:arm_f_2_uaa10595,-0.183,0.812,ae_gi,,incident_event
48,NCT01126580,glm,arm_f_2_uaa10593:sex,-0.051,1.917,ae_gi,,incident_event
48,NCT01126580,glm,arm_f_2_uaa10595:sex,0.453,1.748,ae_gi,,incident_event
48,NCT01624259,glm,(Intercept),-5.54,3.088,ae_gi,,incident_event
48,NCT01624259,glm,age10,-0.036,0.536,ae_gi,,incident_event
48,NCT01624259,glm,arm_f_2_uaa10830,-0.898,4.392,ae_gi,,incident_event
48,NCT01624259,glm,sex,-0.475,1.003,ae_gi,,incident_event
48,NCT01624259,glm,age10:arm_f_2_uaa10830,0.159,0.753,ae_gi,,incident_event
48,NCT01624259,glm,arm_f_2_uaa10830:sex,-0.005,1.416,ae_gi,,incident_event
48,NCT01769378,glm,(Intercept),-9.615,19.201,ae_gi,,incident_event
48,NCT01769378,glm,age10,0.36,3.138,ae_gi,,incident_event
48,NCT01769378,glm,arm_f_2_uaa10919,2.029,19.631,ae_gi,,incident_event
48,NCT01769378,glm,sex,-0.189,4.395,ae_gi,,incident_event
48,NCT01769378,glm,age10:arm_f_2_uaa10919,-0.174,3.209,ae_gi,,incident_event
48,NCT01769378,glm,arm_f_2_uaa10919:sex,0.396,4.593,ae_gi,,incident_event
48,NCT02152371,glm,(Intercept),-6.717,5.153,ae_gi,,incident_event
48,NCT02152371,glm,age10,-0.081,0.827,ae_gi,,incident_event
48,NCT02152371,glm,arm_f_2_uaa11060,1.481,6.415,ae_gi,,incident_event
48,NCT02152371,glm,sex,0.103,1.749,ae_gi,,incident_event
48,NCT02152371,glm,age10:arm_f_2_uaa11060,-0.084,1.025,ae_gi,,incident_event
48,NCT02152371,glm,arm_f_2_uaa11060:sex,0.046,2.107,ae_gi,,incident_event
48,NCT02597049,glm,(Intercept),-7.217,5.005,ae_gi,,incident_event
48,NCT02597049,glm,age10,0.144,0.834,ae_gi,,incident_event
48,NCT02597049,glm,arm_f_2_uaa11175,1.483,7.013,ae_gi,,incident_event
48,NCT02597049,glm,arm_f_2_uaa11176,2.169,6.022,ae_gi,,incident_event
48,NCT02597049,glm,sex,-0.914,1.735,ae_gi,,incident_event
48,NCT02597049,glm,age10:arm_f_2_uaa11175,-0.175,1.176,ae_gi,,incident_event
48,NCT02597049,glm,age10:arm_f_2_uaa11176,-0.25,1.018,ae_gi,,incident_event
48,NCT02597049,glm,arm_f_2_uaa11175:sex,-0.379,2.35,ae_gi,,incident_event
48,NCT02597049,glm,arm_f_2_uaa11176:sex,0.464,2.067,ae_gi,,incident_event
48,NCT01606007,glm,(Intercept),-6.778,2.87,ae_gi,,incident_event
48,NCT01606007,glm,age10,-0.01,0.523,ae_gi,,incident_event
48,NCT01606007,glm,arm_f_2_uaa10812,-1.023,4.854,ae_gi,,incident_event
48,NCT01606007,glm,arm_f_2_uaa10813,-4.37,5.33,ae_gi,,incident_event
48,NCT01606007,glm,sex,-0.529,1.108,ae_gi,,incident_event
48,NCT01606007,glm,age10:arm_f_2_uaa10812,-0.014,0.897,ae_gi,,incident_event
48,NCT01606007,glm,age10:arm_f_2_uaa10813,0.668,0.931,ae_gi,,incident_event
48,NCT01606007,glm,arm_f_2_uaa10812:sex,1.217,1.809,ae_gi,,incident_event
48,NCT01606007,glm,arm_f_2_uaa10813:sex,0.724,1.691,ae_gi,,incident_event
48,NCT02284893,glm,(Intercept),-9.105,4.298,ae_gi,,incident_event
48,NCT02284893,glm,age10,0.263,0.746,ae_gi,,incident_event
48,NCT02284893,glm,arm_f_2_uaa11104,2.552,5.915,ae_gi,,incident_event
48,NCT02284893,glm,sex,-0.592,1.371,ae_gi,,incident_event
48,NCT02284893,glm,age10:arm_f_2_uaa11104,-0.497,1.056,ae_gi,,incident_event
48,NCT02284893,glm,arm_f_2_uaa11104:sex,0.131,1.993,ae_gi,,incident_event
48,NCT02681094,glm,(Intercept),-7.909,4.02,ae_gi,,incident_event
48,NCT02681094,glm,age10,-0.03,0.668,ae_gi,,incident_event
48,NCT02681094,glm,arm_f_2_uaa11197,1.249,5.5,ae_gi,,incident_event
48,NCT02681094,glm,arm_f_2_uaa11198,-1.185,6.143,ae_gi,,incident_event
48,NCT02681094,glm,sex,0.761,1.537,ae_gi,,incident_event
48,NCT02681094,glm,age10:arm_f_2_uaa11197,-0.082,0.94,ae_gi,,incident_event
48,NCT02681094,glm,age10:arm_f_2_uaa11198,0.217,1.008,ae_gi,,incident_event
48,NCT02681094,glm,arm_f_2_uaa11197:sex,-1.582,2.153,ae_gi,,incident_event
48,NCT02681094,glm,arm_f_2_uaa11198:sex,-0.386,2.211,ae_gi,,incident_event
48,NCT02471404,glm,(Intercept),-6.442,3.228,ae_gi,,incident_event
48,NCT02471404,glm,age10,-0.12,0.549,ae_gi,,incident_event
48,NCT02471404,glm,arm_f_2_uaa11141,-1.461,4.36,ae_gi,,incident_event
48,NCT02471404,glm,arm_f_2_uaa11142,-2.737,5.228,ae_gi,,incident_event
48,NCT02471404,glm,sex,-0.467,0.904,ae_gi,,incident_event
48,NCT02471404,glm,age10:arm_f_2_uaa11141,0.228,0.732,ae_gi,,incident_event
48,NCT02471404,glm,age10:arm_f_2_uaa11142,0.307,0.868,ae_gi,,incident_event
48,NCT02471404,glm,arm_f_2_uaa11141:sex,0.272,1.285,ae_gi,,incident_event
48,NCT02471404,glm,arm_f_2_uaa11142:sex,0.959,1.447,ae_gi,,incident_event
48,NCT00707993,glm,(Intercept),-3.4,10.995,ae_gi,,incident_event
48,NCT00707993,glm,age10,-0.553,1.589,ae_gi,,incident_event
48,NCT00707993,glm,arm_f_2_uaa10320,-6.768,13.575,ae_gi,,incident_event
48,NCT00707993,glm,sex,-0.205,1.15,ae_gi,,incident_event
48,NCT00707993,glm,age10:arm_f_2_uaa10320,0.999,1.943,ae_gi,,incident_event
48,NCT00707993,glm,arm_f_2_uaa10320:sex,-0.173,1.565,ae_gi,,incident_event
48,NCT00968708,glm,(Intercept),-8.127,1.213,ae_gi,,incident_event
48,NCT00968708,glm,age10,0.055,0.186,ae_gi,,incident_event
48,NCT00968708,glm,arm_f_2_uaa10453,0.619,1.695,ae_gi,,incident_event
48,NCT00968708,glm,sex,-0.172,0.383,ae_gi,,incident_event
48,NCT00968708,glm,age10:arm_f_2_uaa10453,-0.082,0.26,ae_gi,,incident_event
48,NCT00968708,glm,arm_f_2_uaa10453:sex,-0.102,0.53,ae_gi,,incident_event
48,NCT00286429,glm,(Intercept),-5.461,3.127,ae_gi,,incident_event
48,NCT00286429,glm,age10,-0.216,0.568,ae_gi,,incident_event
48,NCT00286429,glm,arm_f_2_uaa10053,0.958,4.486,ae_gi,,incident_event
48,NCT00286429,glm,arm_f_2_uaa10054,2.454,4.041,ae_gi,,incident_event
48,NCT00286429,glm,sex,-0.02,1.164,ae_gi,,incident_event
48,NCT00286429,glm,age10:arm_f_2_uaa10053,-0.176,0.832,ae_gi,,incident_event
48,NCT00286429,glm,age10:arm_f_2_uaa10054,-0.355,0.748,ae_gi,,incident_event
48,NCT00286429,glm,arm_f_2_uaa10053:sex,-1.236,2.057,ae_gi,,incident_event
48,NCT00286429,glm,arm_f_2_uaa10054:sex,-1.542,2.003,ae_gi,,incident_event
48,NCT01023581,glm,(Intercept),-7.981,5.668,ae_gi,,incident_event
48,NCT01023581,glm,age10,0.139,1.025,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10491,0.787,7.894,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10492,0.282,10.953,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10493,0.882,7.142,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10494,2.857,7.494,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10495,3.845,6.795,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10496,1.15,7.542,ae_gi,,incident_event
48,NCT01023581,glm,sex,0.147,1.974,ae_gi,,incident_event
48,NCT01023581,glm,age10:arm_f_2_uaa10491,-0.041,1.402,ae_gi,,incident_event
48,NCT01023581,glm,age10:arm_f_2_uaa10492,-0.325,2.073,ae_gi,,incident_event
48,NCT01023581,glm,age10:arm_f_2_uaa10493,-0.062,1.28,ae_gi,,incident_event
48,NCT01023581,glm,age10:arm_f_2_uaa10494,-0.559,1.351,ae_gi,,incident_event
48,NCT01023581,glm,age10:arm_f_2_uaa10495,-0.588,1.253,ae_gi,,incident_event
48,NCT01023581,glm,age10:arm_f_2_uaa10496,-0.126,1.347,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10491:sex,-0.829,2.727,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10492:sex,0.316,4.059,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10493:sex,-0.228,2.51,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10494:sex,0.088,2.873,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10495:sex,-0.737,2.55,ae_gi,,incident_event
48,NCT01023581,glm,arm_f_2_uaa10496:sex,-0.664,2.732,ae_gi,,incident_event
48,NCT01890122,glm,(Intercept),-5.788,4.774,ae_gi,,incident_event
48,NCT01890122,glm,age10,-0.302,0.899,ae_gi,,incident_event
48,NCT01890122,glm,arm_f_2_uaa10957,-0.992,6.83,ae_gi,,incident_event
48,NCT01890122,glm,arm_f_2_uaa10958,0.004,6.197,ae_gi,,incident_event
48,NCT01890122,glm,arm_f_2_uaa10959,-4.755,8.964,ae_gi,,incident_event
48,NCT01890122,glm,sex,-0.433,1.85,ae_gi,,incident_event
48,NCT01890122,glm,age10:arm_f_2_uaa10957,0.158,1.232,ae_gi,,incident_event
48,NCT01890122,glm,age10:arm_f_2_uaa10958,-0.077,1.174,ae_gi,,incident_event
48,NCT01890122,glm,age10:arm_f_2_uaa10959,0.864,1.588,ae_gi,,incident_event
48,NCT01890122,glm,arm_f_2_uaa10957:sex,0.781,2.523,ae_gi,,incident_event
48,NCT01890122,glm,arm_f_2_uaa10958:sex,0.732,2.56,ae_gi,,incident_event
48,NCT01890122,glm,arm_f_2_uaa10959:sex,-1.045,3.152,ae_gi,,incident_event
48,NCT00286442,glm,(Intercept),-5.197,3.762,ae_gi,,incident_event
48,NCT00286442,glm,age10,-0.356,0.691,ae_gi,,incident_event
48,NCT00286442,glm,arm_f_2_uaa10057,-0.926,4.885,ae_gi,,incident_event
48,NCT00286442,glm,arm_f_2_uaa10058,-2.558,4.842,ae_gi,,incident_event
48,NCT00286442,glm,sex,0.311,1.501,ae_gi,,incident_event
48,NCT00286442,glm,age10:arm_f_2_uaa10057,0.161,0.892,ae_gi,,incident_event
48,NCT00286442,glm,age10:arm_f_2_uaa10058,0.432,0.881,ae_gi,,incident_event
48,NCT00286442,glm,arm_f_2_uaa10057:sex,-0.637,1.924,ae_gi,,incident_event
48,NCT00286442,glm,arm_f_2_uaa10058:sex,-0.009,1.882,ae_gi,,incident_event
48,NCT00306384,glm,(Intercept),-8.175,1.157,ae_gi,,incident_event
48,NCT00306384,glm,age10,0.047,0.202,ae_gi,,incident_event
48,NCT00306384,glm,arm_f_2_uaa10088,0.529,1.693,ae_gi,,incident_event
