trials,nct_id,models,outcome,row,col,r,nct_id2,outcome_method
54,NCT01708902,b1,hba1c,age10,sex:arm_f_2_uaa10873,-0.665,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,sex:arm_f_2_uaa10873,-0.827,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,sex:arm_f_2_uaa10873,-0.516,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,sex:arm_f_2_uaa10873,-0.523,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,sex:arm_f_2_uaa10873,-0.52,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,sex:arm_f_2_uaa10873,0.772,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),sex:arm_f_2_uaa10874,0.638,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,sex:arm_f_2_uaa10874,-0.742,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,sex:arm_f_2_uaa10874,-0.631,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,sex:arm_f_2_uaa10874,-0.519,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,sex:arm_f_2_uaa10874,-0.832,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,sex:arm_f_2_uaa10874,-0.496,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,sex:arm_f_2_uaa10874,-0.493,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,sex:arm_f_2_uaa10874,0.732,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,sex:arm_f_2_uaa10874,0.58,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),sex:arm_f_2_uaa10875,0.653,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,sex:arm_f_2_uaa10875,-0.759,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,sex:arm_f_2_uaa10875,-0.645,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,sex:arm_f_2_uaa10875,-0.531,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,sex:arm_f_2_uaa10875,-0.501,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,sex:arm_f_2_uaa10875,-0.839,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,sex:arm_f_2_uaa10875,-0.504,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,sex:arm_f_2_uaa10875,0.748,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,sex:arm_f_2_uaa10875,0.593,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,sex:arm_f_2_uaa10875,0.563,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),sex:arm_f_2_uaa10876,0.653,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,sex:arm_f_2_uaa10876,-0.759,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,sex:arm_f_2_uaa10876,-0.645,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,sex:arm_f_2_uaa10876,-0.531,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,sex:arm_f_2_uaa10876,-0.501,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,sex:arm_f_2_uaa10876,-0.508,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,sex:arm_f_2_uaa10876,-0.845,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,sex:arm_f_2_uaa10876,0.749,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,sex:arm_f_2_uaa10876,0.594,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,sex:arm_f_2_uaa10876,0.563,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10875,sex:arm_f_2_uaa10876,0.576,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),age10:arm_f_2_uaa10873,0.797,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,age10:arm_f_2_uaa10873,-0.686,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,age10:arm_f_2_uaa10873,-0.806,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,age10:arm_f_2_uaa10873,-0.986,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,age10:arm_f_2_uaa10873,-0.611,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,age10:arm_f_2_uaa10873,-0.62,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,age10:arm_f_2_uaa10873,-0.616,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,age10:arm_f_2_uaa10873,0.69,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,age10:arm_f_2_uaa10873,0.815,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,age10:arm_f_2_uaa10873,0.509,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10875,age10:arm_f_2_uaa10873,0.52,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10876,age10:arm_f_2_uaa10873,0.52,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),age10:arm_f_2_uaa10874,0.747,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,age10:arm_f_2_uaa10874,-0.643,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,age10:arm_f_2_uaa10874,-0.756,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,age10:arm_f_2_uaa10874,-0.608,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,age10:arm_f_2_uaa10874,-0.987,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,age10:arm_f_2_uaa10874,-0.581,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,age10:arm_f_2_uaa10874,-0.577,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,age10:arm_f_2_uaa10874,0.647,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,age10:arm_f_2_uaa10874,0.503,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,age10:arm_f_2_uaa10874,0.821,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10875,age10:arm_f_2_uaa10874,0.487,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10876,age10:arm_f_2_uaa10874,0.488,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10873,age10:arm_f_2_uaa10874,0.609,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),age10:arm_f_2_uaa10875,0.769,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,age10:arm_f_2_uaa10875,-0.661,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,age10:arm_f_2_uaa10875,-0.778,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,age10:arm_f_2_uaa10875,-0.626,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,age10:arm_f_2_uaa10875,-0.59,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,age10:arm_f_2_uaa10875,-0.986,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,age10:arm_f_2_uaa10875,-0.594,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,age10:arm_f_2_uaa10875,0.666,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,age10:arm_f_2_uaa10875,0.517,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,age10:arm_f_2_uaa10875,0.491,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10875,age10:arm_f_2_uaa10875,0.828,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10876,age10:arm_f_2_uaa10875,0.502,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10873,age10:arm_f_2_uaa10875,0.627,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10874,age10:arm_f_2_uaa10875,0.588,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),age10:arm_f_2_uaa10876,0.759,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,age10:arm_f_2_uaa10876,-0.653,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,age10:arm_f_2_uaa10876,-0.768,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,age10:arm_f_2_uaa10876,-0.618,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,age10:arm_f_2_uaa10876,-0.582,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,age10:arm_f_2_uaa10876,-0.59,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,age10:arm_f_2_uaa10876,-0.986,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,age10:arm_f_2_uaa10876,0.657,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,age10:arm_f_2_uaa10876,0.511,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,age10:arm_f_2_uaa10876,0.485,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10875,age10:arm_f_2_uaa10876,0.495,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10876,age10:arm_f_2_uaa10876,0.833,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10873,age10:arm_f_2_uaa10876,0.619,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10874,age10:arm_f_2_uaa10876,0.58,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10875,age10:arm_f_2_uaa10876,0.597,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),sex:age10:arm_f_2_uaa10873,-0.654,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,sex:age10:arm_f_2_uaa10873,0.763,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,sex:age10:arm_f_2_uaa10873,0.662,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10873,0.81,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10873,0.502,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10873,0.509,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10873,0.506,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,sex:age10:arm_f_2_uaa10873,-0.773,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10873,-0.984,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10873,-0.566,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10873,-0.579,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10873,-0.579,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10873,-0.821,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10873,-0.5,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10873,-0.515,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10873,-0.508,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),sex:age10:arm_f_2_uaa10874,-0.618,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,sex:age10:arm_f_2_uaa10874,0.72,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,sex:age10:arm_f_2_uaa10874,0.625,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10874,0.503,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10874,0.816,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10874,0.48,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10874,0.478,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,sex:age10:arm_f_2_uaa10874,-0.73,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10874,-0.563,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10874,-0.985,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10874,-0.546,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10874,-0.547,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10874,-0.504,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10874,-0.827,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10874,-0.486,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10874,-0.48,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10874,0.565,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),sex:age10:arm_f_2_uaa10875,-0.639,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,sex:age10:arm_f_2_uaa10875,0.745,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,sex:age10:arm_f_2_uaa10875,0.647,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10875,0.52,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10875,0.49,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10875,0.82,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10875,0.494,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,sex:age10:arm_f_2_uaa10875,-0.755,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10875,-0.583,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10875,-0.553,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10875,-0.984,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10875,-0.565,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10875,-0.521,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10875,-0.489,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10875,-0.831,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10875,-0.497,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10875,0.584,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10875,0.552,NCT01708902,baseline
54,NCT01708902,b1,hba1c,(Intercept),sex:age10:arm_f_2_uaa10876,-0.638,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex,sex:age10:arm_f_2_uaa10876,0.744,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10,sex:age10:arm_f_2_uaa10876,0.646,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10876,0.519,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10876,0.489,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10876,0.496,NCT01708902,baseline
54,NCT01708902,b1,hba1c,arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10876,0.829,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10,sex:age10:arm_f_2_uaa10876,-0.754,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10876,-0.582,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10876,-0.552,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10876,-0.564,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10876,-0.984,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10876,-0.52,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10876,-0.488,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10876,-0.502,NCT01708902,baseline
54,NCT01708902,b1,hba1c,age10:arm_f_2_uaa10876,sex:age10:arm_f_2_uaa10876,-0.84,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10:arm_f_2_uaa10873,sex:age10:arm_f_2_uaa10876,0.583,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10:arm_f_2_uaa10874,sex:age10:arm_f_2_uaa10876,0.551,NCT01708902,baseline
54,NCT01708902,b1,hba1c,sex:age10:arm_f_2_uaa10875,sex:age10:arm_f_2_uaa10876,0.57,NCT01708902,baseline
54,NCT01064687,b1,hba1c,(Intercept),sex,-0.774,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),age10,-0.984,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,age10,0.762,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),arm_f_2_uaa10527,-0.79,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,arm_f_2_uaa10527,0.611,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,arm_f_2_uaa10527,0.777,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),arm_f_2_uaa10529,-0.808,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,arm_f_2_uaa10529,0.625,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,arm_f_2_uaa10529,0.795,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10527,arm_f_2_uaa10529,0.638,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),arm_f_2_uaa10530,-0.834,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,arm_f_2_uaa10530,0.645,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,arm_f_2_uaa10530,0.821,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10527,arm_f_2_uaa10530,0.659,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10529,arm_f_2_uaa10530,0.674,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),sex:age10,0.768,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,sex:age10,-0.984,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,sex:age10,-0.78,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10527,sex:age10,-0.606,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10529,sex:age10,-0.62,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10530,sex:age10,-0.64,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),sex:arm_f_2_uaa10527,0.613,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,sex:arm_f_2_uaa10527,-0.793,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,sex:arm_f_2_uaa10527,-0.604,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10527,sex:arm_f_2_uaa10527,-0.776,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10529,sex:arm_f_2_uaa10527,-0.496,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10530,sex:arm_f_2_uaa10527,-0.511,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:age10,sex:arm_f_2_uaa10527,0.78,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),sex:arm_f_2_uaa10529,0.62,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,sex:arm_f_2_uaa10529,-0.801,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,sex:arm_f_2_uaa10529,-0.61,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10527,sex:arm_f_2_uaa10529,-0.49,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10529,sex:arm_f_2_uaa10529,-0.767,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10530,sex:arm_f_2_uaa10529,-0.517,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:age10,sex:arm_f_2_uaa10529,0.789,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:arm_f_2_uaa10527,sex:arm_f_2_uaa10529,0.635,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),sex:arm_f_2_uaa10530,0.634,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,sex:arm_f_2_uaa10530,-0.819,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,sex:arm_f_2_uaa10530,-0.623,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10527,sex:arm_f_2_uaa10530,-0.5,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10529,sex:arm_f_2_uaa10530,-0.512,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10530,sex:arm_f_2_uaa10530,-0.76,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:age10,sex:arm_f_2_uaa10530,0.806,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:arm_f_2_uaa10527,sex:arm_f_2_uaa10530,0.649,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:arm_f_2_uaa10529,sex:arm_f_2_uaa10530,0.656,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),age10:arm_f_2_uaa10527,0.784,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,age10:arm_f_2_uaa10527,-0.607,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,age10:arm_f_2_uaa10527,-0.797,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10527,age10:arm_f_2_uaa10527,-0.985,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10529,age10:arm_f_2_uaa10527,-0.634,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10530,age10:arm_f_2_uaa10527,-0.654,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:age10,age10:arm_f_2_uaa10527,0.622,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:arm_f_2_uaa10527,age10:arm_f_2_uaa10527,0.765,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:arm_f_2_uaa10529,age10:arm_f_2_uaa10527,0.486,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:arm_f_2_uaa10530,age10:arm_f_2_uaa10527,0.497,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),age10:arm_f_2_uaa10529,0.802,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,age10:arm_f_2_uaa10529,-0.62,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,age10:arm_f_2_uaa10529,-0.815,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10527,age10:arm_f_2_uaa10529,-0.633,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10529,age10:arm_f_2_uaa10529,-0.984,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10530,age10:arm_f_2_uaa10529,-0.669,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:age10,age10:arm_f_2_uaa10529,0.636,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:arm_f_2_uaa10527,age10:arm_f_2_uaa10529,0.492,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:arm_f_2_uaa10529,age10:arm_f_2_uaa10529,0.756,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:arm_f_2_uaa10530,age10:arm_f_2_uaa10529,0.508,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10:arm_f_2_uaa10527,age10:arm_f_2_uaa10529,0.649,NCT01064687,baseline
54,NCT01064687,b1,hba1c,(Intercept),age10:arm_f_2_uaa10530,0.827,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex,age10:arm_f_2_uaa10530,-0.64,NCT01064687,baseline
54,NCT01064687,b1,hba1c,age10,age10:arm_f_2_uaa10530,-0.84,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10527,age10:arm_f_2_uaa10530,-0.653,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10529,age10:arm_f_2_uaa10530,-0.668,NCT01064687,baseline
54,NCT01064687,b1,hba1c,arm_f_2_uaa10530,age10:arm_f_2_uaa10530,-0.984,NCT01064687,baseline
54,NCT01064687,b1,hba1c,sex:age10,age10:arm_f_2_uaa10530,0.656,NCT01064687,baseline
