nct_id,nct_id2,models,row,col,r
NCT02025907,NCT02025907,b1,arm_f_2_uaa11013,sex:arm_f_2_uaa11013,-0.771
NCT02025907,NCT02025907,b1,sex:age10,sex:arm_f_2_uaa11013,0.658
NCT02025907,NCT02025907,b1,(Intercept),age10:arm_f_2_uaa11013,0.612
NCT02025907,NCT02025907,b1,sex,age10:arm_f_2_uaa11013,-0.446
NCT02025907,NCT02025907,b1,age10,age10:arm_f_2_uaa11013,-0.621
NCT02025907,NCT02025907,b1,arm_f_2_uaa11013,age10:arm_f_2_uaa11013,-0.986
NCT02025907,NCT02025907,b1,sex:age10,age10:arm_f_2_uaa11013,0.448
NCT02025907,NCT02025907,b1,sex:arm_f_2_uaa11013,age10:arm_f_2_uaa11013,0.76
NCT02025907,NCT02025907,b1,(Intercept),sex:age10:arm_f_2_uaa11013,-0.471
NCT02025907,NCT02025907,b1,sex,sex:age10:arm_f_2_uaa11013,0.654
NCT02025907,NCT02025907,b1,age10,sex:age10:arm_f_2_uaa11013,0.479
NCT02025907,NCT02025907,b1,arm_f_2_uaa11013,sex:age10:arm_f_2_uaa11013,0.76
NCT02025907,NCT02025907,b1,sex:age10,sex:age10:arm_f_2_uaa11013,-0.664
NCT02025907,NCT02025907,b1,sex:arm_f_2_uaa11013,sex:age10:arm_f_2_uaa11013,-0.986
NCT02025907,NCT02025907,b1,age10:arm_f_2_uaa11013,sex:age10:arm_f_2_uaa11013,-0.771
NCT02065791,NCT02065791,b1,(Intercept),sex,-0.818
NCT02065791,NCT02065791,b1,(Intercept),age10,-0.984
NCT02065791,NCT02065791,b1,sex,age10,0.805
NCT02065791,NCT02065791,b1,(Intercept),arm_f_2_uaa11038,-0.72
NCT02065791,NCT02065791,b1,sex,arm_f_2_uaa11038,0.589
NCT02065791,NCT02065791,b1,age10,arm_f_2_uaa11038,0.709
NCT02065791,NCT02065791,b1,(Intercept),sex:age10,0.808
NCT02065791,NCT02065791,b1,sex,sex:age10,-0.984
NCT02065791,NCT02065791,b1,age10,sex:age10,-0.821
NCT02065791,NCT02065791,b1,arm_f_2_uaa11038,sex:age10,-0.582
NCT02065791,NCT02065791,b1,(Intercept),sex:arm_f_2_uaa11038,0.583
NCT02065791,NCT02065791,b1,sex,sex:arm_f_2_uaa11038,-0.713
NCT02065791,NCT02065791,b1,age10,sex:arm_f_2_uaa11038,-0.574
NCT02065791,NCT02065791,b1,arm_f_2_uaa11038,sex:arm_f_2_uaa11038,-0.81
NCT02065791,NCT02065791,b1,sex:age10,sex:arm_f_2_uaa11038,0.701
NCT02065791,NCT02065791,b1,(Intercept),age10:arm_f_2_uaa11038,0.711
NCT02065791,NCT02065791,b1,sex,age10:arm_f_2_uaa11038,-0.581
NCT02065791,NCT02065791,b1,age10,age10:arm_f_2_uaa11038,-0.722
NCT02065791,NCT02065791,b1,arm_f_2_uaa11038,age10:arm_f_2_uaa11038,-0.984
NCT02065791,NCT02065791,b1,sex:age10,age10:arm_f_2_uaa11038,0.593
NCT02065791,NCT02065791,b1,sex:arm_f_2_uaa11038,age10:arm_f_2_uaa11038,0.797
NCT02065791,NCT02065791,b1,(Intercept),sex:age10:arm_f_2_uaa11038,-0.576
NCT02065791,NCT02065791,b1,sex,sex:age10:arm_f_2_uaa11038,0.702
NCT02065791,NCT02065791,b1,age10,sex:age10:arm_f_2_uaa11038,0.586
NCT02065791,NCT02065791,b1,arm_f_2_uaa11038,sex:age10:arm_f_2_uaa11038,0.798
NCT02065791,NCT02065791,b1,sex:age10,sex:age10:arm_f_2_uaa11038,-0.714
NCT02065791,NCT02065791,b1,sex:arm_f_2_uaa11038,sex:age10:arm_f_2_uaa11038,-0.984
NCT02065791,NCT02065791,b1,age10:arm_f_2_uaa11038,sex:age10:arm_f_2_uaa11038,-0.811
NCT00968812,NCT00968812,f1,(Intercept),value_1,-0.985
NCT00968812,NCT00968812,f1,(Intercept),arm_f_2_uaa10456,-0.15
NCT00968812,NCT00968812,f1,value_1,arm_f_2_uaa10456,0.029
NCT00968812,NCT00968812,f1,(Intercept),arm_f_2_uaa10457,-0.143
NCT00968812,NCT00968812,f1,value_1,arm_f_2_uaa10457,0.023
NCT00968812,NCT00968812,f1,arm_f_2_uaa10456,arm_f_2_uaa10457,0.5
NCT01032629,NCT01032629,f1,(Intercept),value_1,-0.982
NCT01032629,NCT01032629,f1,(Intercept),arm_f_2_uaa10512,-0.116
NCT01032629,NCT01032629,f1,value_1,arm_f_2_uaa10512,-0.02
NCT01032629,NCT01032629,f1,(Intercept),arm_f_2_uaa10514,-0.136
NCT01032629,NCT01032629,f1,value_1,arm_f_2_uaa10514,0.001
NCT01032629,NCT01032629,f1,arm_f_2_uaa10512,arm_f_2_uaa10514,0.504
NCT01106625,NCT01106625,f1,(Intercept),value_1,-0.981
NCT01106625,NCT01106625,f1,(Intercept),arm_f_2_uaa10569,-0.146
NCT01106625,NCT01106625,f1,value_1,arm_f_2_uaa10569,0.008
NCT01106625,NCT01106625,f1,(Intercept),arm_f_2_uaa10570,-0.129
NCT01106625,NCT01106625,f1,value_1,arm_f_2_uaa10570,-0.008
NCT01106625,NCT01106625,f1,arm_f_2_uaa10569,arm_f_2_uaa10570,0.506
NCT01081834,NCT01081834,f1,(Intercept),value_1,-0.978
NCT01081834,NCT01081834,f1,(Intercept),arm_f_2_uaa10548,-0.119
NCT01081834,NCT01081834,f1,value_1,arm_f_2_uaa10548,-0.028
NCT01081834,NCT01081834,f1,(Intercept),arm_f_2_uaa10549,-0.143
NCT01081834,NCT01081834,f1,value_1,arm_f_2_uaa10549,-0.005
NCT01081834,NCT01081834,f1,arm_f_2_uaa10548,arm_f_2_uaa10549,0.503
NCT01106651,NCT01106651,f1,(Intercept),value_1,-0.985
NCT01106651,NCT01106651,f1,(Intercept),arm_f_2_uaa10573,-0.116
NCT01106651,NCT01106651,f1,value_1,arm_f_2_uaa10573,-0.007
NCT01106651,NCT01106651,f1,(Intercept),arm_f_2_uaa10574,-0.158
NCT01106651,NCT01106651,f1,value_1,arm_f_2_uaa10574,0.037
NCT01106651,NCT01106651,f1,arm_f_2_uaa10573,arm_f_2_uaa10574,0.502
NCT01106677,NCT01106677,f1,(Intercept),value_1,-0.959
NCT01106677,NCT01106677,f1,(Intercept),arm_f_2_uaa10577,-0.237
NCT01106677,NCT01106677,f1,value_1,arm_f_2_uaa10577,0.006
NCT01106677,NCT01106677,f1,(Intercept),arm_f_2_uaa10578,-0.234
NCT01106677,NCT01106677,f1,value_1,arm_f_2_uaa10578,0.003
NCT01106677,NCT01106677,f1,arm_f_2_uaa10577,arm_f_2_uaa10578,0.666
NCT01106677,NCT01106677,f1,(Intercept),arm_f_2_uaa10580,-0.243
NCT01106677,NCT01106677,f1,value_1,arm_f_2_uaa10580,0.013
NCT01106677,NCT01106677,f1,arm_f_2_uaa10577,arm_f_2_uaa10580,0.665
NCT01106677,NCT01106677,f1,arm_f_2_uaa10578,arm_f_2_uaa10580,0.663
NCT01106690,NCT01106690,f1,(Intercept),value_1,-0.98
NCT01106690,NCT01106690,f1,(Intercept),arm_f_2_uaa10582,-0.199
NCT01106690,NCT01106690,f1,value_1,arm_f_2_uaa10582,0.06
NCT01106690,NCT01106690,f1,(Intercept),arm_f_2_uaa10583,-0.139
NCT01106690,NCT01106690,f1,value_1,arm_f_2_uaa10583,-0.001
NCT01106690,NCT01106690,f1,arm_f_2_uaa10582,arm_f_2_uaa10583,0.493
NCT01137812,NCT01137812,f1,(Intercept),value_1,-0.987
NCT01137812,NCT01137812,f1,(Intercept),arm_f_2_uaa10614,-0.117
NCT01137812,NCT01137812,f1,value_1,arm_f_2_uaa10614,0.005
NCT01381900,NCT01381900,f1,(Intercept),value_1,-0.982
NCT01381900,NCT01381900,f1,(Intercept),arm_f_2_uaa10741,-0.119
NCT01381900,NCT01381900,f1,value_1,arm_f_2_uaa10741,-0.013
NCT01381900,NCT01381900,f1,(Intercept),arm_f_2_uaa10742,-0.12
NCT01381900,NCT01381900,f1,value_1,arm_f_2_uaa10742,-0.012
NCT01381900,NCT01381900,f1,arm_f_2_uaa10741,arm_f_2_uaa10742,0.499
NCT01809327,NCT01809327,f1,(Intercept),value_1,-0.958
NCT01809327,NCT01809327,f1,(Intercept),arm_f_2_uaa10933,-0.209
NCT01809327,NCT01809327,f1,value_1,arm_f_2_uaa10933,0.006
NCT01809327,NCT01809327,f1,(Intercept),arm_f_2_uaa10934,-0.202
NCT01809327,NCT01809327,f1,value_1,arm_f_2_uaa10934,-0.001
NCT01809327,NCT01809327,f1,arm_f_2_uaa10933,arm_f_2_uaa10934,0.498
NCT01809327,NCT01809327,f1,(Intercept),arm_f_2_uaa10935,-0.201
NCT01809327,NCT01809327,f1,value_1,arm_f_2_uaa10935,-0.002
NCT01809327,NCT01809327,f1,arm_f_2_uaa10933,arm_f_2_uaa10935,0.499
NCT01809327,NCT01809327,f1,arm_f_2_uaa10934,arm_f_2_uaa10935,0.499
NCT01809327,NCT01809327,f1,(Intercept),arm_f_2_uaa10936,-0.178
NCT01809327,NCT01809327,f1,value_1,arm_f_2_uaa10936,-0.026
NCT01809327,NCT01809327,f1,arm_f_2_uaa10933,arm_f_2_uaa10936,0.499
NCT01809327,NCT01809327,f1,arm_f_2_uaa10934,arm_f_2_uaa10936,0.499
NCT01809327,NCT01809327,f1,arm_f_2_uaa10935,arm_f_2_uaa10936,0.5
NCT01989754,NCT01989754,f1,(Intercept),value_1,-0.987
NCT01989754,NCT01989754,f1,(Intercept),arm_f_2_uaa10994,-0.101
NCT01989754,NCT01989754,f1,value_1,arm_f_2_uaa10994,-0.012
NCT02025907,NCT02025907,f1,(Intercept),value_1,-0.99
NCT02025907,NCT02025907,f1,(Intercept),arm_f_2_uaa11013,-0.01
NCT02025907,NCT02025907,f1,value_1,arm_f_2_uaa11013,-0.089
NCT02065791,NCT02065791,f1,(Intercept),value_1,-0.976
NCT02065791,NCT02065791,f1,(Intercept),arm_f_2_uaa11038,-0.149
NCT02065791,NCT02065791,f1,value_1,arm_f_2_uaa11038,-0.006
NCT00968812,NCT00968812,f2,(Intercept),value_1,-0.717
NCT00968812,NCT00968812,f2,(Intercept),age10,-0.74
NCT00968812,NCT00968812,f2,value_1,age10,0.076
NCT00968812,NCT00968812,f2,(Intercept),arm_f_2_uaa10456,-0.524
NCT00968812,NCT00968812,f2,value_1,arm_f_2_uaa10456,0.029
NCT00968812,NCT00968812,f2,age10,arm_f_2_uaa10456,0.712
NCT00968812,NCT00968812,f2,(Intercept),arm_f_2_uaa10457,-0.528
NCT00968812,NCT00968812,f2,value_1,arm_f_2_uaa10457,0.041
NCT00968812,NCT00968812,f2,age10,arm_f_2_uaa10457,0.707
NCT00968812,NCT00968812,f2,arm_f_2_uaa10456,arm_f_2_uaa10457,0.517
NCT00968812,NCT00968812,f2,(Intercept),age10:arm_f_2_uaa10456,0.515
NCT00968812,NCT00968812,f2,value_1,age10:arm_f_2_uaa10456,-0.025
NCT00968812,NCT00968812,f2,age10,age10:arm_f_2_uaa10456,-0.722
NCT00968812,NCT00968812,f2,arm_f_2_uaa10456,age10:arm_f_2_uaa10456,-0.986
NCT00968812,NCT00968812,f2,arm_f_2_uaa10457,age10:arm_f_2_uaa10456,-0.511
NCT00968812,NCT00968812,f2,(Intercept),age10:arm_f_2_uaa10457,0.517
NCT00968812,NCT00968812,f2,value_1,age10:arm_f_2_uaa10457,-0.037
NCT00968812,NCT00968812,f2,age10,age10:arm_f_2_uaa10457,-0.714
NCT00968812,NCT00968812,f2,arm_f_2_uaa10456,age10:arm_f_2_uaa10457,-0.508
NCT00968812,NCT00968812,f2,arm_f_2_uaa10457,age10:arm_f_2_uaa10457,-0.986
NCT00968812,NCT00968812,f2,age10:arm_f_2_uaa10456,age10:arm_f_2_uaa10457,0.516
NCT01032629,NCT01032629,f2,(Intercept),value_1,-0.589
NCT01032629,NCT01032629,f2,(Intercept),age10,-0.835
NCT01032629,NCT01032629,f2,value_1,age10,0.06
NCT01032629,NCT01032629,f2,(Intercept),arm_f_2_uaa10512,-0.573
NCT01032629,NCT01032629,f2,value_1,arm_f_2_uaa10512,-0.011
NCT01032629,NCT01032629,f2,age10,arm_f_2_uaa10512,0.709
NCT01032629,NCT01032629,f2,(Intercept),arm_f_2_uaa10514,-0.579
NCT01032629,NCT01032629,f2,value_1,arm_f_2_uaa10514,0.001
NCT01032629,NCT01032629,f2,age10,arm_f_2_uaa10514,0.709
NCT01032629,NCT01032629,f2,arm_f_2_uaa10512,arm_f_2_uaa10514,0.513
NCT01032629,NCT01032629,f2,(Intercept),age10:arm_f_2_uaa10512,0.569
NCT01032629,NCT01032629,f2,value_1,age10:arm_f_2_uaa10512,0.008
NCT01032629,NCT01032629,f2,age10,age10:arm_f_2_uaa10512,-0.715
NCT01032629,NCT01032629,f2,arm_f_2_uaa10512,age10:arm_f_2_uaa10512,-0.991
NCT01032629,NCT01032629,f2,arm_f_2_uaa10514,age10:arm_f_2_uaa10512,-0.509
NCT01032629,NCT01032629,f2,(Intercept),age10:arm_f_2_uaa10514,0.577
NCT01032629,NCT01032629,f2,value_1,age10:arm_f_2_uaa10514,-0.002
NCT01032629,NCT01032629,f2,age10,age10:arm_f_2_uaa10514,-0.718
NCT01032629,NCT01032629,f2,arm_f_2_uaa10512,age10:arm_f_2_uaa10514,-0.512
NCT01032629,NCT01032629,f2,arm_f_2_uaa10514,age10:arm_f_2_uaa10514,-0.991
NCT01032629,NCT01032629,f2,age10:arm_f_2_uaa10512,age10:arm_f_2_uaa10514,0.516
NCT01106625,NCT01106625,f2,(Intercept),value_1,-0.626
NCT01106625,NCT01106625,f2,(Intercept),age10,-0.824
NCT01106625,NCT01106625,f2,value_1,age10,0.088
NCT01106625,NCT01106625,f2,(Intercept),arm_f_2_uaa10569,-0.648
NCT01106625,NCT01106625,f2,value_1,arm_f_2_uaa10569,0.048
NCT01106625,NCT01106625,f2,age10,arm_f_2_uaa10569,0.786
NCT01106625,NCT01106625,f2,(Intercept),arm_f_2_uaa10570,-0.595
NCT01106625,NCT01106625,f2,value_1,arm_f_2_uaa10570,0.023
NCT01106625,NCT01106625,f2,age10,arm_f_2_uaa10570,0.736
NCT01106625,NCT01106625,f2,arm_f_2_uaa10569,arm_f_2_uaa10570,0.591
NCT01106625,NCT01106625,f2,(Intercept),age10:arm_f_2_uaa10569,0.645
NCT01106625,NCT01106625,f2,value_1,age10:arm_f_2_uaa10569,-0.048
NCT01106625,NCT01106625,f2,age10,age10:arm_f_2_uaa10569,-0.798
NCT01106625,NCT01106625,f2,arm_f_2_uaa10569,age10:arm_f_2_uaa10569,-0.988
NCT01106625,NCT01106625,f2,arm_f_2_uaa10570,age10:arm_f_2_uaa10569,-0.589
NCT01106625,NCT01106625,f2,(Intercept),age10:arm_f_2_uaa10570,0.587
NCT01106625,NCT01106625,f2,value_1,age10:arm_f_2_uaa10570,-0.024
NCT01106625,NCT01106625,f2,age10,age10:arm_f_2_uaa10570,-0.74
NCT01106625,NCT01106625,f2,arm_f_2_uaa10569,age10:arm_f_2_uaa10570,-0.583
NCT01106625,NCT01106625,f2,arm_f_2_uaa10570,age10:arm_f_2_uaa10570,-0.989
NCT01106625,NCT01106625,f2,age10:arm_f_2_uaa10569,age10:arm_f_2_uaa10570,0.592
NCT01081834,NCT01081834,f2,(Intercept),value_1,-0.702
NCT01081834,NCT01081834,f2,(Intercept),age10,-0.747
NCT01081834,NCT01081834,f2,value_1,age10,0.072
NCT01081834,NCT01081834,f2,(Intercept),arm_f_2_uaa10548,-0.483
NCT01081834,NCT01081834,f2,value_1,arm_f_2_uaa10548,-0.031
NCT01081834,NCT01081834,f2,age10,arm_f_2_uaa10548,0.692
NCT01081834,NCT01081834,f2,(Intercept),arm_f_2_uaa10549,-0.548
NCT01081834,NCT01081834,f2,value_1,arm_f_2_uaa10549,0.088
NCT01081834,NCT01081834,f2,age10,arm_f_2_uaa10549,0.676
NCT01081834,NCT01081834,f2,arm_f_2_uaa10548,arm_f_2_uaa10549,0.482
NCT01081834,NCT01081834,f2,(Intercept),age10:arm_f_2_uaa10548,0.473
NCT01081834,NCT01081834,f2,value_1,age10:arm_f_2_uaa10548,0.027
NCT01081834,NCT01081834,f2,age10,age10:arm_f_2_uaa10548,-0.701
NCT01081834,NCT01081834,f2,arm_f_2_uaa10548,age10:arm_f_2_uaa10548,-0.981
NCT01081834,NCT01081834,f2,arm_f_2_uaa10549,age10:arm_f_2_uaa10548,-0.471
NCT01081834,NCT01081834,f2,(Intercept),age10:arm_f_2_uaa10549,0.539
NCT01081834,NCT01081834,f2,value_1,age10:arm_f_2_uaa10549,-0.09
NCT01081834,NCT01081834,f2,age10,age10:arm_f_2_uaa10549,-0.686
NCT01081834,NCT01081834,f2,arm_f_2_uaa10548,age10:arm_f_2_uaa10549,-0.471
NCT01081834,NCT01081834,f2,arm_f_2_uaa10549,age10:arm_f_2_uaa10549,-0.983
NCT01081834,NCT01081834,f2,age10:arm_f_2_uaa10548,age10:arm_f_2_uaa10549,0.478
NCT01106651,NCT01106651,f2,(Intercept),value_1,-0.55
NCT01106651,NCT01106651,f2,(Intercept),age10,-0.875
NCT01106651,NCT01106651,f2,value_1,age10,0.087
NCT01106651,NCT01106651,f2,(Intercept),arm_f_2_uaa10573,-0.599
NCT01106651,NCT01106651,f2,value_1,arm_f_2_uaa10573,0.003
NCT01106651,NCT01106651,f2,age10,arm_f_2_uaa10573,0.71
NCT01106651,NCT01106651,f2,(Intercept),arm_f_2_uaa10574,-0.587
NCT01106651,NCT01106651,f2,value_1,arm_f_2_uaa10574,0.026
NCT01106651,NCT01106651,f2,age10,arm_f_2_uaa10574,0.683
NCT01106651,NCT01106651,f2,arm_f_2_uaa10573,arm_f_2_uaa10574,0.491
NCT01106651,NCT01106651,f2,(Intercept),age10:arm_f_2_uaa10573,0.602
NCT01106651,NCT01106651,f2,value_1,age10:arm_f_2_uaa10573,-0.005
NCT01106651,NCT01106651,f2,age10,age10:arm_f_2_uaa10573,-0.72
NCT01106651,NCT01106651,f2,arm_f_2_uaa10573,age10:arm_f_2_uaa10573,-0.995
NCT01106651,NCT01106651,f2,arm_f_2_uaa10574,age10:arm_f_2_uaa10573,-0.493
NCT01106651,NCT01106651,f2,(Intercept),age10:arm_f_2_uaa10574,0.584
NCT01106651,NCT01106651,f2,value_1,age10:arm_f_2_uaa10574,-0.023
NCT01106651,NCT01106651,f2,age10,age10:arm_f_2_uaa10574,-0.687
NCT01106651,NCT01106651,f2,arm_f_2_uaa10573,age10:arm_f_2_uaa10574,-0.49
NCT01106651,NCT01106651,f2,arm_f_2_uaa10574,age10:arm_f_2_uaa10574,-0.995
NCT01106651,NCT01106651,f2,age10:arm_f_2_uaa10573,age10:arm_f_2_uaa10574,0.497
NCT01106677,NCT01106677,f2,(Intercept),value_1,-0.549
NCT01106677,NCT01106677,f2,(Intercept),age10,-0.851
NCT01106677,NCT01106677,f2,value_1,age10,0.054
NCT01106677,NCT01106677,f2,(Intercept),arm_f_2_uaa10577,-0.696
NCT01106677,NCT01106677,f2,value_1,arm_f_2_uaa10577,0.035
NCT01106677,NCT01106677,f2,age10,arm_f_2_uaa10577,0.798
NCT01106677,NCT01106677,f2,(Intercept),arm_f_2_uaa10578,-0.685
NCT01106677,NCT01106677,f2,value_1,arm_f_2_uaa10578,0.029
NCT01106677,NCT01106677,f2,age10,arm_f_2_uaa10578,0.788
NCT01106677,NCT01106677,f2,arm_f_2_uaa10577,arm_f_2_uaa10578,0.649
NCT01106677,NCT01106677,f2,(Intercept),arm_f_2_uaa10580,-0.682
NCT01106677,NCT01106677,f2,value_1,arm_f_2_uaa10580,0.004
NCT01106677,NCT01106677,f2,age10,arm_f_2_uaa10580,0.8
NCT01106677,NCT01106677,f2,arm_f_2_uaa10577,arm_f_2_uaa10580,0.659
NCT01106677,NCT01106677,f2,arm_f_2_uaa10578,arm_f_2_uaa10580,0.652
NCT01106677,NCT01106677,f2,(Intercept),age10:arm_f_2_uaa10577,0.685
NCT01106677,NCT01106677,f2,value_1,age10:arm_f_2_uaa10577,-0.034
NCT01106677,NCT01106677,f2,age10,age10:arm_f_2_uaa10577,-0.81
NCT01106677,NCT01106677,f2,arm_f_2_uaa10577,age10:arm_f_2_uaa10577,-0.984
NCT01106677,NCT01106677,f2,arm_f_2_uaa10578,age10:arm_f_2_uaa10577,-0.639
NCT01106677,NCT01106677,f2,arm_f_2_uaa10580,age10:arm_f_2_uaa10577,-0.649
NCT01106677,NCT01106677,f2,(Intercept),age10:arm_f_2_uaa10578,0.674
NCT01106677,NCT01106677,f2,value_1,age10:arm_f_2_uaa10578,-0.029
NCT01106677,NCT01106677,f2,age10,age10:arm_f_2_uaa10578,-0.801
NCT01106677,NCT01106677,f2,arm_f_2_uaa10577,age10:arm_f_2_uaa10578,-0.639
NCT01106677,NCT01106677,f2,arm_f_2_uaa10578,age10:arm_f_2_uaa10578,-0.985
NCT01106677,NCT01106677,f2,arm_f_2_uaa10580,age10:arm_f_2_uaa10578,-0.641
NCT01106677,NCT01106677,f2,age10:arm_f_2_uaa10577,age10:arm_f_2_uaa10578,0.649
NCT01106677,NCT01106677,f2,(Intercept),age10:arm_f_2_uaa10580,0.671
NCT01106677,NCT01106677,f2,value_1,age10:arm_f_2_uaa10580,-0.002
NCT01106677,NCT01106677,f2,age10,age10:arm_f_2_uaa10580,-0.813
NCT01106677,NCT01106677,f2,arm_f_2_uaa10577,age10:arm_f_2_uaa10580,-0.649
NCT01106677,NCT01106677,f2,arm_f_2_uaa10578,age10:arm_f_2_uaa10580,-0.641
NCT01106677,NCT01106677,f2,arm_f_2_uaa10580,age10:arm_f_2_uaa10580,-0.984
NCT01106677,NCT01106677,f2,age10:arm_f_2_uaa10577,age10:arm_f_2_uaa10580,0.659
NCT01106677,NCT01106677,f2,age10:arm_f_2_uaa10578,age10:arm_f_2_uaa10580,0.652
NCT01106690,NCT01106690,f2,(Intercept),value_1,-0.685
NCT01106690,NCT01106690,f2,(Intercept),age10,-0.802
NCT01106690,NCT01106690,f2,value_1,age10,0.13
NCT01106690,NCT01106690,f2,(Intercept),arm_f_2_uaa10582,-0.561
NCT01106690,NCT01106690,f2,value_1,arm_f_2_uaa10582,0.043
NCT01106690,NCT01106690,f2,age10,arm_f_2_uaa10582,0.72
NCT01106690,NCT01106690,f2,(Intercept),arm_f_2_uaa10583,-0.576
NCT01106690,NCT01106690,f2,value_1,arm_f_2_uaa10583,0.055
NCT01106690,NCT01106690,f2,age10,arm_f_2_uaa10583,0.729
NCT01106690,NCT01106690,f2,arm_f_2_uaa10582,arm_f_2_uaa10583,0.541
NCT01106690,NCT01106690,f2,(Intercept),age10:arm_f_2_uaa10582,0.54
NCT01106690,NCT01106690,f2,value_1,age10:arm_f_2_uaa10582,-0.031
NCT01106690,NCT01106690,f2,age10,age10:arm_f_2_uaa10582,-0.72
NCT01106690,NCT01106690,f2,arm_f_2_uaa10582,age10:arm_f_2_uaa10582,-0.985
NCT01106690,NCT01106690,f2,arm_f_2_uaa10583,age10:arm_f_2_uaa10582,-0.527
NCT01106690,NCT01106690,f2,(Intercept),age10:arm_f_2_uaa10583,0.562
NCT01106690,NCT01106690,f2,value_1,age10:arm_f_2_uaa10583,-0.054
NCT01106690,NCT01106690,f2,age10,age10:arm_f_2_uaa10583,-0.731
NCT01106690,NCT01106690,f2,arm_f_2_uaa10582,age10:arm_f_2_uaa10583,-0.528
NCT01106690,NCT01106690,f2,arm_f_2_uaa10583,age10:arm_f_2_uaa10583,-0.985
NCT01106690,NCT01106690,f2,age10:arm_f_2_uaa10582,age10:arm_f_2_uaa10583,0.529
NCT01137812,NCT01137812,f2,(Intercept),value_1,-0.742
NCT01137812,NCT01137812,f2,(Intercept),age10,-0.736
NCT01137812,NCT01137812,f2,value_1,age10,0.105
NCT01137812,NCT01137812,f2,(Intercept),arm_f_2_uaa10614,-0.49
NCT01137812,NCT01137812,f2,value_1,arm_f_2_uaa10614,-0.002
NCT01137812,NCT01137812,f2,age10,arm_f_2_uaa10614,0.72
NCT01137812,NCT01137812,f2,(Intercept),age10:arm_f_2_uaa10614,0.482
NCT01137812,NCT01137812,f2,value_1,age10:arm_f_2_uaa10614,0.003
NCT01137812,NCT01137812,f2,age10,age10:arm_f_2_uaa10614,-0.728
NCT01137812,NCT01137812,f2,arm_f_2_uaa10614,age10:arm_f_2_uaa10614,-0.987
NCT01381900,NCT01381900,f2,(Intercept),value_1,-0.748
NCT01381900,NCT01381900,f2,(Intercept),age10,-0.657
NCT01381900,NCT01381900,f2,value_1,age10,0.012
NCT01381900,NCT01381900,f2,(Intercept),arm_f_2_uaa10741,-0.427
NCT01381900,NCT01381900,f2,value_1,arm_f_2_uaa10741,-0.012
NCT01381900,NCT01381900,f2,age10,arm_f_2_uaa10741,0.641
NCT01381900,NCT01381900,f2,(Intercept),arm_f_2_uaa10742,-0.433
NCT01381900,NCT01381900,f2,value_1,arm_f_2_uaa10742,-0.035
NCT01381900,NCT01381900,f2,age10,arm_f_2_uaa10742,0.675
NCT01381900,NCT01381900,f2,arm_f_2_uaa10741,arm_f_2_uaa10742,0.454
NCT01381900,NCT01381900,f2,(Intercept),age10:arm_f_2_uaa10741,0.422
NCT01381900,NCT01381900,f2,value_1,age10:arm_f_2_uaa10741,0.009
NCT01381900,NCT01381900,f2,age10,age10:arm_f_2_uaa10741,-0.66
NCT01381900,NCT01381900,f2,arm_f_2_uaa10741,age10:arm_f_2_uaa10741,-0.98
NCT01381900,NCT01381900,f2,arm_f_2_uaa10742,age10:arm_f_2_uaa10741,-0.447
NCT01381900,NCT01381900,f2,(Intercept),age10:arm_f_2_uaa10742,0.425
NCT01381900,NCT01381900,f2,value_1,age10:arm_f_2_uaa10742,0.033
NCT01381900,NCT01381900,f2,age10,age10:arm_f_2_uaa10742,-0.693
NCT01381900,NCT01381900,f2,arm_f_2_uaa10741,age10:arm_f_2_uaa10742,-0.445
NCT01381900,NCT01381900,f2,arm_f_2_uaa10742,age10:arm_f_2_uaa10742,-0.978
NCT01381900,NCT01381900,f2,age10:arm_f_2_uaa10741,age10:arm_f_2_uaa10742,0.458
NCT01809327,NCT01809327,f2,(Intercept),value_1,-0.572
NCT01809327,NCT01809327,f2,(Intercept),age10,-0.835
NCT01809327,NCT01809327,f2,value_1,age10,0.055
NCT01809327,NCT01809327,f2,(Intercept),arm_f_2_uaa10933,-0.624
NCT01809327,NCT01809327,f2,value_1,arm_f_2_uaa10933,0.042
NCT01809327,NCT01809327,f2,age10,arm_f_2_uaa10933,0.718
NCT01809327,NCT01809327,f2,(Intercept),arm_f_2_uaa10934,-0.548
NCT01809327,NCT01809327,f2,value_1,arm_f_2_uaa10934,-0.018
NCT01809327,NCT01809327,f2,age10,arm_f_2_uaa10934,0.666
NCT01809327,NCT01809327,f2,arm_f_2_uaa10933,arm_f_2_uaa10934,0.496
NCT01809327,NCT01809327,f2,(Intercept),arm_f_2_uaa10935,-0.589
NCT01809327,NCT01809327,f2,value_1,arm_f_2_uaa10935,0.036
NCT01809327,NCT01809327,f2,age10,arm_f_2_uaa10935,0.681
NCT01809327,NCT01809327,f2,arm_f_2_uaa10933,arm_f_2_uaa10935,0.508
NCT01809327,NCT01809327,f2,arm_f_2_uaa10934,arm_f_2_uaa10935,0.471
NCT01809327,NCT01809327,f2,(Intercept),arm_f_2_uaa10936,-0.558
NCT01809327,NCT01809327,f2,value_1,arm_f_2_uaa10936,-0.025
NCT01809327,NCT01809327,f2,age10,arm_f_2_uaa10936,0.682
NCT01809327,NCT01809327,f2,arm_f_2_uaa10933,arm_f_2_uaa10936,0.509
NCT01809327,NCT01809327,f2,arm_f_2_uaa10934,arm_f_2_uaa10936,0.475
