nct_id,nct_id2,models,term,estimate,std.error,statistic,p.value
NCT01106677,NCT01106677,f8,age10:arm_f_2_uaa10580,-0.02,0.069,-0.29,7.716e-01
NCT01106677,NCT01106677,f8,arm_f_2_uaa10577:sex,-0.1,0.133,-0.749,4.538e-01
NCT01106677,NCT01106677,f8,arm_f_2_uaa10578:sex,-0.127,0.134,-0.948,3.434e-01
NCT01106677,NCT01106677,f8,arm_f_2_uaa10580:sex,-0.075,0.133,-0.563,5.738e-01
NCT01106677,NCT01106677,f8,value_1:arm_f_2_uaa10577,-0.158,0.076,-2.092,3.662e-02
NCT01106677,NCT01106677,f8,value_1:arm_f_2_uaa10578,-0.201,0.074,-2.706,6.904e-03
NCT01106677,NCT01106677,f8,value_1:arm_f_2_uaa10580,-0.058,0.076,-0.77,4.414e-01
NCT01106690,NCT01106690,f8,(Intercept),3.606,0.727,4.96,1.136e-06
NCT01106690,NCT01106690,f8,value_1,0.553,0.066,8.442,1.047e-15
NCT01106690,NCT01106690,f8,age10,-0.098,0.069,-1.436,1.521e-01
NCT01106690,NCT01106690,f8,arm_f_2_uaa10582,-1.238,1.037,-1.193,2.336e-01
NCT01106690,NCT01106690,f8,arm_f_2_uaa10583,-0.152,1.01,-0.15,8.805e-01
NCT01106690,NCT01106690,f8,sex,0.124,0.136,0.91,3.637e-01
NCT01106690,NCT01106690,f8,age10:arm_f_2_uaa10582,0.163,0.096,1.693,9.150e-02
NCT01106690,NCT01106690,f8,age10:arm_f_2_uaa10583,0.201,0.094,2.127,3.417e-02
NCT01106690,NCT01106690,f8,arm_f_2_uaa10582:sex,0.007,0.193,0.034,9.729e-01
NCT01106690,NCT01106690,f8,arm_f_2_uaa10583:sex,0.018,0.2,0.088,9.298e-01
NCT01106690,NCT01106690,f8,value_1:arm_f_2_uaa10582,-0.039,0.099,-0.399,6.904e-01
NCT01106690,NCT01106690,f8,value_1:arm_f_2_uaa10583,-0.188,0.097,-1.942,5.306e-02
NCT01137812,NCT01137812,f8,(Intercept),3.927,0.54,7.279,8.752e-13
NCT01137812,NCT01137812,f8,value_1,0.554,0.051,10.94,6.827e-26
NCT01137812,NCT01137812,f8,age10,-0.153,0.051,-3.004,2.753e-03
NCT01137812,NCT01137812,f8,arm_f_2_uaa10614,-0.284,0.753,-0.377,7.066e-01
NCT01137812,NCT01137812,f8,sex,-0.131,0.093,-1.413,1.579e-01
NCT01137812,NCT01137812,f8,age10:arm_f_2_uaa10614,0.147,0.07,2.115,3.477e-02
NCT01137812,NCT01137812,f8,arm_f_2_uaa10614:sex,0.114,0.13,0.879,3.797e-01
NCT01137812,NCT01137812,f8,value_1:arm_f_2_uaa10614,-0.122,0.072,-1.698,8.999e-02
NCT01381900,NCT01381900,f8,(Intercept),1.017,0.511,1.99,4.703e-02
NCT01381900,NCT01381900,f8,value_1,0.788,0.056,14.099,1.422e-39
NCT01381900,NCT01381900,f8,age10,0.063,0.047,1.337,1.817e-01
NCT01381900,NCT01381900,f8,arm_f_2_uaa10741,2.158,0.747,2.888,4.004e-03
NCT01381900,NCT01381900,f8,arm_f_2_uaa10742,2.018,0.75,2.691,7.297e-03
NCT01381900,NCT01381900,f8,sex,-0.049,0.1,-0.488,6.254e-01
NCT01381900,NCT01381900,f8,age10:arm_f_2_uaa10741,-0.055,0.071,-0.775,4.385e-01
NCT01381900,NCT01381900,f8,age10:arm_f_2_uaa10742,-0.052,0.068,-0.769,4.422e-01
NCT01381900,NCT01381900,f8,arm_f_2_uaa10741:sex,-0.058,0.142,-0.408,6.835e-01
NCT01381900,NCT01381900,f8,arm_f_2_uaa10742:sex,-0.124,0.142,-0.872,3.837e-01
NCT01381900,NCT01381900,f8,value_1:arm_f_2_uaa10741,-0.294,0.08,-3.658,2.753e-04
NCT01381900,NCT01381900,f8,value_1:arm_f_2_uaa10742,-0.288,0.081,-3.573,3.797e-04
NCT01809327,NCT01809327,f8,(Intercept),3.3,0.653,5.051,5.120e-07
NCT01809327,NCT01809327,f8,value_1,0.486,0.057,8.447,9.092e-17
NCT01809327,NCT01809327,f8,age10,0.018,0.069,0.263,7.927e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10933,-0.624,0.897,-0.696,4.863e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10934,-0.79,0.964,-0.819,4.128e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10935,1.06,0.946,1.12,2.628e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10936,0.327,0.952,0.344,7.311e-01
NCT01809327,NCT01809327,f8,sex,-0.175,0.141,-1.24,2.152e-01
NCT01809327,NCT01809327,f8,age10:arm_f_2_uaa10933,0.068,0.095,0.72,4.715e-01
NCT01809327,NCT01809327,f8,age10:arm_f_2_uaa10934,0.141,0.101,1.392,1.643e-01
NCT01809327,NCT01809327,f8,age10:arm_f_2_uaa10935,0.074,0.1,0.739,4.602e-01
NCT01809327,NCT01809327,f8,age10:arm_f_2_uaa10936,0.038,0.098,0.387,6.988e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10933:sex,-0.095,0.198,-0.478,6.328e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10934:sex,0.089,0.199,0.445,6.562e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10935:sex,0.11,0.199,0.55,5.822e-01
NCT01809327,NCT01809327,f8,arm_f_2_uaa10936:sex,0.252,0.198,1.269,2.047e-01
NCT01809327,NCT01809327,f8,value_1:arm_f_2_uaa10933,0.022,0.082,0.272,7.859e-01
NCT01809327,NCT01809327,f8,value_1:arm_f_2_uaa10934,-0.015,0.082,-0.178,8.591e-01
NCT01809327,NCT01809327,f8,value_1:arm_f_2_uaa10935,-0.232,0.085,-2.722,6.596e-03
NCT01809327,NCT01809327,f8,value_1:arm_f_2_uaa10936,-0.134,0.082,-1.641,1.011e-01
NCT01989754,NCT01989754,f8,(Intercept),4.764,0.266,17.931,5.799e-70
NCT01989754,NCT01989754,f8,value_1,0.545,0.023,23.715,1.392e-118
NCT01989754,NCT01989754,f8,age10,-0.168,0.025,-6.615,4.071e-11
NCT01989754,NCT01989754,f8,arm_f_2_uaa10994,-0.995,0.374,-2.66,7.834e-03
NCT01989754,NCT01989754,f8,sex,-0.129,0.044,-2.953,3.157e-03
NCT01989754,NCT01989754,f8,age10:arm_f_2_uaa10994,0.153,0.036,4.277,1.926e-05
NCT01989754,NCT01989754,f8,arm_f_2_uaa10994:sex,0.013,0.062,0.208,8.354e-01
NCT01989754,NCT01989754,f8,value_1:arm_f_2_uaa10994,-0.056,0.032,-1.746,8.078e-02
NCT02025907,NCT02025907,f8,(Intercept),2.941,1.286,2.288,2.322e-02
NCT02025907,NCT02025907,f8,value_1,0.743,0.125,5.944,1.265e-08
NCT02025907,NCT02025907,f8,age10,-0.128,0.102,-1.261,2.089e-01
NCT02025907,NCT02025907,f8,arm_f_2_uaa11013,0.841,1.777,0.473,6.365e-01
NCT02025907,NCT02025907,f8,sex,-0.139,0.201,-0.691,4.903e-01
NCT02025907,NCT02025907,f8,age10:arm_f_2_uaa11013,0.153,0.147,1.039,3.002e-01
NCT02025907,NCT02025907,f8,arm_f_2_uaa11013:sex,-0.008,0.286,-0.029,9.766e-01
NCT02025907,NCT02025907,f8,value_1:arm_f_2_uaa11013,-0.297,0.172,-1.73,8.518e-02
NCT02065791,NCT02065791,f8,(Intercept),4.503,0.278,16.202,2.823e-57
NCT02065791,NCT02065791,f8,value_1,0.499,0.023,21.327,8.329e-96
NCT02065791,NCT02065791,f8,age10,-0.102,0.03,-3.395,6.932e-04
NCT02065791,NCT02065791,f8,arm_f_2_uaa11038,0.4,0.396,1.009,3.128e-01
NCT02065791,NCT02065791,f8,sex,-0.088,0.065,-1.346,1.783e-01
NCT02065791,NCT02065791,f8,age10:arm_f_2_uaa11038,-0.039,0.043,-0.905,3.655e-01
NCT02065791,NCT02065791,f8,arm_f_2_uaa11038:sex,-0.077,0.092,-0.845,3.982e-01
NCT02065791,NCT02065791,f8,value_1:arm_f_2_uaa11038,-0.032,0.033,-0.972,3.310e-01
