trials,nct_id,nct_id2,models,row,col,r,outcome,outcome_method
53,NCT01204294,NCT01204294,rcs,sex,age10 * arm_f=_2_uaa10683,-0.014,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10683,0.684,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10683,-0.633,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10683,0.599,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10683,0.354,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10683,-0.4,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10683,0.407,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10' * arm_f=_2_uaa10683,-0.751,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10' * arm_f=_2_uaa10683,-0.057,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10' * arm_f=_2_uaa10683,0.789,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10',age10' * arm_f=_2_uaa10683,-0.838,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'',age10' * arm_f=_2_uaa10683,0.832,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10683,0.622,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10683,0.309,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10683,0.894,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10684,age10' * arm_f=_2_uaa10683,0.679,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10685,age10' * arm_f=_2_uaa10683,0.583,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10686,age10' * arm_f=_2_uaa10683,0.555,hba1c,locf
53,NCT01204294,NCT01204294,rcs,sex,age10' * arm_f=_2_uaa10683,-0.044,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10683,-0.644,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10683,0.674,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10683,-0.663,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10683,-0.334,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10683,0.426,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10683,-0.45,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10683,-0.932,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10'' * arm_f=_2_uaa10683,0.708,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10'' * arm_f=_2_uaa10683,0.046,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10'' * arm_f=_2_uaa10683,-0.748,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10',age10'' * arm_f=_2_uaa10683,0.827,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'',age10'' * arm_f=_2_uaa10683,-0.833,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10683,-0.585,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10683,-0.291,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10683,-0.839,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10684,age10'' * arm_f=_2_uaa10683,-0.638,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10685,age10'' * arm_f=_2_uaa10683,-0.549,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10686,age10'' * arm_f=_2_uaa10683,-0.522,hba1c,locf
53,NCT01204294,NCT01204294,rcs,sex,age10'' * arm_f=_2_uaa10683,0.054,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10683,0.611,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10683,-0.665,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10683,0.664,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10683,0.317,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10683,-0.42,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10683,0.451,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10683,0.882,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10683,-0.991,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10 * arm_f=_2_uaa10684,0.866,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10 * arm_f=_2_uaa10684,0.149,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10 * arm_f=_2_uaa10684,-0.894,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10',age10 * arm_f=_2_uaa10684,0.842,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'',age10 * arm_f=_2_uaa10684,-0.804,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10684,-0.73,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10684,-0.36,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10684,-0.74,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10684,age10 * arm_f=_2_uaa10684,-0.992,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10685,age10 * arm_f=_2_uaa10684,-0.684,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10686,age10 * arm_f=_2_uaa10684,-0.651,hba1c,locf
53,NCT01204294,NCT01204294,rcs,sex,age10 * arm_f=_2_uaa10684,-0.01,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10684,0.733,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10684,-0.678,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10684,0.641,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10684,0.378,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10684,-0.427,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10684,0.434,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10684,0.749,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10684,-0.704,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10684,0.667,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10' * arm_f=_2_uaa10684,-0.779,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10' * arm_f=_2_uaa10684,-0.136,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10' * arm_f=_2_uaa10684,0.83,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10',age10' * arm_f=_2_uaa10684,-0.883,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'',age10' * arm_f=_2_uaa10684,0.876,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10684,0.657,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10684,0.324,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10684,0.666,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10684,age10' * arm_f=_2_uaa10684,0.896,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10685,age10' * arm_f=_2_uaa10684,0.615,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10686,age10' * arm_f=_2_uaa10684,0.586,hba1c,locf
53,NCT01204294,NCT01204294,rcs,sex,age10' * arm_f=_2_uaa10684,-0.051,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10684,-0.681,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10684,0.711,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10684,-0.699,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10684,-0.351,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10684,0.448,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10684,-0.474,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10684,-0.695,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10684,0.739,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10684,-0.729,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10684,age10' * arm_f=_2_uaa10684,-0.935,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10'' * arm_f=_2_uaa10684,0.735,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10'' * arm_f=_2_uaa10684,0.13,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10'' * arm_f=_2_uaa10684,-0.789,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10',age10'' * arm_f=_2_uaa10684,0.873,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'',age10'' * arm_f=_2_uaa10684,-0.879,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10684,-0.62,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10684,-0.305,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10684,-0.628,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10684,age10'' * arm_f=_2_uaa10684,-0.845,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10685,age10'' * arm_f=_2_uaa10684,-0.581,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10686,age10'' * arm_f=_2_uaa10684,-0.552,hba1c,locf
53,NCT01204294,NCT01204294,rcs,sex,age10'' * arm_f=_2_uaa10684,0.062,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10684,0.647,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10684,-0.703,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10684,0.701,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10684,0.334,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10684,-0.443,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10684,0.475,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10684,0.661,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10684,-0.731,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10684,0.731,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10684,age10'' * arm_f=_2_uaa10684,0.889,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10684,age10'' * arm_f=_2_uaa10684,-0.992,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10 * arm_f=_2_uaa10685,0.751,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10 * arm_f=_2_uaa10685,0.086,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10 * arm_f=_2_uaa10685,-0.769,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10',age10 * arm_f=_2_uaa10685,0.723,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'',age10 * arm_f=_2_uaa10685,-0.69,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10685,-0.627,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10685,-0.31,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10685,-0.636,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10684,age10 * arm_f=_2_uaa10685,-0.685,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10685,age10 * arm_f=_2_uaa10685,-0.992,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10686,age10 * arm_f=_2_uaa10685,-0.559,hba1c,locf
53,NCT01204294,NCT01204294,rcs,sex,age10 * arm_f=_2_uaa10685,-0.012,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10685,0.629,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10685,-0.582,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10685,0.551,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10685,0.325,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10685,-0.367,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10685,0.373,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10685,0.643,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10685,-0.606,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10685,0.575,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10684,age10 * arm_f=_2_uaa10685,0.688,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10684,age10 * arm_f=_2_uaa10685,-0.64,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10684,age10 * arm_f=_2_uaa10685,0.608,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10' * arm_f=_2_uaa10685,-0.691,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10' * arm_f=_2_uaa10685,-0.084,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10' * arm_f=_2_uaa10685,0.731,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10',age10' * arm_f=_2_uaa10685,-0.777,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'',age10' * arm_f=_2_uaa10685,0.771,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10685,0.577,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10685,0.286,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10685,0.586,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10684,age10' * arm_f=_2_uaa10685,0.632,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10685,age10' * arm_f=_2_uaa10685,0.893,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10686,age10' * arm_f=_2_uaa10685,0.515,hba1c,locf
53,NCT01204294,NCT01204294,rcs,sex,age10' * arm_f=_2_uaa10685,-0.043,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10685,-0.598,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10685,0.625,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10' * arm_f=_2_uaa10685,-0.615,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10685,-0.309,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10685,0.394,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10' * arm_f=_2_uaa10685,-0.417,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10685,-0.612,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10685,0.651,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10683,age10' * arm_f=_2_uaa10685,-0.642,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10684,age10' * arm_f=_2_uaa10685,-0.655,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10684,age10' * arm_f=_2_uaa10685,0.687,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10684,age10' * arm_f=_2_uaa10685,-0.679,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10685,age10' * arm_f=_2_uaa10685,-0.932,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10'' * arm_f=_2_uaa10685,0.652,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10'' * arm_f=_2_uaa10685,0.08,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10'' * arm_f=_2_uaa10685,-0.695,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10',age10'' * arm_f=_2_uaa10685,0.768,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'',age10'' * arm_f=_2_uaa10685,-0.774,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10685,-0.545,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10685,-0.269,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10685,-0.553,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10684,age10'' * arm_f=_2_uaa10685,-0.596,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10685,age10'' * arm_f=_2_uaa10685,-0.839,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10686,age10'' * arm_f=_2_uaa10685,-0.486,hba1c,locf
53,NCT01204294,NCT01204294,rcs,sex,age10'' * arm_f=_2_uaa10685,0.052,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10685,0.569,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10685,-0.618,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10'' * arm_f=_2_uaa10685,0.617,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10685,0.294,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10685,-0.39,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10'' * arm_f=_2_uaa10685,0.419,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10685,0.582,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10685,-0.644,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10683,age10'' * arm_f=_2_uaa10685,0.645,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10684,age10'' * arm_f=_2_uaa10685,0.623,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10684,age10'' * arm_f=_2_uaa10685,-0.679,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10684,age10'' * arm_f=_2_uaa10685,0.681,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10685,age10'' * arm_f=_2_uaa10685,0.883,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10685,age10'' * arm_f=_2_uaa10685,-0.991,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10 * arm_f=_2_uaa10686,0.722,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10 * arm_f=_2_uaa10686,0.079,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10 * arm_f=_2_uaa10686,-0.739,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10',age10 * arm_f=_2_uaa10686,0.695,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'',age10 * arm_f=_2_uaa10686,-0.663,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10686,-0.602,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10686,-0.298,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10686,-0.611,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10684,age10 * arm_f=_2_uaa10686,-0.658,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10685,age10 * arm_f=_2_uaa10686,-0.564,hba1c,locf
53,NCT01204294,NCT01204294,rcs,arm_f=_2_uaa10686,age10 * arm_f=_2_uaa10686,-0.993,hba1c,locf
53,NCT01204294,NCT01204294,rcs,sex,age10 * arm_f=_2_uaa10686,-0.011,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10686,0.604,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10686,-0.559,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10681,age10 * arm_f=_2_uaa10686,0.529,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10686,0.313,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10686,-0.353,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10682,age10 * arm_f=_2_uaa10686,0.359,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10686,0.618,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10686,-0.582,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10683,age10 * arm_f=_2_uaa10686,0.552,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10684,age10 * arm_f=_2_uaa10686,0.661,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10684,age10 * arm_f=_2_uaa10686,-0.614,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10684,age10 * arm_f=_2_uaa10686,0.584,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10 * arm_f=_2_uaa10685,age10 * arm_f=_2_uaa10686,0.568,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10' * arm_f=_2_uaa10685,age10 * arm_f=_2_uaa10686,-0.54,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10'' * arm_f=_2_uaa10685,age10 * arm_f=_2_uaa10686,0.514,hba1c,locf
53,NCT01204294,NCT01204294,rcs,Intercept,age10' * arm_f=_2_uaa10686,-0.666,hba1c,locf
53,NCT01204294,NCT01204294,rcs,value_1,age10' * arm_f=_2_uaa10686,-0.063,hba1c,locf
53,NCT01204294,NCT01204294,rcs,age10,age10' * arm_f=_2_uaa10686,0.701,hba1c,locf
