trials,nct_id,nct_id2,models,row,col,r,outcome,outcome_method
53,NCT00641043,NCT00641043,rcs,Intercept,value_1,-0.3,hba1c,locf
53,NCT00641043,NCT00641043,rcs,Intercept,age10,-0.939,hba1c,locf
53,NCT00641043,NCT00641043,rcs,value_1,age10,-0.022,hba1c,locf
53,NCT00641043,NCT00641043,rcs,Intercept,age10',0.824,hba1c,locf
53,NCT00641043,NCT00641043,rcs,value_1,age10',0.007,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10,age10',-0.906,hba1c,locf
53,NCT00641043,NCT00641043,rcs,Intercept,age10'',-0.757,hba1c,locf
53,NCT00641043,NCT00641043,rcs,value_1,age10'',-0.002,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10,age10'',0.838,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10',age10'',-0.987,hba1c,locf
53,NCT00641043,NCT00641043,rcs,Intercept,arm_f=_2_uaa10253,-0.785,hba1c,locf
53,NCT00641043,NCT00641043,rcs,value_1,arm_f=_2_uaa10253,-0.006,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10,arm_f=_2_uaa10253,0.818,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10',arm_f=_2_uaa10253,-0.715,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10'',arm_f=_2_uaa10253,0.655,hba1c,locf
53,NCT00641043,NCT00641043,rcs,Intercept,sex,-0.123,hba1c,locf
53,NCT00641043,NCT00641043,rcs,value_1,sex,-0.05,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10,sex,0.072,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10',sex,-0.089,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10'',sex,0.094,hba1c,locf
53,NCT00641043,NCT00641043,rcs,arm_f=_2_uaa10253,sex,0.12,hba1c,locf
53,NCT00641043,NCT00641043,rcs,Intercept,age10 * arm_f=_2_uaa10253,0.784,hba1c,locf
53,NCT00641043,NCT00641043,rcs,value_1,age10 * arm_f=_2_uaa10253,-0.004,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10,age10 * arm_f=_2_uaa10253,-0.827,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10',age10 * arm_f=_2_uaa10253,0.749,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10'',age10 * arm_f=_2_uaa10253,-0.694,hba1c,locf
53,NCT00641043,NCT00641043,rcs,arm_f=_2_uaa10253,age10 * arm_f=_2_uaa10253,-0.991,hba1c,locf
53,NCT00641043,NCT00641043,rcs,sex,age10 * arm_f=_2_uaa10253,-0.058,hba1c,locf
53,NCT00641043,NCT00641043,rcs,Intercept,age10' * arm_f=_2_uaa10253,-0.692,hba1c,locf
53,NCT00641043,NCT00641043,rcs,value_1,age10' * arm_f=_2_uaa10253,0.023,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10,age10' * arm_f=_2_uaa10253,0.75,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10',age10' * arm_f=_2_uaa10253,-0.829,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10'',age10' * arm_f=_2_uaa10253,0.818,hba1c,locf
53,NCT00641043,NCT00641043,rcs,arm_f=_2_uaa10253,age10' * arm_f=_2_uaa10253,0.856,hba1c,locf
53,NCT00641043,NCT00641043,rcs,sex,age10' * arm_f=_2_uaa10253,0.072,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10 * arm_f=_2_uaa10253,age10' * arm_f=_2_uaa10253,-0.899,hba1c,locf
53,NCT00641043,NCT00641043,rcs,Intercept,age10'' * arm_f=_2_uaa10253,0.633,hba1c,locf
53,NCT00641043,NCT00641043,rcs,value_1,age10'' * arm_f=_2_uaa10253,-0.026,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10,age10'' * arm_f=_2_uaa10253,-0.691,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10',age10'' * arm_f=_2_uaa10253,0.814,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10'',age10'' * arm_f=_2_uaa10253,-0.825,hba1c,locf
53,NCT00641043,NCT00641043,rcs,arm_f=_2_uaa10253,age10'' * arm_f=_2_uaa10253,-0.779,hba1c,locf
53,NCT00641043,NCT00641043,rcs,sex,age10'' * arm_f=_2_uaa10253,-0.076,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10 * arm_f=_2_uaa10253,age10'' * arm_f=_2_uaa10253,0.827,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10' * arm_f=_2_uaa10253,age10'' * arm_f=_2_uaa10253,-0.986,hba1c,locf
53,NCT00641043,NCT00641043,rcs,Intercept,arm_f=_2_uaa10253 * sex,0.093,hba1c,locf
53,NCT00641043,NCT00641043,rcs,value_1,arm_f=_2_uaa10253 * sex,0.069,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10,arm_f=_2_uaa10253 * sex,-0.059,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10',arm_f=_2_uaa10253 * sex,0.073,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10'',arm_f=_2_uaa10253 * sex,-0.077,hba1c,locf
53,NCT00641043,NCT00641043,rcs,arm_f=_2_uaa10253,arm_f=_2_uaa10253 * sex,-0.146,hba1c,locf
53,NCT00641043,NCT00641043,rcs,sex,arm_f=_2_uaa10253 * sex,-0.824,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10 * arm_f=_2_uaa10253,arm_f=_2_uaa10253 * sex,0.074,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10' * arm_f=_2_uaa10253,arm_f=_2_uaa10253 * sex,-0.079,hba1c,locf
53,NCT00641043,NCT00641043,rcs,age10'' * arm_f=_2_uaa10253,arm_f=_2_uaa10253 * sex,0.077,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,value_1,-0.345,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,age10,-0.912,hba1c,locf
53,NCT00621140,NCT00621140,rcs,value_1,age10,-0.042,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,age10',0.732,hba1c,locf
53,NCT00621140,NCT00621140,rcs,value_1,age10',0.058,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10,age10',-0.863,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,age10'',-0.638,hba1c,locf
53,NCT00621140,NCT00621140,rcs,value_1,age10'',-0.056,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10,age10'',0.767,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10',age10'',-0.979,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,arm_f=_2_uaa10243,-0.692,hba1c,locf
53,NCT00621140,NCT00621140,rcs,value_1,arm_f=_2_uaa10243,-0.035,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10,arm_f=_2_uaa10243,0.742,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10',arm_f=_2_uaa10243,-0.603,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10'',arm_f=_2_uaa10243,0.528,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,sex,-0.071,hba1c,locf
53,NCT00621140,NCT00621140,rcs,value_1,sex,-0.001,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10,sex,0.003,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10',sex,0.013,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10'',sex,-0.019,hba1c,locf
53,NCT00621140,NCT00621140,rcs,arm_f=_2_uaa10243,sex,0.057,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,age10 * arm_f=_2_uaa10243,0.691,hba1c,locf
53,NCT00621140,NCT00621140,rcs,value_1,age10 * arm_f=_2_uaa10243,0.037,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10,age10 * arm_f=_2_uaa10243,-0.759,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10',age10 * arm_f=_2_uaa10243,0.655,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10'',age10 * arm_f=_2_uaa10243,-0.582,hba1c,locf
53,NCT00621140,NCT00621140,rcs,arm_f=_2_uaa10243,age10 * arm_f=_2_uaa10243,-0.99,hba1c,locf
53,NCT00621140,NCT00621140,rcs,sex,age10 * arm_f=_2_uaa10243,-0.002,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,age10' * arm_f=_2_uaa10243,-0.589,hba1c,locf
53,NCT00621140,NCT00621140,rcs,value_1,age10' * arm_f=_2_uaa10243,-0.048,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10,age10' * arm_f=_2_uaa10243,0.695,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10',age10' * arm_f=_2_uaa10243,-0.805,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10'',age10' * arm_f=_2_uaa10243,0.788,hba1c,locf
53,NCT00621140,NCT00621140,rcs,arm_f=_2_uaa10243,age10' * arm_f=_2_uaa10243,0.816,hba1c,locf
53,NCT00621140,NCT00621140,rcs,sex,age10' * arm_f=_2_uaa10243,-0.011,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10 * arm_f=_2_uaa10243,age10' * arm_f=_2_uaa10243,-0.87,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,age10'' * arm_f=_2_uaa10243,0.525,hba1c,locf
53,NCT00621140,NCT00621140,rcs,value_1,age10'' * arm_f=_2_uaa10243,0.051,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10,age10'' * arm_f=_2_uaa10243,-0.634,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10',age10'' * arm_f=_2_uaa10243,0.809,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10'',age10'' * arm_f=_2_uaa10243,-0.826,hba1c,locf
53,NCT00621140,NCT00621140,rcs,arm_f=_2_uaa10243,age10'' * arm_f=_2_uaa10243,-0.717,hba1c,locf
53,NCT00621140,NCT00621140,rcs,sex,age10'' * arm_f=_2_uaa10243,0.016,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10 * arm_f=_2_uaa10243,age10'' * arm_f=_2_uaa10243,0.777,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10' * arm_f=_2_uaa10243,age10'' * arm_f=_2_uaa10243,-0.98,hba1c,locf
53,NCT00621140,NCT00621140,rcs,Intercept,arm_f=_2_uaa10243 * sex,0.055,hba1c,locf
53,NCT00621140,NCT00621140,rcs,value_1,arm_f=_2_uaa10243 * sex,0.011,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10,arm_f=_2_uaa10243 * sex,-0.003,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10',arm_f=_2_uaa10243 * sex,-0.01,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10'',arm_f=_2_uaa10243 * sex,0.015,hba1c,locf
53,NCT00621140,NCT00621140,rcs,arm_f=_2_uaa10243,arm_f=_2_uaa10243 * sex,-0.059,hba1c,locf
53,NCT00621140,NCT00621140,rcs,sex,arm_f=_2_uaa10243 * sex,-0.82,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10 * arm_f=_2_uaa10243,arm_f=_2_uaa10243 * sex,-0.007,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10' * arm_f=_2_uaa10243,arm_f=_2_uaa10243 * sex,0.013,hba1c,locf
53,NCT00621140,NCT00621140,rcs,age10'' * arm_f=_2_uaa10243,arm_f=_2_uaa10243 * sex,-0.017,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,value_1,-0.276,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,age10,-0.929,hba1c,locf
53,NCT00601250,NCT00601250,rcs,value_1,age10,-0.063,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,age10',0.776,hba1c,locf
53,NCT00601250,NCT00601250,rcs,value_1,age10',0.079,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10,age10',-0.892,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,age10'',-0.702,hba1c,locf
53,NCT00601250,NCT00601250,rcs,value_1,age10'',-0.075,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10,age10'',0.819,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10',age10'',-0.985,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,arm_f=_2_uaa10222,-0.78,hba1c,locf
53,NCT00601250,NCT00601250,rcs,value_1,arm_f=_2_uaa10222,-0.034,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10,arm_f=_2_uaa10222,0.811,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10',arm_f=_2_uaa10222,-0.684,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10'',arm_f=_2_uaa10222,0.62,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,sex,-0.24,hba1c,locf
53,NCT00601250,NCT00601250,rcs,value_1,sex,0.061,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10,sex,0.138,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10',sex,-0.092,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10'',sex,0.081,hba1c,locf
53,NCT00601250,NCT00601250,rcs,arm_f=_2_uaa10222,sex,0.188,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,age10 * arm_f=_2_uaa10222,0.772,hba1c,locf
53,NCT00601250,NCT00601250,rcs,value_1,age10 * arm_f=_2_uaa10222,0.04,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10,age10 * arm_f=_2_uaa10222,-0.827,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10',age10 * arm_f=_2_uaa10222,0.737,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10'',age10 * arm_f=_2_uaa10222,-0.676,hba1c,locf
53,NCT00601250,NCT00601250,rcs,arm_f=_2_uaa10222,age10 * arm_f=_2_uaa10222,-0.988,hba1c,locf
53,NCT00601250,NCT00601250,rcs,sex,age10 * arm_f=_2_uaa10222,-0.115,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,age10' * arm_f=_2_uaa10222,-0.657,hba1c,locf
53,NCT00601250,NCT00601250,rcs,value_1,age10' * arm_f=_2_uaa10222,-0.057,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10,age10' * arm_f=_2_uaa10222,0.752,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10',age10' * arm_f=_2_uaa10222,-0.843,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10'',age10' * arm_f=_2_uaa10222,0.83,hba1c,locf
53,NCT00601250,NCT00601250,rcs,arm_f=_2_uaa10222,age10' * arm_f=_2_uaa10222,0.838,hba1c,locf
53,NCT00601250,NCT00601250,rcs,sex,age10' * arm_f=_2_uaa10222,0.078,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10 * arm_f=_2_uaa10222,age10' * arm_f=_2_uaa10222,-0.893,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,age10'' * arm_f=_2_uaa10222,0.594,hba1c,locf
53,NCT00601250,NCT00601250,rcs,value_1,age10'' * arm_f=_2_uaa10222,0.06,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10,age10'' * arm_f=_2_uaa10222,-0.691,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10',age10'' * arm_f=_2_uaa10222,0.831,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10'',age10'' * arm_f=_2_uaa10222,-0.844,hba1c,locf
53,NCT00601250,NCT00601250,rcs,arm_f=_2_uaa10222,age10'' * arm_f=_2_uaa10222,-0.759,hba1c,locf
53,NCT00601250,NCT00601250,rcs,sex,age10'' * arm_f=_2_uaa10222,-0.069,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10 * arm_f=_2_uaa10222,age10'' * arm_f=_2_uaa10222,0.819,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10' * arm_f=_2_uaa10222,age10'' * arm_f=_2_uaa10222,-0.985,hba1c,locf
53,NCT00601250,NCT00601250,rcs,Intercept,arm_f=_2_uaa10222 * sex,0.204,hba1c,locf
53,NCT00601250,NCT00601250,rcs,value_1,arm_f=_2_uaa10222 * sex,-0.039,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10,arm_f=_2_uaa10222 * sex,-0.121,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10',arm_f=_2_uaa10222 * sex,0.081,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10'',arm_f=_2_uaa10222 * sex,-0.072,hba1c,locf
53,NCT00601250,NCT00601250,rcs,arm_f=_2_uaa10222,arm_f=_2_uaa10222 * sex,-0.205,hba1c,locf
53,NCT00601250,NCT00601250,rcs,sex,arm_f=_2_uaa10222 * sex,-0.868,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10 * arm_f=_2_uaa10222,arm_f=_2_uaa10222 * sex,0.123,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10' * arm_f=_2_uaa10222,arm_f=_2_uaa10222 * sex,-0.086,hba1c,locf
53,NCT00601250,NCT00601250,rcs,age10'' * arm_f=_2_uaa10222,arm_f=_2_uaa10222 * sex,0.076,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,value_1,-0.289,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,age10,-0.95,hba1c,locf
53,NCT00602472,NCT00602472,rcs,value_1,age10,0.002,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,age10',0.802,hba1c,locf
53,NCT00602472,NCT00602472,rcs,value_1,age10',0.009,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10,age10',-0.89,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,age10'',-0.715,hba1c,locf
53,NCT00602472,NCT00602472,rcs,value_1,age10'',-0.013,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10,age10'',0.805,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10',age10'',-0.983,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,arm_f=_2_uaa10225,-0.811,hba1c,locf
53,NCT00602472,NCT00602472,rcs,value_1,arm_f=_2_uaa10225,0.034,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10,arm_f=_2_uaa10225,0.83,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10',arm_f=_2_uaa10225,-0.703,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10'',arm_f=_2_uaa10225,0.628,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,sex,0.053,hba1c,locf
53,NCT00602472,NCT00602472,rcs,value_1,sex,0.033,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10,sex,-0.128,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10',sex,0.136,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10'',sex,-0.13,hba1c,locf
53,NCT00602472,NCT00602472,rcs,arm_f=_2_uaa10225,sex,-0.054,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,age10 * arm_f=_2_uaa10225,0.809,hba1c,locf
53,NCT00602472,NCT00602472,rcs,value_1,age10 * arm_f=_2_uaa10225,-0.036,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10,age10 * arm_f=_2_uaa10225,-0.841,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10',age10 * arm_f=_2_uaa10225,0.748,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10'',age10 * arm_f=_2_uaa10225,-0.677,hba1c,locf
53,NCT00602472,NCT00602472,rcs,arm_f=_2_uaa10225,age10 * arm_f=_2_uaa10225,-0.992,hba1c,locf
53,NCT00602472,NCT00602472,rcs,sex,age10 * arm_f=_2_uaa10225,0.106,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,age10' * arm_f=_2_uaa10225,-0.692,hba1c,locf
53,NCT00602472,NCT00602472,rcs,value_1,age10' * arm_f=_2_uaa10225,0.034,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10,age10' * arm_f=_2_uaa10225,0.755,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10',age10' * arm_f=_2_uaa10225,-0.848,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10'',age10' * arm_f=_2_uaa10225,0.833,hba1c,locf
53,NCT00602472,NCT00602472,rcs,arm_f=_2_uaa10225,age10' * arm_f=_2_uaa10225,0.845,hba1c,locf
53,NCT00602472,NCT00602472,rcs,sex,age10' * arm_f=_2_uaa10225,-0.114,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10 * arm_f=_2_uaa10225,age10' * arm_f=_2_uaa10225,-0.893,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,age10'' * arm_f=_2_uaa10225,0.623,hba1c,locf
53,NCT00602472,NCT00602472,rcs,value_1,age10'' * arm_f=_2_uaa10225,-0.029,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10,age10'' * arm_f=_2_uaa10225,-0.689,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10',age10'' * arm_f=_2_uaa10225,0.84,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10'',age10'' * arm_f=_2_uaa10225,-0.855,hba1c,locf
53,NCT00602472,NCT00602472,rcs,arm_f=_2_uaa10225,age10'' * arm_f=_2_uaa10225,-0.758,hba1c,locf
53,NCT00602472,NCT00602472,rcs,sex,age10'' * arm_f=_2_uaa10225,0.11,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10 * arm_f=_2_uaa10225,age10'' * arm_f=_2_uaa10225,0.812,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10' * arm_f=_2_uaa10225,age10'' * arm_f=_2_uaa10225,-0.984,hba1c,locf
53,NCT00602472,NCT00602472,rcs,Intercept,arm_f=_2_uaa10225 * sex,-0.058,hba1c,locf
53,NCT00602472,NCT00602472,rcs,value_1,arm_f=_2_uaa10225 * sex,0.013,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10,arm_f=_2_uaa10225 * sex,0.11,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10',arm_f=_2_uaa10225 * sex,-0.118,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10'',arm_f=_2_uaa10225 * sex,0.112,hba1c,locf
53,NCT00602472,NCT00602472,rcs,arm_f=_2_uaa10225,arm_f=_2_uaa10225 * sex,0.021,hba1c,locf
53,NCT00602472,NCT00602472,rcs,sex,arm_f=_2_uaa10225 * sex,-0.864,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10 * arm_f=_2_uaa10225,arm_f=_2_uaa10225 * sex,-0.082,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10' * arm_f=_2_uaa10225,arm_f=_2_uaa10225 * sex,0.102,hba1c,locf
53,NCT00602472,NCT00602472,rcs,age10'' * arm_f=_2_uaa10225,arm_f=_2_uaa10225 * sex,-0.103,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,value_1,-0.253,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,age10,-0.958,hba1c,locf
53,NCT00622284,NCT00622284,rcs,value_1,age10,-0.014,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,age10',0.835,hba1c,locf
53,NCT00622284,NCT00622284,rcs,value_1,age10',0.033,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10,age10',-0.911,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,age10'',-0.762,hba1c,locf
53,NCT00622284,NCT00622284,rcs,value_1,age10'',-0.038,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10,age10'',0.844,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10',age10'',-0.987,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,arm_f=_2_uaa10247,-0.681,hba1c,locf
53,NCT00622284,NCT00622284,rcs,value_1,arm_f=_2_uaa10247,-0.035,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10,arm_f=_2_uaa10247,0.71,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10',arm_f=_2_uaa10247,-0.623,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10'',arm_f=_2_uaa10247,0.57,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,sex,-0.089,hba1c,locf
53,NCT00622284,NCT00622284,rcs,value_1,sex,0.037,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10,sex,0.03,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10',sex,-0.019,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10'',sex,0.008,hba1c,locf
53,NCT00622284,NCT00622284,rcs,arm_f=_2_uaa10247,sex,0.057,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,age10 * arm_f=_2_uaa10247,0.673,hba1c,locf
53,NCT00622284,NCT00622284,rcs,value_1,age10 * arm_f=_2_uaa10247,0.04,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10,age10 * arm_f=_2_uaa10247,-0.711,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10',age10 * arm_f=_2_uaa10247,0.648,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10'',age10 * arm_f=_2_uaa10247,-0.6,hba1c,locf
53,NCT00622284,NCT00622284,rcs,arm_f=_2_uaa10247,age10 * arm_f=_2_uaa10247,-0.994,hba1c,locf
53,NCT00622284,NCT00622284,rcs,sex,age10 * arm_f=_2_uaa10247,-0.02,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,age10' * arm_f=_2_uaa10247,-0.583,hba1c,locf
53,NCT00622284,NCT00622284,rcs,value_1,age10' * arm_f=_2_uaa10247,-0.042,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10,age10' * arm_f=_2_uaa10247,0.641,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10',age10' * arm_f=_2_uaa10247,-0.704,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10'',age10' * arm_f=_2_uaa10247,0.695,hba1c,locf
53,NCT00622284,NCT00622284,rcs,arm_f=_2_uaa10247,age10' * arm_f=_2_uaa10247,0.874,hba1c,locf
53,NCT00622284,NCT00622284,rcs,sex,age10' * arm_f=_2_uaa10247,0.013,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10 * arm_f=_2_uaa10247,age10' * arm_f=_2_uaa10247,-0.913,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,age10'' * arm_f=_2_uaa10247,0.532,hba1c,locf
53,NCT00622284,NCT00622284,rcs,value_1,age10'' * arm_f=_2_uaa10247,0.039,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10,age10'' * arm_f=_2_uaa10247,-0.593,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10',age10'' * arm_f=_2_uaa10247,0.694,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10'',age10'' * arm_f=_2_uaa10247,-0.703,hba1c,locf
53,NCT00622284,NCT00622284,rcs,arm_f=_2_uaa10247,age10'' * arm_f=_2_uaa10247,-0.802,hba1c,locf
53,NCT00622284,NCT00622284,rcs,sex,age10'' * arm_f=_2_uaa10247,-0.005,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10 * arm_f=_2_uaa10247,age10'' * arm_f=_2_uaa10247,0.847,hba1c,locf
53,NCT00622284,NCT00622284,rcs,age10' * arm_f=_2_uaa10247,age10'' * arm_f=_2_uaa10247,-0.988,hba1c,locf
53,NCT00622284,NCT00622284,rcs,Intercept,arm_f=_2_uaa10247 * sex,0.071,hba1c,locf
53,NCT00622284,NCT00622284,rcs,value_1,arm_f=_2_uaa10247 * sex,-0.057,hba1c,locf
