trials,nct_id,nct_id2,models,term,estimate,std.error,outcome,outcome_method
53,NCT02152371,NCT02152371,rcs,arm_f=_2_uaa11060 * sex,0.282,0.218,hba1c,locf
53,NCT02597049,NCT02597049,rcs,Intercept,2.774,1.159,hba1c,locf
53,NCT02597049,NCT02597049,rcs,value_1,0.674,0.052,hba1c,locf
53,NCT02597049,NCT02597049,rcs,age10,-0.115,0.244,hba1c,locf
53,NCT02597049,NCT02597049,rcs,age10',0.495,1.03,hba1c,locf
53,NCT02597049,NCT02597049,rcs,age10'',-1.364,2.867,hba1c,locf
53,NCT02597049,NCT02597049,rcs,arm_f=_2_uaa11175,0.569,1.737,hba1c,locf
53,NCT02597049,NCT02597049,rcs,arm_f=_2_uaa11176,-1.021,1.471,hba1c,locf
53,NCT02597049,NCT02597049,rcs,sex,-0.04,0.124,hba1c,locf
53,NCT02597049,NCT02597049,rcs,age10 * arm_f=_2_uaa11175,-0.25,0.387,hba1c,locf
53,NCT02597049,NCT02597049,rcs,age10' * arm_f=_2_uaa11175,0.671,1.513,hba1c,locf
53,NCT02597049,NCT02597049,rcs,age10'' * arm_f=_2_uaa11175,-1.111,4.143,hba1c,locf
53,NCT02597049,NCT02597049,rcs,age10 * arm_f=_2_uaa11176,0.114,0.333,hba1c,locf
53,NCT02597049,NCT02597049,rcs,age10' * arm_f=_2_uaa11176,-0.799,1.397,hba1c,locf
53,NCT02597049,NCT02597049,rcs,age10'' * arm_f=_2_uaa11176,2.414,3.906,hba1c,locf
53,NCT02597049,NCT02597049,rcs,arm_f=_2_uaa11175 * sex,0.169,0.174,hba1c,locf
53,NCT02597049,NCT02597049,rcs,arm_f=_2_uaa11176 * sex,0.061,0.175,hba1c,locf
53,NCT01606007,NCT01606007,rcs,Intercept,6.137,1.008,hba1c,locf
53,NCT01606007,NCT01606007,rcs,value_1,0.339,0.049,hba1c,locf
53,NCT01606007,NCT01606007,rcs,age10,-0.235,0.206,hba1c,locf
53,NCT01606007,NCT01606007,rcs,age10',0.919,1.082,hba1c,locf
53,NCT01606007,NCT01606007,rcs,age10'',-2.814,3.435,hba1c,locf
53,NCT01606007,NCT01606007,rcs,arm_f=_2_uaa10812,-3.612,1.354,hba1c,locf
53,NCT01606007,NCT01606007,rcs,arm_f=_2_uaa10813,-1.854,1.198,hba1c,locf
53,NCT01606007,NCT01606007,rcs,sex,-0.365,0.177,hba1c,locf
53,NCT01606007,NCT01606007,rcs,age10 * arm_f=_2_uaa10812,0.752,0.317,hba1c,locf
53,NCT01606007,NCT01606007,rcs,age10' * arm_f=_2_uaa10812,-4.021,1.687,hba1c,locf
53,NCT01606007,NCT01606007,rcs,age10'' * arm_f=_2_uaa10812,12.824,5.445,hba1c,locf
53,NCT01606007,NCT01606007,rcs,age10 * arm_f=_2_uaa10813,0.238,0.278,hba1c,locf
53,NCT01606007,NCT01606007,rcs,age10' * arm_f=_2_uaa10813,-0.734,1.528,hba1c,locf
53,NCT01606007,NCT01606007,rcs,age10'' * arm_f=_2_uaa10813,2.789,4.939,hba1c,locf
53,NCT01606007,NCT01606007,rcs,arm_f=_2_uaa10812 * sex,0.359,0.253,hba1c,locf
53,NCT01606007,NCT01606007,rcs,arm_f=_2_uaa10813 * sex,0.134,0.252,hba1c,locf
53,NCT02284893,NCT02284893,rcs,Intercept,5.644,1.229,hba1c,locf
53,NCT02284893,NCT02284893,rcs,value_1,0.534,0.061,hba1c,locf
53,NCT02284893,NCT02284893,rcs,age10,-0.51,0.242,hba1c,locf
53,NCT02284893,NCT02284893,rcs,age10',0.549,1.043,hba1c,locf
53,NCT02284893,NCT02284893,rcs,age10'',-0.6,3.03,hba1c,locf
53,NCT02284893,NCT02284893,rcs,arm_f=_2_uaa11104,-3.569,1.637,hba1c,locf
53,NCT02284893,NCT02284893,rcs,sex,-0.119,0.151,hba1c,locf
53,NCT02284893,NCT02284893,rcs,age10 * arm_f=_2_uaa11104,0.648,0.367,hba1c,locf
53,NCT02284893,NCT02284893,rcs,age10' * arm_f=_2_uaa11104,-1.005,1.59,hba1c,locf
53,NCT02284893,NCT02284893,rcs,age10'' * arm_f=_2_uaa11104,1.928,4.676,hba1c,locf
53,NCT02284893,NCT02284893,rcs,arm_f=_2_uaa11104 * sex,0.192,0.213,hba1c,locf
53,NCT02681094,NCT02681094,rcs,Intercept,5.597,0.831,hba1c,locf
53,NCT02681094,NCT02681094,rcs,value_1,0.41,0.032,hba1c,locf
53,NCT02681094,NCT02681094,rcs,age10,-0.294,0.178,hba1c,locf
53,NCT02681094,NCT02681094,rcs,age10',0.892,0.754,hba1c,locf
53,NCT02681094,NCT02681094,rcs,age10'',-1.806,2.09,hba1c,locf
53,NCT02681094,NCT02681094,rcs,arm_f=_2_uaa11197,-3.103,1.006,hba1c,locf
53,NCT02681094,NCT02681094,rcs,arm_f=_2_uaa11198,-2.527,1.133,hba1c,locf
53,NCT02681094,NCT02681094,rcs,sex,-0.2,0.108,hba1c,locf
53,NCT02681094,NCT02681094,rcs,age10 * arm_f=_2_uaa11197,0.711,0.228,hba1c,locf
53,NCT02681094,NCT02681094,rcs,age10' * arm_f=_2_uaa11197,-2.62,1.018,hba1c,locf
53,NCT02681094,NCT02681094,rcs,age10'' * arm_f=_2_uaa11197,6.615,2.872,hba1c,locf
53,NCT02681094,NCT02681094,rcs,age10 * arm_f=_2_uaa11198,0.482,0.254,hba1c,locf
53,NCT02681094,NCT02681094,rcs,age10' * arm_f=_2_uaa11198,-1.327,1.07,hba1c,locf
53,NCT02681094,NCT02681094,rcs,age10'' * arm_f=_2_uaa11198,2.646,2.949,hba1c,locf
53,NCT02681094,NCT02681094,rcs,arm_f=_2_uaa11197 * sex,0.047,0.154,hba1c,locf
53,NCT02681094,NCT02681094,rcs,arm_f=_2_uaa11198 * sex,0.011,0.154,hba1c,locf
53,NCT02471404,NCT02471404,rcs,Intercept,5.545,1.263,hba1c,locf
53,NCT02471404,NCT02471404,rcs,value_1,0.254,0.05,hba1c,locf
53,NCT02471404,NCT02471404,rcs,age10,0.032,0.272,hba1c,locf
53,NCT02471404,NCT02471404,rcs,age10',-0.589,0.977,hba1c,locf
53,NCT02471404,NCT02471404,rcs,age10'',1.698,2.593,hba1c,locf
53,NCT02471404,NCT02471404,rcs,arm_f=_2_uaa11141,-0.089,1.428,hba1c,locf
53,NCT02471404,NCT02471404,rcs,arm_f=_2_uaa11142,-0.048,1.835,hba1c,locf
53,NCT02471404,NCT02471404,rcs,sex,-0.171,0.098,hba1c,locf
53,NCT02471404,NCT02471404,rcs,age10 * arm_f=_2_uaa11141,0.019,0.318,hba1c,locf
53,NCT02471404,NCT02471404,rcs,age10' * arm_f=_2_uaa11141,0.024,1.194,hba1c,locf
53,NCT02471404,NCT02471404,rcs,age10'' * arm_f=_2_uaa11141,0.032,3.248,hba1c,locf
53,NCT02471404,NCT02471404,rcs,age10 * arm_f=_2_uaa11142,-0.072,0.404,hba1c,locf
53,NCT02471404,NCT02471404,rcs,age10' * arm_f=_2_uaa11142,1.052,1.434,hba1c,locf
53,NCT02471404,NCT02471404,rcs,age10'' * arm_f=_2_uaa11142,-3.104,3.791,hba1c,locf
53,NCT02471404,NCT02471404,rcs,arm_f=_2_uaa11141 * sex,0.161,0.136,hba1c,locf
53,NCT02471404,NCT02471404,rcs,arm_f=_2_uaa11142 * sex,-0.086,0.134,hba1c,locf
53,NCT00707993,NCT00707993,rcs,Intercept,20.815,17542924552338.656,hba1c,locf
53,NCT00707993,NCT00707993,rcs,value_1,0.763,0.041,hba1c,locf
53,NCT00707993,NCT00707993,rcs,age10,-3.349,3508584910467.7505,hba1c,locf
53,NCT00707993,NCT00707993,rcs,age10',2.062,7163360858872.33,hba1c,locf
53,NCT00707993,NCT00707993,rcs,age10'',,61045916553052.26,hba1c,locf
53,NCT00707993,NCT00707993,rcs,arm_f=_2_uaa10320,-12.922,0.077,hba1c,locf
53,NCT00707993,NCT00707993,rcs,sex,0.034,12209183310610.52,hba1c,locf
53,NCT00707993,NCT00707993,rcs,age10 * arm_f=_2_uaa10320,2.258,24927082592497.145,hba1c,locf
53,NCT00707993,NCT00707993,rcs,age10' * arm_f=_2_uaa10320,-1.458,0.108,hba1c,locf
53,NCT00707993,NCT00707993,rcs,age10'' * arm_f=_2_uaa10320,,14326721717745.328,hba1c,locf
53,NCT00707993,NCT00707993,rcs,arm_f=_2_uaa10320 * sex,0.015,49854165184994.87,hba1c,locf
53,NCT00856284,NCT00856284,rcs,Intercept,2.397,0.365,hba1c,locf
53,NCT00856284,NCT00856284,rcs,value_1,0.759,0.021,hba1c,locf
53,NCT00856284,NCT00856284,rcs,age10,-0.172,0.074,hba1c,locf
53,NCT00856284,NCT00856284,rcs,age10',0.307,0.312,hba1c,locf
53,NCT00856284,NCT00856284,rcs,age10'',-0.684,0.885,hba1c,locf
53,NCT00856284,NCT00856284,rcs,arm_f=_2_uaa10403,-0.516,0.47,hba1c,locf
53,NCT00856284,NCT00856284,rcs,arm_f=_2_uaa10404,-1.053,0.472,hba1c,locf
53,NCT00856284,NCT00856284,rcs,sex,-0.047,0.043,hba1c,locf
53,NCT00856284,NCT00856284,rcs,age10 * arm_f=_2_uaa10403,0.08,0.106,hba1c,locf
53,NCT00856284,NCT00856284,rcs,age10' * arm_f=_2_uaa10403,-0.146,0.451,hba1c,locf
53,NCT00856284,NCT00856284,rcs,age10'' * arm_f=_2_uaa10403,0.336,1.279,hba1c,locf
53,NCT00856284,NCT00856284,rcs,age10 * arm_f=_2_uaa10404,0.201,0.106,hba1c,locf
53,NCT00856284,NCT00856284,rcs,age10' * arm_f=_2_uaa10404,-0.608,0.453,hba1c,locf
53,NCT00856284,NCT00856284,rcs,age10'' * arm_f=_2_uaa10404,1.443,1.28,hba1c,locf
53,NCT00856284,NCT00856284,rcs,arm_f=_2_uaa10403 * sex,0.111,0.061,hba1c,locf
53,NCT00856284,NCT00856284,rcs,arm_f=_2_uaa10404 * sex,0.064,0.061,hba1c,locf
53,NCT01289119,NCT01289119,rcs,Intercept,2.863,0.598,hba1c,locf
53,NCT01289119,NCT01289119,rcs,value_1,0.722,0.036,hba1c,locf
53,NCT01289119,NCT01289119,rcs,age10,-0.217,0.121,hba1c,locf
53,NCT01289119,NCT01289119,rcs,age10',1.136,0.606,hba1c,locf
53,NCT01289119,NCT01289119,rcs,age10'',-3.237,1.886,hba1c,locf
53,NCT01289119,NCT01289119,rcs,arm_f=_2_uaa10711,-0.805,0.725,hba1c,locf
53,NCT01289119,NCT01289119,rcs,sex,-0.122,0.087,hba1c,locf
53,NCT01289119,NCT01289119,rcs,age10 * arm_f=_2_uaa10711,0.057,0.165,hba1c,locf
53,NCT01289119,NCT01289119,rcs,age10' * arm_f=_2_uaa10711,-1.03,0.855,hba1c,locf
53,NCT01289119,NCT01289119,rcs,age10'' * arm_f=_2_uaa10711,4.129,2.696,hba1c,locf
53,NCT01289119,NCT01289119,rcs,arm_f=_2_uaa10711 * sex,0.156,0.121,hba1c,locf
53,NCT00968708,NCT00968708,rcs,Intercept,2.458,0.581,hba1c,locf
53,NCT00968708,NCT00968708,rcs,value_1,0.805,0.013,hba1c,locf
53,NCT00968708,NCT00968708,rcs,age10,-0.118,0.123,hba1c,locf
53,NCT00968708,NCT00968708,rcs,age10',-0.084,0.4,hba1c,locf
53,NCT00968708,NCT00968708,rcs,age10'',0.317,0.989,hba1c,locf
53,NCT00968708,NCT00968708,rcs,arm_f=_2_uaa10453,-0.86,0.791,hba1c,locf
53,NCT00968708,NCT00968708,rcs,sex,-0.181,0.043,hba1c,locf
53,NCT00968708,NCT00968708,rcs,age10 * arm_f=_2_uaa10453,0.131,0.171,hba1c,locf
53,NCT00968708,NCT00968708,rcs,age10' * arm_f=_2_uaa10453,-0.243,0.559,hba1c,locf
53,NCT00968708,NCT00968708,rcs,age10'' * arm_f=_2_uaa10453,0.512,1.383,hba1c,locf
53,NCT00968708,NCT00968708,rcs,arm_f=_2_uaa10453 * sex,0.077,0.06,hba1c,locf
53,NCT00286429,NCT00286429,rcs,Intercept,0.525,1.15,hba1c,locf
53,NCT00286429,NCT00286429,rcs,value_1,0.803,0.042,hba1c,locf
53,NCT00286429,NCT00286429,rcs,age10,0.309,0.252,hba1c,locf
53,NCT00286429,NCT00286429,rcs,age10',-1.535,1.136,hba1c,locf
53,NCT00286429,NCT00286429,rcs,age10'',3.679,3.195,hba1c,locf
53,NCT00286429,NCT00286429,rcs,arm_f=_2_uaa10053,3.172,1.528,hba1c,locf
53,NCT00286429,NCT00286429,rcs,arm_f=_2_uaa10054,1.977,1.45,hba1c,locf
53,NCT00286429,NCT00286429,rcs,sex,-0.069,0.157,hba1c,locf
53,NCT00286429,NCT00286429,rcs,age10 * arm_f=_2_uaa10053,-0.829,0.349,hba1c,locf
53,NCT00286429,NCT00286429,rcs,age10' * arm_f=_2_uaa10053,2.778,1.552,hba1c,locf
53,NCT00286429,NCT00286429,rcs,age10'' * arm_f=_2_uaa10053,-6.371,4.384,hba1c,locf
53,NCT00286429,NCT00286429,rcs,age10 * arm_f=_2_uaa10054,-0.594,0.336,hba1c,locf
53,NCT00286429,NCT00286429,rcs,age10' * arm_f=_2_uaa10054,1.829,1.558,hba1c,locf
53,NCT00286429,NCT00286429,rcs,age10'' * arm_f=_2_uaa10054,-3.688,4.431,hba1c,locf
53,NCT00286429,NCT00286429,rcs,arm_f=_2_uaa10053 * sex,-0.057,0.222,hba1c,locf
53,NCT00286429,NCT00286429,rcs,arm_f=_2_uaa10054 * sex,0.089,0.23,hba1c,locf
53,NCT01023581,NCT01023581,rcs,Intercept,3.977,1.305,hba1c,locf
53,NCT01023581,NCT01023581,rcs,value_1,0.557,0.043,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10,-0.059,0.28,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10',-0.285,1.214,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10'',0.879,3.409,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10491,0.09,1.691,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10492,-0.661,1.567,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10493,-1.524,1.695,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10494,0.564,1.557,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10495,-1.038,1.553,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10496,-1.165,1.676,hba1c,locf
53,NCT01023581,NCT01023581,rcs,sex,-0.26,0.173,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10 * arm_f=_2_uaa10491,-0.129,0.385,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10' * arm_f=_2_uaa10491,1.712,1.726,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10'' * arm_f=_2_uaa10491,-5.256,4.959,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10 * arm_f=_2_uaa10492,-0.015,0.357,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10' * arm_f=_2_uaa10492,1.385,1.7,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10'' * arm_f=_2_uaa10492,-5.261,5.202,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10 * arm_f=_2_uaa10493,0.042,0.387,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10' * arm_f=_2_uaa10493,0.194,1.732,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10'' * arm_f=_2_uaa10493,-0.238,4.877,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10 * arm_f=_2_uaa10494,-0.433,0.353,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10' * arm_f=_2_uaa10494,2.613,1.642,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10'' * arm_f=_2_uaa10494,-7.658,4.735,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10 * arm_f=_2_uaa10495,0.018,0.356,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10' * arm_f=_2_uaa10495,-0.239,1.67,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10'' * arm_f=_2_uaa10495,1.212,4.788,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10 * arm_f=_2_uaa10496,0.055,0.381,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10' * arm_f=_2_uaa10496,1.489,1.723,hba1c,locf
53,NCT01023581,NCT01023581,rcs,age10'' * arm_f=_2_uaa10496,-5.398,4.93,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10491 * sex,-0.115,0.246,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10492 * sex,0.432,0.245,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10493 * sex,0.11,0.242,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10494 * sex,0.501,0.254,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10495 * sex,0.24,0.244,hba1c,locf
53,NCT01023581,NCT01023581,rcs,arm_f=_2_uaa10496 * sex,0.279,0.245,hba1c,locf
53,NCT01890122,NCT01890122,rcs,Intercept,2.872,0.941,hba1c,locf
53,NCT01890122,NCT01890122,rcs,value_1,0.642,0.05,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10,-0.114,0.194,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10',0.26,1.025,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10'',-0.502,3.257,hba1c,locf
53,NCT01890122,NCT01890122,rcs,arm_f=_2_uaa10957,-0.139,1.365,hba1c,locf
53,NCT01890122,NCT01890122,rcs,arm_f=_2_uaa10958,-1.914,1.176,hba1c,locf
53,NCT01890122,NCT01890122,rcs,arm_f=_2_uaa10959,-0.801,1.27,hba1c,locf
53,NCT01890122,NCT01890122,rcs,sex,0.069,0.147,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10 * arm_f=_2_uaa10957,0.023,0.313,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10' * arm_f=_2_uaa10957,-0.981,1.518,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10'' * arm_f=_2_uaa10957,3.101,4.615,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10 * arm_f=_2_uaa10958,0.206,0.273,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10' * arm_f=_2_uaa10958,-0.467,1.4,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10'' * arm_f=_2_uaa10958,1.142,4.321,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10 * arm_f=_2_uaa10959,0.101,0.293,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10' * arm_f=_2_uaa10959,-0.584,1.488,hba1c,locf
53,NCT01890122,NCT01890122,rcs,age10'' * arm_f=_2_uaa10959,1.673,4.63,hba1c,locf
53,NCT01890122,NCT01890122,rcs,arm_f=_2_uaa10957 * sex,-0.248,0.206,hba1c,locf
53,NCT01890122,NCT01890122,rcs,arm_f=_2_uaa10958 * sex,-0.311,0.207,hba1c,locf
53,NCT01890122,NCT01890122,rcs,arm_f=_2_uaa10959 * sex,-0.337,0.207,hba1c,locf
53,NCT00286442,NCT00286442,rcs,Intercept,2.623,1.141,hba1c,locf
53,NCT00286442,NCT00286442,rcs,value_1,0.763,0.043,hba1c,locf
53,NCT00286442,NCT00286442,rcs,age10,-0.175,0.247,hba1c,locf
53,NCT00286442,NCT00286442,rcs,age10',0.918,1.083,hba1c,locf
53,NCT00286442,NCT00286442,rcs,age10'',-3.08,3.036,hba1c,locf
53,NCT00286442,NCT00286442,rcs,arm_f=_2_uaa10057,-1.988,1.275,hba1c,locf
53,NCT00286442,NCT00286442,rcs,arm_f=_2_uaa10058,-0.1,1.25,hba1c,locf
53,NCT00286442,NCT00286442,rcs,sex,-0.135,0.151,hba1c,locf
53,NCT00286442,NCT00286442,rcs,age10 * arm_f=_2_uaa10057,0.337,0.292,hba1c,locf
53,NCT00286442,NCT00286442,rcs,age10' * arm_f=_2_uaa10057,-1.758,1.291,hba1c,locf
53,NCT00286442,NCT00286442,rcs,age10'' * arm_f=_2_uaa10057,5.747,3.624,hba1c,locf
53,NCT00286442,NCT00286442,rcs,age10 * arm_f=_2_uaa10058,-0.079,0.288,hba1c,locf
53,NCT00286442,NCT00286442,rcs,age10' * arm_f=_2_uaa10058,-0.801,1.316,hba1c,locf
53,NCT00286442,NCT00286442,rcs,age10'' * arm_f=_2_uaa10058,3.665,3.766,hba1c,locf
53,NCT00286442,NCT00286442,rcs,arm_f=_2_uaa10057 * sex,-0.022,0.184,hba1c,locf
53,NCT00286442,NCT00286442,rcs,arm_f=_2_uaa10058 * sex,0.166,0.186,hba1c,locf
53,NCT00306384,NCT00306384,rcs,Intercept,3.3,0.46,hba1c,locf
53,NCT00306384,NCT00306384,rcs,value_1,0.66,0.025,hba1c,locf
53,NCT00306384,NCT00306384,rcs,age10,-0.033,0.096,hba1c,locf
53,NCT00306384,NCT00306384,rcs,age10',-0.773,0.419,hba1c,locf
53,NCT00306384,NCT00306384,rcs,age10'',2.294,1.18,hba1c,locf
53,NCT00306384,NCT00306384,rcs,arm_f=_2_uaa10088,0.172,0.63,hba1c,locf
53,NCT00306384,NCT00306384,rcs,sex,-0.109,0.057,hba1c,locf
53,NCT00306384,NCT00306384,rcs,age10 * arm_f=_2_uaa10088,-0.038,0.142,hba1c,locf
53,NCT00306384,NCT00306384,rcs,age10' * arm_f=_2_uaa10088,0.383,0.607,hba1c,locf
53,NCT00306384,NCT00306384,rcs,age10'' * arm_f=_2_uaa10088,-1.185,1.692,hba1c,locf
53,NCT00306384,NCT00306384,rcs,arm_f=_2_uaa10088 * sex,-0.067,0.081,hba1c,locf
53,NCT00286455,NCT00286455,rcs,Intercept,4.42,1.571,hba1c,locf
53,NCT00286455,NCT00286455,rcs,value_1,0.715,0.053,hba1c,locf
53,NCT00286455,NCT00286455,rcs,age10,-0.482,0.343,hba1c,locf
53,NCT00286455,NCT00286455,rcs,age10',1.801,1.42,hba1c,locf
53,NCT00286455,NCT00286455,rcs,age10'',-4.934,3.846,hba1c,locf
53,NCT00286455,NCT00286455,rcs,arm_f=_2_uaa10061,-2.404,1.66,hba1c,locf
53,NCT00286455,NCT00286455,rcs,arm_f=_2_uaa10062,-2.52,1.832,hba1c,locf
53,NCT00286455,NCT00286455,rcs,sex,-0.024,0.191,hba1c,locf
53,NCT00286455,NCT00286455,rcs,age10 * arm_f=_2_uaa10061,0.453,0.38,hba1c,locf
53,NCT00286455,NCT00286455,rcs,age10' * arm_f=_2_uaa10061,-2.039,1.644,hba1c,locf
53,NCT00286455,NCT00286455,rcs,age10'' * arm_f=_2_uaa10061,5.439,4.554,hba1c,locf
53,NCT00286455,NCT00286455,rcs,age10 * arm_f=_2_uaa10062,0.474,0.418,hba1c,locf
53,NCT00286455,NCT00286455,rcs,age10' * arm_f=_2_uaa10062,-2.456,1.731,hba1c,locf
53,NCT00286455,NCT00286455,rcs,age10'' * arm_f=_2_uaa10062,6.877,4.7,hba1c,locf
53,NCT00286455,NCT00286455,rcs,arm_f=_2_uaa10061 * sex,-0.143,0.233,hba1c,locf
53,NCT00286455,NCT00286455,rcs,arm_f=_2_uaa10062 * sex,-0.045,0.235,hba1c,locf
53,NCT00286468,NCT00286468,rcs,Intercept,0.918,1.422,hba1c,locf
53,NCT00286468,NCT00286468,rcs,value_1,0.737,0.037,hba1c,locf
53,NCT00286468,NCT00286468,rcs,age10,0.266,0.306,hba1c,locf
53,NCT00286468,NCT00286468,rcs,age10',-1.722,1.155,hba1c,locf
53,NCT00286468,NCT00286468,rcs,age10'',5.171,3.085,hba1c,locf
53,NCT00286468,NCT00286468,rcs,arm_f=_2_uaa10065,1.562,1.557,hba1c,locf
53,NCT00286468,NCT00286468,rcs,arm_f=_2_uaa10066,0.933,1.49,hba1c,locf
53,NCT00286468,NCT00286468,rcs,sex,-0.047,0.144,hba1c,locf
53,NCT00286468,NCT00286468,rcs,age10 * arm_f=_2_uaa10065,-0.371,0.346,hba1c,locf
53,NCT00286468,NCT00286468,rcs,age10' * arm_f=_2_uaa10065,1.471,1.359,hba1c,locf
53,NCT00286468,NCT00286468,rcs,age10'' * arm_f=_2_uaa10065,-4.405,3.667,hba1c,locf
53,NCT00286468,NCT00286468,rcs,age10 * arm_f=_2_uaa10066,-0.21,0.331,hba1c,locf
53,NCT00286468,NCT00286468,rcs,age10' * arm_f=_2_uaa10066,0.243,1.326,hba1c,locf
53,NCT00286468,NCT00286468,rcs,age10'' * arm_f=_2_uaa10066,-0.92,3.626,hba1c,locf
53,NCT00286468,NCT00286468,rcs,arm_f=_2_uaa10065 * sex,-0.122,0.176,hba1c,locf
53,NCT00286468,NCT00286468,rcs,arm_f=_2_uaa10066 * sex,-0.175,0.176,hba1c,locf
53,NCT00286494,NCT00286494,rcs,Intercept,1.938,1.054,hba1c,locf
53,NCT00286494,NCT00286494,rcs,value_1,0.689,0.042,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10,0.054,0.226,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10',0.166,1.057,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'',-0.71,2.973,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069,-1.478,1.558,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10070,0.576,1.279,hba1c,locf
53,NCT00286494,NCT00286494,rcs,sex,0.096,0.169,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10069,0.278,0.352,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10069,-1.903,1.487,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'' * arm_f=_2_uaa10069,5.242,4.08,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10 * arm_f=_2_uaa10070,-0.227,0.292,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10' * arm_f=_2_uaa10070,0.272,1.326,hba1c,locf
53,NCT00286494,NCT00286494,rcs,age10'' * arm_f=_2_uaa10070,-0.388,3.725,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10069 * sex,0.002,0.204,hba1c,locf
53,NCT00286494,NCT00286494,rcs,arm_f=_2_uaa10070 * sex,-0.086,0.205,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,Intercept,5.216,1.45,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,value_1,0.554,0.053,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10,-0.386,0.317,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10',1.611,1.199,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10'',-4.395,3.19,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,arm_f=_2_ipd00003,-1.425,1.766,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,sex,-0.281,0.133,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10 * arm_f=_2_ipd00003,0.232,0.393,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10' * arm_f=_2_ipd00003,-1.039,1.53,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,age10'' * arm_f=_2_ipd00003,2.497,4.14,hba1c,locf
53,NCT01778049,NCT01778049_b,rcs,arm_f=_2_ipd00003 * sex,0.294,0.189,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,Intercept,3.409,0.926,hba1c,locf
53,NCT01778049,NCT01778049_a,rcs,value_1,0.614,0.054,hba1c,locf
