nct_id,nct_id2,models,term,estimate,std.error,statistic,p.value
NCT00838903,NCT00838903,f4,arm_f_2_uaa10381:sex,0.038,0.269,0.142,8.870e-01
NCT00838903,NCT00838903,f4,arm_f_2_uaa10382:sex,-0.075,0.268,-0.281,7.790e-01
NCT00838903,NCT00838903,f4,arm_f_2_uaa10384:sex,0.03,0.268,0.111,9.119e-01
NCT00838916,NCT00838916,f4,(Intercept),3.98,0.536,7.431,2.992e-13
NCT00838916,NCT00838916,f4,value_1,0.419,0.042,10.092,1.606e-22
NCT00838916,NCT00838916,f4,age10,0.007,0.066,0.107,9.148e-01
NCT00838916,NCT00838916,f4,arm_f_2_uaa10386,1.069,0.465,2.3,2.174e-02
NCT00838916,NCT00838916,f4,sex,-0.085,0.13,-0.659,5.099e-01
NCT00838916,NCT00838916,f4,age10:arm_f_2_uaa10386,-0.19,0.082,-2.322,2.052e-02
NCT00838916,NCT00838916,f4,arm_f_2_uaa10386:sex,0.139,0.158,0.879,3.799e-01
NCT00839527,NCT00839527,f4,(Intercept),5.462,0.678,8.057,3.754e-15
NCT00839527,NCT00839527,f4,value_1,0.548,0.045,12.103,1.477e-30
NCT00839527,NCT00839527,f4,age10,-0.329,0.096,-3.438,6.234e-04
NCT00839527,NCT00839527,f4,arm_f_2_uaa10389,-1.297,0.644,-2.014,4.446e-02
NCT00839527,NCT00839527,f4,arm_f_2_uaa10390,-1.941,0.647,-3,2.801e-03
NCT00839527,NCT00839527,f4,sex,0.075,0.187,0.402,6.880e-01
NCT00839527,NCT00839527,f4,age10:arm_f_2_uaa10389,0.118,0.114,1.032,3.023e-01
NCT00839527,NCT00839527,f4,age10:arm_f_2_uaa10390,0.232,0.114,2.036,4.219e-02
NCT00839527,NCT00839527,f4,arm_f_2_uaa10389:sex,-0.007,0.221,-0.034,9.730e-01
NCT00839527,NCT00839527,f4,arm_f_2_uaa10390:sex,-0.199,0.221,-0.901,3.679e-01
NCT00849017,NCT00849017,f4,(Intercept),4.515,0.754,5.99,6.263e-09
NCT00849017,NCT00849017,f4,value_1,0.417,0.067,6.252,1.460e-09
NCT00849017,NCT00849017,f4,age10,-0.079,0.087,-0.915,3.610e-01
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393,-0.511,0.659,-0.775,4.390e-01
NCT00849017,NCT00849017,f4,arm_f_2_uaa10394,0.231,0.694,0.332,7.401e-01
NCT00849017,NCT00849017,f4,sex,0.076,0.2,0.38,7.042e-01
NCT00849017,NCT00849017,f4,age10:arm_f_2_uaa10393,0.008,0.122,0.068,9.455e-01
NCT00849017,NCT00849017,f4,age10:arm_f_2_uaa10394,-0.077,0.125,-0.615,5.391e-01
NCT00849017,NCT00849017,f4,arm_f_2_uaa10393:sex,0.438,0.284,1.544,1.237e-01
NCT00849017,NCT00849017,f4,arm_f_2_uaa10394:sex,-0.166,0.282,-0.587,5.575e-01
NCT00849056,NCT00849056,f4,(Intercept),5.727,0.666,8.595,5.007e-16
NCT00849056,NCT00849056,f4,value_1,0.344,0.059,5.803,1.687e-08
NCT00849056,NCT00849056,f4,age10,-0.131,0.076,-1.715,8.748e-02
NCT00849056,NCT00849056,f4,arm_f_2_uaa10397,-0.981,0.59,-1.663,9.731e-02
NCT00849056,NCT00849056,f4,sex,-0.106,0.145,-0.733,4.644e-01
NCT00849056,NCT00849056,f4,age10:arm_f_2_uaa10397,0.062,0.105,0.592,5.543e-01
NCT00849056,NCT00849056,f4,arm_f_2_uaa10397:sex,-0.042,0.207,-0.204,8.383e-01
NCT00976391,NCT00976391,f4,(Intercept),3.617,0.562,6.433,2.695e-10
NCT00976391,NCT00976391,f4,value_1,0.526,0.045,11.714,1.730e-28
NCT00976391,NCT00976391,f4,age10,-0.088,0.064,-1.377,1.691e-01
NCT00976391,NCT00976391,f4,arm_f_2_uaa10467,-0.157,0.505,-0.311,7.561e-01
NCT00976391,NCT00976391,f4,sex,0.178,0.112,1.581,1.145e-01
NCT00976391,NCT00976391,f4,age10:arm_f_2_uaa10467,0.005,0.089,0.056,9.557e-01
NCT00976391,NCT00976391,f4,arm_f_2_uaa10467:sex,-0.01,0.159,-0.06,9.520e-01
NCT01098539,NCT01098539,f4,(Intercept),2.658,0.654,4.062,5.673e-05
NCT01098539,NCT01098539,f4,value_1,0.595,0.054,10.968,3.811e-25
NCT01098539,NCT01098539,f4,age10,0.062,0.071,0.88,3.792e-01
NCT01098539,NCT01098539,f4,arm_f_2_uaa10566,0.287,0.658,0.436,6.627e-01
NCT01098539,NCT01098539,f4,sex,-0.406,0.127,-3.19,1.516e-03
NCT01098539,NCT01098539,f4,age10:arm_f_2_uaa10566,-0.151,0.103,-1.459,1.453e-01
NCT01098539,NCT01098539,f4,arm_f_2_uaa10566:sex,0.626,0.179,3.486,5.345e-04
NCT01128894,NCT01128894,f4,(Intercept),3.207,0.441,7.268,8.630e-13
NCT01128894,NCT01128894,f4,value_1,0.49,0.039,12.649,1.422e-33
NCT01128894,NCT01128894,f4,age10,-0.041,0.046,-0.886,3.756e-01
NCT01128894,NCT01128894,f4,arm_f_2_uaa10601,0.997,0.369,2.7,7.077e-03
NCT01128894,NCT01128894,f4,sex,0.359,0.091,3.937,8.954e-05
NCT01128894,NCT01128894,f4,age10:arm_f_2_uaa10601,-0.119,0.064,-1.848,6.497e-02
NCT01128894,NCT01128894,f4,arm_f_2_uaa10601:sex,-0.295,0.129,-2.286,2.251e-02
NCT01733758,NCT01733758,f4,(Intercept),4.661,0.474,9.831,6.817e-21
NCT01733758,NCT01733758,f4,value_1,0.517,0.033,15.817,1.317e-45
NCT01733758,NCT01733758,f4,age10,-0.127,0.059,-2.175,3.014e-02
NCT01733758,NCT01733758,f4,arm_f_2_uaa10899,-1.538,0.492,-3.127,1.876e-03
NCT01733758,NCT01733758,f4,arm_f_2_uaa10900,-1.07,0.474,-2.258,2.441e-02
NCT01733758,NCT01733758,f4,arm_f_2_uaa10901,-2.052,0.514,-3.993,7.555e-05
NCT01733758,NCT01733758,f4,sex,0.17,0.139,1.225,2.210e-01
NCT01733758,NCT01733758,f4,age10:arm_f_2_uaa10899,0.07,0.077,0.902,3.677e-01
NCT01733758,NCT01733758,f4,age10:arm_f_2_uaa10900,-0.019,0.076,-0.253,8.001e-01
NCT01733758,NCT01733758,f4,age10:arm_f_2_uaa10901,0.131,0.082,1.602,1.098e-01
NCT01733758,NCT01733758,f4,arm_f_2_uaa10899:sex,-0.132,0.177,-0.743,4.575e-01
NCT01733758,NCT01733758,f4,arm_f_2_uaa10900:sex,-0.338,0.176,-1.916,5.591e-02
NCT01733758,NCT01733758,f4,arm_f_2_uaa10901:sex,-0.111,0.195,-0.572,5.676e-01
NCT02229227,NCT02229227,f4,(Intercept),3.857,0.424,9.101,6.927e-19
NCT02229227,NCT02229227,f4,value_1,0.426,0.044,9.582,1.146e-20
NCT02229227,NCT02229227,f4,age10,-0.099,0.041,-2.433,1.520e-02
NCT02229227,NCT02229227,f4,arm_f_2_uaa11080,-0.592,0.343,-1.729,8.417e-02
NCT02229227,NCT02229227,f4,sex,0.092,0.077,1.19,2.343e-01
NCT02229227,NCT02229227,f4,age10:arm_f_2_uaa11080,0.111,0.058,1.912,5.625e-02
NCT02229227,NCT02229227,f4,arm_f_2_uaa11080:sex,0.025,0.11,0.225,8.217e-01
NCT02465515,NCT02465515,f4,(Intercept),5.354,0.178,30.145,4.095e-190
NCT02465515,NCT02465515,f4,value_1,0.543,0.009,59.106,0.000e+00
NCT02465515,NCT02465515,f4,age10,-0.226,0.023,-10.007,1.890e-23
NCT02465515,NCT02465515,f4,arm_f_2_uaa11138,-0.556,0.207,-2.686,7.242e-03
NCT02465515,NCT02465515,f4,sex,-0.153,0.041,-3.688,2.277e-04
NCT02465515,NCT02465515,f4,age10:arm_f_2_uaa11138,0.052,0.031,1.653,9.842e-02
NCT02465515,NCT02465515,f4,arm_f_2_uaa11138:sex,0.137,0.059,2.334,1.961e-02
NCT00838903,NCT00838903,f5,(Intercept),1.658,1.053,1.574,1.158e-01
NCT00838903,NCT00838903,f5,value_1,0.775,0.128,6.073,1.777e-09
NCT00838903,NCT00838903,f5,arm_f_2_uaa10381,1.959,1.256,1.559,1.193e-01
NCT00838903,NCT00838903,f5,arm_f_2_uaa10382,2.192,1.238,1.771,7.689e-02
NCT00838903,NCT00838903,f5,arm_f_2_uaa10384,1.446,1.264,1.144,2.529e-01
NCT00838903,NCT00838903,f5,value_1:arm_f_2_uaa10381,-0.309,0.153,-2.025,4.311e-02
NCT00838903,NCT00838903,f5,value_1:arm_f_2_uaa10382,-0.307,0.15,-2.041,4.150e-02
NCT00838903,NCT00838903,f5,value_1:arm_f_2_uaa10384,-0.212,0.154,-1.379,1.683e-01
NCT00838916,NCT00838916,f5,(Intercept),4.371,0.579,7.545,1.318e-13
NCT00838916,NCT00838916,f5,value_1,0.373,0.069,5.436,7.396e-08
NCT00838916,NCT00838916,f5,arm_f_2_uaa10386,-0.749,0.721,-1.038,2.995e-01
NCT00838916,NCT00838916,f5,value_1:arm_f_2_uaa10386,0.099,0.086,1.155,2.483e-01
NCT00839527,NCT00839527,f5,(Intercept),2.257,0.855,2.641,8.465e-03
NCT00839527,NCT00839527,f5,value_1,0.72,0.103,6.988,6.830e-12
NCT00839527,NCT00839527,f5,arm_f_2_uaa10389,0.184,1.036,0.178,8.591e-01
NCT00839527,NCT00839527,f5,arm_f_2_uaa10390,1.33,1.038,1.281,2.006e-01
NCT00839527,NCT00839527,f5,value_1:arm_f_2_uaa10389,-0.098,0.125,-0.788,4.312e-01
NCT00839527,NCT00839527,f5,value_1:arm_f_2_uaa10390,-0.252,0.125,-2.018,4.397e-02
NCT00849017,NCT00849017,f5,(Intercept),4.115,0.9,4.57,7.182e-06
NCT00849017,NCT00849017,f5,value_1,0.422,0.111,3.81,1.693e-04
NCT00849017,NCT00849017,f5,arm_f_2_uaa10393,-0.664,1.264,-0.525,5.999e-01
NCT00849017,NCT00849017,f5,arm_f_2_uaa10394,-1.215,1.322,-0.919,3.590e-01
NCT00849017,NCT00849017,f5,value_1:arm_f_2_uaa10393,0.049,0.154,0.321,7.487e-01
NCT00849017,NCT00849017,f5,value_1:arm_f_2_uaa10394,0.114,0.163,0.698,4.857e-01
NCT00849056,NCT00849056,f5,(Intercept),4.984,0.694,7.177,5.691e-12
NCT00849056,NCT00849056,f5,value_1,0.339,0.085,3.998,8.063e-05
NCT00849056,NCT00849056,f5,arm_f_2_uaa10397,-1.057,0.956,-1.106,2.698e-01
NCT00849056,NCT00849056,f5,value_1:arm_f_2_uaa10397,0.048,0.117,0.407,6.843e-01
NCT00976391,NCT00976391,f5,(Intercept),2.81,0.544,5.165,3.325e-07
NCT00976391,NCT00976391,f5,value_1,0.575,0.064,9.018,2.882e-18
NCT00976391,NCT00976391,f5,arm_f_2_uaa10467,0.347,0.75,0.463,6.436e-01
NCT00976391,NCT00976391,f5,value_1:arm_f_2_uaa10467,-0.058,0.088,-0.656,5.119e-01
NCT01098539,NCT01098539,f5,(Intercept),3.86,0.625,6.173,1.407e-09
NCT01098539,NCT01098539,f5,value_1,0.473,0.076,6.217,1.086e-09
NCT01098539,NCT01098539,f5,arm_f_2_uaa10566,-1.801,0.918,-1.962,5.028e-02
NCT01098539,NCT01098539,f5,value_1:arm_f_2_uaa10566,0.177,0.113,1.57,1.171e-01
NCT01128894,NCT01128894,f5,(Intercept),3.049,0.454,6.715,3.532e-11
NCT01128894,NCT01128894,f5,value_1,0.505,0.055,9.134,5.182e-19
NCT01128894,NCT01128894,f5,arm_f_2_uaa10601,0.016,0.633,0.025,9.802e-01
NCT01128894,NCT01128894,f5,value_1:arm_f_2_uaa10601,0.02,0.077,0.26,7.950e-01
NCT01733758,NCT01733758,f5,(Intercept),2.595,0.642,4.042,6.169e-05
NCT01733758,NCT01733758,f5,value_1,0.696,0.079,8.86,1.545e-17
NCT01733758,NCT01733758,f5,arm_f_2_uaa10899,-0.337,0.796,-0.423,6.728e-01
NCT01733758,NCT01733758,f5,arm_f_2_uaa10900,0.571,0.794,0.718,4.729e-01
NCT01733758,NCT01733758,f5,arm_f_2_uaa10901,0.373,0.863,0.432,6.657e-01
NCT01733758,NCT01733758,f5,value_1:arm_f_2_uaa10899,-0.11,0.098,-1.128,2.598e-01
NCT01733758,NCT01733758,f5,value_1:arm_f_2_uaa10900,-0.246,0.097,-2.53,1.171e-02
NCT01733758,NCT01733758,f5,value_1:arm_f_2_uaa10901,-0.214,0.106,-2.022,4.374e-02
NCT02229227,NCT02229227,f5,(Intercept),2.311,0.478,4.837,1.580e-06
NCT02229227,NCT02229227,f5,value_1,0.556,0.061,9.079,8.254e-19
NCT02229227,NCT02229227,f5,arm_f_2_uaa11080,2.189,0.694,3.156,1.660e-03
NCT02229227,NCT02229227,f5,value_1:arm_f_2_uaa11080,-0.273,0.089,-3.081,2.134e-03
NCT02465515,NCT02465515,f5,(Intercept),3.376,0.11,30.677,1.775e-196
NCT02465515,NCT02465515,f5,value_1,0.593,0.013,46.71,0.000e+00
NCT02465515,NCT02465515,f5,arm_f_2_uaa11138,0.322,0.152,2.118,3.420e-02
NCT02465515,NCT02465515,f5,value_1:arm_f_2_uaa11138,-0.053,0.018,-2.926,3.442e-03
NCT00838903,NCT00838903,f6,(Intercept),2.82,1.382,2.04,4.161e-02
NCT00838903,NCT00838903,f6,value_1,0.735,0.129,5.694,1.629e-08
NCT00838903,NCT00838903,f6,age10,-0.15,0.119,-1.258,2.086e-01
NCT00838903,NCT00838903,f6,arm_f_2_uaa10381,2.713,1.631,1.663,9.660e-02
NCT00838903,NCT00838903,f6,arm_f_2_uaa10382,3.218,1.585,2.03,4.262e-02
NCT00838903,NCT00838903,f6,arm_f_2_uaa10384,1.861,1.62,1.149,2.508e-01
NCT00838903,NCT00838903,f6,age10:arm_f_2_uaa10381,-0.091,0.138,-0.657,5.111e-01
NCT00838903,NCT00838903,f6,age10:arm_f_2_uaa10382,-0.192,0.137,-1.403,1.610e-01
NCT00838903,NCT00838903,f6,age10:arm_f_2_uaa10384,-0.069,0.138,-0.504,6.140e-01
NCT00838903,NCT00838903,f6,value_1:arm_f_2_uaa10381,-0.346,0.155,-2.232,2.584e-02
NCT00838903,NCT00838903,f6,value_1:arm_f_2_uaa10382,-0.308,0.152,-2.033,4.228e-02
NCT00838903,NCT00838903,f6,value_1:arm_f_2_uaa10384,-0.22,0.155,-1.421,1.556e-01
NCT00838916,NCT00838916,f6,(Intercept),4.321,0.736,5.872,6.515e-09
NCT00838916,NCT00838916,f6,value_1,0.376,0.069,5.414,8.360e-08
NCT00838916,NCT00838916,f6,age10,0.002,0.067,0.036,9.710e-01
NCT00838916,NCT00838916,f6,arm_f_2_uaa10386,0.517,0.913,0.566,5.715e-01
NCT00838916,NCT00838916,f6,age10:arm_f_2_uaa10386,-0.179,0.082,-2.173,3.012e-02
NCT00838916,NCT00838916,f6,value_1:arm_f_2_uaa10386,0.068,0.087,0.786,4.320e-01
NCT00839527,NCT00839527,f6,(Intercept),4.38,1.07,4.093,4.799e-05
NCT00839527,NCT00839527,f6,value_1,0.67,0.103,6.53,1.321e-10
NCT00839527,NCT00839527,f6,age10,-0.308,0.096,-3.211,1.386e-03
NCT00839527,NCT00839527,f6,arm_f_2_uaa10389,-0.574,1.287,-0.446,6.560e-01
NCT00839527,NCT00839527,f6,arm_f_2_uaa10390,0.032,1.299,0.024,9.805e-01
NCT00839527,NCT00839527,f6,age10:arm_f_2_uaa10389,0.104,0.115,0.904,3.664e-01
NCT00839527,NCT00839527,f6,age10:arm_f_2_uaa10390,0.194,0.115,1.689,9.174e-02
NCT00839527,NCT00839527,f6,value_1:arm_f_2_uaa10389,-0.079,0.124,-0.637,5.241e-01
NCT00839527,NCT00839527,f6,value_1:arm_f_2_uaa10390,-0.226,0.125,-1.815,6.998e-02
NCT00849017,NCT00849017,f6,(Intercept),5.251,1.134,4.629,5.569e-06
NCT00849017,NCT00849017,f6,value_1,0.338,0.116,2.907,3.937e-03
NCT00849017,NCT00849017,f6,age10,-0.09,0.088,-1.018,3.096e-01
NCT00849017,NCT00849017,f6,arm_f_2_uaa10393,-1.656,1.539,-1.076,2.827e-01
NCT00849017,NCT00849017,f6,arm_f_2_uaa10394,-1.241,1.67,-0.743,4.580e-01
NCT00849017,NCT00849017,f6,age10:arm_f_2_uaa10393,0.058,0.123,0.47,6.386e-01
NCT00849017,NCT00849017,f6,age10:arm_f_2_uaa10394,-0.055,0.129,-0.428,6.691e-01
NCT00849017,NCT00849017,f6,value_1:arm_f_2_uaa10393,0.136,0.159,0.855,3.930e-01
NCT00849017,NCT00849017,f6,value_1:arm_f_2_uaa10394,0.156,0.169,0.923,3.567e-01
NCT00849056,NCT00849056,f6,(Intercept),5.826,0.844,6.902,3.150e-11
NCT00849056,NCT00849056,f6,value_1,0.327,0.085,3.83,1.567e-04
NCT00849056,NCT00849056,f6,age10,-0.134,0.076,-1.759,7.960e-02
NCT00849056,NCT00849056,f6,arm_f_2_uaa10397,-1.369,1.193,-1.148,2.520e-01
NCT00849056,NCT00849056,f6,age10:arm_f_2_uaa10397,0.061,0.106,0.577,5.641e-01
NCT00849056,NCT00849056,f6,value_1:arm_f_2_uaa10397,0.045,0.118,0.381,7.037e-01
NCT00976391,NCT00976391,f6,(Intercept),3.41,0.725,4.704,3.218e-06
NCT00976391,NCT00976391,f6,value_1,0.554,0.066,8.388,4.043e-16
NCT00976391,NCT00976391,f6,age10,-0.077,0.065,-1.198,2.313e-01
NCT00976391,NCT00976391,f6,arm_f_2_uaa10467,0.515,0.995,0.518,6.047e-01
NCT00976391,NCT00976391,f6,age10:arm_f_2_uaa10467,-0.018,0.09,-0.199,8.426e-01
NCT00976391,NCT00976391,f6,value_1:arm_f_2_uaa10467,-0.065,0.09,-0.723,4.699e-01
NCT01098539,NCT01098539,f6,(Intercept),2.949,0.799,3.692,2.481e-04
NCT01098539,NCT01098539,f6,value_1,0.557,0.075,7.43,4.963e-13
NCT01098539,NCT01098539,f6,age10,0.032,0.071,0.443,6.579e-01
NCT01098539,NCT01098539,f6,arm_f_2_uaa10566,-0.36,1.164,-0.309,7.571e-01
NCT01098539,NCT01098539,f6,age10:arm_f_2_uaa10566,-0.105,0.105,-1.005,3.152e-01
NCT01098539,NCT01098539,f6,value_1:arm_f_2_uaa10566,0.085,0.11,0.778,4.372e-01
NCT01128894,NCT01128894,f6,(Intercept),3.352,0.575,5.825,8.246e-09
NCT01128894,NCT01128894,f6,value_1,0.498,0.056,8.853,5.358e-18
NCT01128894,NCT01128894,f6,age10,-0.044,0.047,-0.939,3.480e-01
NCT01128894,NCT01128894,f6,arm_f_2_uaa10601,0.924,0.797,1.159,2.468e-01
NCT01128894,NCT01128894,f6,age10:arm_f_2_uaa10601,-0.115,0.066,-1.742,8.186e-02
NCT01128894,NCT01128894,f6,value_1:arm_f_2_uaa10601,-0.014,0.078,-0.173,8.631e-01
NCT01733758,NCT01733758,f6,(Intercept),3.551,0.831,4.275,2.311e-05
NCT01733758,NCT01733758,f6,value_1,0.654,0.081,8.049,6.654e-15
NCT01733758,NCT01733758,f6,age10,-0.107,0.06,-1.787,7.455e-02
NCT01733758,NCT01733758,f6,arm_f_2_uaa10899,-0.901,1.022,-0.882,3.781e-01
NCT01733758,NCT01733758,f6,arm_f_2_uaa10900,0.704,1.014,0.694,4.881e-01
NCT01733758,NCT01733758,f6,arm_f_2_uaa10901,-0.582,1.082,-0.538,5.906e-01
NCT01733758,NCT01733758,f6,age10:arm_f_2_uaa10899,0.054,0.078,0.691,4.901e-01
NCT01733758,NCT01733758,f6,age10:arm_f_2_uaa10900,-0.045,0.078,-0.577,5.644e-01
NCT01733758,NCT01733758,f6,age10:arm_f_2_uaa10901,0.107,0.083,1.288,1.982e-01
NCT01733758,NCT01733758,f6,value_1:arm_f_2_uaa10899,-0.077,0.1,-0.775,4.390e-01
NCT01733758,NCT01733758,f6,value_1:arm_f_2_uaa10900,-0.23,0.099,-2.313,2.116e-02
NCT01733758,NCT01733758,f6,value_1:arm_f_2_uaa10901,-0.172,0.108,-1.599,1.105e-01
NCT02229227,NCT02229227,f6,(Intercept),2.885,0.536,5.379,9.832e-08
NCT02229227,NCT02229227,f6,value_1,0.553,0.061,9.04,1.149e-18
NCT02229227,NCT02229227,f6,age10,-0.094,0.04,-2.336,1.974e-02
NCT02229227,NCT02229227,f6,arm_f_2_uaa11080,1.55,0.783,1.979,4.819e-02
NCT02229227,NCT02229227,f6,age10:arm_f_2_uaa11080,0.104,0.058,1.801,7.207e-02
NCT02229227,NCT02229227,f6,value_1:arm_f_2_uaa11080,-0.269,0.089,-3.034,2.491e-03
NCT02465515,NCT02465515,f6,(Intercept),4.942,0.198,25.02,1.505e-133
NCT02465515,NCT02465515,f6,value_1,0.572,0.013,44.729,0.000e+00
NCT02465515,NCT02465515,f6,age10,-0.216,0.023,-9.511,2.385e-21
NCT02465515,NCT02465515,f6,arm_f_2_uaa11138,0.096,0.278,0.346,7.294e-01
NCT02465515,NCT02465515,f6,age10:arm_f_2_uaa11138,0.034,0.032,1.055,2.914e-01
NCT02465515,NCT02465515,f6,value_1:arm_f_2_uaa11138,-0.053,0.018,-2.918,3.529e-03
NCT00838903,NCT00838903,f7,(Intercept),1.568,1.079,1.453,1.465e-01
NCT00838903,NCT00838903,f7,value_1,0.78,0.129,6.073,1.776e-09
NCT00838903,NCT00838903,f7,sex,0.09,0.234,0.386,6.998e-01
NCT00838903,NCT00838903,f7,arm_f_2_uaa10381,1.951,1.282,1.523,1.282e-01
NCT00838903,NCT00838903,f7,arm_f_2_uaa10382,2.301,1.261,1.824,6.841e-02
NCT00838903,NCT00838903,f7,arm_f_2_uaa10384,1.477,1.287,1.147,2.517e-01
NCT00838903,NCT00838903,f7,sex:arm_f_2_uaa10381,0.055,0.271,0.201,8.404e-01
NCT00838903,NCT00838903,f7,sex:arm_f_2_uaa10382,-0.146,0.27,-0.542,5.879e-01
NCT00838903,NCT00838903,f7,sex:arm_f_2_uaa10384,0.029,0.271,0.108,9.139e-01
NCT00838903,NCT00838903,f7,value_1:arm_f_2_uaa10381,-0.311,0.154,-2.024,4.319e-02
NCT00838903,NCT00838903,f7,value_1:arm_f_2_uaa10382,-0.311,0.151,-2.058,3.982e-02
NCT00838903,NCT00838903,f7,value_1:arm_f_2_uaa10384,-0.217,0.155,-1.405,1.604e-01
NCT00838916,NCT00838916,f7,(Intercept),4.407,0.583,7.561,1.175e-13
NCT00838916,NCT00838916,f7,value_1,0.374,0.069,5.442,7.160e-08
NCT00838916,NCT00838916,f7,sex,-0.08,0.129,-0.623,5.336e-01
NCT00838916,NCT00838916,f7,arm_f_2_uaa10386,-0.793,0.726,-1.093,2.747e-01
NCT00838916,NCT00838916,f7,sex:arm_f_2_uaa10386,0.099,0.158,0.629,5.299e-01
NCT00838916,NCT00838916,f7,value_1:arm_f_2_uaa10386,0.098,0.086,1.139,2.552e-01
NCT00839527,NCT00839527,f7,(Intercept),2.226,0.874,2.547,1.108e-02
NCT00839527,NCT00839527,f7,value_1,0.721,0.103,6.975,7.495e-12
NCT00839527,NCT00839527,f7,sex,0.033,0.189,0.174,8.618e-01
NCT00839527,NCT00839527,f7,arm_f_2_uaa10389,0.126,1.063,0.119,9.055e-01
NCT00839527,NCT00839527,f7,arm_f_2_uaa10390,1.485,1.06,1.401,1.618e-01
NCT00839527,NCT00839527,f7,sex:arm_f_2_uaa10389,0.038,0.224,0.169,8.660e-01
NCT00839527,NCT00839527,f7,sex:arm_f_2_uaa10390,-0.168,0.223,-0.752,4.523e-01
NCT00839527,NCT00839527,f7,value_1:arm_f_2_uaa10389,-0.093,0.126,-0.741,4.588e-01
NCT00839527,NCT00839527,f7,value_1:arm_f_2_uaa10390,-0.26,0.125,-2.07,3.881e-02
NCT00849017,NCT00849017,f7,(Intercept),4.133,0.897,4.609,6.041e-06
NCT00849017,NCT00849017,f7,value_1,0.412,0.112,3.689,2.687e-04
NCT00849017,NCT00849017,f7,sex,0.105,0.202,0.521,6.027e-01
NCT00849017,NCT00849017,f7,arm_f_2_uaa10393,-0.601,1.258,-0.477,6.335e-01
NCT00849017,NCT00849017,f7,arm_f_2_uaa10394,-1.193,1.318,-0.905,3.661e-01
NCT00849017,NCT00849017,f7,sex:arm_f_2_uaa10393,0.36,0.285,1.263,2.075e-01
NCT00849017,NCT00849017,f7,sex:arm_f_2_uaa10394,-0.225,0.284,-0.792,4.287e-01
NCT00849017,NCT00849017,f7,value_1:arm_f_2_uaa10393,0.021,0.155,0.137,8.915e-01
NCT00849017,NCT00849017,f7,value_1:arm_f_2_uaa10394,0.127,0.163,0.778,4.372e-01
NCT00849056,NCT00849056,f7,(Intercept),5.092,0.708,7.197,5.073e-12
NCT00849056,NCT00849056,f7,value_1,0.335,0.085,3.929,1.062e-04
NCT00849056,NCT00849056,f7,sex,-0.117,0.145,-0.806,4.207e-01
NCT00849056,NCT00849056,f7,arm_f_2_uaa10397,-0.981,0.981,-1,3.181e-01
NCT00849056,NCT00849056,f7,sex:arm_f_2_uaa10397,-0.043,0.207,-0.205,8.376e-01
NCT00849056,NCT00849056,f7,value_1:arm_f_2_uaa10397,0.042,0.118,0.356,7.224e-01
NCT00976391,NCT00976391,f7,(Intercept),2.655,0.551,4.823,1.815e-06
NCT00976391,NCT00976391,f7,value_1,0.583,0.064,9.135,1.138e-18
NCT00976391,NCT00976391,f7,sex,0.188,0.112,1.685,9.260e-02
NCT00976391,NCT00976391,f7,arm_f_2_uaa10467,0.389,0.758,0.513,6.083e-01
NCT00976391,NCT00976391,f7,sex:arm_f_2_uaa10467,-0.034,0.158,-0.217,8.280e-01
NCT00976391,NCT00976391,f7,value_1:arm_f_2_uaa10467,-0.06,0.088,-0.685,4.935e-01
NCT01098539,NCT01098539,f7,(Intercept),4.116,0.628,6.556,1.413e-10
NCT01098539,NCT01098539,f7,value_1,0.464,0.076,6.144,1.677e-09
NCT01098539,NCT01098539,f7,sex,-0.349,0.131,-2.657,8.140e-03
NCT01098539,NCT01098539,f7,arm_f_2_uaa10566,-2.214,0.921,-2.405,1.655e-02
NCT01098539,NCT01098539,f7,sex:arm_f_2_uaa10566,0.563,0.186,3.025,2.617e-03
NCT01098539,NCT01098539,f7,value_1:arm_f_2_uaa10566,0.191,0.112,1.704,8.895e-02
NCT01128894,NCT01128894,f7,(Intercept),2.876,0.452,6.358,3.419e-10
NCT01128894,NCT01128894,f7,value_1,0.503,0.055,9.166,3.955e-19
NCT01128894,NCT01128894,f7,sex,0.358,0.092,3.907,1.011e-04
NCT01128894,NCT01128894,f7,arm_f_2_uaa10601,0.171,0.63,0.272,7.859e-01
NCT01128894,NCT01128894,f7,sex:arm_f_2_uaa10601,-0.319,0.13,-2.456,1.427e-02
NCT01128894,NCT01128894,f7,value_1:arm_f_2_uaa10601,0.022,0.076,0.29,7.721e-01
NCT01733758,NCT01733758,f7,(Intercept),2.51,0.645,3.893,1.129e-04
NCT01733758,NCT01733758,f7,value_1,0.69,0.079,8.777,3.003e-17
NCT01733758,NCT01733758,f7,sex,0.193,0.139,1.394,1.641e-01
NCT01733758,NCT01733758,f7,arm_f_2_uaa10899,-0.253,0.799,-0.317,7.512e-01
NCT01733758,NCT01733758,f7,arm_f_2_uaa10900,0.799,0.804,0.994,3.209e-01
NCT01733758,NCT01733758,f7,arm_f_2_uaa10901,0.404,0.876,0.461,6.451e-01
NCT01733758,NCT01733758,f7,sex:arm_f_2_uaa10899,-0.155,0.177,-0.871,3.843e-01
NCT01733758,NCT01733758,f7,sex:arm_f_2_uaa10900,-0.341,0.176,-1.93,5.419e-02
NCT01733758,NCT01733758,f7,sex:arm_f_2_uaa10901,-0.138,0.195,-0.708,4.795e-01
